jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
16,1,2018,stage_1,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 1.gpx,16_January_2018__stage_1__tour-down-under_2018__2.UWT.csv,100,match
17,1,2018,stage_2,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 2.gpx,17_January_2018__stage_2__tour-down-under_2018__2.UWT.csv,100,match
18,1,2018,stage_3,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 3.gpx,18_January_2018__stage_3__tour-down-under_2018__2.UWT.csv,100,match
19,1,2018,stage_4,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 4.gpx,19_January_2018__stage_4__tour-down-under_2018__2.UWT.csv,100,match
20,1,2018,stage_5,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 5.gpx,20_January_2018__stage_5__tour-down-under_2018__2.UWT.csv,100,match
21,1,2018,stage_6,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 6.gpx,21_January_2018__stage_6__tour-down-under_2018__2.UWT.csv,100,match
21,2,2018,stage_1,abu-dhabi-tour,2.UWT,2018 Abu Dhabi Tour Stage 1.gpx,21_February_2018__stage_1__abu-dhabi-tour_2018__2.UWT.csv,100,match
22,2,2018,stage_2,abu-dhabi-tour,2.UWT,2018 Abu Dhabi Tour Stage 2.gpx,22_February_2018__stage_2__abu-dhabi-tour_2018__2.UWT.csv,100,match
23,2,2018,stage_3,abu-dhabi-tour,2.UWT,2018 Abu Dhabi Tour Stage 3.gpx,23_February_2018__stage_3__abu-dhabi-tour_2018__2.UWT.csv,100,match
24,2,2018,stage_4,abu-dhabi-tour,2.UWT,2018 Abu Dhabi Tour Stage 4.gpx,24_February_2018__stage_4__abu-dhabi-tour_2018__2.UWT.csv,100,match
25,2,2018,stage_5,abu-dhabi-tour,2.UWT,2018 Abu Dhabi Tour Stage 5.gpx,25_February_2018__stage_5__abu-dhabi-tour_2018__2.UWT.csv,100,match
4,3,2018,stage_1,paris-nice,2.UWT,2018 Paris-Nice Stage 1.gpx,04_March_2018__stage_1__paris-nice_2018__2.UWT.csv,100,match
5,3,2018,stage_2,paris-nice,2.UWT,2018 Paris-Nice Stage 2.gpx,05_March_2018__stage_2__paris-nice_2018__2.UWT.csv,100,match
6,3,2018,stage_3,paris-nice,2.UWT,2018 Paris-Nice Stage 3.gpx,06_March_2018__stage_3__paris-nice_2018__2.UWT.csv,100,match
7,3,2018,stage_4,paris-nice,2.UWT,2018 Paris-Nice Stage 4.gpx,07_March_2018__stage_4__paris-nice_2018__2.UWT.csv,100,match
7,3,2018,stage_1,tirreno-adriatico,2.UWT,2018 Tirreno-Adriatico Stage 1.gpx,07_March_2018__stage_1__tirreno-adriatico_2018__2.UWT.csv,100,match
8,3,2018,stage_2,tirreno-adriatico,2.UWT,2018 Tirreno-Adriatico Stage 2.gpx,08_March_2018__stage_2__tirreno-adriatico_2018__2.UWT.csv,100,match
8,3,2018,stage_5,paris-nice,2.UWT,2018 Paris-Nice Stage 5.gpx,08_March_2018__stage_5__paris-nice_2018__2.UWT.csv,100,match
9,3,2018,stage_3,tirreno-adriatico,2.UWT,2018 Tirreno-Adriatico Stage 3.gpx,09_March_2018__stage_3__tirreno-adriatico_2018__2.UWT.csv,100,match
9,3,2018,stage_6,paris-nice,2.UWT,2018 Paris-Nice Stage 6.gpx,09_March_2018__stage_6__paris-nice_2018__2.UWT.csv,100,match
10,3,2018,stage_7,paris-nice,2.UWT,2018 Paris-Nice Stage 7.gpx,10_March_2018__stage_7__paris-nice_2018__2.UWT.csv,100,match
