jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
20,2,2022,stage_1,uae-tour,2.UWT,2022 UAE Tour Stage 1.gpx,20_February_2022__stage_1__uae-tour_2022__2.UWT.csv,100,match
21,2,2022,stage_2,uae-tour,2.UWT,2022 UAE Tour Stage 2.gpx,21_February_2022__stage_2__uae-tour_2022__2.UWT.csv,100,match
22,2,2022,stage_3,uae-tour,2.UWT,2022 UAE Tour Stage 3.gpx,22_February_2022__stage_3__uae-tour_2022__2.UWT.csv,100,match
23,2,2022,stage_4,uae-tour,2.UWT,2022 UAE Tour Stage 4.gpx,23_February_2022__stage_4__uae-tour_2022__2.UWT.csv,100,match
24,2,2022,stage_5,uae-tour,2.UWT,2022 UAE Tour Stage 5.gpx,24_February_2022__stage_5__uae-tour_2022__2.UWT.csv,100,match
25,2,2022,stage_6,uae-tour,2.UWT,2022 UAE Tour Stage 6.gpx,25_February_2022__stage_6__uae-tour_2022__2.UWT.csv,100,match
26,2,2022,stage_7,uae-tour,2.UWT,2022 UAE Tour Stage 7.gpx,26_February_2022__stage_7__uae-tour_2022__2.UWT.csv,100,match
6,3,2022,stage_1,paris-nice,2.UWT,2022 Paris-Nice Stage 1.gpx,06_March_2022__stage_1__paris-nice_2022__2.UWT.csv,100,match
7,3,2022,stage_2,paris-nice,2.UWT,2022 Paris-Nice Stage 2.gpx,07_March_2022__stage_2__paris-nice_2022__2.UWT.csv,100,match
7,3,2022,stage_1,tirreno-adriatico,2.UWT,2022 Tirreno-Adriatico Stage 1.gpx,07_March_2022__stage_1__tirreno-adriatico_2022__2.UWT.csv,100,match
8,3,2022,stage_3,paris-nice,2.UWT,2022 Paris-Nice Stage 3.gpx,08_March_2022__stage_3__paris-nice_2022__2.UWT.csv,100,match
8,3,2022,stage_2,tirreno-adriatico,2.UWT,2022 Tirreno-Adriatico Stage 2.gpx,08_March_2022__stage_2__tirreno-adriatico_2022__2.UWT.csv,100,match
9,3,2022,stage_4,paris-nice,2.UWT,2022 Paris-Nice Stage 4.gpx,09_March_2022__stage_4__paris-nice_2022__2.UWT.csv,100,match
9,3,2022,stage_3,tirreno-adriatico,2.UWT,2022 Tirreno-Adriatico Stage 3.gpx,09_March_2022__stage_3__tirreno-adriatico_2022__2.UWT.csv,100,match
10,3,2022,stage_5,paris-nice,2.UWT,2022 Paris-Nice Stage 5.gpx,10_March_2022__stage_5__paris-nice_2022__2.UWT.csv,100,match
10,3,2022,stage_4,tirreno-adriatico,2.UWT,2022 Tirreno-Adriatico Stage 4.gpx,10_March_2022__stage_4__tirreno-adriatico_2022__2.UWT.csv,100,match
11,3,2022,stage_6,paris-nice,2.UWT,2022 Paris-Nice Stage 6.gpx,11_March_2022__stage_6__paris-nice_2022__2.UWT.csv,100,match
11,3,2022,stage_5,tirreno-adriatico,2.UWT,2022 Tirreno-Adriatico Stage 5.gpx,11_March_2022__stage_5__tirreno-adriatico_2022__2.UWT.csv,100,match
12,3,2022,stage_7,paris-nice,2.UWT,2022 Paris-Nice Stage 7.gpx,12_March_2022__stage_7__paris-nice_2022__2.UWT.csv,100,match
12,3,2022,stage_6,tirreno-adriatico,2.UWT,2022 Tirreno-Adriatico Stage 6.gpx,12_March_2022__stage_6__tirreno-adriatico_2022__2.UWT.csv,100,match
13,3,2022,stage_8,paris-nice,2.UWT,2022 Paris-Nice Stage 8.gpx,13_March_2022__stage_8__paris-nice_2022__2.UWT.csv,100,match
13,3,2022,stage_7,tirreno-adriatico,2.UWT,2022 Tirreno-Adriatico Stage 7.gpx,13_March_2022__stage_7__tirreno-adriatico_2022__2.UWT.csv,100,match
21,3,2022,stage_1,volta-a-catalunya,2.UWT,2022 Volta Ciclista a Catalunya Stage 1.gpx,21_March_2022__stage_1__volta-a-catalunya_2022__2.UWT.csv,100,match
22,3,2022,stage_2,volta-a-catalunya,2.UWT,2022 Volta Ciclista a Catalunya Stage 2.gpx,22_March_2022__stage_2__volta-a-catalunya_2022__2.UWT.csv,100,match
23,3,2022,stage_3,volta-a-catalunya,2.UWT,2022 Volta Ciclista a Catalunya Stage 3.gpx,23_March_2022__stage_3__volta-a-catalunya_2022__2.UWT.csv,100,match
24,3,2022,stage_4,volta-a-catalunya,2.UWT,2022 Volta Ciclista a Catalunya Stage 4.gpx,24_March_2022__stage_4__volta-a-catalunya_2022__2.UWT.csv,100,match
25,3,2022,stage_5,volta-a-catalunya,2.UWT,2022 Volta Ciclista a Catalunya Stage 5.gpx,25_March_2022__stage_5__volta-a-catalunya_2022__2.UWT.csv,100,match
26,3,2022,stage_6,volta-a-catalunya,2.UWT,2022 Volta Ciclista a Catalunya Stage 6.gpx,26_March_2022__stage_6__volta-a-catalunya_2022__2.UWT.csv,100,match
27,3,2022,stage_7,volta-a-catalunya,2.UWT,2022 Volta Ciclista a Catalunya Stage 7.gpx,27_March_2022__stage_7__volta-a-catalunya_2022__2.UWT.csv,100,match
4,4,2022,stage_1,itzulia-basque-country,2.UWT,2022 Itzulia Basque Country Prologue.gpx,04_April_2022__stage_1__itzulia-basque-country_2022__2.UWT.csv,100,match
5,4,2022,stage_2,itzulia-basque-country,2.UWT,2022 Itzulia Basque Country Stage 1.gpx,05_April_2022__stage_2__itzulia-basque-country_2022__2.UWT.csv,100,match
6,4,2022,stage_3,itzulia-basque-country,2.UWT,2022 Itzulia Basque Country Stage 2.gpx,06_April_2022__stage_3__itzulia-basque-country_2022__2.UWT.csv,100,match
7,4,2022,stage_4,itzulia-basque-country,2.UWT,2022 Itzulia Basque Country Stage 3.gpx,07_April_2022__stage_4__itzulia-basque-country_2022__2.UWT.csv,100,match
8,4,2022,stage_5,itzulia-basque-country,2.UWT,2022 Itzulia Basque Country Stage 4.gpx,08_April_2022__stage_5__itzulia-basque-country_2022__2.UWT.csv,100,match
9,4,2022,stage_6,itzulia-basque-country,2.UWT,2022 Itzulia Basque Country Stage 5.gpx,09_April_2022__stage_6__itzulia-basque-country_2022__2.UWT.csv,100,match
26,4,2022,prologue,tour-de-romandie,2.UWT,2022 Tour de Romandie Prologue.gpx,26_April_2022__Prologue__tour-de-romandie_2022__2.UWT.csv,100,match
27,4,2022,stage_1,tour-de-romandie,2.UWT,2022 Tour de Romandie Stage 1.gpx,27_April_2022__stage_1__tour-de-romandie_2022__2.UWT.csv,100,match
28,4,2022,stage_2,tour-de-romandie,2.UWT,2022 Tour de Romandie Stage 2.gpx,28_April_2022__stage_2__tour-de-romandie_2022__2.UWT.csv,100,match
29,4,2022,stage_3,tour-de-romandie,2.UWT,2022 Tour de Romandie Stage 3.gpx,29_April_2022__stage_3__tour-de-romandie_2022__2.UWT.csv,100,match
30,4,2022,stage_4,tour-de-romandie,2.UWT,2022 Tour de Romandie Stage 4.gpx,30_April_2022__stage_4__tour-de-romandie_2022__2.UWT.csv,100,match
1,5,2022,stage_5,tour-de-romandie,2.UWT,2022 Tour de Romandie Stage 5.gpx,01_May_2022__stage_5__tour-de-romandie_2022__2.UWT.csv,100,match
6,5,2022,stage_1,giro-d-italia,2.UWT,2022 Giro d'Italia Stage 1.gpx,06_May_2022__stage_1__giro-d-italia_2022__2.UWT.csv,100,match
7,5,2022,stage_2,giro-d-italia,2.UWT,2022 Giro d'Italia Stage 2.gpx,07_May_2022__stage_2__giro-d-italia_2022__2.UWT.csv,100,match
8,5,2022,stage_3,giro-d-italia,2.UWT,2022 Giro d'Italia Stage 3.gpx,08_May_2022__stage_3__giro-d-italia_2022__2.UWT.csv,100,match
10,5,2022,stage_4,giro-d-italia,2.UWT,2022 Giro d'Italia Stage 4.gpx,10_May_2022__stage_4__giro-d-italia_2022__2.UWT.csv,100,match
11,5,2022,stage_5,giro-d-italia,2.UWT,2022 Giro d'Italia Stage 5.gpx,11_May_2022__stage_5__giro-d-italia_2022__2.UWT.csv,100,match
