jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
21,1,2025,stage_1,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 1.gpx,21_January_2025__stage_1__tour-down-under_2025__2.UWT.csv,100.0,match
22,1,2025,stage_2,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 2.gpx,22_January_2025__stage_2__tour-down-under_2025__2.UWT.csv,100.0,match
23,1,2025,stage_3,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 3.gpx,23_January_2025__stage_3__tour-down-under_2025__2.UWT.csv,100.0,match
24,1,2025,stage_4,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 4.gpx,24_January_2025__stage_4__tour-down-under_2025__2.UWT.csv,100.0,match
25,1,2025,stage_5,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 5.gpx,25_January_2025__stage_5__tour-down-under_2025__2.UWT.csv,100.0,match
26,1,2025,stage_6,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 6.gpx,26_January_2025__stage_6__tour-down-under_2025__2.UWT.csv,100.0,match
17,2,2025,stage_1,uae-tour,2.UWT,2025 UAE Tour Stage 1.gpx,17_February_2025__stage_1__uae-tour_2025__2.UWT.csv,100.0,match
18,2,2025,stage_2,uae-tour,2.UWT,2025 UAE Tour Stage 2.gpx,18_February_2025__stage_2__uae-tour_2025__2.UWT.csv,100.0,match
19,2,2025,stage_3,uae-tour,2.UWT,2025 UAE Tour Stage 3.gpx,19_February_2025__stage_3__uae-tour_2025__2.UWT.csv,100.0,match
20,2,2025,stage_4,uae-tour,2.UWT,2025 UAE Tour Stage 4.gpx,20_February_2025__stage_4__uae-tour_2025__2.UWT.csv,100.0,match
21,2,2025,stage_5,uae-tour,2.UWT,2025 UAE Tour Stage 5.gpx,21_February_2025__stage_5__uae-tour_2025__2.UWT.csv,100.0,match
22,2,2025,stage_6,uae-tour,2.UWT,2025 UAE Tour Stage 6.gpx,22_February_2025__stage_6__uae-tour_2025__2.UWT.csv,100.0,match
23,2,2025,stage_7,uae-tour,2.UWT,2025 UAE Tour Stage 7.gpx,23_February_2025__stage_7__uae-tour_2025__2.UWT.csv,100.0,match
9,3,2025,stage_1,paris-nice,2.UWT,2025 Paris-Nice Stage 1.gpx,09_March_2025__stage_1__paris-nice_2025__2.UWT.csv,100.0,match
10,3,2025,stage_2,paris-nice,2.UWT,2025 Paris-Nice Stage 2.gpx,10_March_2025__stage_2__paris-nice_2025__2.UWT.csv,100.0,match
10,3,2025,stage_1,tirreno-adriatico,2.UWT,2025 Tirreno-Adriatico Stage 1.gpx,10_March_2025__stage_1__tirreno-adriatico_2025__2.UWT.csv,100.0,match
11,3,2025,stage_2,tirreno-adriatico,2.UWT,2025 Tirreno-Adriatico Stage 2.gpx,11_March_2025__stage_2__tirreno-adriatico_2025__2.UWT.csv,100.0,match
11,3,2025,stage_3,paris-nice,2.UWT,2025 Paris-Nice Stage 3.gpx,11_March_2025__stage_3__paris-nice_2025__2.UWT.csv,100.0,match
12,3,2025,stage_3,tirreno-adriatico,2.UWT,2025 Tirreno-Adriatico Stage 3.gpx,12_March_2025__stage_3__tirreno-adriatico_2025__2.UWT.csv,100.0,match
12,3,2025,stage_4,paris-nice,2.UWT,2025 Paris-Nice Stage 4.gpx,12_March_2025__stage_4__paris-nice_2025__2.UWT.csv,100.0,match
13,3,2025,stage_4,tirreno-adriatico,2.UWT,2025 Tirreno-Adriatico Stage 4.gpx,13_March_2025__stage_4__tirreno-adriatico_2025__2.UWT.csv,100.0,match
13,3,2025,stage_5,paris-nice,2.UWT,2025 Paris-Nice Stage 5.gpx,13_March_2025__stage_5__paris-nice_2025__2.UWT.csv,100.0,match
14,3,2025,stage_6,paris-nice,2.UWT,2025 Paris-Nice Stage 6.gpx,14_March_2025__stage_6__paris-nice_2025__2.UWT.csv,100.0,match
14,3,2025,stage_5,tirreno-adriatico,2.UWT,2025 Tirreno-Adriatico Stage 5.gpx,14_March_2025__stage_5__tirreno-adriatico_2025__2.UWT.csv,100.0,match
15,3,2025,stage_6,tirreno-adriatico,2.UWT,2025 Tirreno-Adriatico Stage 6.gpx,15_March_2025__stage_6__tirreno-adriatico_2025__2.UWT.csv,100.0,match
15,3,2025,stage_7,paris-nice,2.UWT,2025 Paris-Nice Stage 7.gpx,15_March_2025__stage_7__paris-nice_2025__2.UWT.csv,100.0,match
16,3,2025,stage_8,paris-nice,2.UWT,2025 Paris-Nice Stage 8.gpx,16_March_2025__stage_8__paris-nice_2025__2.UWT.csv,100.0,match
