jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km,ferry_km,alpine_path_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km
4,1,2020,stage_1,cambodia-bay-cycling-tour,2.2,2020 Cambodia Bay Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2972867293,50.8,0.0,87.9,,5.99,,138.0,0.0,,5.99,0.632,0.933,,,,,,,144.99,1670.0,1704.0,366.0,4.0,5.0,3.0,1.0,0.0,0.0,0.8803,0.8803,0.7138,0.0,0.0,0.0,-0.03,-0.02,62.0,-0.04,400.0
5,1,2020,stage_2,cambodia-bay-cycling-tour,2.2,2020 Cambodia Bay Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2972868519,32.4,0.198,130.0,,0.573,,153.0,0.198,,0.573,,9.76,,,,,,,163.19,1669.0,609.0,1063.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9997,0.9997,0.9997,0.9997,0.9997,2.7,2.4,0.96,112.0,0.0,267.0
6,1,2020,stage_3,cambodia-bay-cycling-tour,2.2,2020 Cambodia Bay Cycling Tour Stage 3.gpx,https://www.komoot.com/tour/2972869353,12.6,,130.0,0.0,,,142.0,0.594,,,,,,,,,,,142.47,421.0,421.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.17,-0.06,60.0,0.02,122.0
8,1,2020,result,nc-australia-itt,NC,2020 Australian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2972845596,29.9,6.8,,0.838,,,14.1,23.5,,,,,,,,,,,37.56,371.0,373.0,580.0,495.0,2.0,0.0,0.0,0.0,0.0,0.8328,0.0,0.0,0.0,0.0,2.1,-0.93,-1.16,207.0,-0.01,371.0
12,1,2020,stage_1,vuelta-al-tachira,2.2,2020 Vuelta al Tachira Stage 1.gpx,https://www.komoot.com/tour/2973310841,91.4,6.15,,,24.6,,92.7,4.89,,24.6,,,,,,,,,119.97,1301.0,1304.0,858.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87,0.16,145.0,-0.04,531.0
12,1,2020,result,nc-australia,NC,2020 Australian Road National Championship.gpx,https://www.komoot.com/tour/2972846528,87.7,23.6,14.3,14.8,,,17.5,123.0,,,,,,,,,,,139.88,2676.0,2676.0,599.0,442.0,12.0,0.0,0.0,0.0,0.0,0.936,0.0,0.0,0.0,0.0,-4.3,-1.9,-2.12,694.0,0.3,1048.0
13,1,2020,stage_2,vuelta-al-tachira,2.2,2020 Vuelta al Tachira Stage 2.gpx,https://www.komoot.com/tour/2973311847,5.81,4.36,103.0,,43.0,,108.0,4.33,,38.7,,,,,,,,,155.2,1048.0,1144.0,284.0,170.0,2.0,0.0,0.0,0.0,0.0,0.7457,0.0,0.0,0.0,0.0,0.2,0.17,-0.06,154.0,-0.19,108.0
14,1,2020,stage_3,vuelta-al-tachira,2.2,2020 Vuelta al Tachira Stage 3.gpx,https://www.komoot.com/tour/2973312751,82.7,,3.29,,49.8,,85.7,0.232,,49.8,,,,,,,,,134.66,1430.0,1430.0,911.0,822.0,13.0,0.0,0.0,0.0,0.0,0.9487,0.0,0.0,0.0,0.0,-1.6,-1.97,-1.2,42.0,0.05,550.0
15,1,2020,stage_1,new-zealand-cycle-classic,2.2,2020 New Zealand Cycle Classic Stage 1.gpx,https://www.komoot.com/tour/2973022363,122.0,0.626,,,,,5.01,118.0,,,,,,,,,,,123.32,1226.0,1172.0,274.0,104.0,4.0,1.0,0.0,0.0,0.0,0.7552,0.4196,0.0,0.0,0.0,4.0,1.73,0.86,65.0,0.23,579.0
15,1,2020,stage_4,vuelta-al-tachira,2.2,2020 Vuelta al Tachira Stage 4.gpx,https://www.komoot.com/tour/2973313595,0.468,6.61,8.58,,131.0,,9.05,6.58,,131.0,,,,,,,,,144.96,2129.0,771.0,1486.0,53.0,4.0,1.0,1.0,1.0,1.0,0.9994,0.9994,0.9994,0.9994,0.9994,10.3,7.57,7.08,626.0,-0.01,248.0
