jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km,ferry_km,alpine_path_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km
28,1,2024,result,gp-d-ouverture,1.1,2024 Grand Prix Cycliste de Marseille La Marseillaise.gpx,https://www.komoot.com/tour/2951751766,119.0,0.706,42.6,2.74,0.208,,164.0,1.55,,0.208,,,,,,,,,165.94,2753.0,2953.0,730.0,10.0,8.0,6.0,3.0,0.0,0.0,0.9443,0.9443,0.8165,0.0,0.0,-0.3,-1.3,-1.56,1.0,0.13,806.0
28,1,2024,stage_3,tour-of-sharjah,2.2,2024 Tour of Sharjah Stage 3.gpx,https://www.komoot.com/tour/2961566273,9.96,,,,,,9.96,,,,,,,,,,,,10.14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.03,-0.02,1.0,0.0,1.0
30,1,2024,stage_4,tour-of-sharjah,2.2,2024 Tour of Sharjah Stage 4.gpx,https://www.komoot.com/tour/2987489070,61.0,4.26,5.47,,54.7,0.0,39.4,28.0,,59.3,1.11,,0.0,,,,,,125.38,2154.0,1611.0,543.0,0.0,8.0,3.0,1.0,0.0,0.0,0.9996,0.9996,0.9996,0.0,0.0,7.8,8.73,8.0,548.0,0.32,790.0
30,1,2024,stage_1,alula-tour,2.1,2024 AlUla Tour Stage 1.gpx,https://www.komoot.com/tour/2951616922,106.0,,42.5,,0.541,,145.0,3.83,,0.271,,,,,,,,,149.08,686.0,672.0,751.0,517.0,5.0,1.0,0.0,0.0,0.0,0.9518,0.5344,0.0,0.0,0.0,-0.2,-0.47,-0.62,48.0,-0.2,150.0
31,1,2024,stage_1,vuelta-a-la-comunidad-valenciana,2.Pro,2024 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2961882937,122.0,6.76,37.7,,,,160.0,6.2,0.262,,,,,,,,,,166.79,2373.0,2354.0,786.0,1.0,8.0,3.0,2.0,1.0,0.0,0.8963,0.8963,0.8963,0.2922,0.0,0.5,0.17,-0.08,19.0,1.34,989.0
31,1,2024,stage_5,tour-of-sharjah,2.2,2024 Tour of Sharjah Stage 5.gpx,https://www.komoot.com/tour/2987489565,4.1,0.391,16.9,,72.3,,19.3,1.72,,53.6,1.68,1.68,,,,,,,95.07,549.0,909.0,604.0,133.0,2.0,0.0,0.0,0.0,0.0,0.2387,0.0,0.0,0.0,0.0,-0.3,-0.1,-0.18,30.0,-0.63,470.0
31,1,2024,stage_2,alula-tour,2.1,2024 AlUla Tour Stage 2.gpx,https://www.komoot.com/tour/2951617395,107.0,,91.3,,0.18,,199.0,,,,,,,,,,,,199.33,1347.0,1119.0,1132.0,763.0,3.0,2.0,1.0,0.0,0.0,0.9961,0.9961,0.2455,0.0,0.0,-0.5,2.4,2.98,300.0,0.58,501.0
1,2,2024,result,nc-ecuador-itt,NC,2024 National Road Championships - Ecuador - ITT.gpx,https://www.komoot.com/tour/2951831975,2.12,0.176,40.6,,,,14.8,28.1,,,,,,,,,,,42.93,260.0,259.0,2790.0,2729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,-0.2,0.52,100.0,0.0,260.0
1,2,2024,stage_2,vuelta-a-la-comunidad-valenciana,2.Pro,2024 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2961884661,118.0,1.46,29.4,0.0,0.348,,159.0,3.24,,0.187,1.68,,,,,,,,163.11,1835.0,1919.0,411.0,19.0,5.0,4.0,4.0,0.0,0.0,0.9065,0.9065,0.9065,0.0,0.0,0.0,-1.87,-3.4,7.0,0.44,709.0
1,2,2024,stage_2,etoile-de-besseges,2.1,2024 Etoile de Besseges - Tour du Gard Stage 2.gpx,https://www.komoot.com/tour/2951692657,132.0,0.33,28.7,2.62,,0.0,163.0,0.746,0.194,0.0,,,,,,,,,163.86,1986.0,1755.0,636.0,33.0,5.0,3.0,1.0,0.0,0.0,0.9998,0.9998,0.6025,0.0,0.0,8.5,3.1,1.32,148.0,0.06,388.0
1,2,2024,stage_3,alula-tour,2.1,2024 AlUla Tour Stage 3.gpx,https://www.komoot.com/tour/2951618003,74.8,,84.1,,11.6,,155.0,4.2,,11.6,,0.0,0.0,,,,,,170.61,953.0,946.0,835.0,517.0,3.0,1.0,0.0,0.0,0.0,0.9526,0.1912,0.0,0.0,0.0,1.1,0.2,-0.48,146.0,0.26,433.0
2,2,2024,stage_3,etoile-de-besseges,2.1,2024 Etoile de Besseges - Tour du Gard Stage 3.gpx,https://www.komoot.com/tour/2951693251,146.0,2.77,8.92,,3.52,,135.0,22.9,,3.27,,,,,,,,,161.24,2326.0,2324.0,622.0,123.0,8.0,5.0,1.0,0.0,0.0,0.9304,0.8343,0.7145,0.0,0.0,0.5,0.13,0.02,56.0,-0.06,721.0
2,2,2024,stage_3,vuelta-a-la-comunidad-valenciana,2.Pro,2024 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2961886032,98.9,0.342,61.6,0.0,,,161.0,0.195,,,,,,,,,,,161.39,1393.0,1513.0,490.0,13.0,5.0,2.0,1.0,0.0,0.0,0.8661,0.4661,0.4661,0.0,0.0,-0.1,-0.13,-0.08,4.0,0.02,499.0
2,2,2024,result,nc-south-africa-itt,NC,2024 National Road Championships - South Africa - ITT.gpx,https://www.komoot.com/tour/2951834772,41.3,,,,,,39.5,,,,,1.81,,,,,,,41.27,250.0,250.0,1571.0,1472.0,1.0,0.0,0.0,0.0,0.0,0.5844,0.0,0.0,0.0,0.0,0.4,0.27,0.34,199.0,0.0,250.0
2,2,2024,stage_4,alula-tour,2.1,2024 AlUla Tour Stage 4.gpx,https://www.komoot.com/tour/2951618499,63.7,6.62,74.1,,0.901,,138.0,6.35,,0.995,,,,,,,,,145.12,1017.0,957.0,864.0,736.0,4.0,0.0,0.0,0.0,0.0,0.9994,0.0,0.0,0.0,0.0,3.3,1.17,0.86,182.0,-0.09,274.0
3,2,2024,result,grand-prix-apollon-temple-me,1.2,2024 Grand Prix Apollon Temple.gpx,https://www.komoot.com/tour/2951745671,33.8,0.189,99.6,,,,129.0,4.88,,0.0,,,,,,,,,133.45,499.0,492.0,39.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.03,0.02,63.0,0.03,196.0
3,2,2024,stage_4,vuelta-a-la-comunidad-valenciana,2.Pro,2024 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2961887333,103.0,0.675,55.3,0.705,,,154.0,6.02,0.0,,,,,,,,,,159.81,3300.0,2715.0,968.0,4.0,8.0,5.0,3.0,1.0,1.0,0.9999,0.9999,0.9999,0.3397,0.3397,13.3,9.07,10.38,272.0,1.06,1156.0
3,2,2024,stage_4,etoile-de-besseges,2.1,2024 Etoile de Besseges - Tour du Gard Stage 4.gpx,https://www.komoot.com/tour/2951693782,155.0,,3.87,,,,159.0,,,,,,,,,,,,158.61,1801.0,1805.0,344.0,73.0,7.0,4.0,0.0,0.0,0.0,0.9937,0.9937,0.0,0.0,0.0,-0.4,3.33,3.64,219.0,-0.49,478.0
3,2,2024,result,nc-ecuador,NC,2024 National Road Championships - Ecuador.gpx,https://www.komoot.com/tour/2951833010,102.0,36.6,21.0,6.45,13.9,,125.0,36.9,4.53,13.3,,,,,,,,,180.38,1344.0,1345.0,2816.0,2755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.8,-0.84,86.0,-0.03,365.0
3,2,2024,stage_5,alula-tour,2.1,2024 AlUla Tour Stage 5.gpx,https://www.komoot.com/tour/2951619019,58.5,6.47,85.4,,0.45,,140.0,10.7,,0.45,,,,,,,,,150.73,1329.0,859.0,1228.0,572.0,3.0,1.0,1.0,1.0,0.0,0.961,0.961,0.961,0.961,0.0,-1.9,-1.27,-1.2,507.0,-0.03,178.0
4,2,2024,stage_5,etoile-de-besseges,2.1,2024 Etoile de Besseges - Tour du Gard Stage 5.gpx,https://www.komoot.com/tour/2951694243,9.87,0.335,0.108,0.379,,,10.7,,,,,,,,,,,,10.62,171.0,10.0,290.0,121.0,1.0,1.0,0.0,0.0,0.0,0.9965,0.9965,0.0,0.0,0.0,6.9,5.33,3.34,169.0,1.52,171.0
4,2,2024,stage_5,vuelta-a-la-comunidad-valenciana,2.Pro,2024 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2961888491,75.7,5.52,0.0,10.9,0.174,,82.6,9.42,0.327,0.174,0.247,,,,,,,,92.77,1075.0,1160.0,592.0,0.0,2.0,2.0,2.0,0.0,0.0,0.5438,0.5438,0.5438,0.0,0.0,0.1,0.0,0.0,1.0,0.92,1029.0
4,2,2024,result,nc-south-africa,NC,2024 National Road Championships - South Africa.gpx,https://www.komoot.com/tour/2951835291,184.0,,,,,,179.0,,,,,5.45,,,,,,,183.93,1683.0,1683.0,1901.0,1465.0,8.0,1.0,1.0,0.0,0.0,0.7328,0.7328,0.7328,0.0,0.0,0.4,0.27,0.36,74.0,0.02,290.0
6,2,2024,stage_1,colombia-21,2.1,2024 Tour Colombia Stage 1.gpx,https://www.komoot.com/tour/2960802542,22.9,,133.0,,,,88.3,67.5,,,,,,,,,,,155.71,960.0,972.0,2516.0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.22,91.0,-0.04,296.0
7,2,2024,stage_2,colombia-21,2.1,2024 Tour Colombia Stage 2.gpx,https://www.komoot.com/tour/2960805039,,2.59,166.0,,,,164.0,4.33,,0.0,0.0,,,,,,,,168.27,2305.0,2051.0,2947.0,2487.0,5.0,5.0,1.0,0.0,0.0,0.9996,0.9996,0.2451,0.0,0.0,2.0,0.97,2.0,261.0,0.75,811.0
8,2,2024,stage_1,tour-of-antalya,2.1,2024 Tour of Antalya Stage 1.gpx,https://www.komoot.com/tour/2961076207,74.7,4.81,52.5,1.3,0.291,0.861,128.0,1.67,,5.14,0.876,,,,,,,,134.85,443.0,419.0,65.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.3,-0.18,46.0,-0.02,180.0
8,2,2024,result,nc-new-zealand-itt,NC,2024 National Road Championships - New Zealand - ITT.gpx,https://www.komoot.com/tour/2951833755,37.3,,,,,,,37.3,,,,,,,,,,,37.42,462.0,462.0,240.0,103.0,3.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,-1.2,-2.0,0.66,205.0,0.0,462.0
8,2,2024,stage_3,colombia-21,2.1,2024 Tour Colombia Stage 3.gpx,https://www.komoot.com/tour/2960807034,44.1,14.2,84.3,,,,134.0,8.64,,,,,,,,,,,142.54,1694.0,1695.0,2749.0,2674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-1.67,-0.48,79.0,0.01,614.0
9,2,2024,result,muscat-classic,1.1,2024 Muscat Classic.gpx,https://www.komoot.com/tour/2951830786,83.0,0.328,77.5,,13.7,,133.0,27.3,,4.29,,,,,,,,,174.05,1965.0,1951.0,376.0,2.0,7.0,5.0,1.0,0.0,0.0,0.9764,0.9764,0.4578,0.0,0.0,-0.1,-4.17,-2.48,267.0,0.29,269.0
9,2,2024,stage_1,tour-cycliste-international-la-provence,2.1,2024 Tour de la Provence Stage 1.gpx,https://www.komoot.com/tour/2961010584,138.0,0.707,9.86,8.42,0.464,0.0,156.0,0.929,0.127,0.595,0.113,0.165,0.138,0.113,,,,,157.94,1440.0,1553.0,436.0,-3.0,3.0,3.0,1.0,0.0,0.0,0.613,0.613,0.3072,0.0,0.0,-0.2,-0.57,-1.32,50.0,0.56,693.0
9,2,2024,stage_2,tour-of-antalya,2.1,2024 Tour of Antalya Stage 2.gpx,https://www.komoot.com/tour/2961078209,81.0,0.654,56.9,0.0,0.741,,138.0,0.478,,1.12,0.329,,,,,,,,140.34,2415.0,2385.0,1286.0,0.0,2.0,1.0,1.0,1.0,1.0,0.6295,0.6295,0.6295,0.6295,0.6295,-0.6,0.03,-0.22,73.0,0.36,548.0
9,2,2024,stage_4,colombia-21,2.1,2024 Tour Colombia Stage 4.gpx,https://www.komoot.com/tour/2960808849,9.81,1.21,170.0,0.57,,,180.0,1.78,,,,,,,,,,,181.58,2033.0,1953.0,2955.0,2497.0,5.0,4.0,1.0,0.0,0.0,0.6539,0.6539,0.2809,0.0,0.0,-1.2,-0.9,0.04,87.0,0.73,790.0
10,2,2024,stage_1,tour-of-oman,2.Pro,2024 Tour of Oman Stage 1.gpx,https://www.komoot.com/tour/2961518273,73.4,0.879,85.5,,21.6,,155.0,3.92,,22.0,0.0,0.0,,,,,,,180.67,907.0,1276.0,738.0,14.0,2.0,2.0,1.0,0.0,0.0,0.4926,0.4926,0.4926,0.0,0.0,3.0,0.93,0.26,48.0,0.25,338.0
10,2,2024,result,nc-new-zealand,NC,2024 National Road Championships - New Zealand.gpx,https://www.komoot.com/tour/2951834231,122.0,,,,,,,122.0,,,,,,,,,,,122.34,920.0,920.0,191.0,34.0,5.0,0.0,0.0,0.0,0.0,0.9892,0.0,0.0,0.0,0.0,-1.1,0.57,0.82,183.0,-0.05,368.0
