jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
13,1,2021,stage_1,new-zealand-cycle-classic,2.2,2021 New Zealand Cycle Classic Stage 1.gpx,13_January_2021__stage_1__new-zealand-cycle-classic_2021__2.2.csv,100.0,match
14,1,2021,stage_2,new-zealand-cycle-classic,2.2,2021 New Zealand Cycle Classic Stage 2.gpx,14_January_2021__stage_2__new-zealand-cycle-classic_2021__2.2.csv,100.0,match
15,1,2021,stage_3,new-zealand-cycle-classic,2.2,2021 New Zealand Cycle Classic Stage 3.gpx,15_January_2021__stage_3__new-zealand-cycle-classic_2021__2.2.csv,100.0,match
16,1,2021,stage_4,new-zealand-cycle-classic,2.2,2021 New Zealand Cycle Classic Stage 4.gpx,16_January_2021__stage_4__new-zealand-cycle-classic_2021__2.2.csv,100.0,match
17,1,2021,stage_5,new-zealand-cycle-classic,2.2,2021 New Zealand Cycle Classic Stage 5.gpx,17_January_2021__stage_5__new-zealand-cycle-classic_2021__2.2.csv,100.0,match
17,1,2021,stage_1,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 1.gpx,17_January_2021__stage_1__vuelta-al-tachira_2021__2.2.csv,100.0,match
18,1,2021,stage_2,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 2.gpx,18_January_2021__stage_2__vuelta-al-tachira_2021__2.2.csv,100.0,match
19,1,2021,stage_3,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 3.gpx,19_January_2021__stage_3__vuelta-al-tachira_2021__2.2.csv,100.0,match
20,1,2021,stage_4,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 4.gpx,20_January_2021__stage_4__vuelta-al-tachira_2021__2.2.csv,100.0,match
21,1,2021,stage_5,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 5.gpx,21_January_2021__stage_5__vuelta-al-tachira_2021__2.2.csv,100.0,match
22,1,2021,stage_6,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 6.gpx,22_January_2021__stage_6__vuelta-al-tachira_2021__2.2.csv,100.0,match
23,1,2021,stage_7,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 7.gpx,23_January_2021__stage_7__vuelta-al-tachira_2021__2.2.csv,100.0,match
23,1,2021,result,gravel-and-tar,1.2,2021 Gravel and Tar Classic.gpx,23_January_2021__result__gravel-and-tar_2021__1.2.csv,100.0,match
24,1,2021,stage_8,vuelta-al-tachira,2.2,2021 Vuelta al Tachira en Bicicleta Stage 8.gpx,24_January_2021__stage_8__vuelta-al-tachira_2021__2.2.csv,100.0,match
