fichier_gpx,route_url,road_km,cycleway_km,street_km,unknown_km,path_km,off-grid_(unknown)_km,singletrack_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,state_road_km,alpine_km,compacted_gravel_km,alpine_path_km
2022 USA Road National Championships - ITT.gpx,https://www.komoot.com/tour/2984602647,29.2,0.0,4.92,0.0,0.0,0.0,0.0,0.0,33.5,0.642,0.0,0.0,0.0,0.0,0.0,0.0
2022 USA Road National Championships.gpx,https://www.komoot.com/tour/2984605160,43.2,25.2,43.7,68.7,1.64,68.4,0.0,0.0,62.3,54.4,0.0,0.0,3.28,0.0,0.0,0.0
2022 Veenendaal-Veenendaal Classic.gpx,https://www.komoot.com/tour/2984607332,115.0,46.9,11.0,4.64,2.55,4.06,0.0,0.0,140.0,41.5,12.6,2.41,2.21,0.0,0.0,0.0
2022 Veneto Classic.gpx,https://www.komoot.com/tour/2984609333,143.0,11.5,8.07,1.37,2.91,1.09,0.641,0.0,170.0,17.3,0.752,1.28,23.3,0.0,0.0,0.0
2022 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,https://www.komoot.com/tour/2984611167,177.0,1.11,3.48,0.345,1.68,0.0,0.0,0.0,170.0,11.6,0.717,0.735,0.0,0.0,0.0,0.0
2022 Visegrad 4 Bicycle Race - GP Slovakia.gpx,https://www.komoot.com/tour/2984612815,126.0,0.0,17.1,0.577,1.56,0.0,0.0,0.0,95.4,48.8,0.0,0.0,0.129,0.0,0.0,0.0
2022 Visegrad 4 Bicycle Race Grand Prix Poland.gpx,https://www.komoot.com/tour/2984614511,146.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Visegrad 4 Kerekparverseny.gpx,https://www.komoot.com/tour/2984616418,93.3,0.247,1.46,0.597,0.208,0.421,0.0,0.0,158.0,0.405,0.519,0.0,64.5,0.0,0.0,0.0
2022 Volta Ciclista a Catalunya Stage 1.gpx,https://www.komoot.com/tour/2984618261,127.0,0.315,12.4,0.48,0.433,0.48,0.0,0.0,151.0,19.4,0.329,0.0,31.2,0.0,0.0,0.0
2022 Volta Ciclista a Catalunya Stage 2.gpx,https://www.komoot.com/tour/2984620409,123.0,2.62,0.48,3.07,0.478,3.07,0.0,0.0,198.0,1.1,0.123,0.412,73.4,0.0,0.0,0.0
2022 Volta Ciclista a Catalunya Stage 3.gpx,https://www.komoot.com/tour/2984621878,43.9,6.27,1.49,23.6,0.54,23.6,0.0,0.0,137.0,0.0,0.0,0.54,84.9,0.0,0.0,0.0
2022 Volta Ciclista a Catalunya Stage 4.gpx,https://www.komoot.com/tour/2984623318,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.15,162.0,6.35,0.0,0.0,87.0,0.0,0.0,0.0
2022 Volta Ciclista a Catalunya Stage 5.gpx,https://www.komoot.com/tour/2984624949,104.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,199.0,8.79,0.0,0.0,102.0,0.0,0.0,0.0
2022 Volta Ciclista a Catalunya Stage 6.gpx,https://www.komoot.com/tour/2984626236,161.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,165.0,2.38,0.0,0.0,2.65,0.0,0.0,0.0
2022 Volta Limburg Classic.gpx,https://www.komoot.com/tour/2984631044,137.0,40.3,5.22,0.914,0.0,0.914,0.0,0.0,179.0,13.8,1.87,0.0,0.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2984638295,2.63,0.694,3.22,0.313,0.122,0.0,0.0,0.0,191.0,2.48,0.112,0.0,185.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 10.gpx,https://www.komoot.com/tour/2984639680,12.2,0.0,1.18,2.55,0.322,2.48,0.0,0.0,14.4,0.278,1.57,0.0,2.64,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2984641362,46.9,0.0,2.48,0.0,0.0,0.0,0.0,0.0,173.0,8.54,1.08,0.0,133.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2984642857,54.6,1.88,2.48,0.431,0.153,0.431,0.0,0.0,149.0,8.5,0.673,0.0,99.4,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2984645012,64.5,0.0,0.379,0.0,0.0,0.0,0.0,0.0,167.0,0.379,1.24,0.0,104.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2984646344,83.5,0.0,3.57,0.0,1.27,0.0,0.0,0.0,163.0,2.65,0.543,0.0,78.1,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 6.gpx,https://www.komoot.com/tour/2984648081,65.9,1.22,0.716,0.0,0.0,0.0,0.0,0.0,147.0,9.37,0.652,0.106,89.5,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 7.gpx,https://www.komoot.com/tour/2984650312,41.2,1.22,0.272,1.07,0.483,0.881,0.0,0.0,150.0,0.73,0.6,0.0,108.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 8.gpx,https://www.komoot.com/tour/2984651875,20.3,0.0,0.971,0.0,0.0,0.0,0.0,0.0,179.0,0.602,2.83,0.0,161.0,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Stage 9.gpx,https://www.komoot.com/tour/2984653701,81.1,0.0,0.936,0.0,0.0,0.0,0.0,0.0,166.0,4.63,2.83,0.0,91.8,0.0,0.0,0.0
2022 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2984655304,137.0,2.55,1.62,0.0,0.0,0.0,0.0,0.0,166.0,1.43,0.0,0.0,26.5,0.0,0.0,0.0
2022 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2984656983,159.0,1.93,2.37,0.2,0.0,0.0,0.0,0.0,157.0,14.6,0.0,0.0,7.87,0.0,0.0,0.0
2022 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2984659282,107.0,2.38,0.0,0.0,1.72,0.0,0.0,0.0,150.0,3.56,0.0,1.72,43.6,0.0,0.0,0.0
2022 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2984661766,107.0,1.33,1.76,4.93,0.248,4.93,0.555,0.0,185.0,2.01,0.0,0.803,76.6,0.0,0.0,0.0
2022 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2984663658,68.0,6.34,1.2,1.6,0.484,1.6,0.0,0.0,89.2,0.89,0.0,0.219,14.3,0.0,0.0,0.0
2022 Volta ao Alentejo Stage 1.gpx,https://www.komoot.com/tour/2984665206,80.6,0.508,0.13,0.0,0.0,0.0,0.0,0.0,175.0,0.508,0.577,0.0,95.3,0.0,0.0,0.0
2022 Volta ao Alentejo Stage 2.gpx,https://www.komoot.com/tour/2984666448,49.7,0.0,2.21,0.0,0.0,0.0,0.0,0.0,186.0,0.958,0.484,0.0,136.0,0.0,0.0,0.0
2022 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2984667650,47.2,0.0,3.16,0.0,0.0,0.0,0.0,0.0,176.0,3.38,0.0,0.0,129.0,0.0,0.0,0.0
2022 Volta ao Alentejo Stage 4.gpx,https://www.komoot.com/tour/2984669010,6.85,0.0,0.114,0.0,0.0,0.0,0.0,0.0,8.12,0.2,0.0,0.0,1.36,0.0,0.0,0.0
2022 Volta ao Alentejo Stage 5.gpx,https://www.komoot.com/tour/2984670338,24.8,0.0,4.68,1.34,0.0,1.34,0.0,0.0,162.0,5.87,2.91,0.0,141.0,0.0,0.0,0.0
2022 Volta ao Algarve em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2984672029,74.7,0.0,1.42,0.0,0.411,0.0,0.0,0.0,196.0,2.52,0.398,0.0,123.0,0.0,0.0,0.0
2022 Volta ao Algarve em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2984673822,89.1,0.0,0.139,0.399,0.0,0.399,0.0,0.0,176.0,5.61,0.0,0.0,92.4,0.0,0.0,0.0
2022 Volta ao Algarve em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2984675202,113.0,0.57,0.725,0.0,0.0,0.0,0.0,0.0,197.0,12.1,0.0,0.0,94.8,0.0,0.0,0.0
2022 Volta ao Algarve em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2984676689,26.9,0.181,0.359,0.0,0.0,0.0,0.0,0.0,31.6,0.132,0.651,0.0,4.94,0.0,0.0,0.0
2022 Volta ao Algarve em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2984678215,98.8,0.0,0.121,0.0,0.0,0.228,0.0,0.0,167.0,6.3,0.217,0.0,74.2,0.0,0.0,0.0
2022 Vuelta Asturias Julio Alvarez Mendo Stage 1.gpx,https://www.komoot.com/tour/2984679916,146.0,0.0,2.53,0.388,0.0,0.371,0.0,0.0,166.0,0.406,0.0,0.0,18.2,0.0,0.0,0.0
2022 Vuelta Asturias Julio Alvarez Mendo Stage 2.gpx,https://www.komoot.com/tour/2984681704,93.9,0.0,1.69,0.172,0.0,0.172,0.0,0.0,187.0,11.1,0.0,0.0,102.0,0.0,0.0,0.0
2022 Vuelta Asturias Julio Alvarez Mendo Stage 3.gpx,https://www.komoot.com/tour/2984683208,59.8,0.0,3.04,0.0,0.0,0.0,0.0,0.0,121.0,0.266,0.0,0.0,58.7,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 1.gpx,https://www.komoot.com/tour/2984684757,2.15,0.0,7.93,12.3,0.768,12.0,0.0,0.0,139.0,48.2,0.0,0.68,177.0,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 10.gpx,https://www.komoot.com/tour/2984686010,85.2,0.0,14.8,0.0,0.0,0.0,0.0,0.0,96.3,3.71,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 2.gpx,https://www.komoot.com/tour/2984687206,64.1,0.0,0.436,0.232,0.0,0.232,0.0,0.0,121.0,1.39,0.0,0.0,58.2,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 3.gpx,https://www.komoot.com/tour/2984688501,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,125.0,1.05,0.0,0.0,126.0,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 4.gpx,https://www.komoot.com/tour/2984689833,8.61,0.0,2.09,8.93,0.816,8.92,0.0,0.0,68.5,2.11,0.0,0.816,59.9,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 5.gpx,https://www.komoot.com/tour/2984696357,43.6,0.0,0.403,0.0,0.0,0.0,0.0,0.0,94.7,0.0,0.0,0.0,50.7,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 6.gpx,https://www.komoot.com/tour/2984698213,0.68,0.0,0.962,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 7.gpx,https://www.komoot.com/tour/2984700905,3.69,0.0,0.114,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 1.gpx,https://www.komoot.com/tour/2986911725,98.2,19.7,2.73,0.0,0.0,0.0,0.0,0.0,149.0,13.7,0.0,0.0,41.7,0.0,0.0,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 2.gpx,https://www.komoot.com/tour/2986912597,145.0,13.4,14.9,2.28,0.0,0.614,0.151,0.0,170.0,11.7,0.16,0.0,10.5,0.0,0.0,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 3.gpx,https://www.komoot.com/tour/2986913282,152.0,1.76,7.56,2.78,0.0,0.0,0.0,0.0,160.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 4.gpx,https://www.komoot.com/tour/2986914025,156.0,2.54,6.71,0.628,0.0,0.545,0.0,0.0,171.0,5.52,0.0,0.0,11.6,0.0,0.0,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 5.gpx,https://www.komoot.com/tour/2986914768,117.0,6.11,5.24,0.416,0.0,0.0,0.265,0.538,165.0,0.967,18.5,0.265,54.0,0.0,0.0,0.0
2022 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 6.gpx,https://www.komoot.com/tour/2986916514,125.0,11.5,34.7,0.0,2.28,0.0,0.0,0.0,177.0,2.72,3.69,0.0,9.62,0.0,0.0,0.0
2022 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 1.gpx,https://www.komoot.com/tour/2986917167,86.2,3.22,3.92,0.0,0.0,0.0,0.0,0.0,156.0,13.9,0.165,0.0,76.6,0.0,0.0,0.0
2022 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 2.gpx,https://www.komoot.com/tour/2986918105,126.0,2.05,1.81,0.338,0.44,0.0,0.0,0.0,154.0,3.65,0.0,0.0,27.9,0.0,0.0,0.0
2022 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 3.gpx,https://www.komoot.com/tour/2986919378,120.0,1.93,1.23,0.824,0.567,0.776,0.394,0.0,134.0,0.232,1.13,0.252,11.6,0.0,0.182,0.0
2022 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 4.gpx,https://www.komoot.com/tour/2986920389,113.0,1.61,2.42,0.0,0.0,0.0,0.0,0.0,157.0,2.32,0.0,0.0,42.6,0.0,0.0,0.0
2022 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 5.gpx,https://www.komoot.com/tour/2986921360,74.5,1.08,4.14,0.0,0.54,0.231,0.0,0.0,158.0,0.305,0.646,0.0,78.9,0.0,0.0,0.0
2022 Antwerp Port Epic / Sels Trophy.gpx,https://www.komoot.com/tour/2986922019,63.4,32.5,11.3,15.0,23.9,14.6,4.13,0.241,77.1,36.6,26.0,27.3,3.39,0.0,0.697,0.0
2022 CAC African Road Championships - ITT.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 CAC African Road Championships - TTT.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Canadian Road National Championships.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Dwars door Vlaanderen / A travers la Flandre.gpx,https://www.komoot.com/tour/2986924194,48.9,37.4,21.9,1.98,0.0,1.98,0.0,0.0,75.7,33.1,9.0,0.0,3.64,0.0,0.0,0.0
2022 GP de Fourmies / La Voix du Nord.gpx,https://www.komoot.com/tour/2986925201,186.0,4.68,4.81,0.835,0.0,0.0,0.0,0.0,187.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0
2022 Giro d'Italia Stage 11.gpx,https://www.komoot.com/tour/2986926615,59.6,10.8,3.14,1.49,0.377,1.49,0.145,0.0,198.0,3.08,0.732,0.0,127.0,0.0,0.0,0.0
2022 Gooikse Pijl.gpx,https://www.komoot.com/tour/2986927796,112.0,87.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0
2022 Grand Prix Cycliste de Montreal.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Grand Prix Cycliste de Quebec.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Memorial Rik Van Steenbergen / Kempen Classic.gpx,https://www.komoot.com/tour/2986931653,39.4,47.1,57.4,0.245,0.616,0.0,0.0,0.0,51.9,115.0,7.11,0.321,0.0,0.0,0.268,0.0
2022 Okolo jiznich Cech / Tour of South Bohemia Prologue.gpx,https://www.komoot.com/tour/2986932286,3.45,1.44,0.711,0.276,1.63,0.276,0.0,0.0,6.23,0.993,0.0,0.0,0.0,0.0,0.0,0.0
2022 Okolo jiznich Cech / Tour of South Bohemia Stage 1.gpx,https://www.komoot.com/tour/2986933117,137.0,0.0,5.99,0.0,0.0,0.0,0.0,0.0,128.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0
2022 Okolo jiznich Cech / Tour of South Bohemia Stage 2.gpx,https://www.komoot.com/tour/2986933810,150.0,0.137,5.09,2.13,2.61,1.79,0.0,0.0,148.0,7.56,1.3,0.259,0.0,0.0,0.0,0.0
2022 Okolo jiznich Cech / Tour of South Bohemia Stage 3.gpx,https://www.komoot.com/tour/2986934582,157.0,0.316,12.1,0.935,0.461,0.609,0.0,0.0,160.0,7.96,1.14,0.0,0.148,0.0,0.0,0.0
2022 Schaal Sels Merksem/ Johan Museeuw Classic.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Trofeo Citta di Brescia.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Volta Ciclista a Catalunya Stage 7.gpx,https://www.komoot.com/tour/2986937595,92.3,5.0,13.7,9.5,5.26,8.72,0.578,0.0,117.0,14.3,0.249,0.0,14.8,0.0,0.0,0.0
2022 Volta a Portugal em Bicicleta Prologue.gpx,https://www.komoot.com/tour/2986938921,0.0,0.0,0.512,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,4.91,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 8.gpx,https://www.komoot.com/tour/2986941003,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.2,16.7,0.0,8.89,39.0,0.0,0.0,0.0
2022 Vuelta Ciclista Internacional a Costa Rica Stage 9.gpx,https://www.komoot.com/tour/2986941973,11.7,0.0,0.716,0.0,0.0,0.0,0.0,0.0,11.7,0.716,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 1.gpx,https://www.komoot.com/tour/2986943686,59.8,0.0,0.0,52.5,0.0,60.0,0.0,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 2.gpx,https://www.komoot.com/tour/2986945112,0.924,0.0,6.77,83.4,1.11,83.3,0.0,0.0,31.9,4.96,0.0,0.0,28.1,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 3.gpx,https://www.komoot.com/tour/2986946298,14.0,0.0,0.259,0.207,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 4.gpx,https://www.komoot.com/tour/2986947343,0.0,0.0,43.1,3.44,0.0,3.44,0.0,0.0,91.9,41.8,0.0,0.0,90.6,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 5.gpx,https://www.komoot.com/tour/2986948901,0.768,0.0,4.94,95.4,0.0,94.3,0.0,0.0,98.6,2.35,0.0,0.0,96.7,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 6.gpx,https://www.komoot.com/tour/2986951223,97.7,0.0,21.2,0.0,0.0,0.0,0.0,0.0,123.0,14.0,0.0,0.0,18.3,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 7.gpx,https://www.komoot.com/tour/2986952615,58.6,0.0,68.3,0.0,0.0,0.0,0.0,0.0,98.2,28.6,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta Ciclista a Venezuela Stage 8.gpx,https://www.komoot.com/tour/2986954883,18.7,0.475,1.16,0.0,0.0,0.0,0.0,0.0,102.0,5.49,0.0,0.0,87.7,0.0,0.0,0.0
2022 Vuelta Ciclista a la Region de Murcia Costa Calida.gpx,https://www.komoot.com/tour/2986956397,80.1,1.07,5.14,6.43,0.44,6.14,0.258,0.0,170.0,8.03,0.506,0.44,92.4,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 1.gpx,https://www.komoot.com/tour/2986957813,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.484,0.0,0.0,214.0,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 2.gpx,https://www.komoot.com/tour/2986959223,1.31,0.0,0.0,14.8,0.0,14.8,0.0,0.0,141.0,48.5,0.0,0.0,188.0,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 3.gpx,https://www.komoot.com/tour/2986960639,1.07,0.0,0.12,0.0,0.0,0.0,0.0,0.0,26.4,95.9,0.55,0.0,122.0,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 4.gpx,https://www.komoot.com/tour/2986962238,71.2,0.0,12.2,2.22,0.0,2.22,0.0,0.0,142.0,4.18,3.42,2.77,69.1,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 5.gpx,https://www.komoot.com/tour/2986963743,67.8,0.0,13.5,1.11,0.0,1.11,0.0,0.0,71.9,40.1,0.0,4.27,35.0,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 6.gpx,https://www.komoot.com/tour/2986964686,68.5,3.8,10.1,1.32,0.0,1.32,0.0,0.0,154.0,5.49,8.23,11.7,96.7,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 7.gpx,https://www.komoot.com/tour/2986965502,83.0,3.26,17.4,1.02,0.0,1.89,0.0,0.0,84.9,27.5,9.5,8.73,27.0,0.0,0.0,0.0
2022 Vuelta Ciclista al Ecuador Stage 8.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1.gpx,https://www.komoot.com/tour/2986967595,183.0,0.0,0.715,0.0,0.0,0.0,0.0,0.0,197.0,3.78,0.0,0.0,16.5,0.0,0.0,0.0
2022 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,https://www.komoot.com/tour/2986968279,115.0,0.0,0.444,0.147,0.0,0.147,0.0,0.0,144.0,7.93,0.0,0.0,36.3,0.0,0.0,0.0
2022 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,https://www.komoot.com/tour/2986969235,148.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,151.0,2.28,0.0,0.0,2.85,0.0,0.0,0.0
2022 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4.gpx,https://www.komoot.com/tour/2986970107,159.0,0.0,2.21,3.83,3.51,4.83,0.0,0.0,161.0,0.0,0.151,3.51,0.243,0.0,0.0,0.0
2022 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5.gpx,https://www.komoot.com/tour/2986970941,117.0,0.0,3.15,0.989,0.145,0.989,0.0,0.0,137.0,8.11,0.432,0.145,25.6,0.0,0.0,0.0
2022 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2986971834,86.3,0.0,5.76,1.73,1.87,0.838,0.0,0.0,155.0,0.0,0.858,0.0,62.6,0.0,0.0,0.0
2022 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2986972659,120.0,0.0,0.121,0.0,0.0,0.586,0.0,0.0,158.0,0.121,0.0,0.0,38.0,0.0,0.0,0.0
2022 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2986973828,103.0,0.0,0.344,0.134,0.42,0.0,0.0,0.0,145.0,7.92,0.0,0.285,50.1,0.0,0.0,0.0
2022 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2986974642,161.0,0.0,0.708,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,7.21,0.0,0.0,0.0
2022 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2986975444,138.0,0.0,0.499,0.171,0.0,0.171,0.0,0.0,171.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0
2022 Vuelta a Castilla y Leon Stage 1.gpx,https://www.komoot.com/tour/2986976079,36.4,0.196,0.241,3.18,0.951,3.18,0.0,0.0,151.0,0.409,0.0,0.951,115.0,0.0,0.0,0.0
2022 Vuelta a Castilla y Leon Stage 2.gpx,https://www.komoot.com/tour/2986976834,166.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,183.0,6.66,0.221,0.0,22.1,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 1.gpx,https://www.komoot.com/tour/2986977601,1.96,0.0,0.0,0.46,0.0,0.46,1.51,0.0,117.0,4.74,0.0,1.51,120.0,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 10.gpx,https://www.komoot.com/tour/2986978187,0.0,0.0,0.846,0.0,0.0,0.0,0.0,0.0,40.9,0.846,0.0,0.0,40.9,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 2.gpx,https://www.komoot.com/tour/2986978796,0.714,0.0,0.0,0.0,0.199,0.0,0.0,0.0,177.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 3.gpx,https://www.komoot.com/tour/2986979413,0.887,2.13,0.571,0.0,0.0,0.0,0.0,0.0,114.0,2.7,0.0,0.0,113.0,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 4.gpx,https://www.komoot.com/tour/2986980040,0.135,0.0,0.313,0.454,0.0,0.454,0.0,0.0,158.0,0.313,0.0,0.0,158.0,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 5.gpx,https://www.komoot.com/tour/2986981120,3.39,1.55,0.264,0.536,0.693,0.0,0.0,0.0,189.0,0.275,0.0,0.0,184.0,0.0,0.2,0.0
2022 Vuelta a Colombia Stage 6.gpx,https://www.komoot.com/tour/2986982212,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 7.gpx,https://www.komoot.com/tour/2986983070,0.0,0.0,0.145,0.245,0.0,0.245,0.0,0.0,140.0,0.163,0.0,0.0,140.0,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 8.gpx,https://www.komoot.com/tour/2986983789,6.78,0.0,0.905,0.0,0.0,0.0,0.0,0.0,86.0,10.0,0.0,0.276,88.9,0.0,0.0,0.0
2022 Vuelta a Colombia Stage 9.gpx,https://www.komoot.com/tour/2986984723,0.187,0.975,2.22,0.412,0.412,0.0,0.0,0.0,170.0,9.81,0.0,0.0,176.0,0.0,0.0,0.0
2022 Vuelta a Formosa Internacional Stage 1.gpx,https://www.komoot.com/tour/2986985714,98.9,0.0,0.0,0.244,0.291,0.0,0.0,0.0,35.2,103.0,0.0,0.0,38.9,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 1.gpx,https://www.komoot.com/tour/2986986505,0.0,0.0,0.631,1.19,0.0,0.971,0.0,0.0,89.9,72.7,0.0,0.0,162.0,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 10.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 2.gpx,https://www.komoot.com/tour/2986989046,40.5,0.0,1.31,0.0,0.0,0.0,0.0,0.0,126.0,8.53,0.0,0.0,92.8,0.0,0.0,0.0
