jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
5,1,2022,stage_1,new-zealand-cycle-classic,2.2,2022 New Zealand Cycle Classic Stage 1.gpx,05_January_2022__stage_1__new-zealand-cycle-classic_2022__2.2.csv,100.0,match
6,1,2022,stage_2,new-zealand-cycle-classic,2.2,2022 New Zealand Cycle Classic Stage 2.gpx,06_January_2022__stage_2__new-zealand-cycle-classic_2022__2.2.csv,100.0,match
7,1,2022,stage_3,new-zealand-cycle-classic,2.2,2022 New Zealand Cycle Classic Stage 3.gpx,07_January_2022__stage_3__new-zealand-cycle-classic_2022__2.2.csv,100.0,match
8,1,2022,stage_4,new-zealand-cycle-classic,2.2,2022 New Zealand Cycle Classic Stage 4.gpx,08_January_2022__stage_4__new-zealand-cycle-classic_2022__2.2.csv,100.0,match
9,1,2022,stage_5,new-zealand-cycle-classic,2.2,2022 New Zealand Cycle Classic Stage 5.gpx,09_January_2022__stage_5__new-zealand-cycle-classic_2022__2.2.csv,100.0,match
12,1,2022,result,nc-australia-itt,NC,2022 Australian Road National Championships - ITT.gpx,12_January_2022__result__nc-australia-itt_2022__NC.csv,74.0,match
16,1,2022,stage_1,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 1.gpx,16_January_2022__stage_1__vuelta-al-tachira_2022__2.2.csv,100.0,match
16,1,2022,result,nc-australia,NC,2022 Australian Road National Championships.gpx,16_January_2022__result__nc-australia_2022__NC.csv,86.0,match
17,1,2022,stage_2,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 2.gpx,17_January_2022__stage_2__vuelta-al-tachira_2022__2.2.csv,100.0,match
18,1,2022,stage_3,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 3.gpx,18_January_2022__stage_3__vuelta-al-tachira_2022__2.2.csv,100.0,match
19,1,2022,stage_4,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 4.gpx,19_January_2022__stage_4__vuelta-al-tachira_2022__2.2.csv,100.0,match
20,1,2022,stage_5,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 5.gpx,20_January_2022__stage_5__vuelta-al-tachira_2022__2.2.csv,100.0,match
21,1,2022,stage_6,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 6.gpx,21_January_2022__stage_6__vuelta-al-tachira_2022__2.2.csv,100.0,match
22,1,2022,stage_7,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 7.gpx,22_January_2022__stage_7__vuelta-al-tachira_2022__2.2.csv,100.0,match
23,1,2022,result,gp-de-valence,1.2,2022 Classica Comunitat Valenciana 1969 - Gran Premi Valencia.gpx,23_January_2022__result__gp-de-valence_2022__1.2.csv,100.0,match
23,1,2022,stage_8,vuelta-al-tachira,2.2,2022 Vuelta al Tachira en Bicicleta Stage 8.gpx,23_January_2022__stage_8__vuelta-al-tachira_2022__2.2.csv,100.0,match
26,1,2022,result,trofeo-calvia,1.1,2022 Trofeo Calvia.gpx,26_January_2022__result__trofeo-calvia_2022__1.1.csv,100.0,match
27,1,2022,result,challenge-mallorca-trofeo-pollenca-alcudia,1.1,2022 Trofeo Alcudia - Port d'Alcudia.gpx,27_January_2022__result__challenge-mallorca-trofeo-pollenca-alcudia_2022__1.1.csv,69.0,match
28,1,2022,stage_1,tour-of-sharjah,2.2,2022 Tour of Sharjah Stage 1.gpx,28_January_2022__stage_1__tour-of-sharjah_2022__2.2.csv,100.0,match
28,1,2022,result,deia-trophy,1.1,2022 Trofeo Serra de Tramuntana (Lloseta).gpx,28_January_2022__result__deia-trophy_2022__1.1.csv,87.0,match
29,1,2022,stage_2,tour-of-sharjah,2.2,2022 Tour of Sharjah Stage 2.gpx,29_January_2022__stage_2__tour-of-sharjah_2022__2.2.csv,100.0,match
