fichier_gpx,route_url,road_km,state_road_km,street_km,asphalt_km,unpaved_km,paved_km,off-grid_(unknown)_km,unknown_km,path_km,cobblestones_km,cycleway_km,singletrack_km,compacted_gravel_km,access_road_km
2023 Tour of Poyang Lake Stage 5.gpx,https://www.komoot.com/tour/2985807450,0.361,0.682,0.679,1.04,0.246,0.0,109.0,109.0,0.0,0.0,0.0,0.246,0.0,0.0
2023 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2985808349,27.7,14.3,1.73,42.0,0.0,0.0,69.3,72.7,2.09,0.0,0.0,0.0,0.0,0.0
2023 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2985809694,3.69,11.9,3.85,14.7,0.0,4.22,115.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2985810992,6.16,3.5,1.47,9.57,0.0,0.858,190.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2985812220,4.26,13.1,0.0,17.3,0.0,0.147,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2985813724,2.24,4.08,0.295,4.08,1.01,1.3,164.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Qinghai Lake Stage 6.gpx,https://www.komoot.com/tour/2985814691,1.81,8.37,1.72,10.1,0.263,0.119,194.0,196.0,0.263,0.0,0.0,0.0,0.0,0.0
2023 Tour of Qinghai Lake Stage 7.gpx,https://www.komoot.com/tour/2985815683,0.285,3.75,1.09,20.8,0.192,0.978,106.0,106.0,0.192,0.0,16.8,0.0,0.0,0.0
2023 Tour of Qinghai Lake Stage 8.gpx,https://www.komoot.com/tour/2985816532,8.45,46.5,0.0,54.9,0.0,0.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Salalah Stage 1.gpx,https://www.komoot.com/tour/2985817485,7.45,115.0,0.0,122.0,0.0,0.719,1.48,0.846,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Salalah Stage 2.gpx,https://www.komoot.com/tour/2985818614,23.5,124.0,0.0,147.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Salalah Stage 3.gpx,https://www.komoot.com/tour/2985819540,34.1,69.7,0.0,98.9,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Salalah Stage 4.gpx,https://www.komoot.com/tour/2985820555,4.01,142.0,0.777,146.0,0.0,0.0,0.526,0.126,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Sharjah Stage 1.gpx,https://www.komoot.com/tour/2985821530,8.83,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Sharjah Stage 2.gpx,https://www.komoot.com/tour/2985822790,21.3,29.2,1.49,52.1,0.169,7.08,70.8,58.5,0.185,0.0,8.29,0.0,0.0,0.138
2023 Tour of Sharjah Stage 3.gpx,https://www.komoot.com/tour/2985823812,26.6,14.1,8.46,19.6,0.553,24.7,68.5,73.6,1.52,0.0,0.0,0.0,0.0,0.0
2023 Tour of Sharjah Stage 4.gpx,https://www.komoot.com/tour/2985825371,66.6,6.08,4.31,40.8,0.0,33.4,32.5,36.8,1.64,0.0,0.0,0.0,0.0,0.0
2023 Tour of Sharjah Stage 5.gpx,https://www.komoot.com/tour/2985826660,7.19,1.88,1.3,9.5,0.0,0.687,61.9,56.7,0.268,0.0,0.0,0.0,0.0,0.0
2023 Tour of Slovenia Stage 1.gpx,https://www.komoot.com/tour/2985827803,150.0,19.8,7.35,171.0,0.0,15.8,0.701,0.977,0.0,0.0,8.09,0.0,0.0,0.0
2023 Tour of Slovenia Stage 2.gpx,https://www.komoot.com/tour/2985829384,92.7,48.2,8.16,142.0,0.632,20.2,0.754,0.901,0.558,0.0,11.1,0.14,0.0,0.0
2023 Tour of Slovenia Stage 3.gpx,https://www.komoot.com/tour/2985830873,142.0,19.0,1.45,164.0,0.0,10.6,0.0,0.109,4.7,0.0,7.28,0.0,0.0,0.0
2023 Tour of Slovenia Stage 4.gpx,https://www.komoot.com/tour/2985832103,115.0,44.3,0.989,154.0,0.102,12.3,0.337,0.401,1.02,0.0,4.92,0.0,0.0,0.0
2023 Tour of Slovenia Stage 5.gpx,https://www.komoot.com/tour/2985833223,117.0,6.1,1.43,133.0,0.0,7.55,0.453,0.715,0.711,0.691,15.3,0.0,0.0,0.0
2023 Tour of Szeklerland Stage 1.gpx,https://www.komoot.com/tour/2985834114,34.4,81.3,0.0,107.0,0.0,0.483,0.0,0.0,0.0,8.62,0.0,0.0,0.0,0.0
2023 Tour of Szeklerland Stage 2.gpx,https://www.komoot.com/tour/2985835374,39.8,115.0,1.43,159.0,0.0,0.0,0.0,0.0,0.0,0.309,3.4,0.0,0.0,0.0
2023 Tour of Szeklerland Stage 3.gpx,https://www.komoot.com/tour/2985836513,41.8,94.9,2.4,144.0,0.0,1.22,0.708,0.783,0.0,0.151,5.34,0.0,0.0,0.133
2023 Tour of Taihu Lake Stage 1.gpx,https://www.komoot.com/tour/2985837732,1.89,0.0,3.54,1.73,0.634,2.58,83.9,86.3,1.12,0.0,0.236,0.634,0.0,0.0
2023 Tour of Taihu Lake Stage 2.gpx,https://www.komoot.com/tour/2985838619,0.307,0.0,9.04,0.0,0.0,9.34,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Taihu Lake Stage 3.gpx,https://www.komoot.com/tour/2985839608,105.0,12.1,0.0,74.9,0.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Taihu Lake Stage 4.gpx,https://www.komoot.com/tour/2985840415,0.752,0.0,0.246,0.752,0.0,0.246,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Van Stage 1.gpx,https://www.komoot.com/tour/2985841543,0.322,132.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Van Stage 2.gpx,https://www.komoot.com/tour/2985842535,52.9,36.7,0.0,89.6,0.0,0.0,3.44,3.01,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Van Stage 3.gpx,https://www.komoot.com/tour/2985843445,60.6,58.4,0.182,119.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Van Stage 4.gpx,https://www.komoot.com/tour/2985844226,46.5,66.4,8.35,113.0,1.01,8.35,2.34,2.08,1.01,0.0,0.0,0.0,0.0,0.0
2023 Tour of Yigido Prologue.gpx,https://www.komoot.com/tour/2985844945,2.85,0.0,0.0,4.67,0.0,1.74,0.676,0.282,0.0,0.0,3.56,0.0,0.0,0.0
2023 Tour of Yigido Stage 1.gpx,https://www.komoot.com/tour/2985846001,140.0,4.21,0.796,143.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of Yigido Stage 2.gpx,https://www.komoot.com/tour/2985847242,6.64,161.0,0.0,168.0,0.0,0.0,2.08,1.77,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of the Alps Stage 1.gpx,https://www.komoot.com/tour/2985848681,107.0,15.3,5.01,110.0,0.0,17.3,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0
2023 Tour of the Alps Stage 2.gpx,https://www.komoot.com/tour/2985850172,66.5,95.6,0.594,159.0,0.0,4.95,1.55,2.07,0.195,0.0,1.06,0.0,0.0,0.202
2023 Tour of the Alps Stage 3.gpx,https://www.komoot.com/tour/2985851544,119.0,18.8,0.926,141.0,2.68,1.16,18.5,18.5,4.62,0.0,1.69,0.0,0.181,0.107
2023 Tour of the Alps Stage 4.gpx,https://www.komoot.com/tour/2985853068,91.1,55.1,0.712,148.0,0.127,1.28,3.84,4.25,0.195,0.313,3.18,0.0,0.0,0.0
2023 Tour of the Alps Stage 5.gpx,https://www.komoot.com/tour/2985854869,64.4,69.5,1.67,137.0,0.0,0.895,5.52,6.79,1.85,0.191,2.01,0.182,0.0,0.0
2023 Tour of the Gila Stage 1.gpx,https://www.komoot.com/tour/2985856029,31.3,117.0,0.0,137.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of the Gila Stage 2.gpx,https://www.komoot.com/tour/2985857036,110.0,11.9,0.0,122.0,0.0,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of the Gila Stage 3.gpx,https://www.komoot.com/tour/2985857932,0.0,25.8,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of the Gila Stage 4.gpx,https://www.komoot.com/tour/2985858731,56.0,0.0,14.7,56.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Tour of the Gila Stage 5.gpx,https://www.komoot.com/tour/2985859656,153.0,8.39,0.864,136.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Trans-Himalaya Cycling Race Stage 1.gpx,https://www.komoot.com/tour/2985860446,0.0,0.954,0.199,0.954,0.127,0.21,125.0,125.0,0.127,0.0,0.0,0.0,0.0,0.0
2023 Trans-Himalaya Cycling Race Stage 2.gpx,https://www.komoot.com/tour/2985861334,0.439,0.653,0.492,1.09,0.121,0.478,89.9,89.9,0.121,0.0,0.0,0.0,0.0,0.0
2023 Trans-Himalaya Cycling Race Stage 3.gpx,https://www.komoot.com/tour/2985862234,9.12,0.0,0.127,7.87,0.0,1.33,83.8,85.1,1.11,0.0,0.0,0.0,0.0,0.0
2023 Tre Valli Varesine.gpx,https://www.komoot.com/tour/2985864115,110.0,31.8,31.4,184.0,0.0,5.7,0.0,0.243,0.277,0.851,15.9,0.1,0.0,0.851
2023 Tro Bro Leon.gpx,https://www.komoot.com/tour/2985865452,161.0,1.03,7.91,147.0,22.0,32.1,0.799,1.4,23.4,0.0,9.12,0.358,1.14,0.287
2023 Trofej Porec - Porec Trophy.gpx,https://www.komoot.com/tour/2985866395,91.6,57.1,0.115,148.0,0.0,0.684,0.0,0.0,0.0,0.0,0.417,0.0,0.0,0.0
2023 Trofej Umag - Umag Trophy.gpx,https://www.komoot.com/tour/2985867660,48.9,85.5,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Trofeo Alcide Degasperi.gpx,https://www.komoot.com/tour/2985869242,131.0,10.4,2.47,143.0,0.826,0.314,13.4,15.3,3.25,1.12,0.351,0.0,0.0,0.0
2023 Trofeo Andratx - Mirador des Colomer (Pollenca).gpx,https://www.komoot.com/tour/2985870317,139.0,14.3,3.29,158.0,0.0,3.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0
2023 Trofeo Calvia (Palmanova-Palmanova).gpx,https://www.komoot.com/tour/2985871409,138.0,5.06,0.652,149.0,0.0,0.271,0.173,0.0,0.0,0.0,5.09,0.0,0.0,0.0
2023 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2985875140,117.0,66.9,8.16,180.0,0.0,19.1,1.76,1.22,0.0,0.0,7.46,0.0,0.0,0.0
2023 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2985876681,167.0,0.0,8.62,192.0,0.0,1.15,0.0,0.0,1.6,0.111,16.8,0.0,0.0,0.0
2023 Trofeo Palma - Palma.gpx,https://www.komoot.com/tour/2985877993,47.6,82.8,2.87,129.0,0.0,7.83,3.19,3.41,2.57,2.29,3.3,0.0,0.0,0.0
2023 Trofeo Serra de Tramuntana (Lloseta - Lloseta).gpx,https://www.komoot.com/tour/2985879536,94.0,22.8,1.55,122.0,0.0,0.414,0.0,0.0,1.0,0.0,3.53,0.0,0.0,0.0
2023 Trofeo Ses Salines - Alcudia.gpx,https://www.komoot.com/tour/2985880535,83.7,53.4,2.25,153.0,0.0,4.85,0.0,0.207,0.539,0.0,18.2,0.0,0.0,0.0
2023 UAE Tour Stage 1.gpx,https://www.komoot.com/tour/2985882295,17.5,56.0,3.2,74.8,0.0,0.875,29.1,32.3,4.49,2.39,0.43,0.0,0.0,0.0
2023 UAE Tour Stage 2.gpx,https://www.komoot.com/tour/2985883136,107.0,20.6,0.709,127.0,0.0,2.43,4.78,5.26,1.67,0.0,0.0,0.0,0.0,0.0
2023 UAE Tour Stage 3.gpx,https://www.komoot.com/tour/2985884191,18.9,88.1,0.0,105.0,0.0,2.03,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 UAE Tour Stage 4.gpx,https://www.komoot.com/tour/2985885426,60.8,5.55,2.06,66.8,0.0,2.67,47.2,47.5,0.827,2.29,2.8,0.0,0.0,0.0
2023 UAE Tour Stage 5.gpx,https://www.komoot.com/tour/2985886613,21.9,38.6,3.43,60.2,0.821,2.27,106.0,109.0,2.0,0.0,0.0,0.0,0.0,0.0
2023 UAE Tour Stage 6.gpx,https://www.komoot.com/tour/2985888855,109.0,8.44,2.14,116.0,0.0,5.3,42.7,45.0,4.61,0.0,0.0,0.0,0.0,0.0
2023 UAE Tour Stage 7.gpx,https://www.komoot.com/tour/2985890303,33.6,66.3,1.94,98.1,0.0,3.22,51.6,52.6,0.841,0.0,0.0,0.0,0.0,0.0
2023 UCI Road World Championships - ITT.gpx,https://www.komoot.com/tour/2985891161,21.7,14.4,0.0,35.7,0.0,0.0,0.0,0.0,0.198,0.578,0.0,0.0,0.0,0.0
2023 UCI Road World Championships.gpx,https://www.komoot.com/tour/2985893178,58.8,7.13,10.1,91.4,0.0,1.6,26.2,28.9,10.4,7.38,17.2,0.0,0.0,0.0
2023 UEC European Championships - ITT.gpx,https://www.komoot.com/tour/2985894158,5.23,0.0,0.139,12.6,2.27,0.557,12.2,12.3,2.44,1.5,1.73,0.0,0.0,0.0
2023 UEC European Championships.gpx,https://www.komoot.com/tour/2985895429,84.7,0.0,13.6,97.6,0.495,17.6,4.72,13.5,1.83,6.85,20.9,0.0,0.0,0.0
2023 USA Road National Championship - ITT.gpx,https://www.komoot.com/tour/2985896523,29.2,0.0,4.92,33.5,0.0,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Uruguay National Road Championships - ITT.gpx,https://www.komoot.com/tour/2985897325,26.2,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Uruguay National Road Championships.gpx,https://www.komoot.com/tour/2985898574,107.0,54.3,0.0,157.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Veenendaal - Veenendaal Classic.gpx,https://www.komoot.com/tour/2985900006,80.4,2.43,0.54,100.0,0.0,29.2,0.0,0.474,0.148,6.77,38.9,0.0,0.0,0.0
2023 Veneto Classic.gpx,https://www.komoot.com/tour/2985901242,150.0,26.8,8.51,182.0,1.36,9.26,1.42,1.75,2.9,1.43,5.22,0.888,0.0,0.0
2023 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,https://www.komoot.com/tour/2985902293,175.0,1.41,4.8,176.0,0.735,6.46,0.0,0.345,5.71,1.28,1.08,0.0,3.73,0.0
2023 Visegrad 4 Bicycle Race - GP Slovakia.gpx,https://www.komoot.com/tour/2985903411,126.0,0.129,17.1,95.4,0.0,48.8,0.0,0.577,1.56,0.0,0.0,0.0,0.0,0.0
2023 Visegrad 4 Bicycle Race Grand Prix Poland.gpx,https://www.komoot.com/tour/2985905087,142.0,0.0,0.326,143.0,0.0,0.321,0.0,0.0,0.118,0.0,1.35,0.0,0.0,0.0
2023 Visegrad 4 Kerekparverseny.gpx,https://www.komoot.com/tour/2985905928,93.3,43.6,0.923,138.0,0.0,0.228,0.68,0.68,0.0,0.396,0.559,0.0,0.0,0.0
2023 Visit South Aegean Islands Stage 1.gpx,https://www.komoot.com/tour/2985907013,114.0,65.7,0.547,180.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Visit South Aegean Islands Stage 2.gpx,https://www.komoot.com/tour/2985907848,163.0,4.32,0.541,167.0,1.73,0.0,0.0,0.451,1.73,0.0,0.0,0.0,0.0,0.0
2023 Volta Ciclista a Catalunya Stage 1.gpx,https://www.komoot.com/tour/2985909122,115.0,40.5,8.63,145.0,0.0,19.2,0.288,0.288,0.603,0.494,0.0,0.0,0.0,0.0
2023 Volta Ciclista a Catalunya Stage 2.gpx,https://www.komoot.com/tour/2985910473,78.3,85.9,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta Ciclista a Catalunya Stage 3.gpx,https://www.komoot.com/tour/2985911815,161.0,18.5,1.8,170.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta Ciclista a Catalunya Stage 4.gpx,https://www.komoot.com/tour/2985913106,117.0,59.2,2.06,178.0,0.301,0.21,8.79,6.29,0.315,0.0,0.0,0.0,0.0,0.0
2023 Volta Ciclista a Catalunya Stage 5.gpx,https://www.komoot.com/tour/2985914274,111.0,63.4,0.931,172.0,0.11,3.64,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0
2023 Volta Ciclista a Catalunya Stage 6.gpx,https://www.komoot.com/tour/2985915465,146.0,21.5,5.41,149.0,0.0,25.0,1.33,1.83,0.115,0.0,1.12,0.0,0.0,0.0
2023 Volta Ciclista a Catalunya Stage 7.gpx,https://www.komoot.com/tour/2985918205,87.3,16.3,13.9,112.0,0.161,14.5,9.86,9.9,5.22,0.246,3.53,0.646,0.0,0.274
2023 Volta Limburg Classic.gpx,https://www.komoot.com/tour/2985919846,127.0,0.0,8.38,170.0,0.0,21.3,0.0,12.2,0.0,2.71,46.6,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Prologue.gpx,https://www.komoot.com/tour/2985920781,0.56,2.97,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2985922142,93.2,85.6,4.46,180.0,0.0,3.19,2.5,2.5,2.96,0.464,0.238,0.0,2.94,0.0
2023 Volta a Portugal em Bicicleta Stage 10.gpx,https://www.komoot.com/tour/2985923181,14.3,3.99,0.0,14.5,0.0,0.277,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2985924856,17.1,156.0,0.0,174.0,0.0,1.72,1.6,1.6,0.0,0.0,2.05,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2985926189,106.0,84.9,1.02,175.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2985927789,42.2,141.0,0.922,181.0,0.0,2.18,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2985929462,65.5,113.0,3.26,173.0,0.0,11.4,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 6.gpx,https://www.komoot.com/tour/2985930792,90.6,71.9,0.632,155.0,0.0,10.9,1.98,2.12,0.0,1.22,3.62,0.0,0.0,0.137
2023 Volta a Portugal em Bicicleta Stage 7.gpx,https://www.komoot.com/tour/2985931887,24.1,138.0,0.952,160.0,0.0,2.31,0.0,0.306,0.0,0.563,0.0,0.0,0.0,0.306
2023 Volta a Portugal em Bicicleta Stage 8.gpx,https://www.komoot.com/tour/2985933345,46.0,95.9,0.0,137.0,4.57,4.76,0.417,0.417,4.57,0.514,0.0,0.0,0.0,0.0
2023 Volta a Portugal em Bicicleta Stage 9.gpx,https://www.komoot.com/tour/2985934770,81.2,92.2,1.25,167.0,0.0,4.39,0.256,0.256,0.0,2.98,0.0,0.0,0.0,0.0
2023 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2985936591,103.0,78.2,0.973,182.0,0.169,5.64,0.297,0.297,0.169,0.0,5.31,0.0,0.0,0.0
2023 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2985937682,148.0,26.0,2.06,175.0,0.0,3.01,0.0,0.128,0.188,0.0,1.93,0.0,0.0,0.0
2023 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2985938818,118.0,13.1,1.67,122.0,0.112,17.6,5.13,5.41,0.112,0.0,7.36,0.0,0.0,0.0
2023 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2985940113,160.0,17.3,0.0,180.0,0.0,0.0,0.923,0.498,0.0,0.0,3.19,0.0,0.0,0.0
2023 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2985941594,73.7,3.88,3.37,85.5,0.0,7.09,0.175,0.339,0.365,0.466,11.8,0.0,0.0,0.0
2023 Volta ao Alentejo Stage 1.gpx,https://www.komoot.com/tour/2985942492,117.0,50.9,1.18,168.0,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta ao Alentejo Stage 2.gpx,https://www.komoot.com/tour/2985943708,35.6,134.0,0.0,152.0,0.289,17.6,0.355,0.355,0.289,0.0,0.0,0.0,0.0,0.0
2023 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2985944858,94.6,95.1,1.89,188.0,0.0,3.06,0.181,0.181,0.0,0.75,0.0,0.0,0.0,0.0
2023 Volta ao Alentejo Stage 4.gpx,https://www.komoot.com/tour/2985945744,118.0,26.9,2.4,141.0,0.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta ao Alentejo Stage 5.gpx,https://www.komoot.com/tour/2985946705,72.7,79.2,3.2,148.0,0.0,5.21,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0
2023 Volta ao Algarve em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2985947821,63.2,132.0,1.02,194.0,0.162,3.44,3.51,3.51,0.162,0.217,1.03,0.0,0.0,0.0
2023 Volta ao Algarve em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2985948671,102.0,82.7,1.23,181.0,0.0,5.35,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.0
2023 Volta ao Algarve em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2985949717,121.0,77.9,1.56,189.0,0.0,12.6,0.218,0.0,0.0,1.4,2.3,0.0,0.0,0.0
2023 Volta ao Algarve em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2985950756,98.1,79.9,0.121,172.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Volta ao Algarve em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2985951730,23.0,0.688,0.376,21.2,0.0,2.63,0.6,0.6,0.0,0.278,0.0,0.0,0.0,0.0
2023 Vuelta Asturias Julio Alvarez Mendo Stage 1.gpx,https://www.komoot.com/tour/2985952862,152.0,25.6,2.59,179.0,0.0,2.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0
2023 Vuelta Asturias Julio Alvarez Mendo Stage 2.gpx,https://www.komoot.com/tour/2985953763,75.0,108.0,0.0,172.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Asturias Julio Alvarez Mendo Stage 3.gpx,https://www.komoot.com/tour/2985954657,77.9,67.1,1.69,146.0,0.0,0.442,0.448,0.448,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Bantrab Stage 1.gpx,https://www.komoot.com/tour/2985955744,15.8,124.0,0.135,97.5,0.0,42.4,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Bantrab Stage 2.gpx,https://www.komoot.com/tour/2985956568,55.9,66.6,1.65,105.0,0.0,19.0,0.904,0.904,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Bantrab Stage 3.gpx,https://www.komoot.com/tour/2985957272,1.23,109.0,0.0,98.3,0.0,11.6,0.582,0.582,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Bantrab Stage 4.gpx,https://www.komoot.com/tour/2985958011,114.0,12.3,0.0,111.0,0.0,15.2,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0
2023 Vuelta Bantrab Stage 5.gpx,https://www.komoot.com/tour/2985958914,23.9,94.2,0.383,101.0,4.35,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 1.gpx,https://www.komoot.com/tour/2985959850,2.43,129.0,8.94,136.0,0.787,4.54,12.1,12.3,0.768,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 10.gpx,https://www.komoot.com/tour/2985960807,94.9,0.0,3.22,93.5,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 2.gpx,https://www.komoot.com/tour/2985961959,0.655,159.0,0.0,158.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 3.gpx,https://www.komoot.com/tour/2985962669,0.686,30.1,10.7,19.2,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 4.gpx,https://www.komoot.com/tour/2985963731,3.12,164.0,1.88,122.0,0.0,47.1,4.61,4.61,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 5.gpx,https://www.komoot.com/tour/2985964721,48.7,50.8,1.03,99.7,0.0,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 6.gpx,https://www.komoot.com/tour/2985965907,11.0,39.9,24.1,67.7,2.5,5.5,37.8,38.8,1.65,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 7.gpx,https://www.komoot.com/tour/2985966961,0.726,126.0,0.568,127.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 8.gpx,https://www.komoot.com/tour/2985968046,7.59,110.0,0.308,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista Internacional a Costa Rica Stage 9.gpx,https://www.komoot.com/tour/2985968792,64.0,25.2,1.71,63.7,8.89,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023 Vuelta Ciclista a la Region de Murcia Costa Calida.gpx,https://www.komoot.com/tour/2985970257,94.9,71.3,7.37,162.0,0.522,13.0,12.0,12.6,0.871,0.0,0.962,0.258,0.0,0.0
2023 Vuelta Ciclistica al Ecuador Stage 1.gpx,https://www.komoot.com/tour/2985971687,76.5,15.3,31.7,92.7,0.0,26.8,5.21,5.21,0.0,8.63,4.69,0.0,0.0,0.0
2023 Vuelta Ciclistica al Ecuador Stage 2.gpx,https://www.komoot.com/tour/2985972823,107.0,0.0,4.23,103.0,0.0,4.27,0.874,0.692,0.0,3.79,0.0,0.0,0.0,0.0
2023 Vuelta Ciclistica al Ecuador Stage 3.gpx,https://www.komoot.com/tour/2985973847,3.02,103.0,0.919,107.0,0.0,0.808,0.176,0.287,1.51,0.191,0.0,0.0,0.0,0.0
