fichier_gpx,route_url,road_km,state_road_km,off-grid_(unknown)_km,street_km,asphalt_km,unknown_km,cycleway_km,access_road_km,paved_km,cobblestones_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km,alpine_km,alpine_path_km
2019 Tour de Singkarak Stage 1.gpx,https://www.komoot.com/tour/2972342768,12.4,89.4,0.312,7.43,100.0,0.312,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 2.gpx,https://www.komoot.com/tour/2972343383,24.3,89.2,0.731,0.0,113.0,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 3.gpx,https://www.komoot.com/tour/2972344018,29.3,87.4,0.452,4.26,109.0,0.542,3.26,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 4.gpx,https://www.komoot.com/tour/2972344657,60.7,144.0,0.0,0.717,205.0,0.0,0.0,0.0,0.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 5.gpx,https://www.komoot.com/tour/2972345254,75.7,130.0,0.442,0.0,205.0,0.442,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 6.gpx,https://www.komoot.com/tour/2972345931,26.2,188.0,0.18,0.515,214.0,0.393,0.0,0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 7.gpx,https://www.komoot.com/tour/2972346440,39.4,42.9,0.546,0.0,82.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 8.gpx,https://www.komoot.com/tour/2972347094,6.62,204.0,3.17,0.0,208.0,3.22,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Singkarak Stage 9.gpx,https://www.komoot.com/tour/2972347743,53.7,54.1,0.0,0.405,106.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Suisse Stage 1.gpx,https://www.komoot.com/tour/2972348320,8.35,0.0,0.0,0.998,8.98,0.0,0.17,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Suisse Stage 2.gpx,https://www.komoot.com/tour/2972349308,126.0,1.82,0.0,5.49,154.0,0.0,24.3,0.191,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Suisse Stage 3.gpx,https://www.komoot.com/tour/2972350182,117.0,15.1,0.235,3.82,155.0,0.268,21.3,0.0,4.04,1.4,0.784,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Suisse Stage 4.gpx,https://www.komoot.com/tour/2972351176,97.0,29.5,0.464,9.29,156.0,0.599,25.2,0.0,5.15,0.0,0.15,0.0,0.104,0.15,0.0,0.0,0.0
2019 Tour de Suisse Stage 5.gpx,https://www.komoot.com/tour/2972352507,98.7,30.5,0.0,1.87,163.0,0.116,42.5,0.0,10.4,0.789,0.433,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Suisse Stage 6.gpx,https://www.komoot.com/tour/2972353464,19.9,69.4,0.0,0.188,121.0,0.0,32.2,0.0,0.987,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Suisse Stage 7.gpx,https://www.komoot.com/tour/2972354403,77.8,111.0,0.493,0.577,204.0,0.5,25.8,0.0,5.75,6.17,0.144,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Suisse Stage 8.gpx,https://www.komoot.com/tour/2972355043,7.35,5.71,1.43,1.73,15.6,1.43,0.0,0.0,0.154,0.0,2.98,0.426,0.0,1.61,0.0,0.0,0.0
2019 Tour de Suisse Stage 9.gpx,https://www.komoot.com/tour/2972355748,51.3,47.6,0.0,0.23,91.1,0.0,0.0,0.0,2.18,6.38,2.2,0.0,0.0,1.61,0.0,0.0,0.0
2019 Tour de Taiwan Stage 1.gpx,https://www.komoot.com/tour/2972357678,54.5,1.77,0.0,0.307,59.3,9.62,14.0,0.0,17.6,2.23,18.2,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Taiwan Stage 2.gpx,https://www.komoot.com/tour/2972358835,24.3,84.4,1.85,2.17,104.0,2.45,5.4,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Taiwan Stage 3.gpx,https://www.komoot.com/tour/2972359674,69.9,77.7,0.0,2.08,153.0,0.631,5.21,0.215,1.4,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Taiwan Stage 4.gpx,https://www.komoot.com/tour/2972360455,43.4,108.0,0.533,0.559,165.0,0.793,13.9,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Taiwan Stage 5.gpx,https://www.komoot.com/tour/2972362214,66.0,126.0,0.0,2.34,190.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Vendee.gpx,https://www.komoot.com/tour/2972363061,156.0,11.1,0.0,14.0,174.0,0.375,14.7,0.0,21.5,0.0,1.3,0.0,0.0,1.46,0.0,0.0,0.0
2019 Tour de Yorkshire Stage 1.gpx,https://www.komoot.com/tour/2972363762,141.0,35.0,0.0,4.69,152.0,0.0,1.58,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Yorkshire Stage 2.gpx,https://www.komoot.com/tour/2972364696,90.9,35.3,0.546,3.65,128.0,1.11,1.52,0.0,3.58,0.0,0.812,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Yorkshire Stage 3.gpx,https://www.komoot.com/tour/2972365570,74.9,55.3,0.324,0.774,116.0,0.512,0.445,0.0,14.8,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Yorkshire Stage 4.gpx,https://www.komoot.com/tour/2972366438,137.0,28.8,0.0,8.19,154.0,0.115,0.426,0.0,20.0,0.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de l'Ain Stage 1.gpx,https://www.komoot.com/tour/2972367157,147.0,14.0,0.0,0.236,158.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de l'Ain Stage 2.gpx,https://www.komoot.com/tour/2972367916,112.0,8.43,2.32,0.108,117.0,1.85,0.0,0.0,3.62,0.0,0.829,0.829,0.0,0.0,0.0,0.0,0.0
2019 Tour de l'Ain Stage 3.gpx,https://www.komoot.com/tour/2972368503,112.0,4.51,0.0,0.159,118.0,0.0,1.73,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 1.gpx,https://www.komoot.com/tour/2972369117,11.2,123.0,0.0,0.0,107.0,0.0,0.0,0.0,15.7,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 2.gpx,https://www.komoot.com/tour/2972369714,2.79,139.0,18.0,0.948,139.0,18.0,0.0,0.0,0.69,0.2,0.0,3.67,0.493,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 3.gpx,https://www.komoot.com/tour/2972370420,11.0,146.0,0.0,0.521,96.2,0.0,0.0,0.0,56.1,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 4.gpx,https://www.komoot.com/tour/2972371116,5.87,149.0,0.79,0.0,115.0,0.79,0.0,0.0,34.5,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 5.gpx,https://www.komoot.com/tour/2972371846,5.55,170.0,0.793,0.857,138.0,0.793,0.0,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 6.gpx,https://www.komoot.com/tour/2972372789,48.7,32.1,0.0,0.0,61.8,0.0,0.0,0.0,15.3,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 7.gpx,https://www.komoot.com/tour/2972373573,20.8,82.1,0.0,4.62,90.0,0.0,0.0,0.0,2.68,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0
2019 Tour du Cameroon Stage 8.gpx,https://www.komoot.com/tour/2972374205,0.0,124.0,0.0,0.0,117.0,0.0,0.0,0.0,6.93,0.153,0.0,0.251,0.251,0.0,0.0,0.0,0.0
2019 Tour du Doubs.gpx,https://www.komoot.com/tour/2972374821,139.0,35.9,0.267,3.88,173.0,0.811,5.19,0.0,11.2,0.0,2.27,0.76,0.0,0.902,0.0,0.0,0.0
2019 Tour du Faso Stage 1.gpx,https://www.komoot.com/tour/2972375401,0.0,0.0,0.0,0.0,0.145,0.0,7.55,0.0,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Faso Stage 10.gpx,https://www.komoot.com/tour/2972376003,21.8,55.5,0.35,0.702,75.6,0.35,18.1,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Faso Stage 2.gpx,https://www.komoot.com/tour/2972376860,0.0,146.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Faso Stage 3.gpx,https://www.komoot.com/tour/2972377439,0.808,140.0,2.64,0.261,140.0,2.77,0.0,0.0,0.168,0.0,0.243,0.883,0.0,0.0,0.0,0.0,0.0
2019 Tour du Faso Stage 4.gpx,https://www.komoot.com/tour/2972378105,0.0,107.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Faso Stage 5.gpx,https://www.komoot.com/tour/2972378725,1.71,121.0,5.71,0.0,70.1,5.71,0.0,0.0,49.6,0.0,0.0,3.29,0.0,0.177,0.0,0.0,0.0
2019 Tour du Faso Stage 6.gpx,https://www.komoot.com/tour/2972379385,10.5,89.3,3.96,0.774,66.5,4.67,11.1,0.0,21.3,0.0,0.0,20.7,0.0,2.43,0.0,0.0,0.0
2019 Tour du Faso Stage 7.gpx,https://www.komoot.com/tour/2972380038,30.1,140.0,9.82,0.0,149.0,8.52,0.0,0.0,1.53,0.0,0.199,19.9,0.0,0.0,0.0,0.0,0.0
2019 Tour du Faso Stage 8.gpx,https://www.komoot.com/tour/2972380703,43.3,82.3,9.32,0.82,114.0,9.38,0.0,0.0,10.0,0.0,1.04,3.75,0.0,0.0,0.0,0.0,0.0
2019 Tour du Faso Stage 9.gpx,https://www.komoot.com/tour/2972381383,0.442,79.7,54.1,0.552,79.7,51.6,0.0,0.0,0.751,0.0,0.114,0.357,0.0,0.0,0.0,0.0,0.0
2019 Tour du Finistere.gpx,https://www.komoot.com/tour/2972382216,159.0,9.81,0.0,3.82,163.0,0.0,13.1,0.0,23.1,0.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Jura Cycliste Stage 1.gpx,https://www.komoot.com/tour/2972383002,108.0,39.6,0.438,1.91,141.0,0.438,0.0,0.0,7.88,0.0,0.417,0.417,0.0,0.0,0.0,0.0,0.0
2019 Tour du Jura Cycliste Stage 2.gpx,https://www.komoot.com/tour/2972383804,133.0,22.0,0.261,5.98,154.0,0.0,1.64,0.0,8.69,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Limousin - Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2972384830,166.0,5.26,0.0,0.64,150.0,0.0,0.0,0.0,22.3,0.0,0.224,0.224,0.0,0.0,0.0,0.0,0.0
2019 Tour du Limousin - Nouvelle Aquitaine Stage 2.gpx,https://www.komoot.com/tour/2972385728,178.0,0.696,0.205,4.37,147.0,0.205,0.0,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Limousin - Nouvelle Aquitaine Stage 3.gpx,https://www.komoot.com/tour/2972386436,158.0,19.1,0.0,0.672,170.0,0.0,0.0,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Limousin - Nouvelle Aquitaine Stage 4.gpx,https://www.komoot.com/tour/2972387824,158.0,4.46,0.0,12.0,147.0,0.0,1.23,0.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Loir et Cher E Provost Stage 1.gpx,https://www.komoot.com/tour/2972388398,168.0,0.993,0.0,7.61,165.0,0.159,3.46,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Loir et Cher E Provost Stage 2.gpx,https://www.komoot.com/tour/2972389292,141.0,17.7,0.0,20.2,155.0,0.0,6.17,0.0,30.9,0.0,0.509,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Loir et Cher E Provost Stage 3.gpx,https://www.komoot.com/tour/2972390154,200.0,3.58,0.168,5.87,195.0,0.168,0.218,0.0,14.4,0.0,2.39,2.39,0.0,0.0,0.0,0.0,0.0
2019 Tour du Loir et Cher E Provost Stage 4.gpx,https://www.komoot.com/tour/2972390833,169.0,3.33,0.0,23.7,117.0,0.0,0.68,0.0,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Loir et Cher E Provost Stage 5.gpx,https://www.komoot.com/tour/2972392063,41.0,9.16,7.26,15.0,86.5,7.26,20.2,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 1.gpx,https://www.komoot.com/tour/2972393100,27.3,81.5,41.2,1.32,108.0,46.0,0.0,0.0,1.29,0.0,6.33,2.1,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 10.gpx,https://www.komoot.com/tour/2972394068,46.9,74.9,2.59,0.0,122.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 2.gpx,https://www.komoot.com/tour/2972394789,54.2,78.8,1.81,0.491,133.0,3.99,0.0,0.0,1.17,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 3.gpx,https://www.komoot.com/tour/2972395749,0.917,183.0,1.26,0.419,184.0,0.972,0.0,0.0,0.31,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 4.gpx,https://www.komoot.com/tour/2972396833,4.31,123.0,0.343,0.288,127.0,0.82,0.0,0.0,0.0,0.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 5.gpx,https://www.komoot.com/tour/2972397604,1.29,155.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 6.gpx,https://www.komoot.com/tour/2972398206,0.864,180.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 7.gpx,https://www.komoot.com/tour/2972398924,0.252,144.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 8.gpx,https://www.komoot.com/tour/2972399568,79.4,98.7,0.0,0.218,178.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Maroc Stage 9.gpx,https://www.komoot.com/tour/2972400695,0.0,180.0,0.0,0.0,187.0,0.0,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Rwanda Stage 1.gpx,https://www.komoot.com/tour/2972401400,4.64,107.0,0.532,0.0,105.0,0.532,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Rwanda Stage 2.gpx,https://www.komoot.com/tour/2972402034,0.0,119.0,0.25,1.88,17.0,0.25,0.0,0.0,104.0,0.0,0.0,0.101,0.101,0.0,0.0,0.0,0.0
2019 Tour du Rwanda Stage 3.gpx,https://www.komoot.com/tour/2972402794,0.977,213.0,0.303,1.23,51.5,0.0,0.0,0.0,164.0,0.0,0.0,0.106,0.106,0.0,0.0,0.0,0.0
2019 Tour du Rwanda Stage 4.gpx,https://www.komoot.com/tour/2972403446,10.6,91.1,3.75,0.81,95.9,3.8,0.0,0.0,6.15,0.0,0.0,0.303,0.0,0.193,0.0,0.0,0.0
2019 Tour du Rwanda Stage 5.gpx,https://www.komoot.com/tour/2972404028,5.72,132.0,3.33,1.29,137.0,2.03,0.0,0.0,1.13,0.0,0.0,1.24,0.347,0.169,0.0,0.0,0.0
2019 Tour du Rwanda Stage 6.gpx,https://www.komoot.com/tour/2972404603,2.44,118.0,1.29,0.775,4.6,1.08,0.0,0.0,116.0,0.121,0.0,0.146,0.0,0.0,0.0,0.0,0.0
2019 Tour du Rwanda Stage 7.gpx,https://www.komoot.com/tour/2972405243,42.3,36.2,0.515,5.06,35.7,0.663,0.0,0.0,42.8,2.19,0.148,2.87,0.0,0.0,0.0,0.0,0.0
2019 Tour du Rwanda Stage 8.gpx,https://www.komoot.com/tour/2972405918,39.9,20.3,1.93,0.0,35.3,1.93,0.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 1.gpx,https://www.komoot.com/tour/2972406728,0.0,184.0,0.0,1.5,140.0,0.0,0.0,0.0,8.0,2.7,0.0,34.2,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 2.gpx,https://www.komoot.com/tour/2972407510,0.187,184.0,0.0,1.65,141.0,0.0,0.0,0.0,8.25,2.65,0.0,33.5,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 3.gpx,https://www.komoot.com/tour/2972408139,43.0,64.2,0.632,0.165,107.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 4.gpx,https://www.komoot.com/tour/2972409065,28.5,110.0,0.227,0.343,139.0,0.227,0.0,0.0,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 5.gpx,https://www.komoot.com/tour/2972409821,0.163,181.0,0.0,0.723,181.0,0.0,0.0,0.0,0.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 6.gpx,https://www.komoot.com/tour/2972410443,0.724,147.0,0.0,0.416,148.0,0.0,0.0,0.0,0.416,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 7.gpx,https://www.komoot.com/tour/2972411331,0.0,104.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Albania Stage 1.gpx,https://www.komoot.com/tour/2972412210,0.935,109.0,39.0,0.456,111.0,38.8,0.982,0.0,0.0,0.0,0.581,0.86,0.0,0.0,0.0,0.0,0.0
2019 Tour of Albania Stage 2.gpx,https://www.komoot.com/tour/2972413059,17.9,131.0,33.4,3.9,151.0,33.2,0.0,0.0,0.423,0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Albania Stage 3.gpx,https://www.komoot.com/tour/2972414002,26.6,123.0,28.5,8.19,156.0,29.5,0.546,0.0,0.695,0.0,0.425,0.792,0.0,0.0,0.0,0.0,0.0
2019 Tour of Albania Stage 4.gpx,https://www.komoot.com/tour/2972414767,26.2,94.1,0.753,0.337,118.0,0.91,1.87,0.0,4.38,0.591,0.288,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Albania Stage 5.gpx,https://www.komoot.com/tour/2972415733,33.4,125.0,2.82,0.947,156.0,3.19,0.0,0.23,3.4,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Almaty Stage 1.gpx,https://www.komoot.com/tour/2972416654,73.8,45.9,0.402,0.0,120.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Antalya Stage 1.gpx,https://www.komoot.com/tour/2972419746,85.7,50.7,3.44,1.62,131.0,3.44,0.0,0.242,5.67,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Antalya Stage 2.gpx,https://www.komoot.com/tour/2972420771,13.9,96.0,1.76,0.643,110.0,1.34,0.0,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Antalya Stage 3.gpx,https://www.komoot.com/tour/2972421559,34.7,57.3,0.0,0.0,86.4,0.0,0.0,0.0,5.14,0.0,0.0,0.498,0.0,0.0,0.0,0.0,0.0
2019 Tour of Antalya Stage 4.gpx,https://www.komoot.com/tour/2972422705,89.9,62.3,0.462,3.01,145.0,1.75,0.409,0.108,6.52,1.1,2.63,4.29,0.0,0.0,0.0,0.0,0.0
2019 Tour of Bihor-Bellotto Stage 1.gpx,https://www.komoot.com/tour/2972423447,123.0,35.8,0.0,3.97,160.0,0.168,0.711,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Central Anatolia Stage 1.gpx,https://www.komoot.com/tour/2972424343,26.1,108.0,0.0,0.0,132.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Central Anatolia Stage 2.gpx,https://www.komoot.com/tour/2972425289,9.68,138.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.311,0.311,0.0,0.0,0.0,0.0,0.0
2019 Tour of China I Stage 1.gpx,https://www.komoot.com/tour/2972425916,3.39,0.0,92.7,0.0,2.71,92.7,0.0,0.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China I Stage 2.gpx,https://www.komoot.com/tour/2972426446,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China I Stage 3.gpx,https://www.komoot.com/tour/2972427036,42.4,24.3,71.6,0.0,66.8,71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China I Stage 4.gpx,https://www.komoot.com/tour/2972427699,15.8,1.06,56.7,62.7,17.8,60.0,14.9,0.0,75.9,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China I Stage 5.gpx,https://www.komoot.com/tour/2972428421,8.44,0.0,109.0,0.0,5.57,109.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China I Stage 6.gpx,https://www.komoot.com/tour/2972429229,2.01,0.74,123.0,0.0,2.75,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China II Prologue.gpx,https://www.komoot.com/tour/2972429921,0.0,0.0,5.19,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China II Stage 1.gpx,https://www.komoot.com/tour/2972430565,4.83,0.146,123.0,0.209,4.42,123.0,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China II Stage 2.gpx,https://www.komoot.com/tour/2972431557,2.35,0.595,128.0,1.16,1.45,129.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China II Stage 3.gpx,https://www.komoot.com/tour/2972432721,1.37,0.848,101.0,1.22,1.38,101.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of China II Stage 4.gpx,https://www.komoot.com/tour/2972433382,0.212,0.0,94.1,0.0,0.0,94.1,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Estonia Prologue.gpx,https://www.komoot.com/tour/2972434022,0.0,0.0,0.0,1.32,2.93,0.0,0.785,0.249,0.301,0.0,1.19,0.0,0.0,0.191,0.0,0.0,0.0
2019 Tour of Estonia Stage 1.gpx,https://www.komoot.com/tour/2972434757,180.0,2.82,0.0,4.14,185.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Fuzhou Stage 1.gpx,https://www.komoot.com/tour/2972437241,14.1,0.367,86.0,2.26,14.5,94.3,1.51,0.0,2.19,0.0,6.51,0.0,0.27,0.0,0.0,0.0,0.0
2019 Tour of Fuzhou Stage 2.gpx,https://www.komoot.com/tour/2972438128,0.0,109.0,0.0,0.0,109.0,2.82,9.29,0.0,9.29,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Fuzhou Stage 3.gpx,https://www.komoot.com/tour/2972438779,0.99,2.2,110.0,0.426,2.77,110.0,0.0,0.0,0.848,0.0,1.28,1.31,0.189,0.0,0.0,0.0,0.0
2019 Tour of Fuzhou Stage 4.gpx,https://www.komoot.com/tour/2972439355,4.18,0.325,104.0,1.06,2.87,104.0,0.369,0.0,3.34,0.0,0.585,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Fuzhou Stage 5.gpx,https://www.komoot.com/tour/2972440138,1.35,122.0,1.75,0.0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Fuzhou Stage 6.gpx,https://www.komoot.com/tour/2972440816,1.84,1.78,128.0,0.187,2.97,128.0,0.0,0.0,0.702,0.0,0.0,0.274,0.274,0.0,0.0,0.0,0.0
2019 Tour of Fuzhou Stage 7.gpx,https://www.komoot.com/tour/2972441332,0.765,2.0,117.0,0.905,2.76,117.0,0.0,0.0,0.905,0.0,0.431,1.12,1.12,0.0,0.0,0.0,0.0
2019 Tour of Good Hope Stage 1.gpx,https://www.komoot.com/tour/2972441926,56.3,5.96,0.0,0.0,60.8,0.0,0.0,0.0,1.45,0.0,1.14,1.14,0.0,0.0,0.0,0.0,0.0
2019 Tour of Good Hope Stage 2.gpx,https://www.komoot.com/tour/2972442722,7.45,89.8,0.911,0.0,95.5,0.911,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Good Hope Stage 3.gpx,https://www.komoot.com/tour/2972443337,23.5,1.56,0.0,0.0,23.4,0.0,0.0,0.0,1.68,0.0,1.14,1.14,0.0,0.0,0.0,0.0,0.0
2019 Tour of Good Hope Stage 4.gpx,https://www.komoot.com/tour/2972443947,42.3,104.0,0.911,1.0,146.0,0.911,0.0,0.0,0.72,0.0,0.0,0.392,0.0,0.0,0.0,0.0,0.0
2019 Tour of Good Hope Stage 5.gpx,https://www.komoot.com/tour/2972444498,65.3,5.49,0.0,0.0,70.0,0.0,0.0,0.0,0.735,0.0,1.14,1.14,0.0,0.0,0.0,0.0,0.0
2019 Tour of Iran (Azarbaijan) Stage 1.gpx,https://www.komoot.com/tour/2972445260,2.45,133.0,12.7,0.0,135.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Iran (Azarbaijan) Stage 2.gpx,https://www.komoot.com/tour/2972445864,53.0,126.0,1.55,0.109,179.0,1.18,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Iran (Azarbaijan) Stage 3.gpx,https://www.komoot.com/tour/2972446688,15.5,62.1,85.6,0.853,74.6,81.3,0.0,0.0,0.0,3.04,0.371,0.0,0.0,0.0,0.0,0.0,0.0
