jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
6,1,2023,stage_1,giro-del-sol-san-juan,2.2,2023 Giro del Sol Stage 1.gpx,06_January_2023__stage_1__giro-del-sol-san-juan_2023__2.2.csv,100.0,match
7,1,2023,stage_2,giro-del-sol-san-juan,2.2,2023 Giro del Sol Stage 2.gpx,07_January_2023__stage_2__giro-del-sol-san-juan_2023__2.2.csv,100.0,match
7,1,2023,result,nc-india-itt,NC,,07_January_2023__result__nc-india-itt_2022__NC.csv,,pcs_only
8,1,2023,stage_3,giro-del-sol-san-juan,2.2,2023 Giro del Sol Stage 3.gpx,08_January_2023__stage_3__giro-del-sol-san-juan_2023__2.2.csv,100.0,match
8,1,2023,result,nc-australia,NC,,08_January_2023__result__nc-australia_2023__NC.csv,,pcs_only
10,1,2023,result,nc-india-rr,NC,,10_January_2023__result__nc-india-rr_2022__NC.csv,,pcs_only
10,1,2023,result,nc-australia-itt,NC,,10_January_2023__result__nc-australia-itt_2023__NC.csv,,pcs_only
11,1,2023,stage_1,new-zealand-cycle-classic,2.2,2023 New Zealand Cycle Classic Stage 1.gpx,11_January_2023__stage_1__new-zealand-cycle-classic_2023__2.2.csv,100.0,match
12,1,2023,stage_2,new-zealand-cycle-classic,2.2,2023 New Zealand Cycle Classic Stage 2.gpx,12_January_2023__stage_2__new-zealand-cycle-classic_2023__2.2.csv,100.0,match
13,1,2023,stage_3,new-zealand-cycle-classic,2.2,2023 New Zealand Cycle Classic Stage 3.gpx,13_January_2023__stage_3__new-zealand-cycle-classic_2023__2.2.csv,100.0,match
14,1,2023,stage_4,new-zealand-cycle-classic,2.2,2023 New Zealand Cycle Classic Stage 4.gpx,14_January_2023__stage_4__new-zealand-cycle-classic_2023__2.2.csv,100.0,match
15,1,2023,stage_5,new-zealand-cycle-classic,2.2,2023 New Zealand Cycle Classic Stage 5.gpx,15_January_2023__stage_5__new-zealand-cycle-classic_2023__2.2.csv,100.0,match
15,1,2023,stage_1,vuelta-al-tachira,2.2,2023 Vuelta al Tachira en Bicicleta Stage 1.gpx,15_January_2023__stage_1__vuelta-al-tachira_2023__2.2.csv,100.0,match
16,1,2023,stage_2,vuelta-al-tachira,2.2,2023 Vuelta al Tachira en Bicicleta Stage 2.gpx,16_January_2023__stage_2__vuelta-al-tachira_2023__2.2.csv,100.0,match
