jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,_km,alpine_km,ferry_km,alpine_path_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km
17,7,2020,stage_3,dookola-mazowsza,2.2,2020 Dookola Mazowsza Stage 3.gpx,https://www.komoot.com/tour/2972898403,161.0,5.79,,,,,164.0,2.27,,,,,,,,,,,166.39,459.0,458.0,149.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.33,-0.56,51.0
18,7,2020,stage_4,dookola-mazowsza,2.2,2020 Dookola Mazowsza Stage 4.gpx,https://www.komoot.com/tour/2972899263,85.0,11.4,68.0,0.0,0.732,,149.0,15.2,0.198,0.732,0.198,0.191,0.191,,,,,,166.11,562.0,563.0,167.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,-0.24,114.0
18,7,2020,result,nc-croatia-itt,NC,2020 Croatian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2972886526,24.3,1.18,,,,,24.3,1.18,,,,,,,,,,,25.45,190.0,189.0,121.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.37,0.28,190.0
19,7,2020,result,puchar-ministra-obrony-narodowej,1.2,2020 Puchar Mon.gpx,https://www.komoot.com/tour/2973052893,146.0,10.8,18.5,1.7,,,176.0,0.573,,,0.0,,,,,,,,177.24,657.0,658.0,163.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.03,-0.06,64.0
19,7,2020,result,nc-croatia,NC,2020 Croatian Road National Championship.gpx,https://www.komoot.com/tour/2972887431,133.0,,6.23,,,,139.0,,,,,,,,,,,,139.09,1800.0,1800.0,137.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-0.33,-0.32,331.0
23,7,2020,prologue,sibiu-cycling-tour,2.1,2020 Sibiu Cycling Tour Prologue.gpx,https://www.komoot.com/tour/2973073728,0.502,1.16,,,0.0,0.0,1.17,0.192,1.24,0.0,0.88,,0.0,,,,,,2.44,11.0,11.0,430.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,11.0
24,7,2020,stage_1,sibiu-cycling-tour,2.1,2020 Sibiu Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2973074817,90.4,,91.2,1.23,,,183.0,,,,,,,,,,,,182.59,3238.0,1668.0,2029.0,324.0,6.0,3.0,2.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,6.5,6.23,6.5,293.0
25,7,2020,stage_1,in-the-footsteps-of-the-romans,2.2,2020 In the footstep of the Romans Stage 1.gpx,https://www.komoot.com/tour/2972982433,121.0,5.19,,,0.123,0.0,61.9,64.2,,0.123,,,,,,,,,126.29,1129.0,1125.0,908.0,789.0,8.0,0.0,0.0,0.0,0.0,0.9078,0.0,0.0,0.0,0.0,2.1,0.53,0.68,456.0
25,7,2020,stage_2,sibiu-cycling-tour,2.1,2020 Sibiu Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2973075680,153.0,0.579,18.5,4.99,,,175.0,2.22,,,0.295,,,,,,,,177.36,1465.0,1438.0,770.0,364.0,5.0,1.0,1.0,0.0,0.0,0.8332,0.8332,0.8332,0.0,0.0,-1.1,-1.37,-0.62,68.0
26,7,2020,result,gp-kranj,1.2,2020 GP Kranj.gpx,https://www.komoot.com/tour/2972917281,1.19,59.0,18.1,45.4,,,120.0,25.7,5.55,2.31,22.7,0.0,0.883,,,,,,158.87,1943.0,1944.0,400.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.03,-0.04,120.0
26,7,2020,stage_2,in-the-footsteps-of-the-romans,2.2,2020 In the footstep of the Romans Stage 2.gpx,https://www.komoot.com/tour/2972983271,147.0,5.17,,,,,103.0,48.1,,0.79,,,,,,,,,151.81,1368.0,1375.0,936.0,704.0,4.0,4.0,0.0,0.0,0.0,0.9991,0.9991,0.0,0.0,0.0,2.5,2.73,2.24,334.0
28,7,2020,stage_1,tour-of-bulgaria,2.2,2020 Tour of Bulgaria Stage 1.gpx,https://www.komoot.com/tour/2973201359,89.5,2.3,46.1,,2.09,0.0,137.0,1.19,1.43,2.77,2.54,0.131,0.111,,,,,,141.7,1164.0,1498.0,1329.0,202.0,1.0,1.0,1.0,1.0,0.0,0.5244,0.5244,0.5244,0.5244,0.0,0.5,0.07,-0.06,24.0
28,7,2020,stage_1,vuelta-a-burgos,2.Pro,2020 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2973286158,86.1,5.77,62.6,0.0,0.845,,154.0,,0.853,1.74,1.86,,0.0,,,,,,156.88,1520.0,1490.0,1098.0,586.0,2.0,1.0,1.0,0.0,0.0,0.6876,0.4362,0.4362,0.0,0.0,5.1,0.53,0.84,105.0
29,7,2020,stage_2,vuelta-a-burgos,2.Pro,2020 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2973287326,143.0,0.247,24.9,,,,168.0,0.41,,,,,,,,,,,168.35,1180.0,1131.0,965.0,772.0,5.0,1.0,0.0,0.0,0.0,0.9545,0.4389,0.0,0.0,0.0,-0.3,-0.2,-0.96,108.0
29,7,2020,stage_2,tour-of-bulgaria,2.2,2020 Tour of Bulgaria Stage 2.gpx,https://www.komoot.com/tour/2973202342,105.0,1.84,42.9,,0.184,,93.7,44.0,,0.442,,12.0,,,,,,,149.83,1537.0,1583.0,1339.0,160.0,1.0,1.0,1.0,1.0,1.0,0.2693,0.2693,0.2693,0.2693,0.2693,-0.3,0.0,-0.08,40.0
30,7,2020,stage_3,tour-of-bulgaria,2.2,2020 Tour of Bulgaria Stage 3.gpx,https://www.komoot.com/tour/2973203364,126.0,,25.5,,,,149.0,2.82,,,,,,,,,,,151.83,721.0,617.0,277.0,128.0,3.0,0.0,0.0,0.0,0.0,0.9992,0.0,0.0,0.0,0.0,1.2,1.3,1.26,145.0
30,7,2020,stage_3,vuelta-a-burgos,2.Pro,2020 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2973288598,127.0,,21.1,,,,137.0,10.3,0.0,,0.0,0.0,,,,,,,147.44,2631.0,2116.0,1507.0,570.0,6.0,5.0,1.0,1.0,1.0,0.9995,0.9995,0.9995,0.9995,0.9995,8.7,9.77,10.08,587.0
31,7,2020,stage_4,tour-of-bulgaria,2.2,2020 Tour of Bulgaria Stage 4.gpx,https://www.komoot.com/tour/2973204338,10.4,0.167,97.9,,,,108.0,0.555,,,,,,,,,,,108.37,469.0,702.0,268.0,9.0,1.0,0.0,0.0,0.0,0.0,0.5552,0.0,0.0,0.0,0.0,-0.5,-0.57,-0.28,81.0
31,7,2020,stage_4,vuelta-a-burgos,2.Pro,2020 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2973289649,157.0,,5.82,,0.239,,162.0,,,,,,,,,,,,162.55,1225.0,1292.0,949.0,772.0,4.0,0.0,0.0,0.0,0.0,0.8958,0.0,0.0,0.0,0.0,2.2,0.57,-0.04,67.0
1,8,2020,stage_1,la-route-d-occitanie,2.1,2020 La Route d'Occitanie - La Depeche du Midi Stage 1.gpx,https://www.komoot.com/tour/2972996974,153.0,0.754,34.4,,,,180.0,8.14,,,0.245,0.245,,,,,,,188.75,2346.0,2640.0,905.0,23.0,7.0,4.0,1.0,0.0,0.0,0.9032,0.9032,0.3556,0.0,0.0,0.7,0.77,0.88,98.0
1,8,2020,result,strade-bianche,1.UWT,2020 Strade Bianche.gpx,https://www.komoot.com/tour/2973083341,112.0,45.0,26.7,0.0,0.346,,121.0,2.9,0.841,0.394,0.379,12.1,0.0,47.2,,,,,184.19,3073.0,2998.0,460.0,139.0,11.0,4.0,1.0,0.0,0.0,0.9529,0.9529,0.3094,0.0,0.0,5.0,0.67,-0.5,140.0
1,8,2020,stage_5,vuelta-a-burgos,2.Pro,2020 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2973290465,135.0,1.22,22.1,,0.245,,157.0,0.655,,,0.0,0.0,,,,,,,158.09,2292.0,1320.0,1869.0,818.0,6.0,4.0,1.0,1.0,1.0,0.9997,0.9997,0.9997,0.9997,0.9997,11.2,10.3,10.26,501.0
2,8,2020,result,circuito-de-getxo,1.1,2020 Circuito de Getxo-Memorial Hermanos Otxoa.gpx,https://www.komoot.com/tour/2972872404,51.2,32.7,80.3,22.0,,0.0,159.0,23.1,4.53,0.147,0.162,,,,,,,,186.81,2061.0,2066.0,216.0,2.0,8.0,1.0,0.0,0.0,0.0,0.9358,0.9358,0.0,0.0,0.0,5.7,1.83,1.2,80.0
2,8,2020,stage_2,la-route-d-occitanie,2.1,2020 La Route d'Occitanie - La Depeche du Midi Stage 2.gpx,https://www.komoot.com/tour/2972997978,161.0,3.04,7.22,1.97,0.35,,167.0,4.86,,2.54,0.0,,,,,,,,174.1,2104.0,1870.0,657.0,106.0,5.0,5.0,1.0,0.0,0.0,0.9697,0.9697,0.1481,0.0,0.0,1.3,0.87,0.88,117.0
3,8,2020,stage_3,la-route-d-occitanie,2.1,2020 La Route d'Occitanie - La Depeche du Midi Stage 3.gpx,https://www.komoot.com/tour/2972999138,154.0,0.432,8.22,0.773,,,151.0,12.4,,,,,,,,,,,163.73,3977.0,2980.0,1750.0,335.0,6.0,3.0,3.0,3.0,1.0,0.9992,0.9992,0.9992,0.9992,0.5336,2.6,6.67,8.5,454.0
3,8,2020,result,gran-trittico-lombardo,1.Pro,2020 Gran Trittico Lombardo.gpx,https://www.komoot.com/tour/2972951315,103.0,14.6,72.9,9.14,,0.34,195.0,3.83,0.568,0.238,0.0,,0.0,,,,,,202.5,1788.0,1618.0,481.0,177.0,6.0,4.0,0.0,0.0,0.0,0.9965,0.9302,0.0,0.0,0.0,-0.2,2.8,2.46,148.0
4,8,2020,stage_4,la-route-d-occitanie,2.1,2020 La Route d'Occitanie - La Depeche du Midi Stage 4.gpx,https://www.komoot.com/tour/2973000345,94.2,0.0,97.7,2.52,0.277,,193.0,1.59,0.369,0.277,0.0,,0.0,,,,,,194.92,1973.0,1920.0,446.0,55.0,6.0,3.0,1.0,0.0,0.0,0.9998,0.8874,0.715,0.0,0.0,8.2,0.9,1.46,197.0
5,8,2020,stage_1,tour-de-pologne,2.UWT,2020 Tour de Pologne Stage 1.gpx,https://www.komoot.com/tour/2973154720,141.0,15.7,10.3,20.3,1.16,0.0,178.0,8.35,8.48,3.11,8.36,0.287,0.46,,,,,,197.23,1706.0,1736.0,469.0,250.0,2.0,1.0,0.0,0.0,0.0,0.4197,0.3561,0.0,0.0,0.0,-1.4,0.23,-0.42,229.0
5,8,2020,prologue,tour-of-szeklerland,2.2,2020 Cycling Tour of Szeklerland Prologue.gpx,https://www.komoot.com/tour/2972888352,3.17,1.22,0.943,,0.105,0.0,5.33,0.0,,0.148,0.0,,,,,,,,5.56,41.0,42.0,563.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-1.13,-0.16,41.0
5,8,2020,result,milano-torino,1.Pro,2020 Milano - Torino.gpx,https://www.komoot.com/tour/2973020182,98.8,1.7,97.7,1.96,0.512,,192.0,1.51,1.08,0.512,0.0,5.28,,,,,,,200.88,930.0,834.0,282.0,85.0,3.0,1.0,0.0,0.0,0.0,0.7541,0.5348,0.0,0.0,0.0,0.2,0.47,0.38,24.0
5,8,2020,stage_1,tour-des-pays-de-savoie,2.2,2020 Le Tour de Savoie Mont Blanc Stage 1.gpx,https://www.komoot.com/tour/2973010268,73.3,4.13,26.7,4.63,0.254,0.0,98.9,9.81,,0.254,,,,0.0,,,,,109.29,2382.0,1839.0,1484.0,429.0,4.0,3.0,2.0,1.0,1.0,0.9462,0.9462,0.9462,0.5192,0.5192,-0.4,-1.3,-1.76,8.0
6,8,2020,stage_1,tour-of-szeklerland,2.2,2020 Cycling Tour of Szeklerland Stage 1.gpx,https://www.komoot.com/tour/2972889385,74.7,,99.5,0.308,,,162.0,3.8,8.86,,0.0,,,,,,,,174.51,1095.0,1087.0,947.0,462.0,3.0,2.0,1.0,0.0,0.0,0.9495,0.9495,0.3636,0.0,0.0,0.4,-1.3,-1.16,82.0
6,8,2020,stage_2,tour-de-pologne,2.UWT,2020 Tour de Pologne Stage 2.gpx,https://www.komoot.com/tour/2973156229,109.0,7.21,5.58,6.08,15.5,0.0,122.0,4.27,3.77,17.1,9.13,4.06,0.427,1.84,,,,,151.41,752.0,665.0,385.0,153.0,1.0,1.0,0.0,0.0,0.0,0.4269,0.4269,0.0,0.0,0.0,-0.7,-0.17,0.06,40.0
6,8,2020,result,nc-ukraine-itt,NC,2020 Ukrainian Road National Championships - ITT.gpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,2020,result,cic-mont-ventoux,1.1,2020 Mont Ventoux Denivele Challenge.gpx,https://www.komoot.com/tour/2973021165,162.0,,3.11,12.3,0.661,,177.0,0.715,,0.745,0.0,,,,,,,,178.55,3954.0,2366.0,1828.0,240.0,7.0,3.0,3.0,2.0,2.0,0.9999,0.9999,0.9999,0.9999,0.9999,8.5,8.13,7.48,451.0
6,8,2020,stage_1,czech-tour,2.1,2020 Czech Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2972891239,17.5,0.519,,0.0,,,17.5,0.566,,,,,,,,,,,18.08,123.0,123.0,329.0,233.0,1.0,0.0,0.0,0.0,0.0,0.4065,0.0,0.0,0.0,0.0,-0.1,-0.17,-0.54,106.0
6,8,2020,stage_2,tour-des-pays-de-savoie,2.2,2020 Le Tour de Savoie Mont Blanc Stage 2-1.gpx,https://www.komoot.com/tour/2973011066,58.3,,20.7,17.6,,0.0,96.7,,,,,,,,,,,,96.65,2810.0,1737.0,1991.0,425.0,2.0,2.0,2.0,2.0,2.0,0.9982,0.9982,0.9982,0.9982,0.9982,3.0,6.27,6.68,218.0
7,8,2020,stage_1,tour-de-l-ain,2.1,2020 Tour de l'Ain Stage 1.gpx,https://www.komoot.com/tour/2973172364,135.0,0.885,3.48,0.0,,,135.0,4.11,,,,,,,,,,,139.52,1679.0,1864.0,489.0,222.0,5.0,3.0,0.0,0.0,0.0,0.8707,0.6578,0.0,0.0,0.0,0.8,1.7,1.22,83.0
7,8,2020,stage_2,tour-of-szeklerland,2.2,2020 Cycling Tour of Szeklerland Stage 2.gpx,https://www.komoot.com/tour/2972890438,0.907,0.125,189.0,1.73,,,190.0,1.22,0.0,0.125,0.284,0.255,,,,,,,191.63,2059.0,2068.0,1281.0,471.0,4.0,3.0,3.0,0.0,0.0,0.909,0.909,0.909,0.0,0.0,0.4,0.17,-0.22,11.0
7,8,2020,stage_3,tour-de-pologne,2.UWT,2020 Tour de Pologne Stage 3.gpx,https://www.komoot.com/tour/2973157782,197.0,4.03,0.508,,,,201.0,,0.332,0.413,0.863,,,,,,,,202.08,3311.0,3164.0,728.0,266.0,12.0,5.0,4.0,0.0,0.0,0.9998,0.7465,0.7465,0.0,0.0,3.7,2.37,0.86,128.0
7,8,2020,stage_2,czech-tour,2.1,2020 Czech Cycling Tour Stage 2.gpx,https://www.komoot.com/tour/2972892332,189.0,4.3,,0.67,0.273,,189.0,4.33,0.557,1.25,0.902,,,,,,,,194.79,1810.0,1800.0,627.0,223.0,4.0,3.0,1.0,0.0,0.0,0.6929,0.6929,0.3535,0.0,0.0,0.1,-0.13,-0.1,20.0
8,8,2020,stage_4,tour-de-pologne,2.UWT,2020 Tour de Pologne Stage 4.gpx,https://www.komoot.com/tour/2973158746,123.0,14.2,17.0,,,,142.0,12.5,,,,,,,,,,,154.14,3026.0,2994.0,969.0,623.0,10.0,7.0,3.0,0.0,0.0,0.9997,0.9997,0.9298,0.0,0.0,3.8,5.4,4.18,223.0
8,8,2020,stage_2,tour-de-l-ain,2.1,2020 Tour de l'Ain Stage 2.gpx,https://www.komoot.com/tour/2973173344,138.0,0.0,1.09,,0.341,0.0,135.0,3.99,,0.195,0.407,0.537,0.13,,,,,,140.03,3386.0,2758.0,1128.0,249.0,7.0,5.0,4.0,1.0,1.0,0.9912,0.9912,0.9912,0.8467,0.8467,0.8,0.23,1.6,141.0
8,8,2020,result,milano-sanremo,1.UWT,2020 Milano - Sanremo.gpx,https://www.komoot.com/tour/2973018751,153.0,1.15,132.0,4.37,12.4,0.0,285.0,2.66,,12.4,3.97,6.3,,0.0,,,,,305.77,2803.0,2908.0,936.0,5.0,8.0,3.0,2.0,1.0,1.0,0.968,0.8951,0.6515,0.6515,0.6515,-0.4,-1.13,-2.54,6.0
8,8,2020,stage_3,czech-tour,2.1,2020 Czech Cycling Tour Stage 3.gpx,https://www.komoot.com/tour/2972893608,151.0,16.0,38.4,0.553,0.848,,195.0,8.72,0.66,1.33,0.496,1.64,,,,,,,207.47,2953.0,2949.0,1010.0,258.0,8.0,5.0,3.0,1.0,0.0,0.9809,0.6497,0.6497,0.4411,0.0,-2.3,-0.9,-0.46,137.0
9,8,2020,stage_5,tour-de-pologne,2.UWT,2020 Tour de Pologne Stage 5.gpx,https://www.komoot.com/tour/2973160305,162.0,17.4,7.34,1.49,,,181.0,7.29,0.422,0.0,0.271,0.138,0.111,,,,,,189.04,2196.0,2860.0,1127.0,202.0,8.0,4.0,1.0,0.0,0.0,0.6196,0.4446,0.2611,0.0,0.0,-0.3,0.0,-0.06,27.0
9,8,2020,stage_3,tour-de-l-ain,2.1,2020 Tour de l'Ain Stage 3.gpx,https://www.komoot.com/tour/2973174360,125.0,0.713,14.2,3.02,,,142.0,1.03,,,,0.0,,,,,,,143.12,3634.0,2350.0,1496.0,197.0,4.0,3.0,3.0,2.0,2.0,0.9994,0.9994,0.9994,0.9994,0.9994,8.1,6.6,5.46,389.0
9,8,2020,stage_4,czech-tour,2.1,2020 Czech Cycling Tour Stage 4.gpx,https://www.komoot.com/tour/2972894511,106.0,24.4,29.1,2.29,,,168.0,2.69,2.61,1.4,9.5,,,,,,,,172.96,2985.0,2957.0,1163.0,248.0,10.0,3.0,3.0,1.0,1.0,0.9773,0.5594,0.5594,0.2715,0.2715,-1.7,-3.23,-0.18,121.0
9,8,2020,result,nc-ukraine,NC,2020 Ukrainian Road National Championships.gpx,https://www.komoot.com/tour/2973239064,105.0,6.68,54.8,4.33,5.21,2.29,171.0,1.71,0.225,6.3,0.754,0.209,,,,,,,178.6,1091.0,1171.0,244.0,48.0,3.0,0.0,0.0,0.0,0.0,0.6395,0.0,0.0,0.0,0.0,-0.3,-0.73,0.0,58.0
12,8,2020,result,gran-piemonte,1.Pro,2020 Gran Piemonte.gpx,https://www.komoot.com/tour/2972947933,175.0,1.49,9.86,0.155,0.554,0.106,176.0,6.88,0.409,0.663,0.0,3.4,,,,,,,187.29,3004.0,2866.0,498.0,133.0,12.0,8.0,1.0,0.0,0.0,0.9996,0.9593,0.2353,0.0,0.0,5.6,3.3,0.2,113.0
12,8,2020,stage_1,tour-auvergne-rhone-alpes,2.UWT,2020 Criterium du Dauphine Stage 1.gpx,https://www.komoot.com/tour/2972881803,188.0,1.72,25.5,4.48,,,214.0,3.68,0.0,0.112,,,,2.5,,,,,219.73,3575.0,3146.0,1401.0,254.0,8.0,6.0,3.0,1.0,1.0,0.9999,0.9999,0.9999,0.3459,0.3459,1.4,3.67,4.04,237.0
12,8,2020,prologue,tour-bitwa-warszawska-1920,2.2,2020 Tour Bitwa Warszawska 1920 Prologue.gpx,https://www.komoot.com/tour/2973101203,,,,0.597,0.901,,0.899,,0.0,0.901,0.329,,,,,,,,1.79,24.0,10.0,109.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.78,0.78,24.0
13,8,2020,stage_1,baltic-chain-tour,2.2,2020 Baltic Chain Tour Stage 1.gpx,https://www.komoot.com/tour/2972849380,193.0,2.04,0.0,,,,194.0,1.18,,,,,,,,,,,195.19,669.0,633.0,162.0,37.0,1.0,0.0,0.0,0.0,0.0,0.7141,0.0,0.0,0.0,0.0,0.4,0.1,-0.14,74.0
13,8,2020,stage_2,tour-auvergne-rhone-alpes,2.UWT,2020 Criterium du Dauphine Stage 2.gpx,https://www.komoot.com/tour/2972882847,124.0,0.212,3.73,3.81,1.22,,132.0,0.186,,1.22,,,,,,,,,132.84,2876.0,1835.0,1327.0,181.0,7.0,4.0,3.0,1.0,1.0,0.9974,0.9974,0.9974,0.9974,0.9974,6.6,6.63,6.74,366.0
13,8,2020,stage_1,tour-bitwa-warszawska-1920,2.2,2020 Tour Bitwa Warszawska 1920 Stage 1.gpx,https://www.komoot.com/tour/2973102343,127.0,21.5,,0.582,,,117.0,21.1,3.23,1.29,3.01,10.1,,0.0,,,,,150.78,455.0,456.0,101.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,29.0
14,8,2020,stage_3,tour-auvergne-rhone-alpes,2.UWT,2020 Criterium du Dauphine Stage 3.gpx,https://www.komoot.com/tour/2972883889,93.6,1.6,33.6,28.7,,,158.0,,,,,,,,,,,,157.63,3472.0,2349.0,1994.0,234.0,3.0,3.0,2.0,2.0,2.0,0.9998,0.9998,0.9998,0.9998,0.9998,7.5,7.27,4.78,418.0
14,8,2020,stage_2,baltic-chain-tour,2.2,2020 Baltic Chain Tour Stage 2.gpx,https://www.komoot.com/tour/2972850310,156.0,5.4,8.65,3.88,,0.0,167.0,5.83,,0.0,,0.422,,,,,,,173.61,1046.0,1032.0,200.0,33.0,1.0,1.0,0.0,0.0,0.0,0.5534,0.5534,0.0,0.0,0.0,0.4,0.2,-0.04,98.0
15,8,2020,stage_3,baltic-chain-tour,2.2,2020 Baltic Chain Tour Stage 3.gpx,https://www.komoot.com/tour/2972851183,2.18,0.0,172.0,0.153,,,174.0,0.0,0.155,0.0,0.0,,,0.473,,,,,174.55,749.0,742.0,114.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.27,0.04,122.0
15,8,2020,stage_4,tour-auvergne-rhone-alpes,2.UWT,2020 Criterium du Dauphine Stage 4.gpx,https://www.komoot.com/tour/2972884811,124.0,0.463,20.6,1.68,2.61,0.154,134.0,13.0,,3.19,,0.161,0.161,0.0,,,,,149.98,4669.0,3640.0,1695.0,343.0,8.0,6.0,4.0,2.0,2.0,0.9999,0.9999,0.9999,0.7911,0.7911,6.4,5.0,4.5,359.0
15,8,2020,result,il-lombardia,1.UWT,2020 Il Lombardia.gpx,https://www.komoot.com/tour/2972981593,167.0,0.715,56.3,3.26,1.84,0.0,226.0,2.83,0.296,2.07,1.83,0.0,0.0,,,,,,230.54,3975.0,4010.0,1119.0,160.0,10.0,7.0,4.0,1.0,1.0,0.9717,0.9717,0.9129,0.7582,0.7582,-0.5,-3.4,-3.92,1.0
15,8,2020,result,dwars-door-het-hageland,1.Pro,2020 Dwars door het Hageland.gpx,https://www.komoot.com/tour/2972902391,29.9,15.8,2.74,62.6,1.24,0.0,74.0,64.2,3.89,1.48,38.3,10.3,0.0,26.8,,,,,180.22,982.0,944.0,59.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.97,0.62,43.0
15,8,2020,stage_3,tour-bitwa-warszawska-1920,2.2,2020 Tour Bitwa Warszawska 1920 Stage 3.gpx,https://www.komoot.com/tour/2973103227,98.0,23.1,5.76,0.931,5.79,,107.0,14.7,1.95,6.16,1.05,0.0,,4.26,,,,,134.24,357.0,358.0,109.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.04,18.0
15,8,2020,result,nc-romania-itt,NC,2020 Romanian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2973053717,13.0,,0.0,,,,13.0,,,,,,,,,,,,12.98,63.0,63.0,193.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.08,57.0
16,8,2020,stage_5,tour-auvergne-rhone-alpes,2.UWT,2020 Criterium du Dauphine Stage 5.gpx,https://www.komoot.com/tour/2972885794,81.2,0.462,66.7,2.65,3.0,,150.0,0.715,,3.12,0.283,0.0,,0.0,,,,,154.59,4391.0,3951.0,1605.0,479.0,8.0,7.0,4.0,2.0,2.0,0.9999,0.9999,0.9999,0.9999,0.9999,5.5,4.87,4.5,322.0
16,8,2020,stage_1,tour-de-wallonie,2.Pro,2020 VOO-Tour de Wallonie Stage 1.gpx,https://www.komoot.com/tour/2973240063,117.0,1.3,20.0,41.0,0.702,,152.0,25.3,2.09,0.714,0.0,3.09,,,,,,,183.43,1234.0,1302.0,149.0,13.0,3.0,0.0,0.0,0.0,0.0,0.6355,0.0,0.0,0.0,0.0,0.2,-0.07,-0.18,45.0
16,8,2020,result,nc-romania,NC,2020 Romanian Road National Championships.gpx,https://www.komoot.com/tour/2973054563,94.3,,31.0,,,,125.0,,,,,,,,,,,,125.25,1982.0,1978.0,471.0,182.0,6.0,6.0,0.0,0.0,0.0,0.8999,0.8999,0.0,0.0,0.0,0.6,0.33,0.0,26.0
16,8,2020,stage_4,tour-bitwa-warszawska-1920,2.2,2020 Tour Bitwa Warszawska 1920 Stage 4.gpx,https://www.komoot.com/tour/2973104115,136.0,5.09,15.5,0.0,0.657,,123.0,23.7,0.15,0.657,3.19,12.6,,,,,,,160.28,318.0,326.0,146.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.07,-0.06,28.0
17,8,2020,stage_2,tour-de-wallonie,2.Pro,2020 VOO-Tour de Wallonie Stage 2.gpx,https://www.komoot.com/tour/2973241379,75.8,5.47,18.4,64.6,7.5,0.0,105.0,59.5,0.871,7.5,1.14,1.29,0.166,,,,,,174.18,1409.0,1426.0,171.0,20.0,3.0,0.0,0.0,0.0,0.0,0.8743,0.0,0.0,0.0,0.0,-1.5,-1.87,-0.94,110.0
18,8,2020,stage_1,tour-du-limousin,2.1,2020 Tour du Limousin - Nouvelle Aquitaine Stage 1.gpx,https://www.komoot.com/tour/2973184592,180.0,0.161,2.35,,,,161.0,21.8,,,,0.236,0.236,,,,,,183.07,2713.0,2601.0,650.0,234.0,9.0,3.0,2.0,0.0,0.0,0.9995,0.7296,0.7296,0.0,0.0,2.8,4.43,2.64,144.0
18,8,2020,result,giro-dell-emilia,1.Pro,2020 Giro dell'Emilia.gpx,https://www.komoot.com/tour/2972945369,130.0,0.665,61.2,8.6,0.192,,194.0,0.885,4.88,0.317,0.0,,,,,,,,200.28,3204.0,3004.0,895.0,54.0,13.0,13.0,1.0,1.0,1.0,0.9996,0.9996,0.4551,0.4551,0.4551,9.1,5.87,1.6,198.0
18,8,2020,stage_3,tour-de-wallonie,2.Pro,2020 VOO-Tour de Wallonie Stage 3.gpx,https://www.komoot.com/tour/2973242705,169.0,5.4,12.5,2.66,,,179.0,11.0,0.528,0.81,0.0,,,,,,,,189.9,2898.0,3006.0,569.0,52.0,10.0,6.0,2.0,0.0,0.0,0.9284,0.861,0.4825,0.0,0.0,0.8,0.33,0.06,23.0
