jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
25,1,2017,stage_3,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2017 Vuelta Ciclista a la Provincia de San Juan Stage 3.gpx,25_January_2017__stage_3__vuelta-ciclista-a-la-provincia-de-san-juan_2017__2.1.csv,100.0,match
25,1,2017,stage_4,new-zealand-cycle-classic,2.2,,25_January_2017__stage_4__new-zealand-cycle-classic_2017__2.2.csv,,pcs_only
26,1,2017,stage_4,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2017 Vuelta Ciclista a la Provincia de San Juan Stage 4.gpx,26_January_2017__stage_4__vuelta-ciclista-a-la-provincia-de-san-juan_2017__2.1.csv,100.0,match
26,1,2017,result,trofeo-ses-salines-felanitx,1.1,2017 Trofeo Porreres-Felanitx-Ses Salines-Campos.gpx,26_January_2017__result__trofeo-ses-salines-felanitx_2017__1.1.csv,75.0,match
26,1,2017,stage_5,new-zealand-cycle-classic,2.2,,26_January_2017__stage_5__new-zealand-cycle-classic_2017__2.2.csv,,pcs_only
27,1,2017,stage_5,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2017 Vuelta Ciclista a la Provincia de San Juan Stage 5.gpx,27_January_2017__stage_5__vuelta-ciclista-a-la-provincia-de-san-juan_2017__2.1.csv,100.0,match
27,1,2017,result,deia-trophy,1.1,2017 Trofeo Serra de Tramuntana.gpx,27_January_2017__result__deia-trophy_2017__1.1.csv,87.0,match
28,1,2017,stage_6,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2017 Vuelta Ciclista a la Provincia de San Juan Stage 6.gpx,28_January_2017__stage_6__vuelta-ciclista-a-la-provincia-de-san-juan_2017__2.1.csv,100.0,match
28,1,2017,result,trofeo-pollenca-port-d-andratx,1.1,2017 Trofeo Andratx-Mirador des Colomer.gpx,28_January_2017__result__trofeo-pollenca-port-d-andratx_2017__1.1.csv,100.0,match
29,1,2017,result,gp-d-ouverture,1.1,2017 Grand Prix Cycliste la Marseillaise.gpx,29_January_2017__result__gp-d-ouverture_2017__1.1.csv,90.0,match
29,1,2017,result,trofeo-palma,1.1,2017 Trofeo Palma.gpx,29_January_2017__result__trofeo-palma_2017__1.1.csv,100.0,match
29,1,2017,result,great-ocean-road-race,1.UWT,2017 Cadel Evans Great Ocean Road Race.gpx,29_January_2017__result__great-ocean-road-race_2017__1.UWT.csv,100.0,match
29,1,2017,stage_7,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2017 Vuelta Ciclista a la Provincia de San Juan Stage 7.gpx,29_January_2017__stage_7__vuelta-ciclista-a-la-provincia-de-san-juan_2017__2.1.csv,100.0,match
31,1,2017,stage_1,dubai-tour,2.HC,2017 Dubai Tour Stage 1.gpx,31_January_2017__stage_1__dubai-tour_2017__2.HC.csv,100.0,match
1,2,2017,stage_2,dubai-tour,2.HC,2017 Dubai Tour Stage 2.gpx,01_February_2017__stage_2__dubai-tour_2017__2.HC.csv,100.0,match
1,2,2017,stage_1,vuelta-a-la-comunidad-valenciana,2.1,2017 Volta a la Comunitat Valenciana Stage 1.gpx,01_February_2017__stage_1__vuelta-a-la-comunidad-valenciana_2017__2.1.csv,90.0,match
1,2,2017,stage_1,etoile-de-besseges,2.1,2017 Etoile de Besseges Stage 1.gpx,01_February_2017__stage_1__etoile-de-besseges_2017__2.1.csv,100.0,match
1,2,2017,prologue,herald-sun-tour,2.1,2017 Herald Sun Tour Prologue.gpx,01_February_2017__Prologue__herald-sun-tour_2017__2.1.csv,100.0,match
2,2,2017,stage_3,dubai-tour,2.HC,2017 Dubai Tour Stage 3.gpx,02_February_2017__stage_3__dubai-tour_2017__2.HC.csv,100.0,match
2,2,2017,stage_2,etoile-de-besseges,2.1,2017 Etoile de Besseges Stage 2.gpx,02_February_2017__stage_2__etoile-de-besseges_2017__2.1.csv,100.0,match
2,2,2017,stage_2,vuelta-a-la-comunidad-valenciana,2.1,2017 Volta a la Comunitat Valenciana Stage 2.gpx,02_February_2017__stage_2__vuelta-a-la-comunidad-valenciana_2017__2.1.csv,90.0,match
2,2,2017,stage_1,herald-sun-tour,2.1,2017 Herald Sun Tour Stage 1.gpx,02_February_2017__stage_1__herald-sun-tour_2017__2.1.csv,100.0,match
3,2,2017,stage_3,etoile-de-besseges,2.1,2017 Etoile de Besseges Stage 3.gpx,03_February_2017__stage_3__etoile-de-besseges_2017__2.1.csv,100.0,match
3,2,2017,stage_3,vuelta-a-la-comunidad-valenciana,2.1,2017 Volta a la Comunitat Valenciana Stage 3.gpx,03_February_2017__stage_3__vuelta-a-la-comunidad-valenciana_2017__2.1.csv,90.0,match
3,2,2017,stage_2,herald-sun-tour,2.1,2017 Herald Sun Tour Stage 2.gpx,03_February_2017__stage_2__herald-sun-tour_2017__2.1.csv,100.0,match
3,2,2017,result,gp-sakia-el-hamra,1.2,,03_February_2017__result__gp-sakia-el-hamra_2017__1.2.csv,,pcs_only
3,2,2017,result,nc-namibia-itt,NC,,03_February_2017__result__nc-namibia-itt_2017__NC.csv,,pcs_only
4,2,2017,stage_3,herald-sun-tour,2.1,2017 Herald Sun Tour Stage 3.gpx,04_February_2017__stage_3__herald-sun-tour_2017__2.1.csv,100.0,match
4,2,2017,stage_4,vuelta-a-la-comunidad-valenciana,2.1,2017 Volta a la Comunitat Valenciana Stage 4.gpx,04_February_2017__stage_4__vuelta-a-la-comunidad-valenciana_2017__2.1.csv,90.0,match
4,2,2017,stage_4,etoile-de-besseges,2.1,2017 Etoile de Besseges Stage 4.gpx,04_February_2017__stage_4__etoile-de-besseges_2017__2.1.csv,100.0,match
4,2,2017,stage_5,dubai-tour,2.HC,2017 Dubai Tour Stage 5.gpx,04_February_2017__stage_5__dubai-tour_2017__2.HC.csv,100.0,match
4,2,2017,result,nc-uruguay-itt,NC,,04_February_2017__result__nc-uruguay-itt_2017__NC.csv,,pcs_only
5,2,2017,result,gp-costa-degli-etruschi,1.1,2017 Gran Premio Costa degli Etruschi.gpx,05_February_2017__result__gp-costa-degli-etruschi_2017__1.1.csv,95.0,match
5,2,2017,stage_4,herald-sun-tour,2.1,2017 Herald Sun Tour Stage 4.gpx,05_February_2017__stage_4__herald-sun-tour_2017__2.1.csv,100.0,match
5,2,2017,stage_5,etoile-de-besseges,2.1,2017 Etoile de Besseges Stage 5.gpx,05_February_2017__stage_5__etoile-de-besseges_2017__2.1.csv,100.0,match
5,2,2017,stage_5,vuelta-a-la-comunidad-valenciana,2.1,2017 Volta a la Comunitat Valenciana Stage 5.gpx,05_February_2017__stage_5__vuelta-a-la-comunidad-valenciana_2017__2.1.csv,90.0,match
5,2,2017,result,nc-uruguay,NC,,05_February_2017__result__nc-uruguay_2017__NC.csv,,pcs_only
5,2,2017,result,nc-namibia,NC,,05_February_2017__result__nc-namibia_2017__NC.csv,,pcs_only
5,2,2017,result,gp-oued-eddahab,1.2,,05_February_2017__result__gp-oued-eddahab_2017__1.2.csv,,pcs_only
6,2,2017,result,gp-al-massira,1.2,,06_February_2017__result__gp-al-massira_2017__1.2.csv,,pcs_only
9,2,2017,result,nc-south-africa-itt,NC,2017 South African Road National Championships - ITT.gpx,09_February_2017__result__nc-south-africa-itt_2017__NC.csv,79.0,match
9,2,2017,result,challenge-du-prince-trophee-princier,1.2,,09_February_2017__result__challenge-du-prince-trophee-princier_2017__1.2.csv,,pcs_only
11,2,2017,result,vuelta-ciclista-a-la-region-de-murcia,1.1,2017 Vuelta Ciclista a la Region de Murcia.gpx,11_February_2017__result__vuelta-ciclista-a-la-region-de-murcia_2017__1.1.csv,100.0,match
11,2,2017,result,challenge-du-prince-trophee-de-l-anniversaire,1.2,,11_February_2017__result__challenge-du-prince-trophee-de-l-anniversaire_2017__1.2.csv,,pcs_only
12,2,2017,result,trofeo-laigueglia,1.HC,2017 Trofeo Laigueglia.gpx,12_February_2017__result__trofeo-laigueglia_2017__1.HC.csv,100.0,match
12,2,2017,result,clasica-de-almeria,1.1,2017 Clasica de Almeria.gpx,12_February_2017__result__clasica-de-almeria_2017__1.1.csv,100.0,match
12,2,2017,result,nc-south-africa,NC,2017 South African Road National Championships.gpx,12_February_2017__result__nc-south-africa_2017__NC.csv,89.0,match
12,2,2017,result,challenge-du-prince,1.2,,12_February_2017__result__challenge-du-prince_2017__1.2.csv,,pcs_only
14,2,2017,stage_1,tour-of-oman,2.HC,2017 Tour of Oman Stage 1.gpx,14_February_2017__stage_1__tour-of-oman_2017__2.HC.csv,100.0,match
14,2,2017,result,african-cycling-championships-ttt,CC,2017 CAC African Road Championships - TTT.gpx,14_February_2017__result__african-cycling-championships-ttt_2017__CC.csv,83.0,match
15,2,2017,stage_2,tour-of-oman,2.HC,2017 Tour of Oman Stage 2.gpx,15_February_2017__stage_2__tour-of-oman_2017__2.HC.csv,100.0,match
15,2,2017,stage_1,volta-ao-algarve,2.HC,2017 Volta ao Algarve em Bicicleta Stage 1.gpx,15_February_2017__stage_1__volta-ao-algarve_2017__2.HC.csv,100.0,match
15,2,2017,stage_1,ruta-del-sol,2.HC,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1.gpx,15_February_2017__stage_1__ruta-del-sol_2017__2.HC.csv,91.0,match
16,2,2017,stage_3,tour-of-oman,2.HC,2017 Tour of Oman Stage 3.gpx,16_February_2017__stage_3__tour-of-oman_2017__2.HC.csv,100.0,match
16,2,2017,stage_2,ruta-del-sol,2.HC,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,16_February_2017__stage_2__ruta-del-sol_2017__2.HC.csv,91.0,match
16,2,2017,stage_2,volta-ao-algarve,2.HC,2017 Volta ao Algarve em Bicicleta Stage 2.gpx,16_February_2017__stage_2__volta-ao-algarve_2017__2.HC.csv,100.0,match
16,2,2017,result,african-continental-championships-itt,CC,2017 CAC African Road Championships - ITT.gpx,16_February_2017__result__african-continental-championships-itt_2017__CC.csv,74.0,match
17,2,2017,stage_3,volta-ao-algarve,2.HC,2017 Volta ao Algarve em Bicicleta Stage 3.gpx,17_February_2017__stage_3__volta-ao-algarve_2017__2.HC.csv,100.0,match
17,2,2017,stage_3,ruta-del-sol,2.HC,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,17_February_2017__stage_3__ruta-del-sol_2017__2.HC.csv,91.0,match
17,2,2017,stage_4,tour-of-oman,2.HC,2017 Tour of Oman Stage 4.gpx,17_February_2017__stage_4__tour-of-oman_2017__2.HC.csv,100.0,match
18,2,2017,stage_4,volta-ao-algarve,2.HC,2017 Volta ao Algarve em Bicicleta Stage 4.gpx,18_February_2017__stage_4__volta-ao-algarve_2017__2.HC.csv,100.0,match
18,2,2017,stage_4,ruta-del-sol,2.HC,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4.gpx,18_February_2017__stage_4__ruta-del-sol_2017__2.HC.csv,91.0,match
18,2,2017,stage_5,tour-of-oman,2.HC,2017 Tour of Oman Stage 5.gpx,18_February_2017__stage_5__tour-of-oman_2017__2.HC.csv,100.0,match
18,2,2017,stage_1,tour-des-alpes-maritimes,2.1,,18_February_2017__stage_1__tour-des-alpes-maritimes_2017__2.1.csv,,pcs_only
18,2,2017,stage_1,le-tour-de-filipinas,2.2,,18_February_2017__stage_1__le-tour-de-filipinas_2017__2.2.csv,,pcs_only
19,2,2017,stage_5,ruta-del-sol,2.HC,2017 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5.gpx,19_February_2017__stage_5__ruta-del-sol_2017__2.HC.csv,91.0,match
19,2,2017,stage_5,volta-ao-algarve,2.HC,2017 Volta ao Algarve em Bicicleta Stage 5.gpx,19_February_2017__stage_5__volta-ao-algarve_2017__2.HC.csv,100.0,match
19,2,2017,stage_6,tour-of-oman,2.HC,2017 Tour of Oman Stage 6.gpx,19_February_2017__stage_6__tour-of-oman_2017__2.HC.csv,100.0,match
19,2,2017,result,african-championships,CC,2017 CAC African Road Championships.gpx,19_February_2017__result__african-championships_2017__CC.csv,82.0,match
19,2,2017,stage_2,le-tour-de-filipinas,2.2,,19_February_2017__stage_2__le-tour-de-filipinas_2017__2.2.csv,,pcs_only
19,2,2017,stage_2,tour-des-alpes-maritimes,2.1,,19_February_2017__stage_2__tour-des-alpes-maritimes_2017__2.1.csv,,pcs_only
19,2,2017,result,gp-laguna,1.2,,19_February_2017__result__gp-laguna_2017__1.2.csv,,pcs_only
20,2,2017,stage_3,le-tour-de-filipinas,2.2,,20_February_2017__stage_3__le-tour-de-filipinas_2017__2.2.csv,,pcs_only
21,2,2017,stage_1,tour-cycliste-international-la-provence,2.1,2017 Tour Cycliste International La Provence Stage 1.gpx,21_February_2017__stage_1__tour-cycliste-international-la-provence_2017__2.1.csv,77.0,match
21,2,2017,stage_4,le-tour-de-filipinas,2.2,,21_February_2017__stage_4__le-tour-de-filipinas_2017__2.2.csv,,pcs_only
22,2,2017,stage_1,volta-ao-alentejo,2.1,2017 Volta ao Alentejo Stage 1.gpx,22_February_2017__stage_1__volta-ao-alentejo_2017__2.1.csv,100.0,match
22,2,2017,stage_1,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 1.gpx,22_February_2017__stage_1__tour-de-langkawi_2017__2.HC.csv,100.0,match
22,2,2017,stage_2,tour-cycliste-international-la-provence,2.1,2017 Tour Cycliste International La Provence Stage 2.gpx,22_February_2017__stage_2__tour-cycliste-international-la-provence_2017__2.1.csv,77.0,match
23,2,2017,stage_2,volta-ao-alentejo,2.1,2017 Volta ao Alentejo Stage 2.gpx,23_February_2017__stage_2__volta-ao-alentejo_2017__2.1.csv,100.0,match
23,2,2017,stage_2,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 2.gpx,23_February_2017__stage_2__tour-de-langkawi_2017__2.HC.csv,100.0,match
23,2,2017,stage_1,abu-dhabi-tour,2.UWT,2017 Abu Dhabi Tour Stage 1.gpx,23_February_2017__stage_1__abu-dhabi-tour_2017__2.UWT.csv,100.0,match
23,2,2017,stage_3,tour-cycliste-international-la-provence,2.1,2017 Tour Cycliste International La Provence Stage 3.gpx,23_February_2017__stage_3__tour-cycliste-international-la-provence_2017__2.1.csv,77.0,match
24,2,2017,stage_3,volta-ao-alentejo,2.1,2017 Volta ao Alentejo Stage 3.gpx,24_February_2017__stage_3__volta-ao-alentejo_2017__2.1.csv,100.0,match
24,2,2017,stage_3,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 3.gpx,24_February_2017__stage_3__tour-de-langkawi_2017__2.HC.csv,100.0,match
24,2,2017,stage_2,abu-dhabi-tour,2.UWT,2017 Abu Dhabi Tour Stage 2.gpx,24_February_2017__stage_2__abu-dhabi-tour_2017__2.UWT.csv,100.0,match
24,2,2017,result,nc-colombia-itt,NC,2017 Colombian Road National Championships - ITT.gpx,24_February_2017__result__nc-colombia-itt_2017__NC.csv,72.0,match
25,2,2017,result,omloop-het-nieuwsblad,1.UWT,2017 Omloop Het Nieuwsblad.gpx,25_February_2017__result__omloop-het-nieuwsblad_2017__1.UWT.csv,100.0,match
25,2,2017,stage_3,abu-dhabi-tour,2.UWT,2017 Abu Dhabi Tour Stage 3.gpx,25_February_2017__stage_3__abu-dhabi-tour_2017__2.UWT.csv,100.0,match
25,2,2017,stage_4,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 4.gpx,25_February_2017__stage_4__tour-de-langkawi_2017__2.HC.csv,100.0,match
25,2,2017,stage_4,volta-ao-alentejo,2.1,2017 Volta ao Alentejo Stage 4.gpx,25_February_2017__stage_4__volta-ao-alentejo_2017__2.1.csv,100.0,match
25,2,2017,result,asian-continental-championships-ttt,CC,2017 ACC Asian Road Championships - TTT.gpx,25_February_2017__result__asian-continental-championships-ttt_2017__CC.csv,74.0,match
25,2,2017,result,faun-ardeche-classic,1.1,2017 Faun Environnement - Classic de l'Ardeche Rhone Crussol.gpx,25_February_2017__result__faun-ardeche-classic_2017__1.1.csv,60.0,match
26,2,2017,stage_4,abu-dhabi-tour,2.UWT,2017 Abu Dhabi Tour Stage 4.gpx,26_February_2017__stage_4__abu-dhabi-tour_2017__2.UWT.csv,100.0,match
26,2,2017,stage_5,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 5.gpx,26_February_2017__stage_5__tour-de-langkawi_2017__2.HC.csv,100.0,match
26,2,2017,stage_5,volta-ao-alentejo,2.1,2017 Volta ao Alentejo Stage 5.gpx,26_February_2017__stage_5__volta-ao-alentejo_2017__2.1.csv,100.0,match
26,2,2017,result,la-drome-classic,1.1,2017 Royal Bernard Drome Classic.gpx,26_February_2017__result__la-drome-classic_2017__1.1.csv,88.0,match
26,2,2017,result,kuurne-brussel-kuurne,1.HC,2017 Kuurne-Bruxelles-Kuurne.gpx,26_February_2017__result__kuurne-brussel-kuurne_2017__1.HC.csv,81.0,match
26,2,2017,result,nc-colombia,NC,2017 Colombian Road National Championships.gpx,26_February_2017__result__nc-colombia_2017__NC.csv,84.0,match
26,2,2017,result,gp-izola-butan-plin,1.2,,26_February_2017__result__gp-izola-butan-plin_2017__1.2.csv,,pcs_only
26,2,2017,stage_1,vuelta-independencia-nacional,2.2,,26_February_2017__stage_1__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
27,2,2017,stage_6,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 6.gpx,27_February_2017__stage_6__tour-de-langkawi_2017__2.HC.csv,100.0,match
27,2,2017,stage_1,la-tropicale-amissa-bongo,2.1,2017 La Tropicale Amissa Bongo Stage 1.gpx,27_February_2017__stage_1__la-tropicale-amissa-bongo_2017__2.1.csv,100.0,match
27,2,2017,result,asian-cycling-championships-itt,CC,2017 ACC Asian Road Championships - ITT.gpx,27_February_2017__result__asian-cycling-championships-itt_2017__CC.csv,81.0,match
27,2,2017,stage_2,vuelta-independencia-nacional,2.2,,27_February_2017__stage_2__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
27,2,2017,result,asian-cc-u23-itt,CC,,27_February_2017__result__asian-cc-u23-itt_2017__CC.csv,,pcs_only
28,2,2017,stage_7,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 7.gpx,28_February_2017__stage_7__tour-de-langkawi_2017__2.HC.csv,100.0,match
28,2,2017,stage_2,la-tropicale-amissa-bongo,2.1,2017 La Tropicale Amissa Bongo Stage 2.gpx,28_February_2017__stage_2__la-tropicale-amissa-bongo_2017__2.1.csv,100.0,match
28,2,2017,stage_3,vuelta-independencia-nacional,2.2,,28_February_2017__stage_3__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
1,3,2017,stage_8,tour-de-langkawi,2.HC,2017 Le Tour de Langkawi Stage 8.gpx,01_March_2017__stage_8__tour-de-langkawi_2017__2.HC.csv,100.0,match
1,3,2017,stage_3,la-tropicale-amissa-bongo,2.1,2017 La Tropicale Amissa Bongo Stage 3.gpx,01_March_2017__stage_3__la-tropicale-amissa-bongo_2017__2.1.csv,100.0,match
1,3,2017,result,gp-samyn,1.1,2017 Le Samyn.gpx,01_March_2017__result__gp-samyn_2017__1.1.csv,86.0,match
1,3,2017,result,trofej-umag,1.2,,01_March_2017__result__trofej-umag_2017__1.2.csv,,pcs_only
1,3,2017,stage_4,vuelta-independencia-nacional,2.2,,01_March_2017__stage_4__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
2,3,2017,result,asian-championships-me,CC,2017 ACC Asian Road Championships.gpx,02_March_2017__result__asian-championships-me_2017__CC.csv,79.0,match
2,3,2017,stage_5,vuelta-independencia-nacional,2.2,,02_March_2017__stage_5__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
3,3,2017,stage_5,la-tropicale-amissa-bongo,2.1,2017 La Tropicale Amissa Bongo Stage 5.gpx,03_March_2017__stage_5__la-tropicale-amissa-bongo_2017__2.1.csv,100.0,match
3,3,2017,stage_6,vuelta-independencia-nacional,2.2,,03_March_2017__stage_6__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
4,3,2017,result,strade-bianche,1.UWT,2017 Strade Bianche.gpx,04_March_2017__result__strade-bianche_2017__1.UWT.csv,100.0,match
4,3,2017,stage_6,la-tropicale-amissa-bongo,2.1,2017 La Tropicale Amissa Bongo Stage 6.gpx,04_March_2017__stage_6__la-tropicale-amissa-bongo_2017__2.1.csv,100.0,match
4,3,2017,result,porec-trophy,1.2,,04_March_2017__result__porec-trophy_2017__1.2.csv,,pcs_only
4,3,2017,stage_7,vuelta-independencia-nacional,2.2,,04_March_2017__stage_7__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
5,3,2017,result,gp-industria-artigianato,1.HC,2017 GP Industria & Artigianato.gpx,05_March_2017__result__gp-industria-artigianato_2017__1.HC.csv,100.0,match
5,3,2017,stage_1,paris-nice,2.UWT,2017 Paris-Nice Stage 1.gpx,05_March_2017__stage_1__paris-nice_2017__2.UWT.csv,100.0,match
5,3,2017,stage_7,la-tropicale-amissa-bongo,2.1,2017 La Tropicale Amissa Bongo Stage 7.gpx,05_March_2017__stage_7__la-tropicale-amissa-bongo_2017__2.1.csv,100.0,match
5,3,2017,result,3daagse-van-west-vlaanderen,1.1,2017 Dwars door West-Vlaanderen - Johan Museeuw Classic.gpx,05_March_2017__result__3daagse-van-west-vlaanderen_2017__1.1.csv,75.0,match
5,3,2017,stage_8,vuelta-independencia-nacional,2.2,,05_March_2017__stage_8__vuelta-independencia-nacional_2017__2.2.csv,,pcs_only
5,3,2017,result,gp-de-la-ville-de-lillers,1.2,,05_March_2017__result__gp-de-la-ville-de-lillers_2017__1.2.csv,,pcs_only
5,3,2017,result,trofeu-da-arrabida,1.2,,05_March_2017__result__trofeu-da-arrabida_2017__1.2.csv,,pcs_only
5,3,2017,result,rhodes-gp,1.2,,05_March_2017__result__rhodes-gp_2017__1.2.csv,,pcs_only
6,3,2017,stage_2,paris-nice,2.UWT,2017 Paris-Nice Stage 2.gpx,06_March_2017__stage_2__paris-nice_2017__2.UWT.csv,100.0,match
7,3,2017,stage_3,paris-nice,2.UWT,2017 Paris-Nice Stage 3.gpx,07_March_2017__stage_3__paris-nice_2017__2.UWT.csv,100.0,match
8,3,2017,stage_4,paris-nice,2.UWT,2017 Paris-Nice Stage 4.gpx,08_March_2017__stage_4__paris-nice_2017__2.UWT.csv,100.0,match
8,3,2017,stage_1,tirreno-adriatico,2.UWT,2017 Tirreno-Adriatico Stage 1.gpx,08_March_2017__stage_1__tirreno-adriatico_2017__2.UWT.csv,100.0,match
9,3,2017,stage_2,tirreno-adriatico,2.UWT,2017 Tirreno-Adriatico Stage 2.gpx,09_March_2017__stage_2__tirreno-adriatico_2017__2.UWT.csv,100.0,match
9,3,2017,stage_5,paris-nice,2.UWT,2017 Paris-Nice Stage 5.gpx,09_March_2017__stage_5__paris-nice_2017__2.UWT.csv,100.0,match
9,3,2017,result,oceania-continental-championships-u23-itt,CC,2017 OCC Oceanian Championships - ITT.gpx,09_March_2017__result__oceania-continental-championships-u23-itt_2017__CC.csv,74.0,match
9,3,2017,result,oceania-continental-championships-itt,CC,,09_March_2017__result__oceania-continental-championships-itt_2017__CC.csv,,pcs_only
9,3,2017,prologue,istrian-spring-tour,2.2,,09_March_2017__Prologue__istrian-spring-tour_2017__2.2.csv,,pcs_only
10,3,2017,stage_3,tirreno-adriatico,2.UWT,2017 Tirreno-Adriatico Stage 3.gpx,10_March_2017__stage_3__tirreno-adriatico_2017__2.UWT.csv,100.0,match
10,3,2017,stage_6,paris-nice,2.UWT,2017 Paris-Nice Stage 6.gpx,10_March_2017__stage_6__paris-nice_2017__2.UWT.csv,100.0,match
10,3,2017,stage_1,tour-of-rhodes,2.2,,10_March_2017__stage_1__tour-of-rhodes_2017__2.2.csv,,pcs_only
10,3,2017,stage_1,istrian-spring-tour,2.2,,10_March_2017__stage_1__istrian-spring-tour_2017__2.2.csv,,pcs_only
