fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,access_road_km,path_km,singletrack_km,asphalt_km,paved_km,cobblestones_km,unknown_km,unpaved_km,off-grid_(unknown)_km,compacted_gravel_km,alpine_km
2021 Tour du Rwanda Stage 7.gpx,https://www.komoot.com/tour/2987132484,4.17,0.0,0.0,0.0,0.0,0.0,0.0,1.72,2.44,0.0,0.379,0.0,0.379,0.0,0.0
2021 Tour du Rwanda Stage 8.gpx,https://www.komoot.com/tour/2987133083,50.8,9.8,15.1,0.0,0.0,0.0,0.0,29.0,43.7,2.91,1.14,0.0,1.14,0.0,0.0
2021 Tour of Britain Stage 1.gpx,https://www.komoot.com/tour/2987133869,104.0,69.7,0.129,6.51,0.125,0.367,0.0,174.0,6.22,0.181,0.0,0.0,0.265,0.307,0.0
2021 Tour of Britain Stage 2.gpx,https://www.komoot.com/tour/2987134902,98.7,78.8,1.8,0.495,0.0,0.867,3.27,173.0,7.13,0.0,0.682,3.18,0.183,0.0,0.0
2021 Tour of Britain Stage 3.gpx,https://www.komoot.com/tour/2987135913,17.2,0.537,0.337,0.0,0.0,0.0,0.0,14.0,3.94,0.0,0.16,0.0,0.0,0.0,0.0
2021 Tour of Britain Stage 4.gpx,https://www.komoot.com/tour/2987136632,84.0,124.0,0.627,0.462,0.0,1.01,0.0,208.0,2.17,0.0,0.21,0.0,0.21,0.0,0.0
2021 Tour of Britain Stage 5.gpx,https://www.komoot.com/tour/2987137391,79.5,68.8,1.37,2.5,0.0,0.811,0.0,147.0,5.6,0.0,0.17,0.0,0.0,0.0,0.0
2021 Tour of Britain Stage 6.gpx,https://www.komoot.com/tour/2987138135,109.0,88.7,0.0,0.0,0.0,0.0,0.0,194.0,3.23,0.0,0.527,0.0,0.527,0.0,0.0
2021 Tour of Britain Stage 7.gpx,https://www.komoot.com/tour/2987138813,154.0,36.9,1.04,3.4,0.0,0.0,0.0,193.0,1.08,0.0,0.374,0.0,0.0,0.0,0.0
2021 Tour of Britain Stage 8.gpx,https://www.komoot.com/tour/2987139492,135.0,34.7,0.0,3.1,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Bulgaria Prologue.gpx,https://www.komoot.com/tour/2987140097,0.0,0.0,0.0,0.0,0.0,0.124,0.436,0.0,0.0,0.559,0.0,0.0,0.0,0.0,0.0
2021 Tour of Bulgaria Stage 1.gpx,https://www.komoot.com/tour/2987140892,125.0,53.7,3.71,1.3,0.0,0.0,0.0,174.0,8.28,0.0,1.79,0.503,0.637,0.0,0.0
2021 Tour of Bulgaria Stage 2.gpx,https://www.komoot.com/tour/2987141564,95.9,18.7,0.561,0.0,0.281,0.178,0.0,110.0,5.47,0.178,0.281,0.0,0.0,0.0,0.0
2021 Tour of Bulgaria Stage 3.gpx,https://www.komoot.com/tour/2987142146,75.4,120.0,0.0,0.0,0.0,0.0,0.0,172.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Bulgaria Stage 4.gpx,https://www.komoot.com/tour/2987142744,7.95,97.5,0.0,0.0,0.0,0.266,0.0,105.0,0.417,0.266,0.0,0.0,0.417,0.0,0.0
2021 Tour of Bulgaria Stage 5.gpx,https://www.komoot.com/tour/2987143395,5.17,183.0,0.162,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.806,0.0,0.828,0.0,0.0
2021 Tour of Estonia Stage 1.gpx,https://www.komoot.com/tour/2987144014,178.0,1.26,3.97,2.57,0.0,0.238,0.0,183.0,2.33,0.293,0.443,0.0,0.345,0.0,0.0
2021 Tour of Estonia Stage 2.gpx,https://www.komoot.com/tour/2987145457,69.8,0.0,76.5,9.19,0.0,5.14,0.0,127.0,19.9,12.8,4.54,0.0,3.89,0.0,0.0
2021 Tour of Japan Stage 1.gpx,https://www.komoot.com/tour/2987146271,75.4,0.443,0.109,0.0,0.0,0.0,0.0,71.8,4.11,0.0,2.27,0.0,2.71,0.0,0.0
2021 Tour of Japan Stage 2.gpx,https://www.komoot.com/tour/2987147010,76.3,33.3,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Japan Stage 3.gpx,https://www.komoot.com/tour/2987148145,30.9,75.4,0.0,0.0,0.0,0.95,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Kosovo Stage 1.gpx,https://www.komoot.com/tour/2987148797,3.12,24.7,3.41,0.0,0.0,2.3,0.0,25.3,4.69,0.0,114.0,2.27,113.0,0.0,0.0
2021 Tour of Kosovo Stage 2.gpx,https://www.komoot.com/tour/2987149366,1.89,24.0,4.28,0.0,0.0,0.501,0.0,24.3,4.19,0.0,117.0,0.501,116.0,0.0,0.0
2021 Tour of Kosovo Stage 3.gpx,https://www.komoot.com/tour/2987150175,1.73,24.7,2.62,0.0,0.0,2.14,0.0,25.6,2.5,0.0,127.0,1.93,125.0,0.0,0.0
2021 Tour of Malopolska Prologue.gpx,https://www.komoot.com/tour/2987150770,0.0,0.0,0.0,0.0,0.0,1.35,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Malopolska Stage 1.gpx,https://www.komoot.com/tour/2987151372,128.0,0.0,2.63,0.0,0.0,2.22,0.0,123.0,6.8,2.26,0.359,0.0,0.0,0.0,0.0
2021 Tour of Malopolska Stage 2.gpx,https://www.komoot.com/tour/2987152108,134.0,7.65,3.59,1.09,0.0,0.662,0.0,145.0,0.438,0.867,0.247,0.0,0.0,0.0,0.0
2021 Tour of Malopolska Stage 3.gpx,https://www.komoot.com/tour/2987152811,117.0,3.48,0.211,2.95,0.0,0.578,0.0,124.0,0.0,0.328,0.667,0.283,0.552,0.0,0.0
2021 Tour of Mevlana Stage 1.gpx,https://www.komoot.com/tour/2987153641,44.4,93.0,0.0,0.779,0.0,0.0,0.0,138.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Mevlana Stage 2.gpx,https://www.komoot.com/tour/2987154331,60.5,71.3,1.44,2.84,0.0,0.0,0.0,132.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Mevlana Stage 3.gpx,https://www.komoot.com/tour/2987154861,104.0,0.0,0.284,8.51,0.0,1.07,0.0,112.0,0.284,0.0,0.0,1.07,0.0,0.0,0.0
2021 Tour of Mevlana Stage 4.gpx,https://www.komoot.com/tour/2987155822,41.3,86.3,1.75,3.29,0.0,0.0,0.0,129.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Norway Stage 1.gpx,https://www.komoot.com/tour/2987156495,51.4,94.1,1.59,1.19,0.0,2.02,0.0,146.0,3.68,0.0,1.05,0.0,0.778,0.0,0.0
2021 Tour of Norway Stage 2.gpx,https://www.komoot.com/tour/2987157079,23.8,158.0,1.84,0.442,0.0,1.31,0.0,182.0,2.36,0.0,0.734,0.0,0.0,0.0,0.0
2021 Tour of Norway Stage 3.gpx,https://www.komoot.com/tour/2987157569,64.5,82.9,1.42,9.89,0.0,0.0,0.0,157.0,0.877,0.0,1.13,0.0,0.697,0.0,0.0
2021 Tour of Norway Stage 4.gpx,https://www.komoot.com/tour/2987158815,49.1,97.7,2.3,5.51,0.0,0.502,0.979,154.0,1.06,0.424,0.693,0.0,0.338,0.0,0.0
2021 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2987159457,16.7,16.7,1.68,0.0,0.0,1.11,0.0,33.4,0.0,0.0,80.0,0.0,77.2,0.0,0.0
2021 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2987160100,6.84,17.6,0.843,0.0,0.0,0.0,0.0,21.7,3.43,0.0,138.0,0.0,138.0,0.0,0.0
2021 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2987160663,3.96,5.9,3.89,0.0,0.0,0.22,0.0,8.64,4.01,0.0,147.0,0.201,146.0,0.0,0.0
2021 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2987161440,0.985,9.79,0.591,0.0,0.0,0.0,0.0,10.4,0.974,0.0,91.0,0.0,91.0,0.0,0.0
2021 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2987162128,0.441,0.94,0.183,7.33,0.0,0.0,0.0,8.41,0.484,0.0,118.0,0.0,118.0,0.0,0.0
2021 Tour of Qinghai Lake Stage 6.gpx,https://www.komoot.com/tour/2987162675,0.424,12.0,0.0,30.9,0.0,0.0,0.0,43.3,0.0,0.0,96.9,0.0,96.9,0.0,0.0
2021 Tour of Qinghai Lake Stage 7.gpx,https://www.komoot.com/tour/2987163114,27.1,15.9,0.418,0.0,0.0,0.0,0.0,16.4,26.7,0.0,48.2,0.0,47.8,0.0,0.0
2021 Tour of Qinghai Lake Stage 8.gpx,https://www.komoot.com/tour/2987163537,3.05,1.37,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,97.6,0.0,97.6,0.0,0.0
2021 Tour of Slovenia Stage 1.gpx,https://www.komoot.com/tour/2987164253,121.0,11.9,4.04,13.1,0.0,0.467,0.0,147.0,4.74,0.0,0.553,0.203,0.505,0.0,0.0
2021 Tour of Slovenia Stage 2.gpx,https://www.komoot.com/tour/2987165123,114.0,11.1,6.59,13.5,0.0,0.834,0.118,126.0,21.0,0.285,0.257,0.118,0.0,0.0,0.0
2021 Tour of Slovenia Stage 3.gpx,https://www.komoot.com/tour/2987166117,146.0,10.5,6.06,5.2,0.0,0.0,0.0,151.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Slovenia Stage 4.gpx,https://www.komoot.com/tour/2987167778,137.0,13.2,8.93,1.06,0.0,0.221,0.0,144.0,16.4,0.0,1.25,0.0,0.938,0.0,0.0
2021 Tour of Slovenia Stage 5.gpx,https://www.komoot.com/tour/2987168883,142.0,2.05,2.95,28.2,0.0,1.21,0.0,160.0,17.7,0.902,0.105,0.0,0.0,0.0,0.0
2021 Tour of Thailand Stage 1.gpx,https://www.komoot.com/tour/2987169543,96.2,62.6,0.716,0.0,0.0,0.0,0.0,146.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Thailand Stage 2.gpx,https://www.komoot.com/tour/2987170162,167.0,58.1,0.973,0.0,0.0,0.288,0.0,209.0,16.8,0.0,0.26,0.288,0.26,0.0,0.0
2021 Tour of Thailand Stage 3.gpx,https://www.komoot.com/tour/2987170780,107.0,37.5,0.0,0.0,0.0,0.0,0.0,138.0,3.81,0.0,0.0,2.77,0.0,0.0,0.0
2021 Tour of Thailand Stage 4.gpx,https://www.komoot.com/tour/2987171295,108.0,33.5,2.38,0.0,0.0,0.0,0.0,137.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Thailand Stage 5.gpx,https://www.komoot.com/tour/2987171818,26.7,136.0,0.0,0.0,0.0,0.0,0.0,162.0,0.805,0.0,0.0,0.0,0.0,0.0,0.0
2021 Tour of Thailand Stage 6.gpx,https://www.komoot.com/tour/2987172510,31.3,130.0,0.11,0.0,0.0,0.0,0.0,158.0,3.67,0.0,0.313,0.0,0.202,0.0,0.0
2021 Tour of the Alps Stage 1.gpx,https://www.komoot.com/tour/2987173373,55.5,80.1,1.99,0.902,0.0,0.561,0.0,139.0,0.418,0.125,1.27,0.19,1.27,0.0,0.0
2021 Tour of the Alps Stage 2.gpx,https://www.komoot.com/tour/2987174021,76.3,37.0,3.7,3.91,0.0,0.765,0.0,121.0,0.592,0.0,0.224,0.399,0.224,0.0,0.0
2021 Tour of the Alps Stage 3.gpx,https://www.komoot.com/tour/2987175008,77.7,79.7,2.82,0.0,0.0,0.179,0.295,160.0,0.233,0.499,1.83,0.0,1.83,0.0,0.295
2021 Tour of the Alps Stage 4.gpx,https://www.komoot.com/tour/2987175779,78.6,85.4,2.07,0.951,0.0,0.0,0.14,155.0,12.0,0.0,2.23,0.197,2.13,0.0,0.0
2021 Tour of the Alps Stage 5.gpx,https://www.komoot.com/tour/2987177015,48.9,67.0,0.64,2.22,0.0,1.64,0.303,119.0,0.443,1.25,0.21,0.0,0.0,0.0,0.0
2021 Tro-Bro Leon.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Trofej Porec - Porec Trophy.gpx,https://www.komoot.com/tour/2987180265,91.6,57.1,0.417,0.417,0.0,0.0,0.0,149.0,0.684,0.0,0.0,0.0,0.0,0.0,0.0
2021 Trofej Umag - Umag Trophy.gpx,https://www.komoot.com/tour/2987181139,109.0,42.6,2.16,0.0,0.0,0.0,0.0,153.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
2021 Trofeo Alcudia - Port D' Alcudia.gpx,https://www.komoot.com/tour/2987182186,50.0,102.0,0.605,21.9,0.0,0.135,0.0,173.0,1.14,0.0,0.107,0.0,0.0,0.461,0.0
2021 Trofeo Andratx - Mirador des Colomer (Puerto Pollenca).gpx,https://www.komoot.com/tour/2987183148,150.0,3.91,3.62,4.64,0.0,0.0,0.0,160.0,1.79,0.0,0.154,0.0,0.0,0.0,0.0
2021 Trofeo Calvia.gpx,https://www.komoot.com/tour/2987183946,157.0,5.38,0.588,5.09,0.0,0.0,0.0,168.0,0.271,0.0,0.0,0.0,0.392,0.0,0.0
2021 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2987185094,117.0,68.1,8.08,7.46,0.0,0.0,0.0,182.0,19.1,0.0,1.22,0.0,1.76,0.0,0.0
2021 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2987186130,167.0,0.0,8.62,16.8,0.0,1.6,0.0,192.0,1.15,0.111,0.0,0.0,0.0,0.0,0.0
2021 Trofeo Serra de Tramuntana (Lloseta - Deia).gpx,https://www.komoot.com/tour/2987187083,125.0,12.7,1.82,17.7,0.0,0.53,0.0,158.0,0.733,0.0,0.0,0.0,0.0,0.0,0.0
2021 Turul Romaniei Prologue.gpx,https://www.komoot.com/tour/2987187954,0.895,0.0,0.356,1.07,0.0,0.0,0.0,3.57,0.0,0.645,1.86,0.0,0.0,0.0,0.0
2021 Turul Romaniei Stage 1.gpx,https://www.komoot.com/tour/2987188733,74.9,125.0,0.35,1.18,0.0,0.0,0.0,201.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0
2021 Turul Romaniei Stage 2.gpx,https://www.komoot.com/tour/2987189284,52.4,102.0,0.326,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Turul Romaniei Stage 3.gpx,https://www.komoot.com/tour/2987190039,119.0,63.6,1.0,1.42,0.0,0.376,0.0,184.0,0.206,0.0,1.44,0.37,1.18,0.0,0.0
2021 Turul Romaniei Stage 4.gpx,https://www.komoot.com/tour/2987190852,1.41,153.0,0.661,2.01,0.0,0.408,0.0,157.0,0.0,0.0,2.17,0.0,1.96,0.0,0.0
2021 Turul Romaniei Stage 5.gpx,https://www.komoot.com/tour/2987191667,0.0,3.65,1.46,56.2,0.0,0.355,0.0,58.4,0.0,3.28,3.83,0.0,3.83,0.0,0.0
2021 UAE Tour Stage 1.gpx,https://www.komoot.com/tour/2987192428,155.0,0.15,2.91,0.0,0.0,1.07,0.0,154.0,4.26,0.0,18.3,0.0,17.7,0.0,0.0
2021 UAE Tour Stage 2.gpx,https://www.komoot.com/tour/2987192976,0.0,0.0,0.211,11.4,0.0,0.0,0.0,11.2,0.226,0.0,1.63,0.0,1.42,0.0,0.0
2021 UAE Tour Stage 3.gpx,https://www.komoot.com/tour/2987193824,34.8,77.0,2.09,0.0,0.0,1.64,0.0,110.0,3.85,0.0,52.9,0.0,51.5,0.0,0.0
2021 UAE Tour Stage 4.gpx,https://www.komoot.com/tour/2987194622,40.5,38.5,2.32,0.0,0.129,0.706,0.0,76.5,2.71,0.0,126.0,0.701,123.0,0.0,0.0
2021 UAE Tour Stage 5.gpx,https://www.komoot.com/tour/2987195315,48.7,42.0,4.3,0.0,0.0,0.734,0.0,87.3,6.67,0.0,74.5,0.734,74.1,0.0,0.0
2021 UAE Tour Stage 6.gpx,https://www.komoot.com/tour/2987196646,32.7,108.0,4.15,0.0,0.0,5.18,0.0,138.0,0.0,7.39,20.1,0.0,15.6,0.0,0.0
2021 UAE Tour Stage 7.gpx,https://www.komoot.com/tour/2987197729,78.2,11.7,3.26,2.8,0.0,1.52,0.0,92.2,1.99,2.51,49.8,0.0,50.1,0.0,0.0
2021 UCI Road World Championships - ITT.gpx,https://www.komoot.com/tour/2987198521,19.1,0.2,2.2,16.6,0.0,1.17,0.0,35.3,5.76,1.88,0.634,0.0,0.0,0.0,0.0
2021 UCI Road World Championships.gpx,https://www.komoot.com/tour/2987199721,36.9,2.56,28.7,63.1,0.309,2.85,0.228,88.1,55.0,12.8,6.05,0.503,5.56,0.0,0.0
2021 UEC European Championships - ITT.gpx,https://www.komoot.com/tour/2987200320,20.9,0.0,0.0,0.489,0.0,0.232,0.0,21.3,0.0,0.271,0.883,0.0,0.883,0.0,0.0
2021 UEC European Championships.gpx,https://www.komoot.com/tour/2987201300,70.7,0.0,3.13,8.25,0.0,0.341,0.0,78.5,0.28,3.7,0.671,0.0,0.671,0.0,0.0
2021 USA Road National Championships - ITT.gpx,https://www.komoot.com/tour/2987202148,29.2,0.0,4.92,0.0,0.0,0.0,0.0,33.5,0.642,0.0,0.0,0.0,0.0,0.0,0.0
2021 USA Road National Championships.gpx,https://www.komoot.com/tour/2987203584,43.2,0.0,44.5,41.5,0.0,0.16,3.22,82.7,49.7,0.0,60.2,0.0,60.0,0.0,0.0
2021 Veneto Classic.gpx,https://www.komoot.com/tour/2987205174,145.0,44.3,3.25,12.4,0.0,0.371,0.52,194.0,11.3,1.11,0.702,0.0,0.456,0.0,0.0
2021 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,https://www.komoot.com/tour/2987205947,177.0,0.0,3.48,1.11,0.0,1.68,0.0,170.0,11.6,0.717,0.345,0.735,0.0,0.0,0.0
2021 Visegrad 4 Bicycle Race - GP Slovakia.gpx,https://www.komoot.com/tour/2987206654,136.0,0.0,4.71,0.0,0.0,0.0,0.0,118.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0
2021 Visegrad 4 Bicycle Race Grand Prix Poland.gpx,https://www.komoot.com/tour/2987207345,135.0,0.0,3.18,1.92,0.263,0.253,0.368,138.0,0.975,0.887,0.594,0.29,0.0,0.0,0.0
2021 Visegrad 4 Kerekparverseny.gpx,https://www.komoot.com/tour/2987208189,93.3,64.5,1.46,0.247,0.0,0.208,0.0,158.0,0.405,0.519,0.597,0.0,0.421,0.0,0.0
2021 Volta Ciclista a Catalunya Stage 1.gpx,https://www.komoot.com/tour/2987209278,146.0,27.4,0.467,0.0,0.0,1.6,0.0,157.0,16.8,0.0,2.5,1.21,4.72,0.0,0.0
2021 Volta Ciclista a Catalunya Stage 2.gpx,https://www.komoot.com/tour/2987210230,16.6,0.0,1.77,0.0,0.0,0.173,0.0,14.6,3.82,0.0,0.173,0.0,0.0,0.0,0.0
2021 Volta Ciclista a Catalunya Stage 3.gpx,https://www.komoot.com/tour/2987211372,133.0,57.8,2.85,0.959,0.0,0.0,0.0,190.0,4.3,0.112,9.66,0.0,9.63,0.0,0.0
2021 Volta Ciclista a Catalunya Stage 4.gpx,https://www.komoot.com/tour/2987212317,58.3,109.0,0.828,0.0,0.0,0.383,0.0,150.0,18.2,0.0,0.243,0.201,0.0,0.0,0.0
2021 Volta Ciclista a Catalunya Stage 5.gpx,https://www.komoot.com/tour/2987213299,146.0,50.9,0.613,0.269,0.0,3.04,0.0,200.0,0.632,0.106,0.0,0.0,0.0,0.0,0.0
2021 Volta Ciclista a Catalunya Stage 6.gpx,https://www.komoot.com/tour/2987214353,164.0,21.0,1.4,0.0,0.0,0.511,1.64,185.0,0.9,0.0,6.23,2.15,6.69,0.0,0.0
2021 Volta Ciclista a Catalunya Stage 7.gpx,https://www.komoot.com/tour/2987216814,67.3,29.5,17.6,5.19,0.0,5.53,0.946,113.0,11.1,0.544,10.4,0.298,8.38,0.0,0.0
2021 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2987217868,142.0,20.9,0.789,1.69,0.0,0.114,0.0,164.0,1.73,0.0,2.44,0.0,2.92,0.0,0.0
2021 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2987218845,105.0,62.8,1.03,0.14,0.0,0.0,2.15,167.0,2.79,0.0,6.04,2.23,6.04,0.0,0.0
2021 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2987219919,136.0,27.6,1.2,0.0,0.0,0.0,0.0,132.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0
2021 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2987220676,5.67,7.89,0.794,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2987221653,69.2,15.0,0.0,5.68,0.0,0.219,0.0,89.9,0.0,0.0,1.41,0.219,1.41,0.0,0.0
2021 Volta ao Alentejo Stage 1.gpx,https://www.komoot.com/tour/2987222572,108.0,86.7,2.47,0.0,0.0,0.0,0.0,193.0,3.37,0.454,0.598,0.0,0.598,0.0,0.0
2021 Volta ao Alentejo Stage 2.gpx,https://www.komoot.com/tour/2987223462,24.4,171.0,1.99,0.508,0.0,0.0,0.0,179.0,19.7,0.0,0.498,0.0,0.463,0.0,0.0
2021 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2987224132,53.2,117.0,1.54,0.0,0.0,0.0,0.0,170.0,0.769,1.09,0.0,0.0,0.424,0.0,0.0
2021 Volta ao Alentejo Stage 4-1.gpx,https://www.komoot.com/tour/2987224785,36.5,46.9,1.42,0.0,0.0,0.0,0.0,81.5,2.87,0.378,0.0,0.0,0.0,0.0,0.0
2021 Volta ao Algarve em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2987225491,94.2,92.5,1.09,1.73,0.0,0.0,0.0,173.0,16.7,0.0,0.0,0.124,0.0,0.0,0.0
2021 Volta ao Algarve em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2987226998,62.7,118.0,1.21,0.0,0.0,0.0,0.0,179.0,3.39,0.146,0.0,0.0,0.0,0.0,0.0
2021 Volta ao Algarve em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2987227593,124.0,78.4,0.38,0.512,0.0,0.0,0.0,190.0,12.3,1.4,0.0,0.0,0.0,0.0,0.0
2021 Volta ao Algarve em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2987228058,19.1,0.0,0.379,0.0,0.0,0.0,0.0,17.4,1.85,0.278,0.599,0.0,0.599,0.0,0.0
2021 Volta ao Algarve em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2987228743,88.4,79.8,0.121,1.09,0.0,0.392,0.0,169.0,0.138,0.356,0.0,0.0,0.0,0.0,0.0
2021 Vuelta Asturias Julio Alvarez Mendo Stage 1.gpx,https://www.komoot.com/tour/2987229645,155.0,25.5,4.72,0.632,0.0,0.0,0.0,185.0,0.751,0.0,0.0,0.0,0.0,0.0,0.0
2021 Vuelta Asturias Julio Alvarez Mendo Stage 2.gpx,https://www.komoot.com/tour/2987230290,93.9,105.0,1.81,0.0,0.0,0.0,0.0,189.0,11.3,0.0,0.33,0.0,0.33,0.0,0.0
2021 Vuelta Asturias Julio Alvarez Mendo Stage 3.gpx,https://www.komoot.com/tour/2987231339,62.6,58.7,4.73,0.0,0.0,0.0,0.0,125.0,0.768,0.0,0.3,0.0,0.3,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 1.gpx,https://www.komoot.com/tour/2987232410,9.02,90.9,0.198,0.0,0.0,0.0,0.0,36.1,63.8,0.0,0.0,0.0,0.791,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 2.gpx,https://www.komoot.com/tour/2987232948,6.52,2.41,11.3,0.0,0.0,0.0,0.0,11.6,7.77,0.0,96.6,0.536,96.3,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 3.gpx,https://www.komoot.com/tour/2987233400,1.8,3.57,3.98,0.0,0.0,0.151,0.0,4.94,2.47,0.0,155.0,1.36,161.0,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 4.gpx,https://www.komoot.com/tour/2987233840,0.0,109.0,15.2,0.0,0.0,0.0,0.0,109.0,15.2,0.0,8.21,0.0,8.95,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 5.gpx,https://www.komoot.com/tour/2987234542,0.0,74.7,14.1,0.0,0.0,0.0,0.0,74.7,1.69,0.0,40.9,0.0,28.8,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 6.gpx,https://www.komoot.com/tour/2987235284,25.3,16.1,7.52,0.0,0.0,0.289,0.0,41.1,3.7,0.0,124.0,1.28,153.0,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 7.gpx,https://www.komoot.com/tour/2987236167,141.0,0.0,7.89,0.0,0.0,0.0,0.0,141.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0
2021 Vuelta Ciclista a Venezuela Stage 8.gpx,https://www.komoot.com/tour/2987236731,18.7,87.7,1.16,0.475,0.0,0.0,0.0,102.0,5.49,0.0,0.0,0.0,0.0,0.0,0.0
2021 Vuelta Ciclista a la Region de Murcia Costa Calida.gpx,https://www.komoot.com/tour/2987237578,86.6,94.6,4.46,0.605,0.0,0.282,0.0,179.0,7.29,0.197,2.28,0.282,4.21,0.0,0.0
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 1.gpx,https://www.komoot.com/tour/2987238842,100.0,44.2,6.05,0.0,0.0,0.0,0.0,146.0,3.45,0.48,0.83,0.0,0.83,0.0,0.0
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2.gpx,https://www.komoot.com/tour/2987239502,114.0,64.7,2.98,0.0,0.0,0.0,0.0,178.0,3.82,0.0,3.05,0.0,3.05,0.0,0.0
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,https://www.komoot.com/tour/2987240156,176.0,0.0,0.715,0.0,0.0,0.0,0.0,176.0,0.459,0.0,0.494,0.0,0.494,0.0,0.0
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4.gpx,https://www.komoot.com/tour/2987241352,122.0,51.8,1.25,0.0,0.0,3.91,0.0,175.0,2.4,0.0,4.13,1.96,3.83,0.0,0.0
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5.gpx,https://www.komoot.com/tour/2987242461,97.2,7.82,0.855,0.0,0.0,0.0,0.0,103.0,0.929,0.0,1.19,1.95,1.19,0.0,0.0
2021 Vuelta a Burgos Stage 1.gpx,https://www.komoot.com/tour/2987243098,120.0,32.1,5.77,0.0,0.0,2.56,0.0,158.0,0.162,0.882,2.33,0.0,0.593,0.0,0.0
2021 Vuelta a Burgos Stage 2.gpx,https://www.komoot.com/tour/2987243609,154.0,20.8,0.121,0.0,0.0,0.0,0.0,175.0,0.13,0.0,0.198,0.0,0.198,0.0,0.0
2021 Vuelta a Burgos Stage 3.gpx,https://www.komoot.com/tour/2987244275,111.0,60.3,0.0,0.0,0.0,0.42,0.0,163.0,8.54,0.0,0.134,0.285,0.0,0.0,0.0
2021 Vuelta a Burgos Stage 4.gpx,https://www.komoot.com/tour/2987244965,140.0,7.89,0.0,0.484,0.0,0.0,0.0,148.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0
2021 Vuelta a Burgos Stage 5.gpx,https://www.komoot.com/tour/2987245674,96.0,47.3,1.55,0.0,0.0,0.272,0.388,144.0,0.746,0.0,0.728,0.654,0.721,0.0,0.0
