jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
9,1,2025,result,nc-australia-itt,NC,2025 Australian Road National Championships - ITT.gpx,09_January_2025__result__nc-australia-itt_2025__NC.csv,74.0,match
12,1,2025,stage_1,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 1.gpx,12_January_2025__stage_1__vuelta-al-tachira_2025__2.2.csv,100.0,match
12,1,2025,result,nc-australia,NC,2025 Australian Road National Championships.gpx,12_January_2025__result__nc-australia_2025__NC.csv,86.0,match
12,1,2025,result,nc-lesotho,NC,,12_January_2025__result__nc-lesotho_2025__NC.csv,,pcs_only
13,1,2025,stage_2,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 2.gpx,13_January_2025__stage_2__vuelta-al-tachira_2025__2.2.csv,100.0,match
14,1,2025,stage_3,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 3.gpx,14_January_2025__stage_3__vuelta-al-tachira_2025__2.2.csv,100.0,match
15,1,2025,stage_4,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 4.gpx,15_January_2025__stage_4__vuelta-al-tachira_2025__2.2.csv,100.0,match
16,1,2025,stage_5,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 5.gpx,16_January_2025__stage_5__vuelta-al-tachira_2025__2.2.csv,100.0,match
17,1,2025,stage_6,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 6.gpx,17_January_2025__stage_6__vuelta-al-tachira_2025__2.2.csv,100.0,match
17,1,2025,result,nc-thailand-itt,NC,,17_January_2025__result__nc-thailand-itt_2025__NC.csv,,pcs_only
18,1,2025,stage_7,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 7.gpx,18_January_2025__stage_7__vuelta-al-tachira_2025__2.2.csv,100.0,match
19,1,2025,stage_8,vuelta-al-tachira,2.2,2025 Vuelta al Tachira Stage 8.gpx,19_January_2025__stage_8__vuelta-al-tachira_2025__2.2.csv,100.0,match
19,1,2025,result,nc-thailand,NC,,19_January_2025__result__nc-thailand_2025__NC.csv,,pcs_only
19,1,2025,result,national-championships-lesotho-me-itt,NC,,19_January_2025__result__national-championships-lesotho-me-itt_2025__NC.csv,,pcs_only
21,1,2025,stage_1,tour-down-under,2.UWT,2025 Santos Tour Down Under Stage 1.gpx,21_January_2025__stage_1__tour-down-under_2025__2.UWT.csv,100.0,match
