fichier_gpx,route_url,road_km,state_road_km,street_km,cycleway_km,off-grid_(unknown)_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unknown_km,path_km,unpaved_km,singletrack_km,compacted_gravel_km,ferry_km
2018 Tour of Slovaquie Stage 3.gpx,https://www.komoot.com/tour/2971448944,154.0,19.3,3.49,0.546,0.0,0.0,176.0,0.712,0.282,0.0,0.365,0.0,0.0,0.0,0.0
2018 Tour of Slovaquie Stage 4.gpx,https://www.komoot.com/tour/2971449134,110.0,40.3,1.79,1.98,1.54,0.0,151.0,3.13,0.0,1.54,0.473,0.0,0.0,0.0,0.0
2018 Tour of Slovenia Stage 1.gpx,https://www.komoot.com/tour/2971449335,106.0,12.9,9.65,25.2,0.53,0.0,135.0,23.1,0.0,1.38,0.187,0.277,0.0,0.0,0.0
2018 Tour of Slovenia Stage 2.gpx,https://www.komoot.com/tour/2971449628,114.0,28.2,1.09,7.22,0.673,0.0,140.0,11.2,0.0,1.21,0.424,0.0,0.0,0.0,0.0
2018 Tour of Slovenia Stage 3.gpx,https://www.komoot.com/tour/2971449822,139.0,22.8,5.54,4.45,0.228,0.0,148.0,27.0,0.483,0.498,1.1,0.104,0.104,0.0,0.0
2018 Tour of Slovenia Stage 4.gpx,https://www.komoot.com/tour/2971450020,128.0,9.7,2.84,6.31,5.26,0.0,146.0,2.98,0.228,5.23,2.25,1.05,0.0,0.0,0.0
2018 Tour of Slovenia Stage 5.gpx,https://www.komoot.com/tour/2971450241,18.4,0.0,0.0,2.94,0.171,0.0,19.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Taihu Lake Prologue.gpx,https://www.komoot.com/tour/2971450406,0.0,0.0,0.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Taihu Lake Stage 1.gpx,https://www.komoot.com/tour/2971450595,2.21,0.0,1.15,0.0,81.6,0.0,1.97,0.688,0.0,83.0,0.61,0.118,0.118,0.0,0.0
2018 Tour of Taihu Lake Stage 2.gpx,https://www.komoot.com/tour/2971450812,85.4,20.8,20.0,0.0,0.163,0.0,106.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0
2018 Tour of Taihu Lake Stage 3.gpx,https://www.komoot.com/tour/2971451132,48.3,29.6,0.0,0.0,11.2,0.0,76.0,2.02,0.0,4.4,0.0,0.0,0.0,0.0,0.0
2018 Tour of Taihu Lake Stage 4.gpx,https://www.komoot.com/tour/2971451283,17.3,71.6,0.0,0.0,7.98,0.0,88.9,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0
2018 Tour of Taihu Lake Stage 5.gpx,https://www.komoot.com/tour/2971451502,52.8,84.4,0.0,0.0,3.04,0.0,137.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0
2018 Tour of Taihu Lake Stage 6.gpx,https://www.komoot.com/tour/2971451640,107.0,19.9,0.0,0.0,0.0,0.0,84.6,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Taihu Lake Stage 7.gpx,https://www.komoot.com/tour/2971451829,108.0,31.0,0.0,4.54,5.85,0.0,142.0,1.86,0.0,5.38,0.0,0.0,0.0,0.0,0.0
2018 Tour of Thailand Stage 1.gpx,https://www.komoot.com/tour/2971452083,102.0,79.3,2.73,22.2,2.47,0.0,141.0,64.0,0.0,3.38,0.674,0.883,0.0,0.0,0.0
2018 Tour of Thailand Stage 2.gpx,https://www.komoot.com/tour/2971452286,57.0,108.0,1.42,0.0,0.826,0.0,128.0,37.9,0.0,1.18,0.264,0.264,0.0,0.0,0.0
2018 Tour of Thailand Stage 3.gpx,https://www.komoot.com/tour/2971452467,61.5,114.0,0.0,0.0,1.88,0.0,175.0,0.441,0.0,1.88,0.0,0.0,0.0,0.0,0.0
2018 Tour of Thailand Stage 4.gpx,https://www.komoot.com/tour/2971452693,120.0,60.7,0.0,0.0,1.2,0.0,156.0,24.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
2018 Tour of Thailand Stage 5.gpx,https://www.komoot.com/tour/2971452884,41.4,186.0,0.903,0.0,1.76,0.0,199.0,29.7,0.0,1.76,0.0,0.0,0.0,0.0,0.0
2018 Tour of Thailand Stage 6.gpx,https://www.komoot.com/tour/2971453049,4.39,106.0,0.0,0.0,0.0,0.0,108.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of The Alps Stage 1.gpx,https://www.komoot.com/tour/2971453271,53.0,44.6,0.876,11.2,22.2,0.0,109.0,3.06,0.53,22.6,4.42,1.7,0.464,0.181,0.0
2018 Tour of The Alps Stage 2.gpx,https://www.komoot.com/tour/2971453488,115.0,27.1,0.368,2.68,0.715,0.0,144.0,0.23,0.308,1.05,0.0,0.0,0.0,0.0,0.0
2018 Tour of The Alps Stage 3.gpx,https://www.komoot.com/tour/2971453681,52.2,77.7,0.317,6.0,2.4,0.0,135.0,1.31,0.594,2.6,0.766,0.176,0.0,0.0,0.0
2018 Tour of The Alps Stage 4.gpx,https://www.komoot.com/tour/2971453912,56.2,69.3,1.15,1.42,6.04,0.0,127.0,1.31,0.0,5.89,0.352,0.305,0.0,0.0,0.0
2018 Tour of The Alps Stage 5.gpx,https://www.komoot.com/tour/2971454263,125.0,33.6,3.56,1.79,0.256,0.0,156.0,7.99,0.0,0.393,0.567,0.0,0.0,0.205,0.0
2018 Tour of Xingtai Stage 1.gpx,https://www.komoot.com/tour/2971454442,3.14,4.03,0.0,0.0,119.0,0.0,4.47,2.7,0.0,119.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of Xingtai Stage 2.gpx,https://www.komoot.com/tour/2971454807,12.4,104.0,0.0,0.0,12.3,0.0,111.0,5.61,0.0,12.3,0.0,0.0,0.0,0.0,0.0
2018 Tour of Xingtai Stage 3.gpx,https://www.komoot.com/tour/2971455168,12.6,24.5,0.876,0.0,141.0,0.0,30.5,6.88,0.0,141.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of the Gila Stage 1.gpx,https://www.komoot.com/tour/2971455493,31.3,117.0,0.0,0.0,0.0,0.0,137.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of the Gila Stage 2.gpx,https://www.komoot.com/tour/2971455875,109.0,8.75,0.379,0.0,0.0,0.0,118.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of the Gila Stage 3.gpx,https://www.komoot.com/tour/2971456103,0.0,25.8,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of the Gila Stage 4.gpx,https://www.komoot.com/tour/2971456445,54.6,0.0,14.3,0.0,0.0,0.0,54.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tour of the Gila Stage 5.gpx,https://www.komoot.com/tour/2971456796,153.0,8.39,0.864,0.0,0.0,0.0,136.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Tre Valli Varesine.gpx,https://www.komoot.com/tour/2971457276,113.0,50.6,24.2,12.6,0.0,0.681,196.0,4.41,0.852,0.244,0.115,0.138,0.0,0.0,0.0
2018 Tro-Bro Leon.gpx,https://www.komoot.com/tour/2971457627,160.0,7.48,3.39,7.2,1.92,0.0,134.0,47.6,0.0,1.94,21.4,19.0,2.45,1.02,0.0
2018 Trofej Porec - Porec Trophy.gpx,https://www.komoot.com/tour/2971458042,91.6,57.1,0.417,0.417,0.0,0.0,149.0,0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Trofej Umag - Umag Trophy.gpx,https://www.komoot.com/tour/2971458446,2.52,142.0,0.0,0.0,0.201,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Trofeo Edil C.gpx,https://www.komoot.com/tour/2971459421,137.0,10.2,0.665,0.0,0.0,0.0,111.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Trofeo Laigueglia.gpx,https://www.komoot.com/tour/2971459917,116.0,68.9,8.25,7.75,2.65,0.0,182.0,18.6,0.256,2.11,0.0,0.0,0.0,0.0,0.0
2018 Trofeo Lloseta-Andratx.gpx,https://www.komoot.com/tour/2971460706,139.0,28.6,2.11,1.93,0.727,0.0,168.0,3.47,0.599,0.988,0.139,0.0,0.0,0.0,0.0
2018 Trofeo Matteotti.gpx,https://www.komoot.com/tour/2971461059,167.0,0.0,8.62,16.8,0.0,0.0,192.0,1.15,0.111,0.0,1.6,0.0,0.0,0.0,0.0
2018 Trofeo Playa de Palma.gpx,https://www.komoot.com/tour/2971461462,70.0,76.8,3.5,8.21,1.04,0.0,151.0,7.38,0.233,1.12,0.958,0.0,0.0,0.297,0.0
2018 Trofeo Porreres-Felanitx-Ses Salines-Campos.gpx,https://www.komoot.com/tour/2971461842,132.0,18.5,5.95,21.0,0.0,0.0,166.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Trofeo Serra de Tramuntana.gpx,https://www.komoot.com/tour/2971462194,127.0,5.34,0.347,7.49,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Turul Romaniei Stage 1.gpx,https://www.komoot.com/tour/2971462551,115.0,37.6,0.731,0.649,1.09,0.0,154.0,0.126,0.202,0.307,0.0,0.0,0.0,0.0,0.0
2018 Turul Romaniei Stage 2.gpx,https://www.komoot.com/tour/2971462823,0.1,156.0,0.396,1.42,3.88,0.136,158.0,0.886,0.0,1.25,0.711,0.0,0.0,0.0,0.0
2018 Turul Romaniei Stage 3.gpx,https://www.komoot.com/tour/2971463043,0.0,165.0,0.553,0.0,10.3,0.0,166.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0
2018 Turul Romaniei Stage 4.gpx,https://www.komoot.com/tour/2971463341,0.474,123.0,0.861,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Turul Romaniei Stage 5.gpx,https://www.komoot.com/tour/2971463743,85.7,0.0,6.1,0.0,0.0,0.0,97.1,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0
2018 UCI Road World Championships - ITT.gpx,https://www.komoot.com/tour/2971463998,16.9,6.37,1.91,1.31,0.0,0.0,26.7,0.83,0.0,0.0,1.62,0.58,0.0,0.0,0.0
2018 UCI Road World Championships - TTT.gpx,https://www.komoot.com/tour/2971464332,22.2,37.3,2.91,0.0,0.186,0.0,62.0,0.0,0.0,0.922,0.149,0.0,0.0,0.0,0.0
2018 UCI Road World Championships.gpx,https://www.komoot.com/tour/2971464793,95.3,27.7,2.04,6.07,0.0,0.0,131.0,0.843,0.949,0.0,1.67,0.0,0.0,0.205,0.0
2018 UEC European Championships - ITT.gpx,https://www.komoot.com/tour/2971465147,22.2,0.0,1.72,0.0,0.0,0.0,23.1,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 UEC European Championships.gpx,https://www.komoot.com/tour/2971465685,56.2,0.197,43.9,0.0,0.0,0.0,96.0,0.689,7.7,0.0,4.01,0.0,0.0,0.0,0.0
2018 USA Road National Championships - ITT.gpx,https://www.komoot.com/tour/2971466049,34.5,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 USA Road National Championships.gpx,https://www.komoot.com/tour/2971466637,44.1,0.0,44.5,40.6,60.0,0.0,82.7,49.7,0.0,60.2,0.16,0.0,3.22,0.0,0.0
2018 V4 Special Series Debrecen - Ibrany.gpx,https://www.komoot.com/tour/2971466908,73.7,44.1,11.6,15.4,0.576,0.0,146.0,11.7,0.116,2.39,2.95,1.53,0.193,0.0,0.0
2018 VOO-Tour de Wallonie Stage 1.gpx,https://www.komoot.com/tour/2971467277,112.0,14.2,8.93,50.9,1.19,0.0,144.0,33.2,9.39,1.3,0.0,0.0,0.0,0.0,0.0
2018 VOO-Tour de Wallonie Stage 2.gpx,https://www.komoot.com/tour/2971467818,91.8,25.3,14.1,31.4,0.186,0.0,140.0,19.1,4.19,0.205,0.324,0.0,0.402,0.345,0.0
2018 VOO-Tour de Wallonie Stage 3.gpx,https://www.komoot.com/tour/2971468167,120.0,39.1,4.02,5.72,0.783,0.0,156.0,13.1,0.224,0.836,0.0,0.0,0.0,0.0,0.0
2018 VOO-Tour de Wallonie Stage 4.gpx,https://www.komoot.com/tour/2971468465,124.0,18.3,3.52,11.7,0.424,0.0,145.0,11.1,0.222,0.424,0.118,0.441,0.0,0.0,0.0
2018 VOO-Tour de Wallonie Stage 5.gpx,https://www.komoot.com/tour/2971468863,141.0,24.7,9.74,8.36,0.276,0.0,164.0,19.3,0.487,0.276,0.0,0.0,0.0,0.0,0.0
2018 Veenendaal-Veenendaal Classic.gpx,https://www.komoot.com/tour/2971469322,89.9,4.18,9.3,56.1,9.3,0.0,140.0,28.6,10.4,9.77,4.23,1.45,0.108,0.0,0.0
2018 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,https://www.komoot.com/tour/2971469685,62.5,0.0,20.3,0.0,0.0,0.0,121.0,38.6,3.15,0.0,79.7,0.0,0.0,0.0,0.0
2018 Visegrad 4 Bicycle Race Grand Prix Poland.gpx,https://www.komoot.com/tour/2971469980,149.0,0.0,30.6,0.0,0.0,0.0,140.0,41.6,0.0,0.768,2.44,0.0,0.0,0.0,0.0
2018 Visegrad 4 Bicycle Race- GP Slovakia.gpx,https://www.komoot.com/tour/2971470227,152.0,0.0,0.0,0.0,6.47,0.214,152.0,0.6,0.0,6.47,0.431,0.0,0.0,0.0,0.0
2018 Volta Ciclista a Catalunya Stage 1.gpx,https://www.komoot.com/tour/2971470735,123.0,29.0,0.213,0.468,0.0,0.0,144.0,8.8,0.0,0.0,0.156,0.156,0.0,0.0,0.0
2018 Volta Ciclista a Catalunya Stage 2.gpx,https://www.komoot.com/tour/2971471304,127.0,40.5,4.76,1.07,1.6,0.0,164.0,9.65,0.61,2.18,1.21,0.0,0.0,0.0,0.0
2018 Volta Ciclista a Catalunya Stage 3.gpx,https://www.komoot.com/tour/2971471739,81.1,38.5,10.5,0.396,20.5,0.0,129.0,2.58,0.0,20.5,4.31,0.723,0.161,2.91,0.0
2018 Volta Ciclista a Catalunya Stage 4.gpx,https://www.komoot.com/tour/2971472181,99.5,56.9,0.688,0.0,14.1,0.0,157.0,0.101,0.0,11.4,1.13,1.12,0.0,0.0,0.0
2018 Volta Ciclista a Catalunya Stage 5.gpx,https://www.komoot.com/tour/2971472519,11.8,194.0,0.721,2.97,0.918,0.153,210.0,0.0,0.0,0.819,0.0,0.0,0.0,0.0,0.0
2018 Volta Ciclista a Catalunya Stage 6.gpx,https://www.komoot.com/tour/2971472848,19.1,97.1,0.475,0.0,0.592,0.0,116.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Volta Limburg Classic.gpx,https://www.komoot.com/tour/2971473718,129.0,0.0,5.74,50.1,0.0,0.0,178.0,16.6,3.09,12.6,0.467,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Prologue.gpx,https://www.komoot.com/tour/2971474147,0.0,0.0,0.887,0.0,0.23,0.0,0.594,0.397,0.563,0.243,0.68,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 1.gpx,https://www.komoot.com/tour/2971474547,59.7,133.0,0.0,0.0,0.463,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 10.gpx,https://www.komoot.com/tour/2971474787,16.0,0.0,1.3,0.0,0.214,0.0,15.4,1.98,0.0,0.214,0.0,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 2.gpx,https://www.komoot.com/tour/2971475210,64.2,128.0,2.4,0.0,0.917,0.0,190.0,3.85,0.401,0.917,0.0,0.215,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 3.gpx,https://www.komoot.com/tour/2971475536,118.0,54.7,1.93,0.0,0.0,0.0,173.0,1.01,0.582,0.0,0.884,0.884,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 4.gpx,https://www.komoot.com/tour/2971475848,51.7,84.6,2.44,1.42,0.0,0.0,135.0,1.5,3.74,0.0,0.434,0.434,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 5.gpx,https://www.komoot.com/tour/2971476258,35.8,154.0,2.5,0.0,0.507,0.0,186.0,6.78,0.275,0.18,0.0,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 6.gpx,https://www.komoot.com/tour/2971476667,15.2,153.0,0.667,0.0,0.0,0.0,165.0,2.53,1.07,0.0,0.0,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 7.gpx,https://www.komoot.com/tour/2971477062,50.3,116.0,1.36,0.0,0.0,0.0,159.0,5.38,3.57,0.0,0.0,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 8.gpx,https://www.komoot.com/tour/2971477459,62.5,86.3,1.01,0.327,0.0,0.0,146.0,1.47,3.16,0.0,0.663,0.0,0.0,0.0,0.0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 9.gpx,https://www.komoot.com/tour/2971477753,135.0,18.3,1.93,0.0,0.238,0.0,148.0,3.19,3.87,0.238,0.0,0.0,0.0,0.0,0.0
2018 Volta a la Comunitat Valenciana Stage 1.gpx,https://www.komoot.com/tour/2971478087,75.6,90.8,0.721,12.1,10.9,0.0,175.0,4.78,0.329,9.28,1.84,1.15,0.0,0.0,0.0
2018 Volta a la Comunitat Valenciana Stage 2.gpx,https://www.komoot.com/tour/2971478584,111.0,34.4,0.822,6.56,0.0,0.0,144.0,8.57,0.337,0.0,0.833,0.833,0.0,0.0,0.0
2018 Volta a la Comunitat Valenciana Stage 3.gpx,https://www.komoot.com/tour/2971478934,22.2,0.0,0.432,0.0,0.665,0.0,20.8,1.81,0.0,0.665,0.0,0.0,0.0,0.0,0.0
2018 Volta a la Comunitat Valenciana Stage 4.gpx,https://www.komoot.com/tour/2971480033,126.0,54.3,3.18,0.0,0.753,0.0,179.0,4.48,0.0,0.753,0.0,0.0,0.0,0.0,0.0
2018 Volta a la Comunitat Valenciana Stage 5.gpx,https://www.komoot.com/tour/2971481421,92.5,16.6,1.25,18.8,5.04,0.0,128.0,1.0,0.0,4.51,0.625,0.616,0.0,0.0,0.0
2018 Volta ao Alentejo Stage 1.gpx,https://www.komoot.com/tour/2971482714,47.9,122.0,2.0,0.0,0.736,0.0,168.0,3.73,0.67,0.736,0.494,0.494,0.0,0.0,0.0
2018 Volta ao Alentejo Stage 2.gpx,https://www.komoot.com/tour/2971483924,20.8,182.0,0.0,0.794,0.0,0.0,185.0,18.3,0.0,0.0,2.0,1.94,0.0,0.0,0.0
2018 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2971484949,32.4,116.0,0.65,0.0,0.792,0.0,148.0,0.555,0.123,0.407,0.0,0.0,0.0,0.0,0.0
2018 Volta ao Alentejo Stage 4-1.gpx,https://www.komoot.com/tour/2971485491,59.3,3.38,1.4,0.0,0.21,0.0,59.5,4.18,0.378,0.21,0.0,0.0,0.0,0.0,0.0
2018 Volta ao Algarve em Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2971486862,108.0,83.0,0.0,0.0,0.238,0.0,180.0,10.6,0.217,0.324,0.192,0.0,0.0,0.0,0.0
2018 Volta ao Algarve em Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2971488151,45.0,139.0,0.626,1.73,0.379,0.0,185.0,0.786,0.612,0.583,0.119,0.0,0.0,0.0,0.0
2018 Volta ao Algarve em Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2971489491,19.0,0.0,0.33,0.0,0.662,0.0,17.3,1.85,0.278,0.662,0.0,0.0,0.0,0.0,0.0
2018 Volta ao Algarve em Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2971490944,99.8,97.6,0.628,0.425,0.77,0.0,186.0,12.5,0.176,0.217,0.0,0.0,0.0,0.0,0.0
2018 Volta ao Algarve em Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2971492088,120.0,52.3,0.0,2.19,0.1,0.0,175.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Aragon Stage 1.gpx,https://www.komoot.com/tour/2971493034,9.38,167.0,1.42,0.0,0.634,0.0,177.0,1.42,0.0,0.634,1.5,1.5,0.0,0.0,0.0
2018 Vuelta Aragon Stage 2.gpx,https://www.komoot.com/tour/2971494782,116.0,76.5,0.898,0.0,0.431,0.0,191.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Aragon Stage 3.gpx,https://www.komoot.com/tour/2971496049,13.6,111.0,1.66,0.0,0.0,0.0,126.0,0.841,0.0,0.0,0.109,0.0,0.0,0.0,0.0
2018 Vuelta Asturias Julio Alvarez Mendo Stage 1.gpx,https://www.komoot.com/tour/2971497314,115.0,38.3,3.9,0.13,16.7,0.0,154.0,2.78,0.0,16.7,0.0,0.433,0.487,0.0,0.0
2018 Vuelta Asturias Julio Alvarez Mendo Stage 2.gpx,https://www.komoot.com/tour/2971498742,89.0,78.6,5.07,0.215,0.894,0.0,173.0,0.371,0.0,0.894,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Asturias Julio Alvarez Mendo Stage 3.gpx,https://www.komoot.com/tour/2971500118,58.8,57.5,2.19,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 1.gpx,https://www.komoot.com/tour/2971501417,7.66,129.0,12.1,0.0,19.9,0.0,144.0,4.76,0.0,20.7,1.22,0.956,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 10.gpx,https://www.komoot.com/tour/2971502969,85.2,0.0,14.8,0.0,0.0,0.0,96.3,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 2.gpx,https://www.komoot.com/tour/2971504134,23.6,87.4,11.0,0.0,0.0,0.0,67.8,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 3.gpx,https://www.komoot.com/tour/2971505252,2.7,132.0,1.34,0.0,0.0,0.0,135.0,1.39,0.0,0.0,0.169,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 4.gpx,https://www.komoot.com/tour/2971506403,13.3,123.0,2.59,0.0,0.0,0.0,138.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 5.gpx,https://www.komoot.com/tour/2971507344,9.47,81.0,1.72,0.0,8.81,0.0,89.8,2.35,0.0,8.87,0.32,0.32,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 6.gpx,https://www.komoot.com/tour/2971508568,56.7,39.6,0.0,0.0,0.45,0.0,70.8,16.6,0.0,0.0,0.0,8.89,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 7.gpx,https://www.komoot.com/tour/2971509686,26.3,65.1,32.4,0.0,1.12,0.0,116.0,7.09,0.0,1.57,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 8.gpx,https://www.komoot.com/tour/2971510874,1.07,126.0,0.385,0.0,0.0,0.131,128.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista Internacional a Costa Rica Stage 9.gpx,https://www.komoot.com/tour/2971512053,8.36,115.0,0.221,0.0,0.0,0.114,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 1.gpx,https://www.komoot.com/tour/2971513499,55.7,4.62,0.0,0.0,32.6,0.0,60.3,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 10.gpx,https://www.komoot.com/tour/2971515066,80.5,0.0,9.75,0.0,4.81,0.0,80.5,9.75,0.0,4.49,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 2.gpx,https://www.komoot.com/tour/2971516302,0.17,5.18,12.0,0.0,167.0,0.0,5.35,11.7,0.0,168.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 3.gpx,https://www.komoot.com/tour/2971517185,0.123,8.1,5.09,0.0,172.0,0.0,8.1,4.26,0.0,172.0,0.0,0.179,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 4.gpx,https://www.komoot.com/tour/2971518037,12.2,132.0,9.76,0.0,67.1,0.0,135.0,11.1,0.0,68.0,0.0,6.45,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 5.gpx,https://www.komoot.com/tour/2971518676,20.7,12.5,0.953,0.0,0.348,0.0,28.7,5.23,0.0,0.348,0.0,0.175,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 6.gpx,https://www.komoot.com/tour/2971519482,10.4,140.0,10.9,0.0,51.8,0.0,144.0,12.2,0.0,52.5,0.0,3.71,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 7.gpx,https://www.komoot.com/tour/2971520243,0.832,45.6,2.59,0.0,93.0,0.0,45.8,2.12,0.0,93.1,0.0,0.953,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 8.gpx,https://www.komoot.com/tour/2971521495,13.9,92.6,3.4,0.0,104.0,0.0,107.0,1.72,0.0,102.0,0.0,0.755,0.0,0.0,0.0
2018 Vuelta Ciclista a Venezuela Stage 9.gpx,https://www.komoot.com/tour/2971522474,12.4,66.2,5.39,0.0,97.2,0.0,78.1,5.23,0.0,97.2,0.0,0.174,0.0,0.0,0.0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 1.gpx,https://www.komoot.com/tour/2971524141,78.4,65.2,0.764,0.0,2.95,0.0,130.0,12.0,0.0,2.95,0.0,2.73,0.0,0.0,0.0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 3.gpx,https://www.komoot.com/tour/2971524929,1.69,0.0,0.0,0.0,13.4,0.0,1.7,0.168,0.0,13.7,0.464,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 4.gpx,https://www.komoot.com/tour/2971525269,54.9,138.0,0.881,0.0,1.51,0.0,192.0,1.31,0.0,1.33,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 5.gpx,https://www.komoot.com/tour/2971525448,125.0,44.4,0.0,0.0,0.0,0.0,124.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 6.gpx,https://www.komoot.com/tour/2971525562,11.0,113.0,1.46,0.0,26.6,0.0,112.0,11.8,0.0,27.7,1.57,2.69,0.0,0.0,0.0
2018 Vuelta Ciclista a la Provincia de San Juan Stage 7.gpx,https://www.komoot.com/tour/2971525680,22.1,0.0,0.0,0.0,123.0,0.0,22.2,2.11,0.0,128.0,6.91,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista a la Region de Murcia Costa Calida.gpx,https://www.komoot.com/tour/2971525788,93.9,102.0,8.95,1.39,0.205,0.0,204.0,1.24,0.466,1.63,0.206,0.0,0.0,0.0,0.0
2018 Vuelta Ciclista del Uruguay Stage 1.gpx,https://www.komoot.com/tour/2971525886,7.23,191.0,1.17,0.0,3.43,0.0,193.0,5.57,0.0,3.53,0.942,1.64,0.0,0.0,0.0
