jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
5,1,2018,result,nc-new-zealand-itt,NC,2018 New Zealand Road National Championships - ITT.gpx,05_January_2018__result__nc-new-zealand-itt_2018__NC.csv,80.0,match
5,1,2018,result,nc-australia-itt,NC,2018 Australian Road National Championships - ITT.gpx,05_January_2018__result__nc-australia-itt_2018__NC.csv,74.0,match
7,1,2018,result,nc-australia,NC,2018 Australian Road National Championships.gpx,07_January_2018__result__nc-australia_2018__NC.csv,86.0,match
7,1,2018,result,nc-new-zealand,NC,2018 New Zealand Road National Championships.gpx,07_January_2018__result__nc-new-zealand_2018__NC.csv,88.0,match
12,1,2018,stage_1,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 1.gpx,12_January_2018__stage_1__vuelta-al-tachira_2018__2.2.csv,100.0,match
13,1,2018,stage_2,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 2.gpx,13_January_2018__stage_2__vuelta-al-tachira_2018__2.2.csv,100.0,match
14,1,2018,stage_3,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 3.gpx,14_January_2018__stage_3__vuelta-al-tachira_2018__2.2.csv,100.0,match
15,1,2018,stage_4,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 4.gpx,15_January_2018__stage_4__vuelta-al-tachira_2018__2.2.csv,100.0,match
15,1,2018,stage_1,la-tropicale-amissa-bongo,2.1,2018 La Tropicale Amissa Bongo Stage 1.gpx,15_January_2018__stage_1__la-tropicale-amissa-bongo_2018__2.1.csv,100.0,match
16,1,2018,stage_5,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 5.gpx,16_January_2018__stage_5__vuelta-al-tachira_2018__2.2.csv,100.0,match
16,1,2018,stage_2,la-tropicale-amissa-bongo,2.1,2018 La Tropicale Amissa Bongo Stage 2.gpx,16_January_2018__stage_2__la-tropicale-amissa-bongo_2018__2.1.csv,100.0,match
16,1,2018,stage_1,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 1.gpx,16_January_2018__stage_1__tour-down-under_2018__2.UWT.csv,100.0,match
17,1,2018,stage_3,la-tropicale-amissa-bongo,2.1,2018 La Tropicale Amissa Bongo Stage 3.gpx,17_January_2018__stage_3__la-tropicale-amissa-bongo_2018__2.1.csv,100.0,match
17,1,2018,stage_2,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 2.gpx,17_January_2018__stage_2__tour-down-under_2018__2.UWT.csv,100.0,match
17,1,2018,stage_6,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 6.gpx,17_January_2018__stage_6__vuelta-al-tachira_2018__2.2.csv,100.0,match
17,1,2018,stage_1,new-zealand-cycle-classic,2.2,2018 New Zealand Cycle Classic Stage 1.gpx,17_January_2018__stage_1__new-zealand-cycle-classic_2018__2.2.csv,100.0,match
18,1,2018,stage_2,new-zealand-cycle-classic,2.2,2018 New Zealand Cycle Classic Stage 2.gpx,18_January_2018__stage_2__new-zealand-cycle-classic_2018__2.2.csv,100.0,match
18,1,2018,stage_7,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 7.gpx,18_January_2018__stage_7__vuelta-al-tachira_2018__2.2.csv,100.0,match
18,1,2018,stage_3,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 3.gpx,18_January_2018__stage_3__tour-down-under_2018__2.UWT.csv,100.0,match
18,1,2018,stage_4,la-tropicale-amissa-bongo,2.1,2018 La Tropicale Amissa Bongo Stage 4.gpx,18_January_2018__stage_4__la-tropicale-amissa-bongo_2018__2.1.csv,100.0,match
19,1,2018,stage_8,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 8.gpx,19_January_2018__stage_8__vuelta-al-tachira_2018__2.2.csv,100.0,match
19,1,2018,stage_4,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 4.gpx,19_January_2018__stage_4__tour-down-under_2018__2.UWT.csv,100.0,match
19,1,2018,stage_3,new-zealand-cycle-classic,2.2,2018 New Zealand Cycle Classic Stage 3.gpx,19_January_2018__stage_3__new-zealand-cycle-classic_2018__2.2.csv,100.0,match
19,1,2018,stage_5,la-tropicale-amissa-bongo,2.1,2018 La Tropicale Amissa Bongo Stage 5.gpx,19_January_2018__stage_5__la-tropicale-amissa-bongo_2018__2.1.csv,100.0,match
20,1,2018,stage_4,new-zealand-cycle-classic,2.2,2018 New Zealand Cycle Classic Stage 4.gpx,20_January_2018__stage_4__new-zealand-cycle-classic_2018__2.2.csv,100.0,match
20,1,2018,stage_6,la-tropicale-amissa-bongo,2.1,2018 La Tropicale Amissa Bongo Stage 6.gpx,20_January_2018__stage_6__la-tropicale-amissa-bongo_2018__2.1.csv,100.0,match
20,1,2018,stage_5,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 5.gpx,20_January_2018__stage_5__tour-down-under_2018__2.UWT.csv,100.0,match
20,1,2018,stage_9,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 9.gpx,20_January_2018__stage_9__vuelta-al-tachira_2018__2.2.csv,100.0,match
21,1,2018,stage_1,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2018 Vuelta Ciclista a la Provincia de San Juan Stage 1.gpx,21_January_2018__stage_1__vuelta-ciclista-a-la-provincia-de-san-juan_2018__2.1.csv,100.0,match
21,1,2018,stage_5,new-zealand-cycle-classic,2.2,2018 New Zealand Cycle Classic Stage 5.gpx,21_January_2018__stage_5__new-zealand-cycle-classic_2018__2.2.csv,100.0,match
21,1,2018,stage_10,vuelta-al-tachira,2.2,2018 Vuelta al Tachira en Bicicleta Stage 10.gpx,21_January_2018__stage_10__vuelta-al-tachira_2018__2.2.csv,100.0,match
21,1,2018,stage_7,la-tropicale-amissa-bongo,2.1,2018 La Tropicale Amissa Bongo Stage 7.gpx,21_January_2018__stage_7__la-tropicale-amissa-bongo_2018__2.1.csv,100.0,match
21,1,2018,stage_6,tour-down-under,2.UWT,2018 Santos Tour Down Under Stage 6.gpx,21_January_2018__stage_6__tour-down-under_2018__2.UWT.csv,100.0,match
22,1,2018,stage_2,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2018 Vuelta Ciclista a la Provincia de San Juan Stage 2.gpx,22_January_2018__stage_2__vuelta-ciclista-a-la-provincia-de-san-juan_2018__2.1.csv,100.0,match
23,1,2018,stage_3,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2018 Vuelta Ciclista a la Provincia de San Juan Stage 3.gpx,23_January_2018__stage_3__vuelta-ciclista-a-la-provincia-de-san-juan_2018__2.1.csv,100.0,match
24,1,2018,stage_4,vuelta-ciclista-a-la-provincia-de-san-juan,2.1,2018 Vuelta Ciclista a la Provincia de San Juan Stage 4.gpx,24_January_2018__stage_4__vuelta-ciclista-a-la-provincia-de-san-juan_2018__2.1.csv,100.0,match
24,1,2018,stage_1,tour-of-sharjah,2.1,2018 Sharjah International Cycling Tour Stage 1.gpx,24_January_2018__stage_1__tour-of-sharjah_2018__2.1.csv,64.0,match
25,1,2018,stage_1,speedy-tour-d-indonesia,2.1,2018 Tour de Indonesia Stage 1.gpx,25_January_2018__stage_1__speedy-tour-d-indonesia_2018__2.1.csv,97.0,match
25,1,2018,result,trofeo-ses-salines-felanitx,1.1,2018 Trofeo Porreres-Felanitx-Ses Salines-Campos.gpx,25_January_2018__result__trofeo-ses-salines-felanitx_2018__1.1.csv,75.0,match
