jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
4,1,2024,result,nc-australia-itt,NC,2024 Australian Road National Championships - ITT.gpx,04_January_2024__result__nc-australia-itt_2024__NC.csv,74.0,match
7,1,2024,result,nc-australia,NC,2024 Australian Road National Championships.gpx,07_January_2024__result__nc-australia_2024__NC.csv,86.0,match
9,1,2024,result,nc-india-itt,NC,,09_January_2024__result__nc-india-itt_2023__NC.csv,,pcs_only
10,1,2024,stage_1,new-zealand-cycle-classic,2.2,2024 New Zealand Cycle Classic Stage 1.gpx,10_January_2024__stage_1__new-zealand-cycle-classic_2024__2.2.csv,100.0,match
11,1,2024,stage_2,new-zealand-cycle-classic,2.2,2024 New Zealand Cycle Classic Stage 2.gpx,11_January_2024__stage_2__new-zealand-cycle-classic_2024__2.2.csv,100.0,match
11,1,2024,result,nc-india-rr,NC,,11_January_2024__result__nc-india-rr_2023__NC.csv,,pcs_only
12,1,2024,stage_3,new-zealand-cycle-classic,2.2,2024 New Zealand Cycle Classic Stage 3.gpx,12_January_2024__stage_3__new-zealand-cycle-classic_2024__2.2.csv,100.0,match
13,1,2024,stage_4,new-zealand-cycle-classic,2.2,2024 New Zealand Cycle Classic Stage 4.gpx,13_January_2024__stage_4__new-zealand-cycle-classic_2024__2.2.csv,100.0,match
14,1,2024,stage_1,vuelta-al-tachira,2.2,2024 Vuelta al Tachira en Bicicleta Stage 1.gpx,14_January_2024__stage_1__vuelta-al-tachira_2024__2.2.csv,100.0,match
14,1,2024,stage_5,new-zealand-cycle-classic,2.2,2024 New Zealand Cycle Classic Stage 5.gpx,14_January_2024__stage_5__new-zealand-cycle-classic_2024__2.2.csv,100.0,match
15,1,2024,stage_2,vuelta-al-tachira,2.2,2024 Vuelta al Tachira en Bicicleta Stage 2.gpx,15_January_2024__stage_2__vuelta-al-tachira_2024__2.2.csv,100.0,match
16,1,2024,stage_1,tour-down-under,2.UWT,2024 Santos Tour Down Under Stage 1.gpx,16_January_2024__stage_1__tour-down-under_2024__2.UWT.csv,100.0,match
16,1,2024,stage_3,vuelta-al-tachira,2.2,2024 Vuelta al Tachira en Bicicleta Stage 3.gpx,16_January_2024__stage_3__vuelta-al-tachira_2024__2.2.csv,100.0,match
17,1,2024,stage_2,tour-down-under,2.UWT,2024 Santos Tour Down Under Stage 2.gpx,17_January_2024__stage_2__tour-down-under_2024__2.UWT.csv,100.0,match
17,1,2024,stage_4,vuelta-al-tachira,2.2,2024 Vuelta al Tachira en Bicicleta Stage 4.gpx,17_January_2024__stage_4__vuelta-al-tachira_2024__2.2.csv,100.0,match
