jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,cycleway_km,street_km,unknown_km,state_road_km,off-grid_(unknown)_km,path_km,singletrack_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,access_road_km,alpine_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,type_course,niveau_uci,is_stage_race,cluster,cluster_label
27,3,2025,stage_4,volta-a-catalunya,2.UWT,2025 Volta Ciclista a Catalunya Stage 4.gpx,https://www.komoot.com/tour/2951489883,165.0,0.112,2.66,0.0,19.9,0.0,0.304,0.0,181.0,6.66,0.106,0.304,0.0,0.0,0.0,187.52,2988.0,2479.0,757.0,131.0,8.0,6.0,3.0,0.0,0.0,0.9998,0.9998,0.9998,0.0,0.0,5.3,6.3,6.54,461.0,arrivee_en_cote,4,1,5.0,accidente_long
27,3,2025,stage_4,tour-of-thailand,2.1,2025 The Princess Maha Chakri Sirindhorn's Cup Tour of Thailand Stage 4.gpx,https://www.komoot.com/tour/2962697949,86.6,0.0,0.0,0.0,34.4,0.0,0.0,0.0,119.0,2.41,0.0,0.0,0.0,0.0,0.0,120.8,462.0,425.0,141.0,15.0,1.0,0.0,0.0,0.0,0.0,0.9977,0.0,0.0,0.0,0.0,5.0,2.6,1.58,340.0,sprint,2,1,2.0,court_plat
27,3,2025,result,gp-brda-collio,1.2,2025 GP Brda-Collio.gpx,https://www.komoot.com/tour/2962518155,163.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,165.71,1926.0,1915.0,181.0,51.0,10.0,0.0,0.0,0.0,0.0,0.918,0.0,0.0,0.0,0.0,4.4,2.23,1.4,89.0,sprint,1,0,5.0,accidente_long
28,3,2025,result,e3-harelbeke,1.UWT,2025 E3 Saxo Classic.gpx,https://www.komoot.com/tour/2951359440,87.8,76.0,27.1,0.905,9.33,0.89,0.201,0.0,113.0,79.6,15.8,0.0,0.0,0.0,0.0,208.89,1937.0,1940.0,156.0,8.0,7.0,0.0,0.0,0.0,0.0,0.8515,0.0,0.0,0.0,0.0,-0.3,-0.17,-0.08,132.0,pavees,4,0,1.0,sprint_pave
28,3,2025,stage_4,settimana-internazionale-coppi-e-bartali,2.1,2025 Settimana Internazionale Coppi e Bartali Stage 4.gpx,https://www.komoot.com/tour/2962675015,128.0,0.0,3.55,0.0,17.6,0.0,0.0,0.0,146.0,0.228,2.68,0.0,0.0,0.0,0.0,150.27,2222.0,2257.0,288.0,41.0,7.0,4.0,0.0,0.0,0.0,0.943,0.8506,0.0,0.0,0.0,3.7,1.3,-0.6,175.0,accidentee,2,1,5.0,accidente_long
28,3,2025,stage_3,volta-ao-alentejo,2.2,2025 Volta ao Alentejo Stage 3.gpx,https://www.komoot.com/tour/2963185260,74.4,0.0,0.779,0.276,104.0,0.276,0.0,0.0,178.0,0.46,0.796,0.0,0.0,0.0,0.0,179.73,1477.0,1173.0,359.0,1.0,3.0,2.0,1.0,0.0,0.0,0.9717,0.9717,0.4758,0.0,0.0,4.0,-0.33,0.92,410.0,sprint,1,1,5.0,accidente_long
28,3,2025,stage_3,olympias-tour,2.2,2025 Olympia's Tour Stage 3.gpx,https://www.komoot.com/tour/2962643205,119.0,22.8,2.87,4.39,0.0,0.0,0.0,0.0,122.0,23.9,3.27,0.0,0.0,0.0,0.0,149.25,245.0,245.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.06,35.0,sprint,1,1,2.0,court_plat
28,3,2025,stage_5,volta-a-catalunya,2.UWT,2025 Volta Ciclista a Catalunya Stage 5.gpx,https://www.komoot.com/tour/2951490505,68.5,0.0,0.325,0.227,92.6,0.227,0.0,0.0,157.0,3.97,0.0,0.0,0.0,0.0,0.0,161.68,1071.0,1102.0,423.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4815,0.4815,0.1306,0.0,0.0,0.1,0.03,0.02,6.0,sprint,4,1,2.0,court_plat
28,3,2025,stage_5,tour-of-thailand,2.1,2025 The Princess Maha Chakri Sirindhorn's Cup Tour of Thailand Stage 5.gpx,https://www.komoot.com/tour/2962698394,92.5,0.0,0.362,1.39,42.2,1.03,2.06,0.0,135.0,0.0,0.0,2.06,0.0,0.0,0.0,138.09,461.0,466.0,112.0,24.0,1.0,0.0,0.0,0.0,0.0,0.7761,0.0,0.0,0.0,0.0,0.3,-0.1,-0.42,289.0,sprint,2,1,2.0,court_plat
29,3,2025,stage_5,settimana-internazionale-coppi-e-bartali,2.1,2025 Settimana Internazionale Coppi e Bartali Stage 5.gpx,https://www.komoot.com/tour/2962675633,113.0,3.57,2.15,0.266,14.0,0.266,0.0,0.0,124.0,6.43,0.0,1.36,0.0,0.0,0.0,132.46,1849.0,1889.0,357.0,25.0,6.0,5.0,2.0,0.0,0.0,0.881,0.881,0.881,0.0,0.0,0.5,0.03,-0.2,208.0,accidentee,2,1,5.0,accidente_long
29,3,2025,stage_6,tour-of-thailand,2.1,2025 The Princess Maha Chakri Sirindhorn's Cup Tour of Thailand Stage 6.gpx,https://www.komoot.com/tour/2962698772,90.6,0.0,0.41,0.0,53.8,0.0,0.0,0.0,144.0,0.603,0.0,0.0,0.0,0.0,0.0,144.74,453.0,460.0,110.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.17,0.08,193.0,sprint,2,1,2.0,court_plat
29,3,2025,stage_6,volta-a-catalunya,2.UWT,2025 Volta Ciclista a Catalunya Stage 6.gpx,https://www.komoot.com/tour/2951491720,50.8,0.0,0.18,0.0,21.2,0.193,0.0,0.0,72.1,0.0,0.0,0.0,0.0,0.0,0.0,72.33,1143.0,990.0,892.0,407.0,3.0,1.0,1.0,0.0,0.0,0.9323,0.6037,0.6037,0.0,0.0,4.9,-0.27,0.62,239.0,arrivee_en_cote,4,1,2.0,court_plat
29,3,2025,stage_4,volta-ao-alentejo,2.2,2025 Volta ao Alentejo Stage 4.gpx,https://www.komoot.com/tour/2963185738,88.7,0.0,3.38,0.0,55.5,0.0,0.0,0.0,139.0,7.26,0.9,0.0,0.0,0.0,0.0,147.6,2162.0,1909.0,852.0,264.0,6.0,5.0,1.0,0.0,0.0,0.9994,0.9994,0.3327,0.0,0.0,4.9,3.27,3.28,252.0,arrivee_en_cote,1,1,5.0,accidente_long
29,3,2025,stage_4,olympias-tour,2.2,2025 Olympia's Tour Stage 4.gpx,https://www.komoot.com/tour/2962643762,138.0,34.9,1.77,4.38,1.52,4.07,1.07,0.254,145.0,30.8,15.3,0.645,0.12,0.183,0.0,195.78,387.0,386.0,45.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.04,30.0,pavees,1,1,1.0,sprint_pave
30,3,2025,stage_5,volta-ao-alentejo,2.2,2025 Volta ao Alentejo Stage 5.gpx,https://www.komoot.com/tour/2963186351,49.6,0.0,2.42,0.383,98.6,0.383,0.0,0.0,147.0,2.17,1.91,0.0,0.0,0.0,0.0,150.91,1259.0,1382.0,473.0,218.0,3.0,3.0,0.0,0.0,0.0,0.5631,0.5631,0.0,0.0,0.0,2.9,1.57,0.8,232.0,sprint,1,1,2.0,court_plat
30,3,2025,stage_5,olympias-tour,2.2,2025 Olympia's Tour Stage 5.gpx,https://www.komoot.com/tour/2962644565,84.0,61.8,3.51,3.05,3.65,1.96,1.77,0.909,141.0,36.3,4.19,1.86,0.254,0.206,0.0,185.36,490.0,506.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4046,0.0,0.0,0.0,0.0,-0.6,0.03,0.0,43.0,sprint,1,1,1.0,sprint_pave
30,3,2025,result,la-roue-tourangelle,1.1,2025 La Roue Tourangelle Centre Val de Loire - Trophee Groupama Paris Val de Loire.gpx,https://www.komoot.com/tour/2962595114,147.0,9.59,19.5,0.865,19.4,0.688,0.0,0.0,162.0,32.7,0.782,0.0,0.0,0.11,0.0,195.81,1596.0,1583.0,123.0,29.0,2.0,0.0,0.0,0.0,0.0,0.4253,0.0,0.0,0.0,0.0,0.0,0.23,0.0,85.0,sprint,2,0,2.0,court_plat
30,3,2025,result,gent-wevelgem,1.UWT,2025 Gent-Wevelgem in Flanders Fields.gpx,https://www.komoot.com/tour/2951360822,103.0,116.0,4.48,1.67,3.43,1.04,4.41,0.0,170.0,71.9,4.62,3.01,0.0,0.0,0.0,250.7,1320.0,1331.0,158.0,-3.0,4.0,0.0,0.0,0.0,0.0,0.9019,0.0,0.0,0.0,0.0,0.0,0.0,0.02,77.0,sprint,4,0,1.0,sprint_pave
30,3,2025,result,gp-adria-mobil,1.2,2025 GP Adria Mobil.gpx,https://www.komoot.com/tour/2962517395,157.0,5.27,4.64,0.104,0.0,0.0,1.4,0.0,158.0,8.56,1.23,0.0,0.0,0.0,0.0,168.55,2023.0,2028.0,543.0,135.0,2.0,2.0,2.0,0.0,0.0,0.4698,0.4698,0.4698,0.0,0.0,-0.5,-0.07,-0.64,85.0,accidentee,1,0,5.0,accidente_long
30,3,2025,stage_7,volta-a-catalunya,2.UWT,2025 Volta Ciclista a Catalunya Stage 7.gpx,https://www.komoot.com/tour/2951493015,43.4,4.44,17.0,11.9,6.61,10.1,6.99,0.824,69.6,7.33,0.846,0.252,0.0,0.0,0.0,88.84,1516.0,1528.0,159.0,5.0,6.0,0.0,0.0,0.0,0.0,0.9357,0.0,0.0,0.0,0.0,-3.3,-0.93,-1.72,228.0,sprint,4,1,2.0,court_plat
2,4,2025,stage_1,tour-of-hellas,2.1,2025 Tour of Hellas Stage 1.gpx,https://www.komoot.com/tour/2962771605,84.3,0.0,1.03,0.55,54.6,0.55,0.516,0.0,138.0,1.07,0.0,0.82,0.0,0.0,0.0,140.76,1422.0,1343.0,303.0,0.0,5.0,2.0,0.0,0.0,0.0,0.8197,0.8197,0.0,0.0,0.0,2.8,1.27,0.42,164.0,sprint,2,1,2.0,court_plat
2,4,2025,result,dwars-door-vlaanderen,1.UWT,2025 Dwars door Vlaanderen - A travers la Flandre.gpx,https://www.komoot.com/tour/2951358770,60.5,86.4,22.5,1.84,6.45,1.67,0.315,0.362,113.0,57.4,11.6,0.347,0.0,0.0,0.0,183.79,1183.0,1194.0,154.0,6.0,4.0,0.0,0.0,0.0,0.0,0.7165,0.0,0.0,0.0,0.0,-0.5,0.0,-0.06,107.0,pavees,4,0,1.0,sprint_pave
2,4,2025,result,paris-camembert,1.1,2025 Paris - Camembert.gpx,https://www.komoot.com/tour/2962646362,149.0,0.0,1.23,0.0,49.9,0.0,0.0,0.0,173.0,26.8,0.159,0.0,0.0,0.0,0.0,199.63,1716.0,1769.0,249.0,45.0,9.0,1.0,0.0,0.0,0.0,0.9416,0.6676,0.0,0.0,0.0,0.2,-0.23,-0.18,83.0,sprint,2,0,5.0,accidente_long
3,4,2025,stage_2,tour-of-hellas,2.1,2025 Tour of Hellas Stage 2.gpx,https://www.komoot.com/tour/2962772112,46.4,0.0,0.859,0.451,130.0,0.451,0.0,0.0,177.0,0.127,0.0,0.0,0.0,0.0,0.0,177.56,3022.0,2143.0,922.0,0.0,7.0,4.0,3.0,1.0,1.0,0.9997,0.9997,0.9997,0.9997,0.9997,3.0,4.1,3.98,564.0,montagne,2,1,0.0,montagne
4,4,2025,result,route-adelie-de-vitre,1.1,2025 La Route Adelie de Vitre.gpx,https://www.komoot.com/tour/2962595863,145.0,8.32,6.17,0.0,15.3,0.0,0.0,0.0,147.0,27.1,0.0,0.0,0.0,0.0,0.0,174.47,1892.0,1871.0,121.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.17,-0.42,226.0,sprint,2,0,2.0,court_plat
4,4,2025,stage_1,jamaica-international-cycling-classic,2.2,2025 Jamaica International Cycling Classic Stage 1.gpx,https://www.komoot.com/tour/2962586567,0.147,0.0,0.131,0.0,123.0,0.0,0.0,0.0,123.0,0.131,0.0,0.0,0.0,0.0,0.0,123.06,346.0,346.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.13,-0.12,147.0,sprint,1,1,2.0,court_plat
5,4,2025,result,gran-premio-miguel-indurain,1.Pro,2025 Gran Premio Miguel Indurain.gpx,https://www.komoot.com/tour/2962543877,126.0,1.75,7.81,2.3,67.4,2.3,0.0,0.0,189.0,11.7,1.9,0.0,0.0,0.0,0.0,204.69,3351.0,3339.0,839.0,341.0,11.0,6.0,1.0,0.0,0.0,0.9522,0.9522,0.7833,0.0,0.0,-4.4,-2.07,-3.5,360.0,accidentee,3,0,5.0,accidente_long
5,4,2025,result,boucle-de-l-artois,1.2,2025 Boucle de l'Artois.gpx,https://www.komoot.com/tour/2962433507,183.0,0.0,5.71,1.97,2.18,0.0,0.0,0.0,177.0,11.8,0.0,0.0,0.0,0.0,0.0,190.79,1559.0,1581.0,164.0,31.0,4.0,0.0,0.0,0.0,0.0,0.8385,0.0,0.0,0.0,0.0,-0.1,-1.0,-0.46,143.0,sprint,1,0,5.0,accidente_long
5,4,2025,stage_2,jamaica-international-cycling-classic,2.2,2025 Jamaica International Cycling Classic Stage 2.gpx,https://www.komoot.com/tour/2962587094,0.0,0.0,0.118,0.343,112.0,0.615,0.0,0.0,112.0,0.118,0.0,0.0,0.0,0.0,0.0,113.12,889.0,890.0,124.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6418,0.0,0.0,0.0,0.0,0.3,-0.13,-0.12,89.0,sprint,1,1,2.0,court_plat
5,4,2025,stage_4,tour-of-hellas,2.1,2025 Tour of Hellas Stage 4.gpx,https://www.komoot.com/tour/2962772550,158.0,0.0,1.03,0.816,27.6,0.714,0.0,0.0,186.0,0.222,0.0,0.0,0.0,0.102,0.0,187.23,3501.0,3275.0,1013.0,1.0,6.0,3.0,3.0,3.0,2.0,0.9168,0.9168,0.9168,0.9168,0.5336,1.7,0.47,-0.44,28.0,haute_montagne,2,1,0.0,montagne
5,4,2025,result,volta-nxt-classic,1.1,2025 Volta NXT Classic.gpx,https://www.komoot.com/tour/2963169419,120.0,54.0,8.14,0.0,0.0,0.0,0.0,0.234,176.0,8.26,5.83,0.322,0.0,0.0,0.0,190.02,2409.0,2401.0,218.0,46.0,8.0,4.0,0.0,0.0,0.0,0.9407,0.9407,0.0,0.0,0.0,0.9,0.23,0.0,134.0,pavees,2,0,5.0,accidente_long
6,4,2025,stage_5,tour-of-hellas,2.1,2025 Tour of Hellas Stage 5.gpx,https://www.komoot.com/tour/2962773189,37.4,0.0,0.0,0.877,117.0,0.877,0.208,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,155.76,1515.0,1505.0,195.0,-4.0,2.0,1.0,0.0,0.0,0.0,0.7227,0.1952,0.0,0.0,0.0,1.7,-0.6,0.24,126.0,sprint,2,1,2.0,court_plat
6,4,2025,result,ronde-van-vlaanderen,1.UWT,2025 Ronde van Vlaanderen.gpx,https://www.komoot.com/tour/2951436560,89.7,114.0,29.7,0.74,10.3,0.459,0.431,0.0,147.0,99.4,22.0,0.435,0.0,0.0,0.0,268.69,2007.0,2002.0,158.0,3.0,5.0,0.0,0.0,0.0,0.0,0.9559,0.0,0.0,0.0,0.0,-0.1,-0.33,-0.1,182.0,pavees,4,0,1.0,sprint_pave
6,4,2025,result,syedra-ancient-city,1.2,2025 GP Syedra Ancient City.gpx,https://www.komoot.com/tour/2962525064,4.72,1.01,0.334,0.318,134.0,0.0,0.951,0.0,138.0,1.36,1.35,0.0,0.0,0.0,0.0,140.79,2376.0,2067.0,313.0,-2.0,9.0,5.0,0.0,0.0,0.0,0.9988,0.9988,0.0,0.0,0.0,11.0,10.23,6.24,745.0,accidentee,1,0,5.0,accidente_long
6,4,2025,stage_3,jamaica-international-cycling-classic,2.2,2025 Jamaica International Cycling Classic Stage 3.gpx,https://www.komoot.com/tour/2962587514,7.98,0.0,0.0,0.0,84.8,0.0,0.0,0.0,92.8,0.0,0.0,0.0,0.0,0.0,0.0,92.73,674.0,675.0,128.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5795,0.0,0.0,0.0,0.0,0.4,-0.13,-0.12,201.0,sprint,1,1,2.0,court_plat
7,4,2025,stage_1,tour-of-hainan,2.Pro,2025 Tour of Hainan Stage 1.gpx,https://www.komoot.com/tour/2962770192,27.4,31.9,0.0,0.832,30.2,0.832,0.0,0.0,69.3,20.3,0.0,0.0,0.0,0.0,0.0,90.74,296.0,300.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.12,165.0,sprint,3,1,2.0,court_plat
7,4,2025,stage_1,itzulia-basque-country,2.UWT,2025 Itzulia Basque Country Stage 1.gpx,https://www.komoot.com/tour/2951390473,14.8,0.555,0.0,0.65,0.58,0.154,0.277,0.0,15.4,0.555,0.0,0.0,0.0,0.218,0.0,16.5,78.0,79.0,547.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.04,78.0,CLM,4,1,2.0,court_plat
8,4,2025,stage_2,tour-of-hainan,2.Pro,2025 Tour of Hainan Stage 2.gpx,https://www.komoot.com/tour/2962770431,80.6,8.43,0.0,0.0,89.8,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,178.71,910.0,905.0,178.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7166,0.7166,0.0,0.0,0.0,-1.6,0.3,0.24,171.0,sprint,3,1,2.0,court_plat
8,4,2025,stage_2,itzulia-basque-country,2.UWT,2025 Itzulia Basque Country Stage 2.gpx,https://www.komoot.com/tour/2951391299,82.8,3.57,0.0,0.567,99.9,0.391,0.177,0.0,183.0,3.57,0.0,0.0,0.0,0.0,0.0,186.54,2063.0,2170.0,626.0,282.0,8.0,3.0,0.0,0.0,0.0,0.908,0.7331,0.0,0.0,0.0,0.7,0.3,0.02,81.0,accidentee,4,1,5.0,accidente_long
8,4,2025,stage_1,region-pays-de-la-loire,2.1,2025 Region Pays de la Loire Tour Stage 1.gpx,https://www.komoot.com/tour/2962665425,180.0,13.0,15.0,1.47,0.215,0.912,0.0,0.0,198.0,10.1,0.0,0.0,0.0,0.0,0.0,209.08,1499.0,1502.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4964,0.0,0.0,0.0,0.0,-0.5,-0.07,-0.36,114.0,sprint,2,1,5.0,accidente_long
9,4,2025,result,scheldeprijs,1.Pro,2025 Scheldeprijs.gpx,https://www.komoot.com/tour/2962672914,41.2,75.8,5.7,17.1,7.14,16.8,0.751,5.74,98.7,78.7,8.26,1.12,0.0,0.0,0.0,202.62,564.0,561.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.23,0.1,44.0,pavees,3,0,1.0,sprint_pave
9,4,2025,stage_3,tour-of-hainan,2.Pro,2025 Tour of Hainan Stage 3.gpx,https://www.komoot.com/tour/2962770634,4.41,0.0,0.68,212.0,2.1,211.0,0.0,0.0,5.0,1.77,0.0,0.0,0.0,0.0,0.0,216.09,3301.0,3268.0,795.0,-2.0,6.0,3.0,1.0,1.0,0.0,0.9053,0.7539,0.7539,0.7539,0.0,0.1,-0.07,-0.46,84.0,montagne,3,1,3.0,accidente_altitude
9,4,2025,stage_3,itzulia-basque-country,2.UWT,2025 Itzulia Basque Country Stage 3.gpx,https://www.komoot.com/tour/2951392559,135.0,1.03,9.51,0.661,11.3,0.515,0.445,0.0,152.0,3.99,0.717,0.0,0.0,0.0,0.0,157.24,3123.0,2966.0,699.0,1.0,9.0,6.0,3.0,1.0,0.0,0.9818,0.9818,0.6456,0.5003,0.0,0.6,-1.07,-3.16,253.0,montagne,4,1,5.0,accidente_long
9,4,2025,stage_1,circuit-des-ardennes,2.2,2025 Circuit des Ardennes Stage 1.gpx,https://www.komoot.com/tour/2962452908,89.0,0.257,6.73,0.0,37.4,0.0,0.0,0.0,120.0,13.1,0.0,0.0,0.0,0.0,0.0,133.36,1416.0,1423.0,298.0,147.0,5.0,0.0,0.0,0.0,0.0,0.9166,0.0,0.0,0.0,0.0,0.7,-0.8,-0.48,262.0,sprint,1,1,2.0,court_plat
9,4,2025,stage_2,region-pays-de-la-loire,2.1,2025 Region Pays de la Loire Tour Stage 2.gpx,https://www.komoot.com/tour/2962665887,143.0,5.53,7.3,0.0,0.768,0.0,0.0,0.0,131.0,25.1,0.0,0.0,0.0,0.0,0.0,156.3,1824.0,1776.0,114.0,24.0,1.0,0.0,0.0,0.0,0.0,0.5307,0.0,0.0,0.0,0.0,3.8,0.47,1.24,218.0,sprint,2,1,2.0,court_plat
10,4,2025,stage_4,tour-of-hainan,2.Pro,2025 Tour of Hainan Stage 4.gpx,https://www.komoot.com/tour/2962770884,43.5,0.0,0.0,13.4,128.0,13.4,2.08,0.0,172.0,0.0,0.0,2.08,0.0,0.0,0.0,186.44,2285.0,2313.0,635.0,18.0,2.0,2.0,1.0,0.0,0.0,0.8115,0.8115,0.3115,0.0,0.0,-0.5,-0.63,-0.24,252.0,accidentee,3,1,5.0,accidente_long
10,4,2025,stage_4,itzulia-basque-country,2.UWT,2025 Itzulia Basque Country Stage 4.gpx,https://www.komoot.com/tour/2951392948,118.0,0.385,0.371,0.477,50.8,0.477,0.0,0.0,165.0,4.05,0.271,0.0,0.0,0.0,0.0,169.95,2855.0,2967.0,568.0,3.0,7.0,6.0,3.0,0.0,0.0,0.9276,0.9276,0.9276,0.0,0.0,-1.7,-0.87,-1.48,158.0,accidentee,4,1,5.0,accidente_long
10,4,2025,stage_2,circuit-des-ardennes,2.2,2025 Circuit des Ardennes Stage 2.gpx,https://www.komoot.com/tour/2962453695,141.0,0.0,6.08,0.927,24.4,0.927,0.0,0.0,164.0,6.94,0.0,0.0,0.0,0.0,0.0,172.23,1356.0,1371.0,162.0,63.0,2.0,0.0,0.0,0.0,0.0,0.4904,0.0,0.0,0.0,0.0,0.5,0.3,-0.18,118.0,sprint,1,1,2.0,court_plat
10,4,2025,stage_1,tour-of-mersin,2.2,2025 Tour of Mersin Stage 1.gpx,https://www.komoot.com/tour/2962786874,22.5,0.0,0.0,0.0,69.5,0.869,0.0,0.0,91.5,0.474,0.0,0.0,0.0,0.0,0.0,92.75,951.0,820.0,204.0,3.0,3.0,2.0,0.0,0.0,0.0,0.9978,0.9978,0.0,0.0,0.0,0.2,3.9,2.54,553.0,sprint,1,1,2.0,court_plat
10,4,2025,stage_3,region-pays-de-la-loire,2.1,2025 Region Pays de la Loire Tour Stage 3.gpx,https://www.komoot.com/tour/2962666318,165.0,0.0,0.784,0.0,0.106,0.0,0.0,0.0,123.0,42.8,0.0,0.0,0.0,0.0,0.0,166.07,1453.0,1228.0,262.0,23.0,5.0,4.0,0.0,0.0,0.0,0.9995,0.8936,0.0,0.0,0.0,6.9,4.03,2.48,305.0,sprint,2,1,5.0,accidente_long
11,4,2025,stage_2,tour-of-mersin,2.2,2025 Tour of Mersin Stage 2.gpx,https://www.komoot.com/tour/2962787070,29.1,0.0,0.414,0.736,90.5,0.736,0.0,0.0,120.0,0.352,0.0,0.0,0.0,0.0,0.0,120.54,1211.0,2248.0,1224.0,2.0,4.0,3.0,0.0,0.0,0.0,0.6626,0.6626,0.0,0.0,0.0,0.2,-0.13,0.06,247.0,sprint,1,1,2.0,court_plat
11,4,2025,result,elite-road-central-american-championships-itt,1.2,2025 Road Central American Championships - ITT.gpx,https://www.komoot.com/tour/2962668384,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,28.98,600.0,600.0,2386.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.1,600.0,sprint,1,0,2.0,court_plat
11,4,2025,stage_3,circuit-des-ardennes,2.2,2025 Circuit des Ardennes Stage 3.gpx,https://www.komoot.com/tour/2962454303,142.0,0.0,3.75,0.0,27.1,0.0,0.0,0.0,158.0,14.8,0.0,0.0,0.0,0.0,0.0,172.78,2026.0,1997.0,301.0,81.0,7.0,1.0,0.0,0.0,0.0,0.9832,0.7674,0.0,0.0,0.0,6.7,1.6,-0.38,422.0,accidentee,1,1,5.0,accidente_long
11,4,2025,stage_5,tour-of-hainan,2.Pro,2025 Tour of Hainan Stage 5.gpx,https://www.komoot.com/tour/2962771201,110.0,0.0,0.0,0.78,72.0,0.78,0.0,0.0,171.0,11.0,0.0,0.0,0.0,0.0,0.0,182.47,276.0,281.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23,0.16,134.0,sprint,3,1,2.0,court_plat
11,4,2025,stage_5,itzulia-basque-country,2.UWT,2025 Itzulia Basque Country Stage 5.gpx,https://www.komoot.com/tour/2951393516,124.0,0.239,2.78,2.43,43.7,2.43,0.0,0.0,158.0,12.0,0.666,0.0,0.0,0.0,0.0,172.96,2663.0,2917.0,461.0,2.0,8.0,6.0,2.0,0.0,0.0,0.8893,0.8893,0.8893,0.0,0.0,0.9,-1.77,0.06,113.0,accidentee,4,1,5.0,accidente_long
11,4,2025,stage_4,region-pays-de-la-loire,2.1,2025 Region Pays de la Loire Tour Stage 4.gpx,https://www.komoot.com/tour/2962666838,127.0,12.5,22.5,0.0,24.5,0.0,0.18,0.0,176.0,10.3,0.0,0.0,0.0,0.0,0.0,186.88,2363.0,2464.0,337.0,46.0,7.0,1.0,0.0,0.0,0.0,0.3959,0.2351,0.0,0.0,0.0,0.1,-1.0,-0.54,121.0,accidentee,2,1,5.0,accidente_long
12,4,2025,result,giro-di-reggio-calabria,1.1,2025 Giro della Citta Metropolitana di Reggio Calabria.gpx,https://www.komoot.com/tour/2962534594,72.8,9.94,2.05,1.91,96.9,2.25,0.0,0.0,179.0,3.07,0.0,0.0,0.0,0.0,0.0,183.58,2209.0,2213.0,965.0,4.0,2.0,2.0,2.0,1.0,1.0,0.7296,0.7296,0.7296,0.3481,0.3481,-1.2,-0.23,-0.28,119.0,accidentee,2,0,5.0,accidente_long
12,4,2025,result,elite-road-central-american-championships-me-ttt,1.2,2025 Road Central American Championships.gpx,https://www.komoot.com/tour/2962668899,0.0,0.0,0.0,0.0,77.5,0.0,0.0,0.0,77.3,0.205,0.0,0.0,0.0,0.0,0.0,77.28,1600.0,1600.0,2386.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.1,842.0,sprint,1,0,2.0,court_plat
12,4,2025,stage_4,circuit-des-ardennes,2.2,2025 Circuit des Ardennes Stage 4.gpx,https://www.komoot.com/tour/2962454988,155.0,0.0,3.7,0.0,20.4,0.0,0.0,0.0,158.0,20.9,0.0,0.0,0.0,0.0,0.0,178.59,2716.0,2643.0,472.0,130.0,9.0,6.0,1.0,0.0,0.0,0.9661,0.9661,0.6615,0.0,0.0,0.7,-1.43,-2.12,301.0,accidentee,1,1,5.0,accidente_long
12,4,2025,stage_3,tour-of-mersin,2.2,2025 Tour of Mersin Stage 3.gpx,https://www.komoot.com/tour/2962787358,80.3,0.0,1.22,0.0,19.8,0.0,0.0,0.0,99.1,2.09,0.0,0.17,0.0,0.0,0.0,101.27,3233.0,2142.0,1259.0,66.0,6.0,4.0,4.0,2.0,1.0,0.9993,0.9993,0.9993,0.9993,0.5788,13.5,9.63,9.7,757.0,montagne,1,1,0.0,montagne
