jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,route_url,road_km,cycleway_km,street_km,unknown_km,state_road_km,off-grid_(unknown)_km,path_km,singletrack_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,access_road_km,alpine_km,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,type_course,niveau_uci,is_stage_race,cluster,cluster_label
18,6,2024,stage_4,vuelta-pilsen-a-colombia,2.2,2024 Vuelta a Colombia Stage 4.gpx,https://www.komoot.com/tour/2962369295,0.0,0.0,0.458,1.84,114.0,1.84,0.0,0.0,84.7,30.1,0.0,0.101,0.0,0.0,0.0,116.07,4446.0,804.0,4119.0,266.0,3.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.9996,0.9996,0.9996,7.9,3.97,3.52,548.0,haute_montagne,1,1,0.0,montagne
19,6,2024,stage_5,vuelta-pilsen-a-colombia,2.2,2024 Vuelta a Colombia Stage 5.gpx,https://www.komoot.com/tour/2962370307,1.29,0.0,0.321,0.0,193.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,194.43,1510.0,2658.0,2112.0,910.0,2.0,1.0,1.0,0.0,0.0,0.9159,0.3262,0.3262,0.0,0.0,0.7,0.3,0.18,63.0,sprint,1,1,5.0,accidente_long
20,6,2024,stage_6,vuelta-pilsen-a-colombia,2.2,2024 Vuelta a Colombia Stage 6.gpx,https://www.komoot.com/tour/2962371052,0.0,0.0,0.163,0.246,173.0,0.246,0.0,0.0,173.0,0.477,0.0,0.0,0.0,0.0,0.0,173.41,1771.0,1113.0,1612.0,897.0,2.0,2.0,1.0,1.0,0.0,0.9997,0.9997,0.9997,0.9997,0.0,9.2,7.51,7.08,263.0,arrivee_en_cote,1,1,0.0,montagne
20,6,2024,result,nc-slovenia-itt,NC,2024 Slovenian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2960760108,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,0.75,0.0,0.0,0.0,0.0,0.0,30.03,307.0,315.0,338.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.43,-1.22,100.0,autre,0,0,2.0,court_plat
20,6,2024,result,nc-slovakia-itt,NC,2024 Slovakian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2960757403,45.6,0.0,0.764,0.0,0.0,0.0,0.0,0.0,45.6,0.764,0.0,0.0,0.0,0.0,0.0,46.67,420.0,426.0,426.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.2,-0.64,90.0,CLM,0,0,2.0,court_plat
21,6,2024,stage_7,vuelta-pilsen-a-colombia,2.2,2024 Vuelta a Colombia Stage 7.gpx,https://www.komoot.com/tour/2962372018,1.43,2.01,0.89,0.409,152.0,0.0,0.0,0.0,155.0,0.16,0.0,0.0,0.0,0.0,0.0,156.33,2368.0,1922.0,2176.0,897.0,3.0,3.0,1.0,1.0,1.0,0.8486,0.8486,0.7268,0.7268,0.7268,2.2,-0.03,-2.16,78.0,accidentee,1,1,0.0,montagne
21,6,2024,result,nc-germany-itt,NC,2024 German Road National Championship - ITT.gpx,https://www.komoot.com/tour/2951709283,8.71,0.81,2.21,6.13,0.0,0.0,12.8,0.0,29.9,0.749,0.0,0.0,0.0,0.0,0.0,30.72,251.0,227.0,770.0,666.0,1.0,0.0,0.0,0.0,0.0,0.9029,0.0,0.0,0.0,0.0,0.9,-2.23,-0.3,111.0,CLM,0,0,2.0,court_plat
21,6,2024,result,nc-luxembourg-itt,NC,2024 Luxembourg Road National Championship - ITT.gpx,https://www.komoot.com/tour/2951825805,12.0,0.0,0.0,0.0,8.08,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,20.01,403.0,404.0,480.0,324.0,2.0,0.0,0.0,0.0,0.0,0.9929,0.0,0.0,0.0,0.0,2.9,4.17,2.28,198.0,autre,0,0,2.0,court_plat
21,6,2024,result,nc-spain-itt,NC,2024 Spanish Road National Championship - ITT.gpx,https://www.komoot.com/tour/2960763037,2.09,0.0,0.0,0.151,31.1,0.0,0.12,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,33.36,326.0,329.0,927.0,829.0,1.0,0.0,0.0,0.0,0.0,0.6449,0.0,0.0,0.0,0.0,-1.7,-0.1,0.92,115.0,CLM,0,0,2.0,court_plat
21,6,2024,result,nc-canada-itt,NC,2024 Canadian Road National Championships - ITT.gpx,https://www.komoot.com/tour/2951645761,33.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,33.0,1.02,0.0,0.0,0.0,0.0,0.0,34.07,234.0,234.0,442.0,303.0,1.0,0.0,0.0,0.0,0.0,0.5099,0.0,0.0,0.0,0.0,0.1,1.03,0.1,234.0,CLM,0,0,2.0,court_plat
21,6,2024,result,nc-austria-itt,NC,2024 Austrian Road National Championship - ITT.gpx,https://www.komoot.com/tour/2951627624,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,23.63,308.0,309.0,620.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.6,0.42,137.0,autre,0,0,2.0,court_plat
22,6,2024,stage_8,vuelta-pilsen-a-colombia,2.2,2024 Vuelta a Colombia Stage 8.gpx,https://www.komoot.com/tour/2962372860,3.34,0.0,0.0,0.324,141.0,0.324,0.0,0.0,141.0,3.03,0.0,0.0,0.0,0.0,0.0,144.34,3411.0,2117.0,2448.0,574.0,4.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,7.3,7.43,5.88,249.0,montagne,1,1,0.0,montagne
22,6,2024,result,nc-canada2,NC,2024 Canadian Road National Championship.gpx,https://www.komoot.com/tour/2951645325,198.0,0.0,0.642,0.0,0.0,0.0,0.0,0.0,190.0,2.05,0.0,6.95,0.0,0.0,0.0,198.64,2260.0,2256.0,481.0,200.0,7.0,2.0,0.0,0.0,0.0,0.8297,0.8297,0.0,0.0,0.0,1.4,-0.87,-0.8,106.0,autre,0,0,5.0,accidente_long
23,6,2024,stage_9,vuelta-pilsen-a-colombia,2.2,2024 Vuelta a Colombia Stage 9.gpx,https://www.komoot.com/tour/2962373502,0.533,0.0,0.109,0.0,16.7,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,17.43,1042.0,1.0,2510.0,1468.0,1.0,1.0,1.0,1.0,1.0,0.9983,0.9983,0.9983,0.9983,0.9983,6.9,7.33,7.5,540.0,arrivee_en_cote,1,1,0.0,montagne
23,6,2024,result,nc-luxembourg,NC,2024 Luxembourg Road National Championship.gpx,https://www.komoot.com/tour/2951826250,94.9,0.0,0.0,0.0,32.3,0.0,18.7,0.0,126.0,19.8,0.0,0.0,0.0,0.0,0.0,145.06,2677.0,2680.0,501.0,324.0,8.0,8.0,0.0,0.0,0.0,0.9642,0.9642,0.0,0.0,0.0,5.8,0.33,-0.24,211.0,autre,0,0,5.0,accidente_long
23,6,2024,result,nc-belgium,NC,2024 Belgian Road National Championship.gpx,https://www.komoot.com/tour/2951631639,122.0,64.5,21.6,0.373,0.0,0.0,0.218,0.0,128.0,76.0,13.9,0.0,0.0,0.155,0.0,218.04,1796.0,1780.0,94.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.8,0.26,86.0,autre,0,0,1.0,sprint_pave
23,6,2024,result,danish-championships,NC,2024 Italian Road National Championships.gpx,https://www.komoot.com/tour/2951790941,65.2,3.21,0.13,0.819,59.9,0.889,0.0,0.353,125.0,3.01,0.0,0.353,0.0,0.0,0.0,129.64,1464.0,1246.0,351.0,67.0,4.0,3.0,0.0,0.0,0.0,0.9997,0.8358,0.0,0.0,0.0,2.7,2.1,1.48,96.0,autre,0,0,2.0,court_plat
23,6,2024,result,nc-spain,NC,2024 Spanish Road National Championship.gpx,https://www.komoot.com/tour/2960764899,59.5,0.0,5.68,0.403,50.6,0.403,0.0,0.0,107.0,6.64,1.76,0.0,0.0,0.0,0.0,115.97,1743.0,1613.0,1208.0,682.0,5.0,3.0,1.0,0.0,0.0,0.9998,0.876,0.876,0.0,0.0,7.8,3.47,1.58,118.0,autre,0,0,5.0,accidente_long
23,6,2024,result,nc-norway,NC,2024 Norwegian Road National Championship.gpx,https://www.komoot.com/tour/2951839050,51.7,0.0,9.71,0.0,53.2,0.0,0.0,0.0,106.0,8.02,0.0,0.749,0.0,0.0,0.0,114.44,2242.0,2218.0,94.0,0.0,7.0,0.0,0.0,0.0,0.0,0.8884,0.0,0.0,0.0,0.0,2.2,0.87,-0.1,458.0,autre,0,0,2.0,court_plat
23,6,2024,result,nc-slovakia,NC,2024 Slovakian Road National Championship.gpx,https://www.komoot.com/tour/2960758965,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,101.41,1352.0,1354.0,547.0,347.0,4.0,4.0,0.0,0.0,0.0,0.9253,0.9253,0.0,0.0,0.0,-0.7,-2.43,-2.04,129.0,autre,0,0,2.0,court_plat
23,6,2024,result,nc-slovenia,NC,2024 Slovenian Road National Championships.gpx,https://www.komoot.com/tour/2960761873,149.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,150.31,2428.0,2429.0,436.0,238.0,13.0,7.0,0.0,0.0,0.0,0.9386,0.9386,0.0,0.0,0.0,0.4,0.3,0.1,46.0,autre,0,0,5.0,accidente_long
23,6,2024,result,nc-austria2,NC,2024 Austrian Road National Championship.gpx,https://www.komoot.com/tour/2951628154,113.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,117.0,41.8,0.0,0.0,0.0,0.0,0.0,158.38,3585.0,3586.0,860.0,567.0,14.0,7.0,0.0,0.0,0.0,0.9828,0.9463,0.0,0.0,0.0,-1.3,-3.33,-0.48,125.0,autre,0,0,5.0,accidente_long
23,6,2024,result,nc-germany,NC,2024 German Road National Championship.gpx,https://www.komoot.com/tour/2951710253,83.5,7.14,18.7,21.6,0.0,0.0,0.859,0.0,126.0,5.39,0.859,0.0,0.0,0.427,0.0,134.42,1763.0,1738.0,804.0,673.0,6.0,0.0,0.0,0.0,0.0,0.8814,0.0,0.0,0.0,0.0,0.9,0.43,-0.12,98.0,autre,0,0,2.0,court_plat
26,6,2024,stage_1,course-cycliste-de-solidarnosc,2.2,2024 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-1.gpx,https://www.komoot.com/tour/2951661412,75.7,0.809,9.9,0.361,0.0,0.0,0.0,0.0,70.9,16.5,0.54,0.0,0.0,0.0,0.0,88.26,320.0,310.0,200.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,-0.04,66.0,sprint,1,1,2.0,court_plat
26,6,2024,stage_1,okolo-slovenska,2.1,2024 Okolo Slovenska / Tour de Slovaquie Stage 1.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,2,1,,
27,6,2024,stage_2,course-cycliste-de-solidarnosc,2.2,2024 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-2.gpx,https://www.komoot.com/tour/2951661931,106.0,0.868,12.0,0.166,0.253,0.0,0.668,0.0,104.0,15.4,0.0,0.0,0.0,0.0,0.0,120.02,384.0,447.0,192.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.03,-0.24,50.0,sprint,1,1,2.0,court_plat
28,6,2024,stage_3,okolo-slovenska,2.1,2024 Okolo Slovenska / Tour de Slovaquie Stage 3.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,2,1,,
28,6,2024,stage_3,course-cycliste-de-solidarnosc,2.2,2024 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3.gpx,https://www.komoot.com/tour/2951662537,134.0,2.78,4.48,0.0,0.0,0.0,1.22,0.0,137.0,3.41,1.19,0.0,0.0,0.0,0.0,141.61,1097.0,1037.0,466.0,230.0,1.0,1.0,0.0,0.0,0.0,0.5932,0.5932,0.0,0.0,0.0,1.1,-0.8,0.22,89.0,sprint,1,1,2.0,court_plat
29,6,2024,stage_4,okolo-slovenska,2.1,2024 Okolo Slovenska / Tour de Slovaquie Stage 4.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,2,1,,
29,6,2024,stage_1,tour-de-france,2.UWT,2024 Tour de France Stage 1.gpx,https://www.komoot.com/tour/2960876845,143.0,0.641,0.0,0.376,61.9,0.476,0.264,0.0,205.0,0.177,0.69,0.0,0.0,0.0,0.0,206.1,3748.0,3819.0,981.0,1.0,7.0,7.0,5.0,1.0,1.0,0.9149,0.9149,0.9149,0.226,0.226,-0.1,-0.13,-0.2,2.0,haute_montagne,4,1,5.0,accidente_long
30,6,2024,stage_5,okolo-slovenska,2.1,2024 Okolo Slovenska / Tour de Slovaquie Stage 5.gpx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,sprint,2,1,,
30,6,2024,result,sd-worx-bw-classic,1.2,2024 Sd Worx BW Classic.gpx,https://www.komoot.com/tour/2960722948,79.3,61.3,6.58,6.02,30.6,6.02,0.397,0.17,137.0,38.5,2.04,0.566,0.0,0.0,0.0,184.33,1590.0,1631.0,182.0,37.0,6.0,0.0,0.0,0.0,0.0,0.9413,0.0,0.0,0.0,0.0,0.0,-0.03,-0.36,69.0,sprint,1,0,1.0,sprint_pave
30,6,2024,result,midden-brabant-poort-omloop,1.2,2024 Midden-Brabant Poort Omloop.gpx,https://www.komoot.com/tour/2951828158,124.0,45.9,2.79,4.79,0.0,4.7,0.0,0.0,109.0,61.3,12.9,0.0,0.0,0.0,0.0,187.78,173.0,170.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,-0.06,14.0,pavees,1,0,1.0,sprint_pave
30,6,2024,stage_2,tour-de-france,2.UWT,2024 Tour de France Stage 2.gpx,https://www.komoot.com/tour/2960898407,111.0,19.3,4.1,4.19,61.3,3.36,2.64,0.157,190.0,4.24,3.78,0.0,0.0,0.249,0.0,201.1,1857.0,1811.0,317.0,-1.0,6.0,6.0,0.0,0.0,0.0,0.9261,0.9261,0.0,0.0,0.0,-0.4,-0.77,-0.38,14.0,sprint,4,1,5.0,accidente_long
1,7,2024,stage_3,tour-de-france,2.UWT,2024 Tour de France Stage 3.gpx,https://www.komoot.com/tour/2960907276,144.0,1.12,7.86,0.338,77.6,0.185,0.478,0.0,225.0,3.13,1.8,0.48,0.0,0.0,0.0,231.11,1128.0,946.0,371.0,60.0,4.0,1.0,0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,0.0,0.2,-0.03,-0.04,23.0,sprint,4,1,5.0,accidente_long
2,7,2024,stage_4,tour-de-france,2.UWT,2024 Tour de France Stage 4.gpx,https://www.komoot.com/tour/2960909433,38.7,8.51,1.05,2.47,88.7,1.73,0.974,0.178,136.0,0.648,0.178,0.305,0.0,0.0,0.0,139.83,3904.0,2905.0,2636.0,411.0,3.0,3.0,3.0,2.0,2.0,0.8686,0.8686,0.8686,0.8686,0.8686,0.5,-4.6,-3.74,18.0,haute_montagne,4,1,0.0,montagne
2,7,2024,stage_1,tour-of-austria,2.1,2024 Tour of Austria Prologue.gpx,https://www.komoot.com/tour/2961083231,0.196,0.903,1.33,0.0,0.156,0.0,0.414,0.0,2.64,0.121,0.221,0.0,0.0,0.0,0.0,3.04,9.0,8.0,277.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.03,9.0,CLM,2,1,2.0,court_plat
2,7,2024,result,trofeo-citta-di-brescia,1.2,2024 Trofeo Citta di Brescia - Mem. Rino Fiori.gpx,https://www.komoot.com/tour/2961637499,67.9,0.0,51.0,0.0,0.0,0.0,2.22,0.468,113.0,0.837,7.49,0.468,0.0,0.0,0.0,122.71,1236.0,1240.0,199.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.87,0.54,233.0,pavees,1,0,1.0,sprint_pave
3,7,2024,stage_5,tour-de-france,2.UWT,2024 Tour de France Stage 5.gpx,https://www.komoot.com/tour/2960911380,58.4,20.6,0.439,0.0,98.4,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.117,0.0,177.9,1126.0,1414.0,646.0,196.0,2.0,2.0,1.0,0.0,0.0,0.8161,0.8161,0.3928,0.0,0.0,0.1,0.23,0.04,20.0,sprint,4,1,5.0,accidente_long
3,7,2024,stage_2,tour-of-austria,2.1,2024 Tour of Austria Stage 1.gpx,https://www.komoot.com/tour/2961084647,98.9,0.692,6.57,0.129,71.2,0.0,0.323,0.161,177.0,1.06,0.205,0.0,0.0,0.0,0.0,177.8,2026.0,2083.0,464.0,202.0,7.0,1.0,0.0,0.0,0.0,0.9564,0.9564,0.0,0.0,0.0,0.6,-1.23,-0.42,167.0,accidentee,2,1,5.0,accidente_long
4,7,2024,stage_3,tour-of-austria,2.1,2024 Tour of Austria Stage 2.gpx,https://www.komoot.com/tour/2961086751,115.0,0.7,2.6,0.3,65.5,0.3,0.17,0.0,176.0,7.98,0.359,0.0,0.0,0.0,0.0,184.34,2388.0,2517.0,746.0,207.0,6.0,5.0,1.0,0.0,0.0,0.9724,0.9724,0.3756,0.0,0.0,-1.4,-3.53,-3.96,216.0,accidentee,2,1,5.0,accidente_long
4,7,2024,stage_6,tour-de-france,2.UWT,2024 Tour de France Stage 6.gpx,https://www.komoot.com/tour/2960912590,56.4,4.84,2.16,0.191,100.0,0.191,0.0,0.0,159.0,5.05,0.0,0.0,0.0,0.0,0.0,163.85,881.0,871.0,391.0,178.0,1.0,1.0,0.0,0.0,0.0,0.0752,0.0752,0.0,0.0,0.0,0.3,0.2,-0.02,42.0,sprint,4,1,2.0,court_plat
5,7,2024,stage_4,tour-of-austria,2.1,2024 Tour of Austria Stage 3.gpx,https://www.komoot.com/tour/2961088481,76.3,1.86,5.43,2.38,64.8,4.38,0.735,0.0,146.0,2.31,0.0,0.0,0.581,0.0,0.0,153.23,2988.0,3038.0,1370.0,532.0,7.0,5.0,2.0,1.0,1.0,0.9998,0.9998,0.7659,0.7659,0.7659,6.5,5.4,2.9,255.0,montagne,2,1,0.0,montagne
5,7,2024,stage_7,tour-de-france,2.UWT,2024 Tour de France Stage 7.gpx,https://www.komoot.com/tour/2960913589,22.7,0.0,1.15,0.0,1.38,0.0,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,25.24,283.0,262.0,461.0,240.0,1.0,1.0,0.0,0.0,0.0,0.5953,0.5953,0.0,0.0,0.0,-0.1,-0.33,-0.04,32.0,sprint,4,1,2.0,court_plat
6,7,2024,result,grand-prix-erciyes-mimar-sinan-me,1.2,2024 Grand Prix Yildizdagi.gpx,https://www.komoot.com/tour/2951762938,137.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,139.0,0.741,0.0,0.0,0.0,0.0,0.0,139.4,1819.0,1761.0,1696.0,1266.0,9.0,2.0,1.0,0.0,0.0,0.9997,0.5532,0.5532,0.0,0.0,0.8,3.0,1.74,144.0,sprint,1,0,5.0,accidente_long
6,7,2024,result,visegrad-4-bicycle-race-gp-hungary,1.2,2024 Visegrad 4 Kerekparverseny.gpx,https://www.komoot.com/tour/2961718542,93.3,0.559,0.924,0.68,43.6,0.68,0.0,0.0,138.0,0.228,0.396,0.0,0.0,0.0,0.0,139.05,1241.0,1224.0,323.0,138.0,4.0,1.0,0.0,0.0,0.0,0.9988,0.7012,0.0,0.0,0.0,8.6,1.77,0.68,228.0,sprint,1,0,2.0,court_plat
6,7,2024,stage_1,sibiu-cycling-tour,2.1,2024 Sibiu Cycling Tour Stage 1.gpx,https://www.komoot.com/tour/2960733710,109.0,0.0,2.75,0.0,56.2,0.311,0.0,0.0,168.0,0.666,0.0,0.0,0.0,0.0,0.0,168.61,2315.0,1323.0,1408.0,244.0,6.0,2.0,1.0,1.0,1.0,0.9997,0.9997,0.9997,0.9997,0.9997,1.6,3.1,2.82,185.0,accidentee,2,1,0.0,montagne
6,7,2024,stage_5,tour-of-austria,2.1,2024 Tour of Austria Stage 4.gpx,https://www.komoot.com/tour/2961090567,60.4,0.856,0.148,3.01,87.3,3.01,0.0,0.0,148.0,0.649,0.0,0.0,0.0,0.0,0.0,151.33,3660.0,2909.0,2530.0,566.0,4.0,3.0,3.0,2.0,1.0,0.9964,0.9964,0.9964,0.9964,0.4912,1.3,2.43,3.32,273.0,haute_montagne,2,1,0.0,montagne
6,7,2024,stage_8,tour-de-france,2.UWT,2024 Tour de France Stage 8.gpx,https://www.komoot.com/tour/2960914851,148.0,2.69,0.156,0.37,31.9,0.666,0.103,0.0,183.0,0.0,0.0,0.0,0.103,0.0,0.0,183.59,2334.0,2338.0,552.0,241.0,10.0,3.0,0.0,0.0,0.0,0.9596,0.377,0.0,0.0,0.0,3.4,0.53,-0.04,130.0,accidentee,4,1,5.0,accidente_long
7,7,2024,result,visegrad-4-bicycle-race-gp-slovakia,1.2,2024 Visegrad 4 Bicycle Race - GP Slovakia.gpx,https://www.komoot.com/tour/2961713395,120.0,0.0,17.4,0.577,0.129,0.0,1.56,0.0,95.5,43.4,0.0,0.0,0.0,0.0,0.0,139.35,2288.0,2268.0,467.0,196.0,8.0,6.0,0.0,0.0,0.0,0.9077,0.9077,0.0,0.0,0.0,0.5,-2.6,-1.46,68.0,accidentee,1,0,5.0,accidente_long
7,7,2024,result,giro-del-medio-brenta,1.2,2024 Giro del Medio Brenta.gpx,https://www.komoot.com/tour/2951729156,122.0,3.07,1.21,0.0,48.3,0.0,0.0,0.0,173.0,2.12,0.0,0.0,0.0,0.0,0.0,175.04,1789.0,735.0,1099.0,22.0,2.0,2.0,2.0,2.0,2.0,0.976,0.976,0.976,0.976,0.976,0.1,-0.57,-0.12,98.0,haute_montagne,1,0,0.0,montagne
7,7,2024,stage_1,tour-of-magnificent-qinghai,2.Pro,2024 Tour of Qinghai Lake Stage 1.gpx,https://www.komoot.com/tour/2961537697,34.2,0.0,2.87,64.2,23.6,64.3,0.0,0.0,57.9,0.0,0.0,0.0,0.0,0.0,0.0,121.11,476.0,476.0,2292.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.13,0.14,74.0,sprint,3,1,3.0,accidente_altitude
7,7,2024,stage_9,tour-de-france,2.UWT,2024 Tour de France Stage 9.gpx,https://www.komoot.com/tour/2960916191,156.0,2.92,3.56,3.26,5.52,0.988,29.5,0.0,158.0,8.64,0.0,16.2,12.2,0.0,0.0,198.71,2012.0,2017.0,362.0,105.0,6.0,3.0,0.0,0.0,0.0,0.6308,0.6308,0.0,0.0,0.0,0.1,0.03,0.0,23.0,accidentee,4,1,4.0,semi_montagne_pave
8,7,2024,stage_2,tour-of-magnificent-qinghai,2.Pro,2024 Tour of Qinghai Lake Stage 2.gpx,https://www.komoot.com/tour/2961538890,10.1,0.0,1.25,86.2,15.5,87.2,0.0,0.0,20.0,6.79,0.0,0.0,0.0,0.0,0.0,111.25,1790.0,1678.0,3379.0,2356.0,3.0,3.0,2.0,1.0,1.0,0.9354,0.9354,0.9354,0.4139,0.4139,-0.5,-0.9,-0.58,367.0,accidentee,3,1,3.0,accidente_altitude
9,7,2024,stage_10,tour-de-france,2.UWT,2024 Tour de France Stage 10.gpx,https://www.komoot.com/tour/2960878773,85.4,4.31,1.5,0.0,96.1,0.0,0.0,0.0,185.0,1.82,0.0,0.0,0.0,0.0,0.0,187.25,888.0,831.0,217.0,86.0,1.0,0.0,0.0,0.0,0.0,0.9401,0.0,0.0,0.0,0.0,0.1,0.2,0.08,17.0,sprint,4,1,2.0,court_plat
9,7,2024,stage_3,tour-of-magnificent-qinghai,2.Pro,2024 Tour of Qinghai Lake Stage 3.gpx,https://www.komoot.com/tour/2961540516,6.77,0.0,1.21,191.0,6.85,190.0,0.0,0.0,13.6,0.912,0.0,0.0,0.0,0.0,0.0,202.53,3683.0,3951.0,3549.0,2098.0,6.0,6.0,3.0,2.0,1.0,0.7727,0.7727,0.7727,0.7727,0.7727,0.7,0.43,0.0,232.0,haute_montagne,3,1,3.0,accidente_altitude
10,7,2024,stage_11,tour-de-france,2.UWT,2024 Tour de France Stage 11.gpx,https://www.komoot.com/tour/2960880546,171.0,0.262,0.0,0.0,39.7,0.0,0.0,0.0,210.0,0.7,0.0,0.0,0.0,0.0,0.0,211.14,4177.0,3447.0,1583.0,371.0,10.0,6.0,2.0,1.0,1.0,0.9833,0.9833,0.9169,0.8028,0.8028,4.0,-1.57,1.4,169.0,haute_montagne,4,1,0.0,montagne
10,7,2024,stage_4,tour-of-magnificent-qinghai,2.Pro,2024 Tour of Qinghai Lake Stage 4.gpx,https://www.komoot.com/tour/2961541625,0.0,0.0,0.676,127.0,9.94,127.0,0.19,0.0,10.0,0.638,0.0,0.19,0.0,0.0,0.0,135.99,2430.0,1761.0,3781.0,2205.0,3.0,2.0,2.0,1.0,1.0,0.7862,0.7862,0.7862,0.5018,0.5018,2.2,-1.87,-2.2,128.0,accidentee,3,1,3.0,accidente_altitude
11,7,2024,stage_5,tour-of-magnificent-qinghai,2.Pro,2024 Tour of Qinghai Lake Stage 5.gpx,https://www.komoot.com/tour/2961543893,0.878,16.9,0.839,107.0,1.46,107.0,0.414,0.0,19.0,1.0,0.0,0.414,0.0,0.0,0.0,126.76,1484.0,1267.0,3727.0,2861.0,3.0,1.0,1.0,1.0,1.0,0.8204,0.4623,0.4623,0.4623,0.4623,0.7,-0.63,-0.86,158.0,sprint,3,1,3.0,accidente_altitude
11,7,2024,stage_12,tour-de-france,2.UWT,2024 Tour de France Stage 12.gpx,https://www.komoot.com/tour/2960882266,136.0,0.58,0.42,0.0,67.2,0.0,0.0,0.0,204.0,0.545,0.0,0.0,0.0,0.0,0.0,203.91,2253.0,2793.0,737.0,49.0,8.0,3.0,0.0,0.0,0.0,0.8626,0.4962,0.0,0.0,0.0,1.1,0.47,-0.1,28.0,accidentee,4,1,5.0,accidente_long
11,7,2024,prologue,gp-int-torres-vedras,2.2,2024 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Prologue.gpx,https://www.komoot.com/tour/2951704116,7.6,0.0,0.386,0.0,0.0,0.0,0.0,0.0,5.95,0.273,0.348,0.0,1.42,0.0,0.0,8.01,105.0,107.0,145.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.43,-0.48,39.0,CLM,1,1,2.0,court_plat
