rider,equipe,ate_log,ate_orig,ci_low,ci_high,significant,r2_t,r2_y,mean_cate,std_cate,p25_cate,p75_cate,n_obs,n_selected
de_pooter_dries,Intermarché - Wanty,0.07032,0.0729,-0.2653,0.419,0,0.3276,0.3574,,,,,1364,201
de_winter_ludwig,Intermarché - Wanty,-0.133659,-0.1251,-0.4322,0.2188,0,0.2702,0.3666,,,,,599,118
degand_thomas,Intermarché - Wanty,0.024409,0.0247,-0.3428,0.3629,0,0.3844,0.4132,,,,,570,175
delacroix_théo,Intermarché - Wanty,-0.13908,-0.1298,-0.348,0.2786,0,0.3503,0.4087,,,,,904,138
devriendt_tom,Intermarché - Wanty,-0.212145,-0.1912,-0.3917,0.0115,0,0.3032,0.455,,,,,1097,263
dolven_halvor,Intermarché - Wanty,0.050766,0.0521,-0.4891,1.0232,0,-0.1008,0.3211,,,,,549,15
doubey_fabien,Intermarché - Wanty,0.423562,0.5274,0.0477,1.0922,1,0.3528,0.4034,,,,,591,162
dupont_timothy,Intermarché - Wanty,0.137307,0.1472,-0.3413,0.7692,0,0.8252,0.4197,,,,,570,185
evans_alexander,Intermarché - Wanty,0.202138,0.224,-0.2734,0.9508,0,-0.1285,0.3893,,,,,353,39
faure_prost_alexy,Intermarché - Wanty,-0.328066,-0.2797,-0.4788,-0.0111,1,0.2471,0.3524,,,,,837,83
girmay_biniam,Intermarché - Wanty,0.279754,0.3228,-0.0923,0.7712,0,0.6601,0.3759,,,,,1413,261
gualdi_simone,Intermarché - Wanty,1.245153,2.4735,1.12,4.7338,1,-0.0004,0.3418,,,,,549,29
hannes_victor,Intermarché - Wanty,0.431528,0.5396,-0.2566,2.0887,0,-0.1851,0.3495,,,,,549,20
hermans_quinten,Intermarché - Wanty,-0.266102,-0.2336,-0.566,0.1561,0,0.4632,0.4347,,,,,641,92
huens_axel,Intermarché - Wanty,0.504385,0.656,-0.3552,3.925,0,0.1196,0.1186,,,,,294,11
huys_laurens,Intermarché - Wanty,-0.146601,-0.1364,-0.417,0.2666,0,0.4214,0.2805,,,,,572,137
imamura_shunsuke,Intermarché - Wanty,0.449516,0.5676,-0.5728,4.7733,0,-0.1514,0.1137,,,,,281,12
jarnet_maxime,Intermarché - Wanty,-0.186238,-0.1699,-0.6015,0.9093,0,-0.6483,0.3433,,,,,243,12
kreder_wesley,Intermarché - Wanty,-0.064008,-0.062,-0.2889,0.2555,0,0.3624,0.4192,,,,,813,237
kuhn_kevin,Intermarché - Wanty,-1.256988,-0.7155,-0.9066,-0.3255,1,0.6019,0.3121,,,,,556,28
kuypers_gerben,Intermarché - Wanty,-0.295969,-0.2562,-0.5415,0.1635,0,0.4345,0.3278,,,,,837,87
lammertink_maurits,Intermarché - Wanty,0.630543,0.8786,-0.0834,1.9668,0,0.1426,0.368,,,,,353,53
marit_arne,Intermarché - Wanty,-0.136418,-0.1275,-0.3629,0.1578,0,0.3681,0.3459,,,,,837,214
mcnally_mark,Intermarché - Wanty,0.086228,0.0901,-0.5284,1.7638,0,0.5942,0.3273,,,,,214,72
meintjes_louis,Intermarché - Wanty,-0.04055,-0.0397,-0.3227,0.2378,0,0.6983,0.3836,,,,,1375,362
meurisse_xandro,Intermarché - Wanty,-0.052286,-0.0509,-0.3459,0.3232,0,0.3714,0.4089,,,,,590,204
minnaard_marco,Intermarché - Wanty,0.043459,0.0444,-0.3348,0.5987,0,0.4537,0.3769,,,,,460,152
moonen_zeno,Intermarché - Wanty,-0.467406,-0.3734,-0.6327,0.3,0,-0.0303,0.335,,,,,549,20
müller_tobias,Intermarché - Wanty,0.954095,1.5963,-0.3204,5.5059,0,-0.1102,0.0814,,,,,281,14
offredo_yoann,Intermarché - Wanty,0.222698,0.2494,-0.0698,0.6498,0,0.2441,0.3792,,,,,570,137
page_hugo,Intermarché - Wanty,0.007296,0.0073,-0.1972,0.2685,0,0.4284,0.3396,,,,,1136,262
paquot_tom,Intermarché - Wanty,-0.279888,-0.2441,-0.449,-0.0024,1,0.3805,0.3104,,,,,837,194
petit_adrien,Intermarché - Wanty,-0.087821,-0.0841,-0.3248,0.1333,0,0.4332,0.3434,,,,,1126,262
planckaert_baptiste,Intermarché - Wanty,0.084308,0.088,-0.1603,0.3743,0,0.2875,0.3875,,,,,1083,192
rex_laurenz,Intermarché - Wanty,0.412276,0.5103,-0.0279,1.1544,0,0.5214,0.3344,,,,,842,189
rota_lorenzo,Intermarché - Wanty,0.366175,0.4422,0.1152,0.8251,1,0.4248,0.3596,,,,,1438,318
taaramäe_rein,Intermarché - Wanty,-0.160158,-0.148,-0.3708,0.1166,0,0.552,0.3827,,,,,1099,294
trondsen_trond,Intermarché - Wanty,-0.245825,-0.2179,-0.5138,0.6043,0,0.1968,0.179,,,,,246,21
vallée_boris,Intermarché - Wanty,-0.28209,-0.2458,-0.461,0.0209,0,0.382,0.3894,,,,,460,137
van_boven_luca,Intermarché - Wanty,-0.570589,-0.4348,-0.6924,0.1858,0,0.2917,0.0305,,,,,281,74
van_keirsbulck_guillaume,Intermarché - Wanty,-0.308102,-0.2652,-0.6953,0.7015,0,0.6812,0.4364,,,,,214,85
van_kessel_corné,Intermarché - Wanty,0.344899,0.4118,-0.2629,1.7125,0,0.2579,0.3978,,,,,637,49
van_melsen_kévin,Intermarché - Wanty,-0.031284,-0.0308,-0.2326,0.1644,0,0.3136,0.4514,,,,,1097,286
van_sintmaartensdijk_roel,Intermarché - Wanty,0.260357,0.2974,-0.015,0.8052,0,0.3978,0.3033,,,,,837,159
vanspeybrouck_pieter,Intermarché - Wanty,-0.094631,-0.0903,-0.2792,0.2246,0,0.3045,0.4298,,,,,813,242
vliegen_loïc,Intermarché - Wanty,0.116124,0.1231,-0.1105,0.5181,0,0.2996,0.3613,,,,,1187,278
zimmermann_georg,Intermarché - Wanty,0.312336,0.3666,0.1025,0.7605,1,0.4757,0.3976,,,,,1477,337
anderson_edward,Alpecin - Deceuninck,-0.126721,-0.119,-0.6591,1.0724,0,-0.1562,0.3678,,,,,385,12
ballerstedt_maurice,Alpecin - Deceuninck,0.150714,0.1627,-0.2045,0.7312,0,0.4315,0.3991,,,,,810,158
bayer_tobias,Alpecin - Deceuninck,0.167779,0.1827,-0.1261,0.4817,0,0.4859,0.4134,,,,,1318,307
belmans_lennert,Alpecin - Deceuninck,0.393863,0.4827,-0.1375,1.7034,0,0.2639,0.3847,,,,,807,35
bogna_alex,Alpecin - Deceuninck,-0.530349,-0.4116,-0.7173,0.095,0,-0.1314,0.3512,,,,,810,22
bogusławski_marceli,Alpecin - Deceuninck,-0.221022,-0.1983,-0.632,0.4652,0,-0.304,0.3786,,,,,588,24
debruyne_ramses,Alpecin - Deceuninck,0.059505,0.0613,-0.2429,0.6122,0,0.3519,0.308,,,,,532,77
dehairs_simon,Alpecin - Deceuninck,-0.386181,-0.3204,-0.5524,0.0072,0,0.4086,0.4218,,,,,1293,136
del_grosso_tibor,Alpecin - Deceuninck,-0.327326,-0.2792,-0.6317,0.4271,0,0.5118,0.2932,,,,,540,69
gaze_samuel,Alpecin - Deceuninck,0.423768,0.5277,0.0492,1.2397,1,0.246,0.4216,,,,,1275,74
ghys_robbe,Alpecin - Deceuninck,-0.20039,-0.1816,-0.4386,0.1787,0,0.3529,0.3854,,,,,807,122
hollmann_juri,Alpecin - Deceuninck,-0.207852,-0.1877,-0.5201,0.3249,0,0.3612,0.3017,,,,,532,88
jans_roy,Alpecin - Deceuninck,-0.447046,-0.3605,-0.6886,0.1686,0,0.1723,0.3154,,,,,306,22
janssens_jimmy,Alpecin - Deceuninck,0.187832,0.2066,-0.0455,0.5717,0,0.5162,0.4223,,,,,1379,334
kielich_timo,Alpecin - Deceuninck,-0.300882,-0.2598,-0.4348,0.0271,0,0.4346,0.3865,,,,,1159,191
kitzki_louis,Alpecin - Deceuninck,0.429007,0.5357,-0.3345,2.4123,0,0.0313,0.3149,,,,,532,18
krieger_alexander,Alpecin - Deceuninck,0.059282,0.0611,-0.2754,0.4745,0,0.51,0.4053,,,,,894,193
leysen_senne,Alpecin - Deceuninck,-0.077656,-0.0747,-0.2764,0.2018,0,0.4149,0.4065,,,,,1116,292
mareczko_jakub,Alpecin - Deceuninck,-0.208654,-0.1883,-0.6073,0.4345,0,0.554,0.3245,,,,,541,84
meeussen_witse,Alpecin - Deceuninck,-1.00883,-0.6354,-0.9135,0.682,0,0.411,0.2631,,,,,269,10
meisen_marcel,Alpecin - Deceuninck,0.019047,0.0192,-0.553,1.165,0,0.3699,0.3485,,,,,306,39
osborne_jason,Alpecin - Deceuninck,0.140315,0.1506,-0.346,0.9053,0,0.5946,0.3676,,,,,810,128
planckaert_edward,Alpecin - Deceuninck,0.031549,0.0321,-0.1916,0.3921,0,0.5266,0.4197,,,,,1293,327
plowright_jensen,Alpecin - Deceuninck,-0.310856,-0.2672,-0.531,0.0711,0,0.5724,0.3833,,,,,807,149
ramsay_noah,Alpecin - Deceuninck,0.041257,0.0421,-0.5955,1.0961,0,0.311,0.314,,,,,263,23
richardson_alexandar,Alpecin - Deceuninck,-0.107166,-0.1016,-0.5919,0.788,0,0.3545,0.2906,,,,,306,46
rickaert_jonas,Alpecin - Deceuninck,0.13236,0.1415,-0.1402,0.465,0,0.5325,0.4138,,,,,1384,301
riesebeek_oscar,Alpecin - Deceuninck,0.144824,0.1558,-0.0435,0.4745,0,0.4373,0.4138,,,,,1311,289
roesems_siebe,Alpecin - Deceuninck,-0.385709,-0.32,-0.6149,0.1862,0,0.3623,0.3931,,,,,807,60
sbaragli_kristian,Alpecin - Deceuninck,0.014605,0.0147,-0.2335,0.342,0,0.4576,0.3367,,,,,936,228
sentjens_sente,Alpecin - Deceuninck,-0.200841,-0.182,-0.5212,0.5038,0,0.1172,0.3133,,,,,532,35
sweeck_diether,Alpecin - Deceuninck,0.16311,0.1772,-0.4028,1.2641,0,-0.7893,0.3238,,,,,306,13
sweeck_laurens,Alpecin - Deceuninck,-0.432723,-0.3513,-0.6763,0.6102,0,-0.0108,0.3389,,,,,532,15
thwaites_scott,Alpecin - Deceuninck,-0.329236,-0.2805,-0.5353,0.1451,0,0.366,0.3171,,,,,577,120
uhlig_henri,Alpecin - Deceuninck,0.207296,0.2303,-0.1278,0.7156,0,0.3283,0.3816,,,,,1097,108
van_den_bossche_fabio,Alpecin - Deceuninck,-0.396063,-0.327,-0.4677,-0.1332,1,0.3698,0.3881,,,,,1073,222
van_der_poel_david,Alpecin - Deceuninck,0.069217,0.0717,-0.3836,1.1901,0,0.2968,0.3825,,,,,688,48
van_der_poel_mathieu,Alpecin - Deceuninck,1.429714,3.1775,0.8205,7.452,1,0.9133,0.4191,,,,,1425,237
vandebosch_toon,Alpecin - Deceuninck,0.240833,0.2723,-0.7879,3.1366,0,0.5482,0.3467,,,,,694,20
vandeputte_niels,Alpecin - Deceuninck,0.548918,0.7314,-0.4065,3.4096,0,0.4674,0.3574,,,,,780,25
vergallito_luca,Alpecin - Deceuninck,0.156679,0.1696,-0.2894,0.7627,0,0.5016,0.4015,,,,,807,129
vermeersch_gianni,Alpecin - Deceuninck,0.242641,0.2746,-0.0429,0.6545,0,0.5162,0.4157,,,,,1385,311
verstrynge_emiel,Alpecin - Deceuninck,0.36722,0.4437,-0.2359,1.4728,0,0.6609,0.3783,,,,,1073,49
walsleben_philipp,Alpecin - Deceuninck,0.098969,0.104,-0.4818,0.9264,0,0.326,0.3813,,,,,306,56
wyseure_joran,Alpecin - Deceuninck,-0.374855,-0.3126,-0.6818,0.2695,0,0.457,0.4052,,,,,969,28
allegaert_piet,Cofidis,0.181299,0.1988,-0.0525,0.552,0,0.4066,0.2864,,,,,1603,350
aniołkowski_stanisław,Cofidis,0.051,0.0523,-0.3763,0.4879,0,0.4543,0.2201,,,,,599,124
barceló_fernando,Cofidis,-0.097608,-0.093,-0.4891,0.4267,0,0.3806,0.1576,,,,,431,96
berhane_natnael,Cofidis,-0.200619,-0.1818,-0.3999,0.1214,0,0.4587,0.2073,,,,,725,143
bonnafond_guillaume,Cofidis,0.239828,0.271,-0.3973,1.4958,0,0.5104,0.0913,,,,,221,36
bouhanni_nacer,Cofidis,0.158801,0.1721,-0.2192,0.6883,0,0.2427,0.2308,,,,,470,98
carvalho_andré,Cofidis,0.361255,0.4351,-0.0261,0.9198,0,0.2494,0.2734,,,,,861,140
champion_thomas,Cofidis,0.105998,0.1118,-0.1853,0.4678,0,0.4575,0.2828,,,,,1138,297
chetout_loïc,Cofidis,-0.189072,-0.1723,-0.4383,0.3551,0,0.3587,0.2451,,,,,470,121
coppens_michiel,Cofidis,0.420794,0.5232,-0.5999,3.9827,0,-0.1029,0.0229,,,,,287,10
coquard_bryan,Cofidis,0.323688,0.3822,0.0291,0.6877,1,0.389,0.2443,,,,,1188,308
dati_tommaso,Cofidis,-0.883534,-0.5867,-0.8136,-0.0834,1,-0.5234,0.1864,,,,,289,11
delettre_alexandre,Cofidis,-0.430987,-0.3501,-0.5282,-0.0241,1,0.2885,0.2152,,,,,596,137
edet_nicolas,Cofidis,0.158138,0.1713,-0.1514,0.7458,0,0.5823,0.285,,,,,901,241
fernández_rubén,Cofidis,0.112499,0.1191,-0.1205,0.515,0,0.4809,0.2764,,,,,1138,293
ferron_valentin,Cofidis,0.107769,0.1138,-0.339,1.1688,0,0.0581,0.1004,,,,,289,38
finé_eddy,Cofidis,-0.005088,-0.0051,-0.2535,0.2945,0,0.3574,0.3042,,,,,1873,233
fortin_filippo,Cofidis,-0.551897,-0.4241,-0.6609,-0.0203,1,0.1694,0.1697,,,,,249,46
fretin_milan,Cofidis,0.258441,0.2949,-0.1939,1.3024,0,0.677,0.2306,,,,,576,121
haas_nathan,Cofidis,-0.004662,-0.0047,-0.3351,0.4962,0,0.4399,0.1241,,,,,434,99
hermans_ben,Cofidis,-0.212152,-0.1912,-0.5974,0.8494,0,0.231,-0.0137,,,,,287,55
herrada_jesús,Cofidis,0.308504,0.3614,0.1187,0.6951,1,0.4653,0.3155,,,,,2103,577
herrada_josé,Cofidis,0.060897,0.0628,-0.1506,0.3408,0,0.4682,0.2977,,,,,1509,349
hofstetter_hugo,Cofidis,4.545369,93.1952,-1.0,inf,0,0.9892,0.2239,,,,,481,104
huck_léandre,Cofidis,-0.16084,-0.1486,-0.6949,1.6545,0,0.1712,0.1391,,,,,289,17
izquierdo_clément,Cofidis,-0.07452,-0.0718,-0.4898,0.3065,0,0.234,0.0992,,,,,289,59
larmet_ilan,Cofidis,0.082804,0.0863,-0.4054,1.2185,0,-0.3103,0.19,,,,,575,20
lastra_jonathan,Cofidis,0.145864,0.157,-0.181,0.6534,0,0.4701,0.2455,,,,,864,210
le_turnier_mathias,Cofidis,0.286442,0.3317,-0.102,0.9251,0,0.4406,0.2507,,,,,646,152
lebreton_jacques,Cofidis,-0.7767,-0.5401,-0.8344,0.2056,0,-0.2881,0.0628,,,,,255,11
lemoine_cyril,Cofidis,-0.375048,-0.3127,-0.5768,-0.0063,1,0.4434,0.2732,,,,,646,143
leyder_pit,Cofidis,-0.611992,-0.4577,-0.8746,0.8274,0,0.1923,0.1047,,,,,261,10
mahoudo_nolann,Cofidis,0.421186,0.5238,0.0142,1.2915,1,0.3568,0.2223,,,,,576,111
maisonobe_sam,Cofidis,-0.135364,-0.1266,-0.6012,0.5197,0,0.1901,0.1251,,,,,289,66
mariault_axel,Cofidis,-0.260696,-0.2295,-0.5435,0.223,0,0.3029,0.1784,,,,,575,92
maté_luis_ángel,Cofidis,0.332817,0.3949,-0.1408,1.0719,0,0.5068,0.2614,,,,,646,161
mathis_marco,Cofidis,-0.226923,-0.203,-0.5972,0.3646,0,0.3797,0.0716,,,,,463,92
meehan_jamie,Cofidis,-1.015391,-0.6377,-0.8448,0.029,0,-0.4518,0.1666,,,,,289,11
morin_emmanuel,Cofidis,-0.050967,-0.0497,-0.3173,0.2692,0,0.3087,0.2724,,,,,901,158
navarro_daniel,Cofidis,-0.565311,-0.4318,-0.7188,0.3061,0,0.6155,0.1355,,,,,221,65
noppe_christophe,Cofidis,-0.225695,-0.202,-0.466,0.1782,0,0.4918,0.2101,,,,,575,96
ourselin_paul,Cofidis,0.244389,0.2768,-0.2568,1.2917,0,0.2091,0.1355,,,,,289,61
perez_anthony,Cofidis,0.027907,0.0283,-0.1618,0.262,0,0.4613,0.3216,,,,,2073,510
périchon_pierre-luc,Cofidis,0.057929,0.0596,-0.2463,0.4037,0,0.4959,0.2689,,,,,1302,322
renard_alexis,Cofidis,0.030237,0.0307,-0.2437,0.2946,0,0.4153,0.2526,,,,,1172,252
robeet_ludovic,Cofidis,0.328812,0.3893,-0.141,1.1952,0,0.3947,0.2411,,,,,576,106
rossetto_stéphane,Cofidis,-0.311797,-0.2679,-0.582,0.2016,0,0.5736,0.2391,,,,,646,172
sajnok_szymon,Cofidis,-0.347093,-0.2933,-0.5611,0.1647,0,0.4082,0.2784,,,,,563,97
samitier_sergio,Cofidis,0.048855,0.0501,-0.3812,0.7831,0,0.5651,0.1476,,,,,289,84
simon_julien,Cofidis,0.199722,0.2211,-0.2849,1.1721,0,0.5524,0.2752,,,,,470,138
skaarseth_anders,Cofidis,-0.682546,-0.4947,-0.8801,1.754,0,0.2706,0.0803,,,,,221,11
soupe_geoffrey,Cofidis,0.139305,0.1495,-0.1803,0.9049,0,0.1584,0.2105,,,,,470,104
teklehaimanot_daniel,Cofidis,-0.286236,-0.2489,-0.6047,0.4652,0,0.5828,0.1355,,,,,270,58
toumire_hugo,Cofidis,-0.383441,-0.3185,-0.4668,-0.097,1,0.2919,0.2602,,,,,1454,228
turgis_anthony,Cofidis,-0.41343,-0.3386,-0.7491,0.4271,0,0.4804,-0.0419,,,,,232,70
turgis_jimmy,Cofidis,0.039199,0.04,-0.4784,0.7527,0,0.1759,0.041,,,,,221,49
van_staeyen_michael,Cofidis,0.420973,0.5234,-0.2719,1.775,0,0.2246,0.1203,,,,,221,47
vanbilsen_kenneth,Cofidis,-0.085531,-0.082,-0.2828,0.1831,0,0.4533,0.3263,,,,,1209,250
viviani_attilio,Cofidis,-0.322828,-0.2759,-0.4906,0.0735,0,0.4647,0.2069,,,,,709,116
waeytens_zico,Cofidis,0.213904,0.2385,-0.2348,1.6251,0,0.155,0.1881,,,,,249,56
wood_harrison,Cofidis,-0.175155,-0.1607,-0.3932,0.3029,0,0.4831,0.2368,,,,,883,138
alba_juan_diego,Movistar Team,-0.588144,-0.4446,-0.7078,-0.0631,1,0.4342,0.0383,,,,,384,55
anacona_winner,Movistar Team,0.342624,0.4086,-0.128,1.311,0,0.4833,0.2337,,,,,497,140
arcas_jorge,Movistar Team,0.137777,0.1477,-0.0563,0.3709,0,0.394,0.2582,,,,,1907,494
aular_orluis,Movistar Team,-1.417831,-0.7578,-0.9993,5.1465,0,0.9743,-0.1359,,,,,270,72
barrenetxea_jon,Movistar Team,-0.3224,-0.2756,-0.5733,0.1851,0,0.4168,-0.0116,,,,,519,125
bennati_daniele,Movistar Team,-0.546679,-0.4211,-0.681,0.0241,0,0.5625,0.2377,,,,,486,86
betancur_carlos,Movistar Team,0.373658,0.453,-0.141,1.5603,0,0.5974,0.2365,,,,,647,128
bico_nuno,Movistar Team,-0.858743,-0.5763,-0.8063,0.0359,0,0.5907,0.2114,,,,,241,52
canal_carlos,Movistar Team,0.951655,1.59,0.4193,3.2488,1,0.5354,-0.0448,,,,,530,131
carretero_héctor,Movistar Team,-0.07004,-0.0676,-0.3255,0.2326,0,0.525,0.2494,,,,,870,263
castillo_kevin_david,Movistar Team,-0.171231,-0.1574,-0.5757,1.7503,0,0.1007,-0.1328,,,,,262,17
castrillo_jaime,Movistar Team,-0.006182,-0.0062,-0.329,0.6645,0,0.5262,0.2537,,,,,486,106
castrillo_pablo,Movistar Team,-1.170075,-0.6897,-0.8718,-0.2131,1,0.661,-0.1789,,,,,262,74
cepeda_jefferson_alveiro,Movistar Team,0.232372,0.2616,-0.3435,1.3771,0,0.5137,-0.1286,,,,,267,67
cullaigh_gabriel,Movistar Team,0.175102,0.1914,-0.348,0.9633,0,0.4399,0.1391,,,,,389,47
de_la_parte_víctor,Movistar Team,0.412199,0.5101,-0.2024,1.8799,0,0.5052,0.0645,,,,,253,79
elosegui_iñigo,Movistar Team,-0.017399,-0.0172,-0.371,0.3195,0,0.4026,0.2391,,,,,636,95
erviti_imanol,Movistar Team,0.484364,0.6231,0.2719,1.1201,1,0.6312,0.2597,,,,,1405,421
gonzález_abner,Movistar Team,-0.558243,-0.4278,-0.6591,-0.1064,1,0.4975,0.2066,,,,,744,129
mas_lluís,Movistar Team,-0.115944,-0.1095,-0.3385,0.1998,0,0.3438,0.2213,,,,,1158,255
mora_sebastián,Movistar Team,0.373428,0.4527,-0.1925,1.8209,0,0.4736,-0.0401,,,,,384,65
moro_manlio,Movistar Team,0.519334,0.6809,0.0083,1.8564,1,0.4252,-0.0659,,,,,519,94
oliveira_nelson,Movistar Team,0.318023,0.3744,0.0599,0.6695,1,0.5953,0.256,,,,,1938,555
pedrero_antonio,Movistar Team,-0.185472,-0.1693,-0.3253,0.0079,0,0.4928,0.2678,,,,,1903,465
pescador_diego,Movistar Team,0.549702,0.7327,-0.2213,2.3321,0,0.4526,-0.1306,,,,,262,47
prades_eduard,Movistar Team,0.506558,0.6596,-0.0941,2.1511,0,0.463,0.0956,,,,,399,87
quintana_dayer,Movistar Team,-0.545831,-0.4206,-0.7615,0.2865,0,0.6425,0.2002,,,,,241,81
quintana_nairo,Movistar Team,0.259136,0.2958,-0.1191,0.9521,0,0.7022,0.1649,,,,,1023,279
rangel_vinícius,Movistar Team,-0.244141,-0.2166,-0.5359,0.3118,0,0.4476,0.1794,,,,,771,93
roelandts_jürgen,Movistar Team,0.313895,0.3687,-0.1902,1.052,0,0.4623,0.1337,,,,,399,83
rojas_josé_joaquín,Movistar Team,0.28726,0.3328,-0.0102,0.5817,0,0.4978,0.2713,,,,,1390,413
romeo_iván,Movistar Team,0.395354,0.4849,0.0366,1.2102,1,0.3928,0.0337,,,,,792,154
rosón_jaime,Movistar Team,-0.4531,-0.3643,-0.7372,0.4582,0,0.5435,0.1808,,,,,241,41
rubio_einer,Movistar Team,-0.010751,-0.0107,-0.2825,0.3219,0,0.5881,0.1974,,,,,1428,354
sánchez_pelayo,Movistar Team,0.048244,0.0494,-0.37,0.6873,0,0.4473,-0.0113,,,,,519,104
serrano_gonzalo,Movistar Team,0.391744,0.4796,0.111,0.9601,1,0.2959,0.1775,,,,,1278,265
sunekær_norsgaard_mathias,Movistar Team,0.122416,0.1302,-0.1344,0.4381,0,0.3394,0.1625,,,,,1450,286
torres_albert,Movistar Team,0.084113,0.0878,-0.1969,0.3621,0,0.5434,0.2051,,,,,1417,308
valverde_alejandro,Movistar Team,4.298801,72.6115,3.346,2365.3735,1,0.9883,0.2492,,,,,1149,375
abrahamsen_jonas,Uno-X Mobility,-0.179086,-0.164,-0.3101,0.1413,0,0.4837,0.2786,,,,,995,335
andersen_idar,Uno-X Mobility,0.228839,0.2571,-0.1291,0.8397,0,0.2939,0.2841,,,,,766,124
årnes_daniel,Uno-X Mobility,-1.34854,-0.7404,-0.8876,-0.4616,1,0.1346,0.066,,,,,206,16
bendixen_louis,Uno-X Mobility,-0.079849,-0.0767,-0.3959,0.3813,0,0.2355,0.194,,,,,410,83
bévort_carl-frederik,Uno-X Mobility,-0.35214,-0.2968,-0.5884,0.1727,0,0.4659,0.2374,,,,,625,57
blikra_erlend,Uno-X Mobility,-0.14557,-0.1355,-0.3158,0.2378,0,0.4458,0.3052,,,,,972,189
blume_levy_william,Uno-X Mobility,-0.085086,-0.0816,-0.3346,0.2946,0,0.3842,0.2605,,,,,805,195
brynsrud_magnus,Uno-X Mobility,-0.761278,-0.5329,-0.7781,-0.0011,1,-0.1653,0.1674,,,,,384,13
dalby_simon,Uno-X Mobility,-0.376126,-0.3135,-0.5815,-0.0213,1,0.5122,0.2818,,,,,805,86
dversnes_lavik_fredrik,Uno-X Mobility,0.166022,0.1806,-0.0769,0.6692,0,0.2936,0.2499,,,,,805,221
fredheim_stian,Uno-X Mobility,0.035678,0.0363,-0.2561,0.5297,0,0.2831,0.264,,,,,814,159
hindsgaul_jacob,Uno-X Mobility,0.054693,0.0562,-0.2676,0.432,0,0.32,0.3346,,,,,551,102
holter_ådne,Uno-X Mobility,0.179852,0.197,-0.1513,0.6742,0,0.2808,0.2757,,,,,805,174
hulgaard_morten,Uno-X Mobility,-0.281719,-0.2455,-0.4624,0.0452,0,0.1823,0.2747,,,,,358,90
ingebrigtsen_storm,Uno-X Mobility,-0.11476,-0.1084,-0.8079,2.3647,0,0.3738,0.1361,,,,,215,10
johannessen_anders_halland,Uno-X Mobility,0.306999,0.3593,-0.0486,0.8239,0,0.3564,0.2834,,,,,936,195
johannessen_tobias_halland,Uno-X Mobility,0.662663,0.94,0.2588,1.6672,1,0.5229,0.2822,,,,,965,233
kulset_johannes,Uno-X Mobility,-0.377323,-0.3143,-0.5332,0.0229,0,0.4988,0.248,,,,,625,139
kulset_kristian,Uno-X Mobility,-0.020422,-0.0202,-0.2778,0.5666,0,0.3864,0.2818,,,,,347,72
kulset_magnus,Uno-X Mobility,-0.063791,-0.0618,-0.3613,0.3963,0,0.3658,0.2748,,,,,805,108
kulset_sindre,Uno-X Mobility,-0.044796,-0.0438,-0.3834,0.5882,0,0.3986,0.3014,,,,,757,67
larsen_niklas,Uno-X Mobility,0.019958,0.0202,-0.2677,0.4775,0,0.1624,0.2815,,,,,768,117
løland_sakarias_koller,Uno-X Mobility,-0.194893,-0.1771,-0.4348,0.2039,0,0.3919,0.265,,,,,936,105
norman_leth_lasse,Uno-X Mobility,0.206721,0.2296,-0.2124,0.7586,0,0.1564,0.23,,,,,395,70
pedersen_henrik,Uno-X Mobility,-0.600482,-0.4515,-0.7385,0.303,0,0.4828,0.0503,,,,,421,56
resell_erik_nordsæter,Uno-X Mobility,0.088246,0.0923,-0.117,0.4482,0,0.4678,0.301,,,,,986,260
sander_hansen_marcus,Uno-X Mobility,-0.014569,-0.0145,-0.3987,0.6932,0,0.3774,0.253,,,,,590,68
saugstad_lars,Uno-X Mobility,0.222665,0.2494,-0.1306,1.0775,0,0.3667,0.2387,,,,,347,75
skaarseth_iver,Uno-X Mobility,-0.399546,-0.3294,-0.5473,0.0419,0,0.2665,0.2136,,,,,347,59
sleen_torjus,Uno-X Mobility,0.611478,0.8432,0.0727,1.7676,1,0.3644,0.248,,,,,347,71
tiller_rasmus,Uno-X Mobility,-0.006963,-0.0069,-0.288,0.474,0,0.6311,0.279,,,,,959,278
urianstad_bugge_martin,Uno-X Mobility,0.219016,0.2449,-0.0015,0.4888,0,0.1912,0.2931,,,,,983,256
wallin_rasmus_bøgh,Uno-X Mobility,0.389853,0.4768,-0.1281,1.4649,0,0.2453,0.0669,,,,,421,83
wærenskjold_søren,Uno-X Mobility,0.44175,0.5554,0.1136,0.9767,1,0.416,0.2828,,,,,956,243
wærsted_syver,Uno-X Mobility,-0.027043,-0.0267,-0.2892,0.3446,0,0.0229,0.1707,,,,,353,92
biermans_jenthe,Arkéa,0.343128,0.4093,0.0366,0.9157,1,0.3743,0.1817,,,,,862,185
boudat_thomas,Arkéa,-0.894116,-0.591,-0.757,-0.1837,1,0.2859,0.1429,,,,,354,87
bouet_maxime,Arkéa,0.148003,0.1595,-0.0869,0.5387,0,0.4677,0.3917,,,,,1285,292
capiot_amaury,Arkéa,0.239252,0.2703,-0.0045,0.5977,0,0.3961,0.3133,,,,,1338,252
carbel_michael,Arkéa,0.546247,0.7268,-0.4595,2.363,0,0.4453,0.0719,,,,,203,46
costiou_ewen,Arkéa,-0.119942,-0.113,-0.3418,0.2214,0,0.4243,0.2625,,,,,1129,191
