nom_pcs,annee,stage,classification,max_pts
rhone-alpes-isere-tour,2024,stage_1,2.2,5.0
nc-south-korea-itt,2024,result,NC,15.0
vuelta-a-burgos,2024,stage_4,2.Pro,30.0
nc-costa-rica,2024,result,NC,15.0
circuit-des-xi-villes,2024,result,1.1,75.0
grand-prix-de-la-ville-de-perenchies,2024,result,1.2,15.0
itzulia-basque-country,2024,stage_1,2.UWT,50.0
vuelta-a-espana,2024,stage_15,2.UWT,80.0
nc-bermuda,2024,result,NC,15.0
gp-internacional-beiras-e-serra-da-estrela,2024,stage_3,2.2,5.0
nc-antigua-and-barbuda,2024,result,NC,15.0
nc-china-itt,2024,result,NC,15.0
tour-of-japan,2024,stage_2,2.2,5.0
scheldeprijs,2024,result,1.Pro,125.0
tour-of-turkey,2024,stage_3,2.Pro,30.0
tour-of-japan,2024,stage_5,2.2,5.0
tour-of-malopolska,2024,stage_2,2.2,5.0
vuelta-bantrab,2024,stage_5,2.2,5.0
tour-of-malopolska,2024,stage_1,2.2,5.0
tour-de-pologne,2024,stage_7,2.UWT,50.0
gp-de-fourmies,2024,result,1.Pro,125.0
settimana-internazionale-coppi-e-bartali,2024,stage_4,2.1,20.0
tour-of-magnificent-qinghai,2024,stage_5,2.Pro,30.0
tour-auvergne-rhone-alpes,2024,stage_3,2.UWT,50.0
tour-du-mali,2024,stage_1,2.2,5.0
tour-of-bulgaria,2024,stage_5,2.2,5.0
tour-du-limousin,2024,stage_1,2.1,20.0
alula-tour,2024,stage_4,2.1,20.0
nc-belgium,2024,result,NC,15.0
gp-int-torres-vedras,2024,stage_2,2.2,5.0
tour-de-taiwan,2024,stage_5,2.1,20.0
gp-d-isbergues,2024,result,1.1,75.0
nc-mauritius-itt,2024,result,NC,15.0
vuelta-a-la-comunidad-valenciana,2024,stage_1,2.Pro,30.0
national-championships-saint-vincent4,2024,result,NC,15.0
tour-of-thailand,2024,stage_4,2.1,
ringerike-gp,2024,result,1.2,15.0
tour-de-la-mirabelle,2024,stage_1,2.2,5.0
tour-of-norway,2024,stage_4,2.Pro,30.0
giro-d-italia,2024,stage_7,2.UWT,80.0
prueba-villafranca,2024,result,1.1,75.0
fleche-du-sud,2024,stage_4,2.2,5.0
vuelta-a-espana,2024,stage_16,2.UWT,80.0
druivenkoers-overijse,2024,result,1.1,75.0
dwars-door-het-hageland,2024,result,1.Pro,125.0
nokere-koerse,2024,result,1.Pro,125.0
tour-de-france,2024,stage_4,2.UWT,100.0
tour-du-poitou-charentes-et-de-la-vienne,2024,stage_2,2.1,20.0
jamaica-international-cycling-classic,2024,stage_1,2.2,5.0
circuito-de-getxo,2024,result,1.1,75.0
tour-down-under,2024,stage_3,2.UWT,50.0
tour-de-france,2024,stage_7,2.UWT,100.0
volta-a-catalunya,2024,stage_5,2.UWT,50.0
tour-of-japan,2024,stage_4,2.2,5.0
championnat-des-iles-de-l-ocean-indien2,2024,result,1.2,15.0
tour-cycliste-international-la-provence,2024,stage_3,2.1,20.0
tour-d-algerie-cycliste,2024,stage_4,2.2,5.0
tour-of-rwanda,2024,stage_8,2.1,20.0
nc-brazil,2024,result,NC,15.0
tour-of-malopolska,2024,prologue,2.2,5.0
nc-hong-kong,2024,result,NC,15.0
vuelta-internacional-a-costa-rica,2024,stage_5,2.2,5.0
danish-championships,2024,result,NC,15.0
grand-prix-chantal-biya,2024,stage_4,2.2,5.0
nc-ivory-coast,2024,result,NC,15.0
african-continental-championships-itt,2024,result,CC,60.0
national-championships-bahrain-road-race,2024,result,NC,15.0
tour-down-under,2024,stage_4,2.UWT,50.0
giro-d-italia,2024,stage_1,2.UWT,80.0
tour-de-l-ain,2024,stage_2,2.1,20.0
boucles-de-la-mayenne,2024,prologue,2.Pro,30.0
nc-japan,2024,result,NC,15.0
championnat-des-iles-de-l-ocean-indien,2024,result,1.2,15.0
etoile-de-besseges,2024,stage_3,2.1,20.0
okolo-jiznich-cech,2024,stage_1,2.2,5.0
tour-of-sharjah,2024,stage_4,2.2,5.0
grand-prix-de-plouay,2024,result,1.2,15.0
tour-de-france,2024,stage_13,2.UWT,100.0
czech-tour,2024,stage_4,2.1,20.0
tour-of-hainan,2024,stage_3,2.Pro,30.0
dwars-door-vlaanderen,2024,result,1.UWT,225.0
rhone-alpes-isere-tour,2024,stage_3,2.2,5.0
milano-sanremo,2024,result,1.UWT,275.0
nc-india-itt,2024,result,NC,15.0
tour-of-taihu-lake,2024,stage_4,2.Pro,30.0
tour-du-benin,2024,stage_1,2.2,5.0
gp-de-valence,2024,result,1.1,75.0
okolo-slovenska,2024,stage_3,2.1,20.0
vuelta-a-guatemala,2024,stage_7,2.2,5.0
vuelta-a-espana,2024,stage_17,2.UWT,80.0
tour-auvergne-rhone-alpes,2024,stage_6,2.UWT,50.0
nc-germany-itt,2024,result,NC,15.0
tour-of-hainan,2024,stage_2,2.Pro,30.0
tour-d-algerie-cycliste,2024,stage_1,2.2,5.0
nc-venezuela-itt,2024,result,NC,15.0
ncgreat-britain,2024,result,NC,15.0
nc-serbia,2024,result,NC,15.0
chrono-des-nations,2024,result,1.1,75.0
tour-cycliste-international-de-la-guadeloupe,2024,stage_2,2.2,5.0
tour-of-poyang-lake,2024,stage_7,2.2,5.0
tour-of-istanbul,2024,stage_1,2.1,20.0
omloop-der-kempen,2024,result,1.2,15.0
classic-brugge-de-panne,2024,result,1.UWT,225.0
tour-auvergne-rhone-alpes,2024,stage_4,2.UWT,50.0
asian-cycling-championships-itt,2024,result,CC,60.0
omloop-het-nieuwsblad,2024,result,1.UWT,225.0
tour-of-samsun,2024,stage_2,2.2,5.0
nc-philippines-itt,2024,result,NC,15.0
national-championships-bahrain-me-itt,2024,result,NC,15.0
tour-de-kyushu,2024,stage_2,2.1,20.0
tour-du-cameroun,2024,stage_1,2.2,5.0
vuelta-a-espana,2024,stage_6,2.UWT,80.0
nc-india-rr,2023,result,NC,15.0
giro-d-italia,2024,stage_6,2.UWT,80.0
settimana-internazionale-coppi-e-bartali,2024,stage_2,2.1,20.0
nc-hungary-itt,2024,result,NC,15.0
renewi-tour,2024,stage_5,2.UWT,50.0
vuelta-a-guatemala,2024,stage_5,2.2,5.0
rhone-alpes-isere-tour,2024,stage_5,2.2,5.0
nc-namibia,2024,result,NC,15.0
nc-egypt,2024,result,NC,15.0
national-championships-oman-itt,2024,result,NC,15.0
tour-down-under,2024,stage_2,2.UWT,50.0
uae-tour,2024,stage_2,2.UWT,50.0
tour-of-thailand,2024,stage_6,2.1,20.0
tour-cycliste-international-de-la-guadeloupe,2024,stage_4,2.2,5.0
colombia-21,2024,stage_6,2.1,20.0
banyuwangi-tour-de-ijen,2024,stage_3,2.2,5.0
vuelta-al-tachira,2024,stage_7,2.2,5.0
national-championships-indonesia-itt,2024,result,NC,15.0
vuelta-al-tachira,2024,stage_8,2.2,5.0
tour-of-turkey,2024,stage_1,2.Pro,30.0
grand-prix-erciyes-mimar-sinan-me,2024,result,1.2,15.0
porec-trophy,2024,result,1.2,15.0
gp-kranj,2024,result,1.2,15.0
vuelta-a-ecuador,2024,stage_3,2.2,5.0
tour-de-siak,2024,stage_3,2.2,5.0
tour-de-suisse,2024,stage_3,2.UWT,50.0
tour-of-oman,2024,stage_2,2.Pro,30.0
vuelta-bantrab,2024,stage_3,2.2,5.0
tour-of-the-gila,2024,stage_2,2.2,5.0
nc-malaysia,2024,result,NC,15.0
nc-albania-itt,2024,result,NC,15.0
okolo-slovenska,2024,stage_2,2.1,20.0
tour-du-cameroun,2024,stage_2,2.2,5.0
tour-du-poitou-charentes-et-de-la-vienne,2024,stage_3,2.1,20.0
nc-croatia-itt,2024,result,NC,15.0
tour-de-hongrie,2024,stage_4,2.Pro,30.0
gravel-and-tar,2024,result,1.2,15.0
tour-of-lithuania,2024,stage_3,2.2,5.0
nc-colombia-itt,2024,result,NC,15.0
muscat-classic,2024,result,1.1,75.0
mercan-tour-classic-alpes-maritimes,2024,result,1.1,75.0
deia-trophy,2024,result,1.1,75.0
tour-of-albania,2024,stage_1,2.2,5.0
nc-spain,2024,result,NC,15.0
panamerican-champ-itt,2024,result,CC,60.0
nc-chile-itt,2024,result,NC,15.0
nc-canada2,2024,result,NC,15.0
trofeo-pollenca-port-d-andratx,2024,result,1.1,75.0
gp-de-wallonie,2024,result,1.Pro,125.0
tour-of-denmark,2024,stage_2,2.Pro,30.0
nc-uruguay,2024,result,NC,15.0
tour-de-pologne,2024,stage_6,2.UWT,50.0
tour-of-rwanda,2024,stage_2,2.1,20.0
la-roue-tourangelle,2024,result,1.1,75.0
nc-ukraine-itt,2024,result,NC,15.0
nc-ethiopia-itt,2024,result,NC,15.0
gp-goriska-vipava-valley,2024,result,1.2,15.0
uec-road-european-championships-me,2024,result,CC,150.0
vuelta-a-espana,2024,stage_13,2.UWT,80.0
tour-of-austria,2024,stage_1,2.1,20.0
tour-du-benin,2024,stage_5,2.2,5.0
faun-ardeche-classic,2024,result,1.Pro,125.0
banyuwangi-tour-de-ijen,2024,stage_2,2.2,5.0
istrian-spring-tour,2024,stage_1,2.2,5.0
settimana-internazionale-coppi-e-bartali,2024,stage_1,2.1,20.0
tour-of-samsun,2024,stage_4,2.2,5.0
tour-of-turkey,2024,stage_7,2.Pro,30.0
tour-du-maroc,2024,stage_1,2.2,5.0
oberosterreichrundfahrt,2024,stage_2,2.2,5.0
nc-morocco-itt,2024,result,NC,15.0
tour-of-the-alps,2024,stage_1,2.Pro,30.0
le-tour-de-bretagne,2024,stage_1,2.2,5.0
national-championships-botswana-me-itt,2024,result,NC,15.0
tour-des-alpes-maritimes,2024,stage_1,2.1,20.0
milano-torino,2024,result,1.Pro,125.0
sibiu-cycling-tour,2024,stage_1,2.1,20.0
uae-tour,2024,stage_3,2.UWT,50.0
tour-of-samsun,2024,stage_1,2.2,5.0
tour-auvergne-rhone-alpes,2024,stage_8,2.UWT,50.0
volta-a-catalunya,2024,stage_1,2.UWT,50.0
bretagne-classic,2024,result,1.UWT,225.0
nc-new-zealand,2024,result,NC,15.0
nc-ireland,2024,result,NC,15.0
nc-antigua-and-barbuda-itt,2024,result,NC,15.0
omloop-van-het-houtland-lichtervelde,2024,result,1.1,75.0
nc-czech-republic2,2024,result,NC,15.0
tour-of-the-gila,2024,stage_1,2.2,5.0
tour-of-slovenia,2024,stage_2,2.Pro,30.0
courts-mammouth-classique-de-l-ile-maurice,2024,result,1.2,15.0
nc-puerto-rico,2024,result,NC,15.0
kreiz-breizh-elites,2024,stage_1,2.2,5.0
vuelta-bantrab,2024,stage_2,2.2,5.0
nc-croatia,2024,result,NC,15.0
giro-del-veneto,2024,result,1.Pro,125.0
vuelta-ciclista-a-la-region-de-murcia,2024,result,1.1,75.0
tour-of-guangxi,2024,stage_2,2.UWT,50.0
nc-ecuador-itt,2024,result,NC,15.0
circuit-des-ardennes,2024,stage_2,2.2,5.0
tour-du-maroc,2024,stage_2,2.2,5.0
ronde-de-l-oise,2024,stage_2,2.2,5.0
nc-united-arab-emirates,2024,result,NC,15.0
nc-philippines,2024,result,NC,15.0
tour-of-austria,2024,stage_3,2.1,20.0
tour-de-serbie,2024,stage_3,2.2,5.0
race-torquay,2024,result,1.1,75.0
gp-citta-di-peccioli,2024,result,1.Pro,125.0
tour-de-kumano,2024,stage_2,2.2,5.0
tour-de-france,2024,stage_6,2.UWT,100.0
ronde-van-overijssel,2024,result,1.2,15.0
nc-ukraine,2024,result,NC,15.0
tour-du-finistere,2024,result,1.1,75.0
tour-de-france,2024,stage_5,2.UWT,100.0
le-tour-de-bretagne,2024,stage_2,2.2,5.0
national-championships-honduras-road-race,2024,result,NC,15.0
settimana-internazionale-coppi-e-bartali,2024,stage_5,2.1,20.0
nc-great-britain-itt,2024,result,NC,15.0
le-tour-de-bretagne,2024,stage_3,2.2,5.0
african-championships,2024,result,CC,150.0
volta-a-portugal,2024,stage_1,2.1,20.0
nc-kosovo-itt,2024,result,NC,15.0
tour-of-mersin,2024,stage_1,2.2,5.0
tour-of-antalya,2024,stage_3,2.1,20.0
trofeo-palma,2024,result,1.1,75.0
nc-burkina-faso,2024,result,NC,15.0
vuelta-a-la-comunidad-valenciana,2024,stage_2,2.Pro,30.0
banja-luka-belgrade-i,2024,stage_2,2.2,5.0
tour-of-belgium,2024,stage_5,2.Pro,30.0
tour-cycliste-international-la-provence,2024,stage_2,2.1,20.0
nc-finland-itt,2024,result,NC,15.0
itzulia-basque-country,2024,stage_2,2.UWT,50.0
le-tour-de-bretagne,2024,stage_6,2.2,5.0
nc-hong-kong-itt,2024,result,NC,15.0
tour-de-france,2024,stage_15,2.UWT,100.0
new-zealand-cycle-classic,2024,stage_4,2.2,5.0
tour-d-algerie-cycliste,2024,stage_2,2.2,5.0
nc-colombia,2024,result,NC,15.0
national-championships-cameroon-road-race,2024,result,NC,15.0
tour-du-doubs,2024,result,1.1,75.0
volta-ao-algarve,2024,stage_3,2.Pro,30.0
tour-d-eure-et-loir,2024,stage_3,2.2,5.0
volta-a-portugal,2024,stage_5,2.1,20.0
gp-herning,2024,result,1.2,15.0
circuit-des-ardennes,2024,stage_3,2.2,5.0
tour-of-guangxi,2024,stage_4,2.UWT,50.0
nc-sweden,2024,result,NC,15.0
le-tour-de-bretagne,2024,stage_7,2.2,5.0
vuelta-internacional-a-costa-rica,2024,stage_8,2.2,5.0
region-pays-de-la-loire,2024,stage_3,2.1,20.0
vuelta-ciclista-a-venezuela,2024,stage_2,2.2,5.0
tour-of-szeklerland,2024,stage_2,2.2,5.0
tour-du-maroc,2024,stage_10,2.2,5.0
dookola-mazowsza,2024,stage_4,2.2,5.0
nc-kazakhstan,2024,result,NC,15.0
tour-of-rwanda,2024,stage_6,2.1,20.0
african-games-me-itt,2024,result,JC,80.0
national-championships-botswana-me-road-race,2024,result,NC,15.0
volta-a-portugal,2024,stage_3,2.1,20.0
grand-prix-chantal-biya,2024,stage_5,2.2,5.0
czech-tour,2024,stage_1,2.1,20.0
vuelta-a-espana,2024,stage_7,2.UWT,80.0
tour-du-mali,2024,stage_6,2.2,5.0
nc-morocco,2024,result,NC,15.0
tour-du-jura-cycliste,2024,result,1.1,75.0
giro-d-italia,2024,stage_10,2.UWT,80.0
nc-mauritius,2024,result,NC,15.0
nc-uzbekistan-itt,2024,result,NC,15.0
nc-belize-itt,2024,result,NC,15.0
nc-paraguay-itt,2024,result,NC,15.0
giro-dell-emilia,2024,result,1.Pro,125.0
grote-prijs-jean-pierre-monsere,2024,result,1.1,75.0
tour-de-romandie,2024,stage_2,2.UWT,50.0
tour-of-oman,2024,stage_4,2.Pro,30.0
tour-de-luxembourg,2024,stage_4,2.Pro,30.0
tour-of-norway,2024,stage_2,2.Pro,30.0
istrian-spring-tour,2024,prologue,2.2,5.0
tour-de-langkawi,2024,stage_3,2.Pro,30.0
due-giorni-marchigiana-gp-santa-rita,2024,result,1.2,15.0
e3-harelbeke,2024,result,1.UWT,225.0
vuelta-a-ecuador,2024,stage_7,2.2,5.0
figueira-champions-classic,2024,result,1.Pro,125.0
vuelta-a-espana,2024,stage_18,2.UWT,80.0
hadeland-gp,2024,result,1.2,15.0
trans-himalaya-cycling-race,2024,stage_2,2.2,5.0
volta-ao-algarve,2024,stage_5,2.Pro,30.0
arctic-race-of-norway,2024,stage_3,2.Pro,30.0
giro-d-italia,2024,stage_8,2.UWT,80.0
nc-benin,2024,result,NC,15.0
tour-of-the-alps,2024,stage_3,2.Pro,30.0
munsterland-giro,2024,result,1.Pro,125.0
gp-de-la-ville-de-lillers,2024,result,1.2,15.0
olympias-tour,2024,stage_5,2.2,5.0
tour-of-croatia,2024,stage_3,2.1,20.0
gp-antalya,2024,result,1.2,15.0
tour-de-romandie,2024,stage_5,2.UWT,50.0
boucles-de-l-aulne,2024,result,1.1,75.0
vuelta-a-la-comunidad-valenciana,2024,stage_4,2.Pro,30.0
tour-of-rwanda,2024,stage_5,2.1,20.0
vuelta-a-guatemala,2024,stage_8,2.2,5.0
omloop-van-het-waasland,2024,result,1.2,15.0
cholet-pays-de-loire,2024,result,1.1,75.0
tour-de-serbie,2024,stage_1,2.2,5.0
nc-cuba-itt,2024,result,NC,15.0
czech-tour,2024,stage_2,2.1,20.0
nc-netherlands,2024,result,NC,15.0
tour-de-kyushu,2024,stage_3,2.1,20.0
nc-kazakhstan-itt,2024,result,NC,15.0
tour-of-belgium,2024,stage_4,2.Pro,30.0
tour-de-suisse,2024,stage_2,2.UWT,50.0
nc-chile,2024,result,NC,15.0
tour-of-britain,2024,stage_3,2.Pro,30.0
antwerp-port-epic,2024,result,1.1,75.0
turul-romaniei,2024,stage_1,2.2,5.0
ronde-van-vlaanderen,2024,result,1.UWT,275.0
nc-norway,2024,result,NC,15.0
brussels-cycling-classic,2024,result,1.Pro,125.0
tour-de-pologne,2024,stage_2,2.UWT,50.0
nc-uruguay-itt,2024,result,NC,15.0
tour-of-magnificent-qinghai,2024,stage_4,2.Pro,30.0
national-championships-grenada-itt,2024,result,NC,15.0
nc-finland,2024,result,NC,15.0
silesian-classic,2024,result,1.2,15.0
tour-du-maroc,2024,stage_7,2.2,5.0
tour-of-denmark,2024,stage_3,2.Pro,30.0
tour-de-kumano,2024,stage_3,2.2,5.0
nc-iran,2024,result,NC,15.0
tour-d-algerie-cycliste,2024,stage_7,2.2,5.0
tour-of-lithuania,2024,stage_5,2.2,5.0
nc-denmark-itt,2024,result,NC,15.0
fleche-ardennaise,2024,result,1.2,15.0
giro-di-romagna,2024,result,1.1,75.0
course-cycliste-de-solidarnosc,2024,stage_1,2.2,5.0
tour-de-france,2024,stage_18,2.UWT,100.0
national-championships-seychelles-me-road-race,2024,result,NC,15.0
bueng-si-fai-international-road-race,2024,result,1.2,15.0
nc-cyprus-itt,2024,result,NC,15.0
giro-d-italia,2024,stage_4,2.UWT,80.0
tour-of-thailand,2024,stage_2,2.1,20.0
tour-of-japan,2024,stage_6,2.2,5.0
nc-tunisia,2024,result,NC,15.0
bredene-koksijde-classic,2024,result,1.Pro,125.0
alula-tour,2024,stage_5,2.1,20.0
tour-of-the-gila,2024,stage_3,2.2,5.0
vuelta-a-ecuador,2024,stage_5,2.2,5.0
vuelta-ciclista-a-venezuela,2024,stage_6,2.2,5.0
elite-road-caribbean-championships-road-race,2024,result,1.2,15.0
tour-of-britain,2024,stage_5,2.Pro,30.0
tour-of-albania,2024,stage_2,2.2,5.0
vuelta-bantrab,2024,stage_4,2.2,5.0
renewi-tour,2024,stage_3,2.UWT,50.0
tour-of-croatia,2024,stage_5,2.1,20.0
nc-slovakia,2024,result,NC,15.0
arno-wallaard-memorial,2024,result,1.2,15.0
african-games-road-race-me,2024,result,JC,175.0
tour-cycliste-international-de-la-guadeloupe,2024,stage_9,2.2,5.0
tour-of-turkey,2024,stage_5,2.Pro,30.0
giro-d-italia,2024,stage_21,2.UWT,80.0
tour-de-l-ain,2024,stage_1,2.1,20.0
gp-cerami,2024,result,1.2,15.0
gp-internacional-beiras-e-serra-da-estrela,2024,stage_1,2.2,5.0
national-championships-guam-me-itt2,2024,result,NC,15.0
banyuwangi-tour-de-ijen,2024,stage_1,2.2,5.0
nc-netherlands-itt,2024,result,NC,15.0
tirreno-adriatico,2024,stage_5,2.UWT,50.0
gp-de-la-somme,2024,result,1.2,15.0
oberosterreichrundfahrt,2024,stage_1,2.2,5.0
tour-de-france,2024,stage_17,2.UWT,100.0
dookola-mazowsza,2024,stage_1,2.2,5.0
ruta-del-sol,2024,stage_3,2.Pro,30.0
tour-de-wallonie,2024,stage_4,2.Pro,30.0
vuelta-a-burgos,2024,stage_5,2.Pro,30.0
nc-angola-itt,2024,result,NC,15.0
cupa-max-ausnit,2024,result,1.2,15.0
tour-of-japan,2024,stage_7,2.2,5.0
alanya-cup,2024,result,1.2,15.0
trofeo-matteotti,2024,result,1.1,75.0
strade-bianche,2024,result,1.UWT,225.0
nc-peru-itt,2024,result,NC,15.0
okolo-slovenska,2024,stage_4,2.1,20.0
grand-prix-altinkale,2024,result,1.2,15.0
nc-mongolia,2024,result,NC,15.0
tour-auvergne-rhone-alpes,2024,stage_1,2.UWT,50.0
circuit-de-wallonie,2024,result,1.1,75.0
tour-de-langkawi,2024,stage_6,2.Pro,30.0
vuelta-internacional-a-costa-rica,2024,stage_9,2.2,5.0
vuelta-ciclista-a-venezuela,2024,stage_4,2.2,5.0
tour-of-bostonliq,2024,stage_1,2.2,5.0
jamaica-international-cycling-classic,2024,stage_2,2.2,5.0
tour-cycliste-international-la-provence,2024,stage_1,2.1,20.0
tour-of-croatia,2024,stage_6,2.1,20.0
clasica-jaen-paraiso-interior,2024,result,1.1,75.0
gp-de-la-ville-d-alger,2024,result,1.2,15.0
4-jours-de-dunkerque,2024,stage_2,2.Pro,30.0
vuelta-a-espana,2024,stage_20,2.UWT,80.0
tour-of-austria,2024,stage_5,2.1,20.0
volta-ao-alentejo,2024,stage_2,2.2,5.0
czech-tour,2024,stage_3,2.1,20.0
tour-d-algerie-cycliste,2024,stage_8,2.2,5.0
vuelta-a-guatemala,2024,stage_2,2.2,5.0
fleche-du-sud,2024,stage_3,2.2,5.0
national-championships-iceland-itt,2024,result,NC,15.0
tour-de-france,2024,stage_20,2.UWT,100.0
tour-d-algerie-cycliste,2024,stage_5,2.2,5.0
volta-a-portugal,2024,stage_4,2.1,20.0
giro-d-italia,2024,stage_2,2.UWT,80.0
memorial-frank-vandenbroucke,2024,result,1.1,75.0
tour-de-langkawi,2024,stage_4,2.Pro,30.0
tour-d-eure-et-loir,2024,stage_2,2.2,5.0
nc-azerbaijan,2024,result,NC,15.0
okolo-jiznich-cech,2024,stage_3,2.2,5.0
turul-romaniei,2024,stage_5,2.2,5.0
tour-of-salalah,2024,stage_1,2.2,5.0
visegrad-4-bicycle-race-gp-polski-via-odra,2024,result,1.2,15.0
tour-of-albania,2024,stage_4,2.2,5.0
tour-du-maroc,2024,stage_4,2.2,5.0
tour-de-pologne,2024,stage_3,2.UWT,50.0
national-championships-saint-vincent1,2024,result,NC,15.0
olympias-tour,2024,stage_2,2.2,5.0
giro-d-italia,2024,stage_5,2.UWT,80.0
tour-do-rio,2024,stage_2,2.2,5.0
4-jours-de-dunkerque,2024,stage_4,2.Pro,30.0
tour-of-the-alps,2024,stage_4,2.Pro,30.0
tour-du-loir-et-cher,2024,stage_1,2.2,5.0
trofeo-torino-biella-giro-della-provincia-di-biell,2024,result,1.2,15.0
deutschland-tour,2024,stage_4,2.Pro,30.0
olympic-games-itt,2024,result,Olympics,300.0
tour-of-szeklerland,2024,stage_1,2.2,5.0
giro-della-regione-friuli-venezia-giulia,2024,stage_2,2.2,5.0
tour-de-france,2024,stage_12,2.UWT,100.0
zlm-tour,2024,stage_3,2.1,20.0
tour-auvergne-rhone-alpes,2024,stage_7,2.UWT,50.0
turul-romaniei,2024,stage_3,2.2,5.0
settimana-internazionale-coppi-e-bartali,2024,stage_3,2.1,20.0
amstel-gold-race,2024,result,1.UWT,225.0
gp-int-torres-vedras,2024,stage_1,2.2,5.0
fleche-du-sud,2024,stage_2,2.2,5.0
national-championships-benin-itt,2024,result,NC,15.0
trofeo-laigueglia,2024,result,1.Pro,125.0
la-fleche-wallonne,2024,result,1.UWT,225.0
colombia-21,2024,stage_1,2.1,20.0
tour-of-lithuania,2024,stage_1,2.2,5.0
nc-norway-itt,2024,result,NC,15.0
zlm-tour,2024,stage_5,2.1,20.0
fleche-du-sud,2024,stage_5,2.2,5.0
tour-de-hongrie,2024,stage_2,2.Pro,30.0
national-championships-virgin-islands-road-race,2024,result,NC,15.0
tour-de-beauce,2024,stage_5,2.2,5.0
tour-cycliste-international-de-la-guadeloupe,2024,stage_1,2.2,5.0
vuelta-ciclista-a-venezuela,2024,stage_7,2.2,5.0
nc-greece-itt,2024,result,NC,15.0
skoda-tour-de-maurice,2024,stage_3,2.2,5.0
zlm-tour,2024,stage_1,2.1,20.0
vuelta-a-burgos,2024,stage_2,2.Pro,30.0
vuelta-pilsen-a-colombia,2024,stage_1,2.2,5.0
ronde-de-l-oise,2024,stage_4,2.2,5.0
nc-ecuador,2024,result,NC,15.0
zlm-tour,2024,stage_4,2.1,20.0
vuelta-a-guatemala,2024,stage_10,2.2,5.0
tour-de-france,2024,stage_10,2.UWT,100.0
tour-cycliste-international-de-la-guadeloupe,2024,stage_3,2.2,5.0
nc-uganda,2024,result,NC,15.0
tour-du-poitou-charentes-et-de-la-vienne,2024,stage_4,2.1,20.0
tour-du-loir-et-cher,2024,stage_4,2.2,5.0
tour-de-kumano,2024,stage_1,2.2,5.0
tour-de-taiwan,2024,stage_3,2.1,20.0
gooikse-pijl,2024,result,1.1,75.0
grand-prix-soganli,2024,result,1.2,15.0
tour-alsace,2024,stage_5,2.2,5.0
tour-d-algerie-cycliste,2024,stage_3,2.2,5.0
nc-mexico,2024,result,NC,15.0
tour-du-mali,2024,stage_2,2.2,5.0
vuelta-pilsen-a-colombia,2024,stage_9,2.2,5.0
tirreno-adriatico,2024,stage_1,2.UWT,50.0
nc-malaysia-itt,2024,result,NC,15.0
nc-macedonia-itt,2024,result,NC,15.0
vuelta-a-guatemala,2024,stage_9,2.2,5.0
volta-ao-algarve,2024,stage_4,2.Pro,30.0
tour-alsace,2024,stage_4,2.2,5.0
alula-tour,2024,stage_1,2.1,20.0
nc-brazil-itt,2024,result,NC,15.0
paris-nice,2024,stage_1,2.UWT,50.0
nc-singapore-itt2,2024,result,NC,15.0
veneto-classic,2024,result,1.Pro,125.0
tour-of-poyang-lake,2024,stage_9,2.2,5.0
dookola-mazowsza,2024,stage_2,2.2,5.0
tour-de-langkawi,2024,stage_1,2.Pro,30.0
zlm-tour,2024,stage_2,2.1,20.0
eschborn-frankfurt,2024,result,1.UWT,225.0
brabantse-pijl,2024,result,1.Pro,125.0
vuelta-internacional-a-costa-rica,2024,stage_6,2.2,5.0
colombia-21,2024,stage_5,2.1,20.0
national-championships-iceland---road-race,2024,result,NC,15.0
nc-lithuania,2024,result,NC,15.0
tour-of-the-gila,2024,stage_5,2.2,5.0
tirreno-adriatico,2024,stage_3,2.UWT,50.0
tour-cycliste-international-de-la-guadeloupe,2024,stage_6,2.2,5.0
national-championships-laos-me-itt,2024,result,NC,15.0
vuelta-al-tachira,2024,stage_5,2.2,5.0
veenendaal-veenendaal,2024,result,1.1,75.0
tour-du-poitou-charentes-et-de-la-vienne,2024,stage_1,2.1,20.0
tour-of-estonia,2024,stage_2,2.1,20.0
trans-himalaya-cycling-race,2024,stage_3,2.2,5.0
vuelta-pilsen-a-colombia,2024,stage_6,2.2,5.0
tour-of-thailand,2024,stage_1,2.1,20.0
tour-de-luxembourg,2024,stage_1,2.Pro,30.0
gp-du-canton-d-argovie,2024,result,1.1,75.0
itzulia-basque-country,2024,stage_5,2.UWT,50.0
giro-d-italia,2024,stage_9,2.UWT,80.0
tour-du-cameroun,2024,stage_4,2.2,5.0
nc-eritrea-itt,2024,result,NC,15.0
tour-of-albania,2024,stage_5,2.2,5.0
skoda-tour-de-maurice,2024,stage_1,2.2,5.0
tour-de-romandie,2024,prologue,2.UWT,50.0
ronde-van-limburg,2024,result,1.1,75.0
giro-della-regione-friuli-venezia-giulia,2024,stage_4,2.2,5.0
deutschland-tour,2024,stage_3,2.Pro,30.0
tour-of-slovenia,2024,stage_4,2.Pro,30.0
nc-latvia,2024,result,NC,15.0
tour-de-romandie,2024,stage_4,2.UWT,50.0
tour-of-turkey,2024,stage_6,2.Pro,30.0
nc-portugal,2024,result,NC,15.0
grand-prix-kaisareiame,2024,result,1.2,15.0
tour-of-istanbul,2024,stage_4,2.1,20.0
nc-taiwan,2024,result,NC,15.0
tour-of-samsun,2024,stage_3,2.2,5.0
tour-de-kurpie,2024,stage_2,2.2,5.0
nc-el-salvador,2024,result,NC,15.0
