date,year,course,stage,stage_num,classification,distance_gpx_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,unknown_km,path_km,singletrack_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,max_pts,fichier_gpx,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km
2018-08-24,2018,great-war-remembrance-race,result,,1.1,192.39,123.0,55.0,10.3,3.88,0.623,95.5,4.2,2.88,72.0,0.0,0.0,0.248,6.97,0.0,1159.0,1139.0,155.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.8352,0.0,0.0,0.0,0.0,0.2,-0.4,-0.38,88.0,0.02,120.0,125.0,2018 Great War Remembrance Race.gpx,2.915,0.23,2.109,0.23,0.81,0.0
2018-08-24,2018,tour-du-poitou-charentes-et-de-la-vienne,stage_5,5.0,2.1,158.59,145.0,13.7,0.0,0.0,0.0,141.0,11.1,0.0,6.51,0.0,0.0,0.0,0.0,0.0,1210.0,1145.0,185.0,53.0,2.0,0.0,0.0,0.0,0.0,0.2988,0.0,0.0,0.0,0.0,0.4,0.43,1.04,69.0,0.25,517.0,14.0,2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-25,2018,deutschland-tour,stage_3,3.0,2.1,175.6,165.0,7.9,0.147,0.748,0.0,135.0,3.17,17.9,9.19,1.38,0.0,1.41,0.0,0.748,2379.0,2337.0,416.0,131.0,5.0,5.0,0.0,0.0,0.0,0.9536,0.8376,0.0,0.0,0.0,0.3,-1.83,-2.68,38.0,0.48,513.0,14.0,2018 Deutschland Tour Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-25,2018,omloop-mandel-leie-schelde-meulebeke,result,,1.1,188.07,113.0,75.2,0.0,0.566,0.0,58.6,17.9,0.0,87.3,0.0,0.0,24.1,0.0,0.566,474.0,474.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.57,-0.14,32.0,-0.01,96.0,125.0,2018 Omloop Mandel-Leie-Schelde Meulebeke.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-25,2018,baltic-chain-tour,stage_2,2.0,2.2,156.37,153.0,0.0,0.839,0.128,0.0,5.55,0.236,147.0,0.452,1.6,0.0,0.354,1.11,0.0,942.0,893.0,215.0,20.0,1.0,1.0,0.0,0.0,0.0,0.5585,0.2733,0.0,0.0,0.0,5.6,1.67,0.7,209.0,0.31,271.0,7.0,2018 Baltic Chain Tour Stage 2.gpx,1.01,0.0,1.01,0.0,1.01,0.0
2018-08-25,2018,vuelta-a-espana,stage_1,1.0,2.UWT,8.27,5.5,0.0,0.4,0.0,0.0,1.84,3.06,0.888,0.0,1.86,0.0,2.15,0.334,0.0,63.0,59.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.04,61.0,0.05,63.0,100.0,2018 Vuelta a Espana Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-26,2018,ronde-van-midden-nederland,result,,1.2,189.27,152.0,21.9,8.77,0.232,0.0,77.4,2.23,7.8,79.1,7.57,0.148,8.25,1.1,0.229,652.0,656.0,71.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.07,0.02,6.0,0.02,212.0,40.0,2018 Ronde van Midden Nederland.gpx,1.559,0.121,0.933,0.121,0.467,0.0
2018-08-26,2018,schaal-schels,result,,1.1,188.69,79.3,97.8,11.8,0.0,0.0,10.2,21.8,0.0,120.0,0.0,0.0,0.625,1.7,0.0,154.0,155.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.03,-0.02,12.0,0.0,43.0,125.0,2018 Schaal Sels Merksem.gpx,2.92,0.0,1.378,0.0,0.75,0.0
2018-08-26,2018,bretagne-classic,result,,1.UWT,256.54,181.0,74.3,0.0,1.19,0.0,233.0,2.65,15.1,4.82,0.667,0.0,0.83,1.19,0.0,2702.0,2719.0,171.0,4.0,11.0,0.0,0.0,0.0,0.0,0.9577,0.0,0.0,0.0,0.0,-2.4,-1.3,0.66,143.0,0.07,429.0,400.0,2018 Bretagne Classic - Ouest-France.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-26,2018,deutschland-tour,stage_4,4.0,2.1,207.88,196.0,6.49,1.61,0.181,0.0,161.0,13.4,7.55,12.6,3.04,0.0,3.56,4.47,1.81,2543.0,2385.0,496.0,95.0,7.0,2.0,1.0,0.0,0.0,0.9579,0.9579,0.1279,0.0,0.0,0.0,-3.13,-2.56,141.0,0.07,693.0,14.0,2018 Deutschland Tour Stage 4.gpx,0.937,0.0,0.373,0.0,0.373,0.0
2018-08-26,2018,baltic-chain-tour,stage_3,3.0,2.2,160.02,158.0,0.967,0.785,0.0,0.0,56.3,0.236,97.0,0.857,0.0,0.0,0.0,0.561,0.427,558.0,519.0,186.0,52.0,1.0,0.0,0.0,0.0,0.0,0.8433,0.0,0.0,0.0,0.0,-1.2,-2.3,-1.24,90.0,0.05,90.0,7.0,2018 Baltic Chain Tour Stage 3.gpx,0.901,0.0,0.901,0.0,0.901,0.0
2018-08-26,2018,vuelta-a-espana,stage_2,2.0,2.UWT,164.5,160.0,4.4,0.0,0.0,0.0,133.0,0.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,2728.0,2433.0,555.0,70.0,1.0,1.0,3.0,0.0,0.0,0.9998,0.9998,0.9998,0.0,0.0,6.3,4.17,3.86,235.0,0.55,1046.0,100.0,2018 Vuelta a Espana Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-27,2018,vuelta-a-espana,stage_3,3.0,2.UWT,178.97,169.0,1.88,0.463,0.563,0.584,107.0,3.05,60.6,0.683,5.35,0.0,7.24,2.52,0.0,3136.0,3061.0,1128.0,6.0,2.0,1.0,2.0,0.0,1.0,0.9816,0.7958,0.7958,0.2761,0.2761,0.0,0.57,0.32,106.0,2.04,1228.0,100.0,2018 Vuelta a Espana Stage 3.gpx,0.375,0.0,0.375,0.0,0.0,0.0
2018-08-28,2018,vuelta-a-espana,stage_4,4.0,2.UWT,161.31,158.0,2.73,0.698,0.119,0.0,98.6,3.13,55.1,3.53,0.0,0.0,0.378,1.12,0.0,3297.0,1863.0,1437.0,2.0,2.0,1.0,0.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,4.3,4.33,5.12,478.0,0.23,647.0,100.0,2018 Vuelta a Espana Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-29,2018,druivenkoers-overijse,result,,1.1,195.51,100.0,82.0,9.17,0.958,0.0,28.2,73.3,13.6,73.9,2.38,0.0,2.4,0.958,0.0,2046.0,2047.0,110.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.27,-0.92,102.0,-0.01,478.0,125.0,2018 Druivenkoers - Overijse.gpx,3.206,0.0,1.205,0.0,0.404,0.0
2018-08-29,2018,vuelta-a-espana,stage_5,5.0,2.UWT,188.94,188.0,1.14,0.0,0.0,0.0,157.0,1.14,30.5,0.0,0.0,0.0,0.0,0.0,0.0,3178.0,3881.0,1017.0,2.0,3.0,1.0,2.0,1.0,0.0,0.8292,0.8292,0.8292,0.8292,0.0,0.0,-0.13,-0.04,13.0,-0.77,513.0,100.0,2018 Vuelta a Espana Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-30,2018,vuelta-a-espana,stage_6,6.0,2.UWT,155.77,151.0,2.12,0.0,0.0,0.0,91.7,1.58,56.5,2.67,1.83,0.0,1.95,0.839,0.0,1398.0,1691.0,389.0,1.0,2.0,0.0,2.0,0.0,0.0,0.8087,0.6347,0.6347,0.0,0.0,0.5,0.13,-0.04,20.0,-0.36,368.0,100.0,2018 Vuelta a Espana Stage 6.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-31,2018,hafjell-gp,result,,1.2,21.58,21.5,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,268.0,211.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.17,0.18,133.0,-0.0,267.0,40.0,2018 Hafjell GP.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-31,2018,vuelta-a-espana,stage_7,7.0,2.UWT,185.43,148.0,13.9,0.0,14.5,0.0,137.0,2.12,14.0,4.53,8.32,0.0,9.25,20.3,0.0,2535.0,2288.0,1255.0,473.0,2.0,1.0,2.0,1.0,0.0,0.9997,0.9997,0.9997,0.2663,0.0,1.5,1.83,1.72,255.0,0.89,953.0,100.0,2018 Vuelta a Espana Stage 7.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018,brussels-cycling-classic,result,,1.HC,200.05,147.0,47.1,4.6,0.0,0.94,98.2,28.7,7.35,55.4,0.195,0.115,0.475,1.69,0.0,1964.0,1965.0,169.0,24.0,6.0,0.0,0.0,0.0,0.0,0.7091,0.0,0.0,0.0,0.0,1.5,0.17,0.2,105.0,0.16,472.0,200.0,2018 Brussels Cycling Classic.gpx,1.476,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018,lillehammer-gp,result,,1.2,134.69,131.0,1.31,0.584,0.0,0.0,35.8,26.2,62.5,8.93,1.47,0.0,2.45,0.585,0.0,1529.0,1533.0,298.0,122.0,1.0,6.0,0.0,0.0,0.0,0.9993,0.8744,0.0,0.0,0.0,0.2,3.33,2.08,280.0,-0.23,510.0,40.0,2018 Lillehammer GP.gpx,0.174,0.0,0.087,0.0,0.0,0.0
2018-09-01,2018,vuelta-a-espana,stage_8,8.0,2.UWT,194.77,192.0,0.719,0.862,0.0,0.0,159.0,0.719,33.9,0.0,0.534,0.0,0.669,0.42,0.0,2110.0,1884.0,793.0,186.0,3.0,1.0,1.0,0.0,0.0,0.9997,0.9997,0.6142,0.0,0.0,4.7,2.77,2.5,196.0,-0.25,428.0,100.0,2018 Vuelta a Espana Stage 8.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-02,2018,gylne-gutuer,result,,1.2,166.06,112.0,2.16,0.0,3.2,47.1,123.0,3.27,37.4,0.0,0.0,0.0,2.2,2.73,0.0,976.0,979.0,266.0,141.0,5.0,0.0,0.0,0.0,0.0,0.8862,0.0,0.0,0.0,0.0,0.4,0.4,0.66,182.0,-0.1,251.0,40.0,2018 Gylne Gutuer.gpx,0.0,19.906,0.0,7.936,0.0,4.035
2018-09-02,2018,antwerp-port-epic,result,,1.1,208.46,83.9,56.4,26.6,23.6,0.697,82.1,15.1,1.18,36.7,17.0,0.3,17.5,20.4,4.02,201.0,199.0,13.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.03,-0.04,13.0,0.0,45.0,125.0,2018 Antwerp Port Epic.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-02,2018,gp-de-fourmies,result,,1.HC,203.71,200.0,3.93,0.0,0.0,0.0,200.0,3.94,0.0,0.242,0.0,0.0,0.0,0.0,0.0,2078.0,2095.0,250.0,147.0,4.0,0.0,0.0,0.0,0.0,0.6697,0.0,0.0,0.0,0.0,-0.9,-1.53,-0.56,110.0,0.03,524.0,200.0,2018 GP de Fourmies / La Voix du Nord.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-02,2018,tour-of-britain,stage_1,1.0,2.HC,131.47,128.0,3.17,0.28,0.0,0.0,100.0,1.42,23.4,5.0,0.25,0.0,0.25,1.1,0.0,648.0,663.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.07,0.1,55.0,0.01,274.0,20.0,2018 OVO Energy Tour of Britain Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-02,2018,vuelta-a-espana,stage_9,9.0,2.UWT,199.63,188.0,10.5,0.349,0.365,0.0,158.0,1.5,40.2,0.0,0.0,0.0,0.0,0.385,0.0,4399.0,2971.0,1961.0,372.0,5.0,3.0,0.0,0.0,2.0,0.9996,0.9996,0.9996,0.9996,0.9996,4.3,6.33,7.2,669.0,1.43,1245.0,100.0,2018 Vuelta a Espana Stage 9.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-03,2018,tour-of-britain,stage_2,2.0,2.HC,146.7,92.4,54.0,0.0,0.0,0.0,133.0,0.818,11.6,0.863,0.178,0.0,0.209,0.0,0.0,1359.0,1297.0,196.0,47.0,3.0,0.0,0.0,0.0,0.0,0.9796,0.0,0.0,0.0,0.0,0.5,-0.2,0.58,145.0,-0.04,343.0,20.0,2018 OVO Energy Tour of Britain Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-03,2018,tour-of-xingtai,stage_1,1.0,2.2,124.91,4.47,2.7,0.0,0.0,0.0,3.14,0.0,4.03,0.0,119.0,0.0,119.0,0.0,0.0,1509.0,1183.0,707.0,69.0,2.0,1.0,1.0,0.0,0.0,0.8872,0.754,0.5555,0.0,0.0,0.1,-0.57,-0.5,65.0,0.5,403.0,7.0,2018 Tour of Xingtai Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-04,2018,tour-of-britain,stage_3,3.0,2.HC,150.16,138.0,11.2,0.345,0.0,0.0,111.0,0.195,33.9,3.41,0.324,0.0,0.324,0.572,0.302,1268.0,1377.0,219.0,45.0,2.0,1.0,0.0,0.0,0.0,0.8311,0.6639,0.0,0.0,0.0,0.2,-0.63,-0.26,83.0,-0.19,375.0,20.0,2018 OVO Energy Tour of Britain Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-04,2018,tour-of-xingtai,stage_2,2.0,2.2,128.93,111.0,5.61,0.0,0.0,0.0,12.4,0.0,104.0,0.0,12.3,0.0,12.3,0.0,0.0,1269.0,1198.0,518.0,67.0,1.0,0.0,1.0,0.0,0.0,0.5404,0.3327,0.3327,0.0,0.0,-0.1,0.83,0.84,454.0,0.4,365.0,7.0,2018 Tour of Xingtai Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-04,2018,vuelta-a-espana,stage_10,10.0,2.UWT,177.21,173.0,2.62,0.276,0.0,0.0,81.0,0.471,92.6,1.97,0.595,0.0,1.06,0.685,0.0,1305.0,1298.0,917.0,421.0,2.0,0.0,1.0,0.0,0.0,0.9176,0.9176,0.9176,0.0,0.0,1.2,0.37,0.08,171.0,0.05,308.0,100.0,2018 Vuelta a Espana Stage 10.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-05,2018,okolo-jiznich-cech,stage_1,1.0,2.2,2.35,1.49,0.0,0.529,0.0,0.0,0.0,1.97,0.0,0.0,0.31,0.0,0.31,0.0,0.0,14.0,16.0,481.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.08,-0.08,14.0,-0.08,14.0,,2018 Okolo jiznich Cech / Tour of South Bohemia Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-05,2018,tour-of-britain,stage_4,4.0,2.HC,134.4,122.0,12.6,0.0,0.0,0.0,108.0,0.61,25.8,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,1021.0,315.0,12.0,1.0,1.0,0.0,0.0,0.0,0.7158,0.4059,0.0,0.0,0.0,-0.2,-0.77,-0.76,42.0,0.47,505.0,20.0,2018 OVO Energy Tour of Britain Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-05,2018,tour-of-xingtai,stage_3,3.0,2.2,175.89,30.5,6.88,0.0,0.0,0.0,12.6,0.876,24.5,0.0,141.0,0.0,141.0,0.0,0.0,168.0,167.0,85.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.27,-0.22,56.0,-0.08,22.0,7.0,2018 Tour of Xingtai Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-05,2018,vuelta-a-espana,stage_11,11.0,2.UWT,207.65,205.0,2.66,0.0,0.221,0.0,67.2,0.783,139.0,0.0,0.0,0.0,0.0,0.221,0.0,3755.0,4035.0,1340.0,312.0,3.0,3.0,4.0,0.0,0.0,0.9843,0.9843,0.8919,0.0,0.0,0.4,-2.1,1.16,213.0,0.2,712.0,100.0,2018 Vuelta a Espana Stage 11.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-06,2018,okolo-jiznich-cech,stage_2,2.0,2.2,158.16,155.0,1.63,0.127,0.0,0.0,133.0,9.84,1.26,4.35,0.0,0.0,0.812,10.0,0.0,1342.0,1308.0,679.0,439.0,1.0,1.0,0.0,0.0,0.0,0.9586,0.9586,0.0,0.0,0.0,-0.4,-0.9,-1.7,101.0,-0.15,471.0,7.0,2018 Okolo jiznich Cech / Tour of South Bohemia Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-06,2018,tour-of-britain,stage_5,5.0,2.HC,123.73,123.0,0.675,0.0,0.0,0.0,35.8,0.858,86.2,0.816,0.0,0.0,0.222,0.0,0.0,1211.0,1214.0,275.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5636,0.5636,0.0,0.0,0.0,-0.5,-0.27,-0.14,21.0,0.01,553.0,,2018 OVO Energy Tour of Britain Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-06,2018,giro-della-regione-friuli-venezia-giulia,stage_1,1.0,2.2,157.7,146.0,11.0,0.201,0.0,0.0,133.0,1.18,19.7,3.9,0.359,0.0,0.544,0.152,0.0,824.0,871.0,285.0,11.0,4.0,0.0,0.0,0.0,0.0,0.9691,0.0,0.0,0.0,0.0,-0.4,-0.33,-0.28,60.0,0.07,485.0,7.0,2018 54esimo Giro della Regione Friuli Venezia Giulia Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-06,2018,vuelta-a-espana,stage_12,12.0,2.UWT,181.38,179.0,2.48,0.0,0.0,0.0,75.8,6.28,99.2,0.0,0.0,0.0,0.205,0.0,0.0,3021.0,3129.0,431.0,0.0,6.0,2.0,2.0,0.0,0.0,0.9813,0.8013,0.688,0.0,0.0,-2.3,-2.8,-1.22,123.0,-0.24,825.0,100.0,2018 Vuelta a Espana Stage 12.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-07,2018,gp-quebec,result,,1.UWT,204.13,180.0,11.0,4.16,0.0,0.0,53.2,45.7,86.5,8.77,10.5,0.0,10.9,1.73,0.0,2416.0,2416.0,101.0,5.0,16.0,0.0,0.0,0.0,0.0,0.9998,0.0,0.0,0.0,0.0,4.3,2.33,1.74,121.0,-0.09,560.0,500.0,2018 Grand Prix Cycliste de Quebec.gpx,1.087,0.0,0.578,0.0,0.323,0.0
2018-09-07,2018,okolo-jiznich-cech,stage_3,3.0,2.2,10.55,10.7,0.0,0.0,0.0,0.0,1.67,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,9.0,1062.0,542.0,0.0,0.0,1.0,0.0,0.0,0.9949,0.9949,0.9949,0.0,0.0,6.5,5.97,5.02,529.0,4.93,529.0,7.0,2018 Okolo jiznich Cech / Tour of South Bohemia Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-07,2018,giro-della-regione-friuli-venezia-giulia,stage_2,2.0,2.2,151.3,144.0,6.49,0.509,0.389,0.0,138.0,0.777,12.0,0.0,0.294,0.0,0.294,1.02,0.0,2823.0,1645.0,1305.0,124.0,3.0,0.0,0.0,1.0,1.0,0.9997,0.9997,0.9997,0.9997,0.9997,11.0,9.53,8.96,694.0,0.0,239.0,7.0,2018 54esimo Giro della Regione Friuli Venezia Giulia Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-07,2018,tour-of-britain,stage_6,6.0,2.HC,168.04,150.0,17.4,0.0,0.168,0.0,77.6,0.0,87.1,1.8,0.0,0.0,0.149,1.13,0.168,2246.0,1957.0,340.0,2.0,4.0,1.0,2.0,0.0,0.0,0.9985,0.9985,0.9985,0.0,0.0,2.9,5.77,4.88,265.0,0.13,617.0,20.0,2018 OVO Energy Tour of Britain Stage 6.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-07,2018,vuelta-a-espana,stage_13,13.0,2.UWT,175.52,165.0,8.24,0.0,0.0,0.0,44.2,6.17,122.0,0.787,1.88,0.0,1.57,0.0,0.0,3235.0,1740.0,1594.0,6.0,2.0,1.0,1.0,0.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,13.1,13.3,10.48,615.0,0.27,664.0,100.0,2018 Vuelta a Espana Stage 13.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-08,2018,tour-of-china,stage_1,1.0,2.1,85.29,10.7,5.41,0.0,0.0,0.0,3.46,1.95,10.5,0.193,70.6,0.0,71.3,0.615,0.0,340.0,342.0,487.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,-0.12,90.0,-0.0,226.0,14.0,2018 Tour of China I Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-08,2018,giro-della-regione-friuli-venezia-giulia,stage_3,3.0,2.2,158.79,155.0,1.15,0.761,0.0,0.0,88.4,1.44,63.9,3.94,1.17,0.167,1.86,0.0,0.0,1312.0,1228.0,245.0,-1.0,2.0,3.0,0.0,0.0,0.0,0.9086,0.9086,0.0,0.0,0.0,0.6,1.57,0.54,52.0,0.01,26.0,7.0,2018 54esimo Giro della Regione Friuli Venezia Giulia Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-08,2018,okolo-jiznich-cech,stage_4,4.0,2.2,175.63,172.0,1.61,2.48,0.0,0.0,169.0,4.3,1.31,0.507,0.0,0.0,0.0,0.876,0.0,2014.0,2058.0,967.0,374.0,1.0,2.0,1.0,0.0,0.0,0.7809,0.7809,0.6302,0.0,0.0,-1.2,-0.2,0.06,42.0,-0.01,350.0,7.0,2018 Okolo jiznich Cech / Tour of South Bohemia Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-08,2018,tour-of-britain,stage_7,7.0,2.HC,214.42,187.0,23.4,0.0,0.0,0.0,155.0,7.29,37.4,13.1,0.0,0.0,3.86,1.08,0.0,1546.0,1470.0,184.0,17.0,1.0,1.0,0.0,0.0,0.0,0.946,0.946,0.0,0.0,0.0,-0.8,-1.53,-1.14,98.0,-0.03,269.0,20.0,2018 OVO Energy Tour of Britain Stage 7.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-08,2018,vuelta-a-espana,stage_14,14.0,2.UWT,171.44,170.0,1.21,0.0,0.179,0.0,116.0,2.58,52.1,0.0,0.26,0.0,0.0,0.179,0.0,3314.0,3511.0,1519.0,220.0,1.0,1.0,5.0,0.0,0.0,0.9998,0.9998,0.9998,0.0,0.0,9.8,12.57,8.58,479.0,0.61,732.0,100.0,2018 Vuelta a Espana Stage 14.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,2018,chrono-champenois-masculin,result,,1.2,33.01,32.0,1.03,0.0,0.0,0.0,26.3,0.669,5.57,0.489,0.0,0.0,0.0,0.0,0.0,204.0,204.0,175.0,81.0,1.0,0.0,0.0,0.0,0.0,0.6422,0.0,0.0,0.0,0.0,0.1,-0.4,-1.06,38.0,0.0,204.0,40.0,2018 Chrono Champenois-Masculin International.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,2018,tour-du-doubs,result,,1.1,189.46,179.0,10.3,0.0,0.0,0.0,137.0,4.21,42.2,5.48,0.177,0.0,0.187,0.194,0.0,2511.0,2593.0,1101.0,348.0,4.0,0.0,1.0,1.0,0.0,0.9648,0.9648,0.9648,0.9648,0.0,-0.8,-3.5,-4.42,117.0,-0.66,397.0,125.0,2018 Tour du Doubs.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,2018,gp-montreal,result,,1.UWT,199.33,188.0,0.0,0.731,0.0,0.0,86.9,56.5,0.0,43.4,10.5,0.0,10.5,1.5,0.189,3491.0,3491.0,207.0,61.0,16.0,0.0,0.0,0.0,0.0,0.9538,0.0,0.0,0.0,0.0,-0.1,-1.4,-0.7,423.0,0.0,876.0,500.0,2018 Grand Prix Cycliste de Montreal.gpx,0.208,0.0,0.052,0.0,0.052,0.0
2018-09-09,2018,okolo-jiznich-cech,stage_5,5.0,2.2,149.13,139.0,7.62,1.02,0.0,0.0,130.0,15.0,0.368,0.0,0.53,0.0,1.23,3.54,0.0,1498.0,1506.0,817.0,439.0,2.0,0.0,1.0,0.0,0.0,0.918,0.2473,0.2473,0.0,0.0,0.3,0.03,0.32,105.0,0.29,641.0,7.0,2018 Okolo jiznich Cech / Tour of South Bohemia Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,2018,tour-of-china,stage_2,2.0,2.1,131.08,12.6,0.423,0.0,0.0,0.0,2.42,0.0,10.5,0.0,120.0,0.0,120.0,0.0,0.0,2257.0,2258.0,782.0,310.0,2.0,2.0,2.0,0.0,0.0,0.9141,0.8308,0.8308,0.0,0.0,2.2,1.87,0.92,130.0,0.34,766.0,14.0,2018 Tour of China I Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,2018,tour-of-britain,stage_8,8.0,2.HC,78.33,50.9,0.0,0.858,0.0,0.0,0.119,0.0,40.8,9.43,0.0,0.0,0.0,1.4,0.0,346.0,350.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.03,-0.14,34.0,-0.02,214.0,20.0,2018 OVO Energy Tour of Britain Stage 8.gpx,0.844,0.0,0.39,0.0,0.195,0.0
2018-09-09,2018,vuelta-a-espana,stage_15,15.0,2.UWT,178.05,175.0,2.86,0.0,0.184,0.0,149.0,0.831,27.2,0.793,0.446,0.0,0.551,0.393,0.0,4586.0,3645.0,1110.0,5.0,2.0,4.0,4.0,0.0,1.0,0.9931,0.9931,0.9931,0.9931,0.9931,-2.5,3.13,3.48,282.0,0.36,917.0,100.0,2018 Vuelta a Espana Stage 15.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-10,2018,tour-of-china,stage_3,3.0,2.1,151.78,142.0,3.27,0.0,0.0,0.0,53.0,1.61,91.1,0.0,6.77,0.0,6.77,0.0,0.0,2377.0,2401.0,581.0,343.0,3.0,2.0,0.0,0.0,0.0,0.7772,0.6813,0.0,0.0,0.0,-0.3,-0.03,-1.06,973.0,-0.03,740.0,14.0,2018 Tour of China I Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-11,2018,tour-of-china,stage_4,4.0,2.1,80.46,59.1,3.06,0.0,0.0,0.0,5.11,1.86,55.2,0.0,19.2,0.0,19.2,0.0,0.0,1758.0,1597.0,881.0,442.0,2.0,1.0,1.0,0.0,0.0,0.9428,0.6764,0.6764,0.0,0.0,-0.5,-0.97,0.68,1043.0,0.4,1004.0,14.0,2018 Tour of China I Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
