course,year,startlist_quality
gp-jef-scherens,2019,134.0
gp-jef-scherens,2021,115.0
gp-jef-scherens,2022,264.0
gp-jef-scherens,2023,196.0
gp-jef-scherens,2024,180.0
gp-kranj,2018,5.0
gp-kranj,2019,8.0
gp-kranj,2020,20.0
gp-kranj,2021,16.0
gp-kranj,2022,14.0
gp-kranj,2023,10.0
gp-kranj,2024,15.0
gp-kranj,2025,30.0
gp-laguna,2018,16.0
gp-lugano,2018,137.0
gp-lugano,2019,147.0
gp-lugano,2021,137.0
gp-manavgat,2020,15.0
gp-montreal,2018,729.0
gp-montreal,2019,822.0
gp-montreal,2022,864.0
gp-montreal,2023,949.0
gp-montreal,2024,869.0
gp-montreal,2025,824.0
gp-oued-eddahab,2019,1.0
gp-oued-eddahab,2022,4.0
gp-palio-del-recioto,2018,1.0
gp-quebec,2018,723.0
gp-quebec,2019,822.0
gp-quebec,2022,866.0
gp-quebec,2023,951.0
gp-quebec,2024,884.0
gp-quebec,2025,829.0
gp-sakia-el-hamra,2019,1.0
gp-sakia-el-hamra,2022,4.0
gp-samyn,2018,170.0
gp-samyn,2019,181.0
gp-samyn,2020,243.0
gp-samyn,2021,294.0
gp-samyn,2022,298.0
gp-samyn,2023,180.0
gp-samyn,2024,193.0
gp-samyn,2025,256.0
gp-slovenia,2021,16.0
gp-stad-zottegem,2018,80.0
gp-stad-zottegem,2019,112.0
gp-stad-zottegem,2021,91.0
gp-stad-zottegem,2022,292.0
gp-stad-zottegem,2023,134.0
gp-urubici-de-ciclismo,2023,2.0
gp-vorarlberg,2023,23.0
gp-vorarlberg,2024,16.0
gp-vorarlberg,2025,18.0
gran-camino,2022,225.0
gran-camino,2023,156.0
gran-camino,2024,234.0
gran-camino,2025,112.0
gran-piemonte,2018,386.0
gran-piemonte,2019,420.0
gran-piemonte,2020,286.0
gran-piemonte,2021,376.0
gran-piemonte,2022,425.0
gran-piemonte,2023,588.0
gran-piemonte,2024,432.0
gran-piemonte,2025,546.0
gran-premio-chapin,2019,4.0
gran-premio-chapin,2023,2.0
gran-premio-comite-olimpico-nacional,2018,6.0
gran-premio-de-la-patagonia,2020,15.0
gran-premio-della-liberazione,2021,4.0
gran-premio-fecoci,2018,7.0
gran-premio-guatemala,2019,4.0
gran-premio-guatemala,2023,2.0
gran-premio-miguel-indurain,2018,196.0
gran-premio-miguel-indurain,2019,228.0
gran-premio-miguel-indurain,2021,365.0
gran-premio-miguel-indurain,2022,371.0
gran-premio-miguel-indurain,2023,297.0
gran-premio-miguel-indurain,2024,381.0
gran-premio-miguel-indurain,2025,393.0
gran-premio-new-york-city,2024,18.0
gran-premio-new-york-city,2025,13.0
gran-trittico-lombardo,2020,252.0
grand-prix-alanya,2018,21.0
grand-prix-alanya,2019,24.0
grand-prix-alanya,2020,16.0
grand-prix-alanya,2021,51.0
grand-prix-alanya,2022,16.0
grand-prix-altinkale,2023,15.0
grand-prix-altinkale,2024,6.0
grand-prix-apollon-temple-me,2023,17.0
grand-prix-apollon-temple-me,2024,18.0
grand-prix-apollon-temple-me,2025,6.0
grand-prix-aspendos,2023,2.0
grand-prix-aspendos,2025,6.0
grand-prix-boukraa,2023,14.0
grand-prix-cappadocia,2020,19.0
grand-prix-cappadocia,2022,15.0
grand-prix-central-anatolia,2020,29.0
grand-prix-chantal-biya,2018,4.0
grand-prix-chantal-biya,2019,8.0
grand-prix-chantal-biya,2020,7.0
grand-prix-chantal-biya,2021,4.0
grand-prix-chantal-biya,2022,7.0
grand-prix-chantal-biya,2023,12.0
grand-prix-chantal-biya,2024,7.0
grand-prix-chantal-biya,2025,1.0
grand-prix-criquielion,2018,28.0
grand-prix-criquielion,2019,26.0
grand-prix-criquielion,2022,10.0
grand-prix-criquielion,2023,125.0
grand-prix-criquielion,2024,103.0
grand-prix-criquielion,2025,149.0
grand-prix-d-ongola,2024,7.0
grand-prix-d-oran,2024,11.0
grand-prix-de-cotonou,2025,5.0
grand-prix-de-la-famille-royal,2023,13.0
grand-prix-de-la-ville-d-annaba,2024,9.0
grand-prix-de-la-ville-de-perenchies,2018,34.0
grand-prix-de-la-ville-de-perenchies,2019,13.0
grand-prix-de-la-ville-de-perenchies,2021,13.0
grand-prix-de-la-ville-de-perenchies,2022,32.0
grand-prix-de-la-ville-de-perenchies,2023,16.0
grand-prix-de-la-ville-de-perenchies,2024,12.0
grand-prix-de-la-ville-de-perenchies,2025,4.0
grand-prix-de-plouay,2023,15.0
grand-prix-de-plouay,2024,12.0
grand-prix-de-plouay,2025,16.0
grand-prix-de-prince-heritier-moulay-el-hassan,2023,13.0
grand-prix-des-marbriers,2018,9.0
grand-prix-des-marbriers,2019,1.0
grand-prix-develi,2020,24.0
grand-prix-develi,2021,11.0
grand-prix-develi,2022,13.0
grand-prix-du-trone,2023,13.0
grand-prix-edebiyat-yolu,2025,13.0
grand-prix-el-marsa,2023,14.0
grand-prix-erciyes-mimar-sinan-me,2019,12.0
grand-prix-erciyes-mimar-sinan-me,2021,28.0
grand-prix-erciyes-mimar-sinan-me,2022,9.0
grand-prix-erciyes-mimar-sinan-me,2023,5.0
grand-prix-erciyes-mimar-sinan-me,2024,4.0
grand-prix-es-semara,2023,14.0
grand-prix-gazipasa,2019,23.0
grand-prix-gazipasa,2020,17.0
grand-prix-gazipasa,2021,53.0
grand-prix-gazipasa,2022,17.0
grand-prix-gundogmus-me,2021,35.0
grand-prix-gundogmus-me,2022,17.0
grand-prix-international-de-la-pharmacie-centrale-,2018,4.0
grand-prix-justiniano-hotels,2019,16.0
grand-prix-justiniano-hotels,2022,15.0
grand-prix-kahramanmaras,2025,13.0
grand-prix-kaisareiame,2023,16.0
grand-prix-kaisareiame,2024,6.0
grand-prix-kapuzbasi,2022,13.0
grand-prix-kayseri-me,2021,27.0
grand-prix-kayseri-me,2022,9.0
grand-prix-manavgat-side,2020,27.0
grand-prix-manavgat-side,2021,44.0
grand-prix-manavgat-side,2022,16.0
grand-prix-mediterrennean,2021,34.0
grand-prix-mediterrennean,2022,17.0
grand-prix-megasaray,2022,10.0
grand-prix-minsk,2018,21.0
grand-prix-minsk,2019,21.0
grand-prix-mount-erciyes-2200-mt,2020,24.0
grand-prix-nasielsk-serock,2022,23.0
grand-prix-ordu,2025,13.0
grand-prix-sakiat-sidi-youcef,2025,14.0
grand-prix-side,2018,15.0
grand-prix-soganli,2024,6.0
grand-prix-sonatrach,2025,12.0
grand-prix-tomarza,2022,11.0
grand-prix-velo-alanya,2019,16.0
grand-prix-velo-alanya,2020,27.0
grand-prix-velo-alanya,2021,56.0
grand-prix-velo-alanya,2022,15.0
grand-prix-velo-erciyes-me,2019,6.0
grand-prix-velo-erciyes-me,2020,34.0
grand-prix-velo-erciyes-me,2021,14.0
grand-prix-world-s-best-high-altitude,2020,23.0
grand-prix-wyszkow,2022,21.0
grand-prix-yahyali,2022,12.0
grand-tour-de-ciclismo-de-sc,2023,2.0
gravel-and-tar,2018,3.0
gravel-and-tar,2019,5.0
gravel-and-tar,2020,2.0
gravel-and-tar,2021,25.0
gravel-and-tar,2023,3.0
gravel-and-tar,2024,5.0
great-ocean-road-race,2018,274.0
great-ocean-road-race,2019,387.0
great-ocean-road-race,2020,385.0
great-ocean-road-race,2023,364.0
great-ocean-road-race,2024,213.0
great-ocean-road-race,2025,266.0
great-war-remembrance-race,2018,224.0
grote-prijs-jean-pierre-monsere,2018,25.0
grote-prijs-jean-pierre-monsere,2020,122.0
grote-prijs-jean-pierre-monsere,2021,113.0
grote-prijs-jean-pierre-monsere,2022,109.0
grote-prijs-jean-pierre-monsere,2023,143.0
grote-prijs-jean-pierre-monsere,2024,103.0
grote-prijs-jean-pierre-monsere,2025,152.0
grote-prijs-marcel-kint,2018,99.0
grote-prijs-marcel-kint,2019,135.0
grote-prijs-marcel-kint,2021,170.0
grote-prijs-marcel-kint,2022,144.0
grote-prijs-marcel-kint,2023,102.0
grote-prijs-rik-van-looy,2022,10.0
grote-prijs-rik-van-looy,2023,13.0
grote-prijs-rik-van-looy,2024,19.0
grote-prijs-rik-van-looy,2025,16.0
grote-prijs-stad-halle,2024,7.0
grote-prijs-stad-halle,2025,9.0
gylne-gutuer,2018,29.0
gylne-gutuer,2019,14.0
gylne-gutuer,2020,6.0
gylne-gutuer,2021,16.0
gylne-gutuer,2022,12.0
gylne-gutuer,2023,12.0
hadeland-gp,2018,17.0
hadeland-gp,2019,12.0
hadeland-gp,2022,7.0
hadeland-gp,2023,9.0
hadeland-gp,2024,10.0
hadeland-gp,2025,17.0
hafjell-gp,2018,23.0
hafjell-gp,2019,18.0
hafjell-gp,2020,6.0
halle-ingooigem,2018,182.0
halle-ingooigem,2019,198.0
hansa-bygg-kalmar-grand-prix,2018,1.0
hansa-bygg-kalmar-grand-prix,2019,5.0
heist-op-den-berg,2018,69.0
heist-op-den-berg,2019,151.0
heist-op-den-berg,2021,106.0
heist-op-den-berg,2022,207.0
heist-op-den-berg,2023,201.0
heist-op-den-berg,2024,132.0
heist-op-den-berg,2025,194.0
herald-sun-tour,2018,61.0
herald-sun-tour,2019,97.0
herald-sun-tour,2020,69.0
himmerland-rundt,2018,7.0
himmerland-rundt,2019,12.0
himmerland-rundt,2021,13.0
horizon-park-classic,2018,5.0
horizon-park-classic,2019,8.0
il-lombardia,2018,1042.0
il-lombardia,2019,1038.0
il-lombardia,2020,646.0
il-lombardia,2021,1069.0
il-lombardia,2022,1018.0
il-lombardia,2023,1099.0
il-lombardia,2024,869.0
il-lombardia,2025,1087.0
in-the-footsteps-of-the-romans,2019,2.0
in-the-footsteps-of-the-romans,2020,6.0
in-the-footsteps-of-the-romans,2021,16.0
in-the-footsteps-of-the-romans,2022,20.0
in-the-footsteps-of-the-romans,2023,7.0
in-the-footsteps-of-the-romans,2024,1.0
int-raiffeisen-gp-judendorf-strassengel,2018,20.0
int-raiffeisen-gp-judendorf-strassengel,2019,15.0
int-wielertrofee-jong-maar-moedig-iwt,2018,33.0
int-wielertrofee-jong-maar-moedig-iwt,2019,20.0
international-azerbaijan-tour,2018,10.0
international-azerbaijan-tour,2019,34.0
international-azerbaijan-tour,2022,18.0
international-azerbaijan-tour,2023,24.0
international-azerbaijan-tour,2025,7.0
international-race-grand-prix-doliny-baryczy-milic,2018,18.0
international-syrian-tour,2022,1.0
islamic-solidarity-games-me-itt,2022,6.0
islamic-solidarity-games-me-road-race,2022,14.0
istrian-spring-tour,2018,35.0
istrian-spring-tour,2019,27.0
istrian-spring-tour,2021,55.0
istrian-spring-tour,2022,36.0
istrian-spring-tour,2023,20.0
istrian-spring-tour,2024,25.0
istrian-spring-tour,2025,24.0
itzulia-basque-country,2018,823.0
itzulia-basque-country,2019,769.0
itzulia-basque-country,2021,932.0
itzulia-basque-country,2022,736.0
itzulia-basque-country,2023,755.0
itzulia-basque-country,2024,766.0
itzulia-basque-country,2025,696.0
jamaica-international-cycling-classic,2024,4.0
jamaica-international-cycling-classic,2025,5.0
japan-cup,2018,123.0
japan-cup,2019,178.0
japan-cup,2022,109.0
japan-cup,2023,196.0
japan-cup,2024,197.0
japan-cup,2025,176.0
jeux-de-la-francophonie,2023,4.0
joe-martin-stage-race-me,2018,6.0
joe-martin-stage-race-me,2019,7.0
joe-martin-stage-race-me,2021,5.0
joe-martin-stage-race-me,2022,7.0
joe-martin-stage-race-me,2023,28.0
juegos-bolivarianos-me-itt,2022,6.0
juegos-bolivarianos-me-itt,2025,4.0
juegos-bolivarianos-me-road-race,2022,11.0
juegos-bolivarianos-me-road-race,2025,14.0
juegos-centroamericanos-ordeca-me-irr,2025,9.0
juegos-deportivos-centroamericanos-y-del-carbie,2018,10.0
juegos-deportivos-centroamericanos-y-del-carbie,2023,29.0
juegos-deportivos-centroamericanos-y-del-carbie-it,2018,5.0
juegos-deportivos-centroamericanos-y-del-carbie-it,2023,27.0
juegos-suramericanos-itt,2018,2.0
juegos-suramericanos-itt,2022,8.0
juegos-suramericanos-road-race,2018,7.0
juegos-suramericanos-road-race,2022,16.0
kahramanmaras-grand-prix-road-race-me,2021,18.0
kampioenschap-van-vlaanderen1,2018,212.0
kampioenschap-van-vlaanderen1,2019,279.0
kampioenschap-van-vlaanderen1,2021,220.0
kampioenschap-van-vlaanderen1,2022,226.0
kampioenschap-van-vlaanderen1,2023,273.0
kampioenschap-van-vlaanderen1,2024,379.0
kampioenschap-van-vlaanderen1,2025,309.0
kirikkale-road-race,2023,4.0
kirschblutenrennen,2024,13.0
klasika-primavera,2018,85.0
klasika-primavera,2019,51.0
korona-kocich-gor,2019,20.0
kreiz-breizh-elites,2018,24.0
kreiz-breizh-elites,2019,23.0
kreiz-breizh-elites,2021,27.0
kreiz-breizh-elites,2022,26.0
kreiz-breizh-elites,2023,16.0
kreiz-breizh-elites,2024,20.0
kreiz-breizh-elites,2025,15.0
kuurne-brussel-kuurne,2018,640.0
kuurne-brussel-kuurne,2019,546.0
kuurne-brussel-kuurne,2020,658.0
kuurne-brussel-kuurne,2021,658.0
kuurne-brussel-kuurne,2022,718.0
kuurne-brussel-kuurne,2023,609.0
kuurne-brussel-kuurne,2024,619.0
kuurne-brussel-kuurne,2025,689.0
la-drome-classic,2018,297.0
la-drome-classic,2019,223.0
la-drome-classic,2020,312.0
la-drome-classic,2021,441.0
la-drome-classic,2022,461.0
la-drome-classic,2023,443.0
la-drome-classic,2024,356.0
la-drome-classic,2025,522.0
la-fleche-wallonne,2018,1073.0
la-fleche-wallonne,2019,1045.0
la-fleche-wallonne,2020,598.0
la-fleche-wallonne,2021,940.0
la-fleche-wallonne,2022,949.0
la-fleche-wallonne,2023,870.0
la-fleche-wallonne,2024,861.0
la-fleche-wallonne,2025,990.0
la-maurienne,2022,3.0
la-poly-normande,2018,87.0
la-poly-normande,2019,64.0
la-poly-normande,2021,99.0
la-poly-normande,2022,228.0
la-poly-normande,2023,174.0
la-poly-normande,2024,129.0
la-poly-normande,2025,109.0
la-roue-tourangelle,2018,164.0
la-roue-tourangelle,2019,119.0
la-roue-tourangelle,2021,188.0
la-roue-tourangelle,2022,122.0
la-roue-tourangelle,2023,113.0
la-roue-tourangelle,2024,102.0
la-roue-tourangelle,2025,97.0
la-route-d-occitanie,2018,220.0
la-route-d-occitanie,2019,292.0
la-route-d-occitanie,2020,494.0
la-route-d-occitanie,2021,218.0
la-route-d-occitanie,2022,298.0
la-route-d-occitanie,2023,207.0
la-route-d-occitanie,2025,125.0
la-tropicale-amissa-bongo,2018,38.0
la-tropicale-amissa-bongo,2019,51.0
la-tropicale-amissa-bongo,2020,54.0
la-tropicale-amissa-bongo,2023,30.0
le-tour-de-bretagne,2018,55.0
le-tour-de-bretagne,2019,45.0
le-tour-de-bretagne,2021,26.0
le-tour-de-bretagne,2022,37.0
le-tour-de-bretagne,2023,33.0
le-tour-de-bretagne,2024,18.0
le-tour-de-bretagne,2025,21.0
le-tour-de-filipinas,2018,13.0
le-tour-de-filipinas,2019,7.0
le-tour-des-100-communes,2023,19.0
le-tour-des-100-communes,2024,14.0
le-tour-des-100-communes,2025,13.0
le-triptyque-des-monts-et-chateaux,2018,6.0
liege-bastogne-liege,2018,1185.0
liege-bastogne-liege,2019,1118.0
liege-bastogne-liege,2020,867.0
liege-bastogne-liege,2021,1142.0
liege-bastogne-liege,2022,1085.0
liege-bastogne-liege,2023,1034.0
liege-bastogne-liege,2024,999.0
liege-bastogne-liege,2025,1071.0
lillehammer-gp,2018,28.0
lillehammer-gp,2019,18.0
lillehammer-gp,2020,7.0
lillehammer-gp,2021,16.0
lillehammer-gp,2022,13.0
lillehammer-gp,2023,12.0
malaysian-international-classic-race,2020,61.0
maryland-cycling-classic,2022,118.0
maryland-cycling-classic,2023,242.0
maryland-cycling-classic,2025,206.0
mediterranean-games-itt,2018,8.0
mediterranean-games-itt,2022,7.0
memorial-andrzeja-trochanowskiego,2018,23.0
memorial-andrzeja-trochanowskiego,2019,18.0
memorial-andrzeja-trochanowskiego,2022,19.0
memorial-andrzeja-trochanowskiego,2023,13.0
memorial-andrzeja-trochanowskiego,2024,8.0
memorial-andrzeja-trochanowskiego,2025,8.0
memorial-frank-vandenbroucke,2018,362.0
memorial-frank-vandenbroucke,2019,352.0
memorial-frank-vandenbroucke,2021,218.0
memorial-frank-vandenbroucke,2022,483.0
memorial-frank-vandenbroucke,2023,334.0
memorial-frank-vandenbroucke,2024,434.0
memorial-frank-vandenbroucke,2025,308.0
memorial-henryka-lasaka,2018,4.0
memorial-henryka-lasaka,2019,5.0
memorial-henryka-lasaka,2021,11.0
memorial-henryka-lasaka,2022,9.0
memorial-henryka-lasaka,2023,9.0
memorial-im-j.-grundmanna-j-wizowskiego,2018,22.0
memorial-im-j.-grundmanna-j-wizowskiego,2019,11.0
memorial-marco-pantani,2018,328.0
memorial-marco-pantani,2019,414.0
memorial-marco-pantani,2020,132.0
memorial-marco-pantani,2021,232.0
memorial-marco-pantani,2023,263.0
memorial-marco-pantani,2024,269.0
memorial-marco-pantani,2025,300.0
memorial-philippe-van-coningsloo,2018,4.0
memorial-philippe-van-coningsloo,2019,4.0
memorial-philippe-van-coningsloo,2022,4.0
memorial-philippe-van-coningsloo,2023,2.0
memorial-rik-van-steenbergen,2019,81.0
memorial-rik-van-steenbergen,2022,120.0
memorial-romana-sieminskiego,2018,23.0
memorial-romana-sieminskiego,2019,18.0
memorial_jana_magiery_2022,2022,7.0
memorial_jana_magiery_2022,2023,9.0
mercan-tour-classic-alpes-maritimes,2021,144.0
mercan-tour-classic-alpes-maritimes,2022,246.0
mercan-tour-classic-alpes-maritimes,2023,191.0
mercan-tour-classic-alpes-maritimes,2024,195.0
mercan-tour-classic-alpes-maritimes,2025,58.0
mersin-mediterranean-games,2018,22.0
mersin-mediterranean-games,2022,20.0
midden-brabant-poort-omloop,2018,12.0
midden-brabant-poort-omloop,2019,15.0
midden-brabant-poort-omloop,2022,8.0
midden-brabant-poort-omloop,2023,3.0
midden-brabant-poort-omloop,2024,2.0
midden-brabant-poort-omloop,2025,4.0
milano-rapallo,2025,31.0
milano-sanremo,2018,1115.0
milano-sanremo,2019,1112.0
milano-sanremo,2020,989.0
milano-sanremo,2021,1083.0
milano-sanremo,2022,936.0
milano-sanremo,2023,1047.0
milano-sanremo,2024,941.0
milano-sanremo,2025,969.0
milano-torino,2018,822.0
milano-torino,2019,736.0
milano-torino,2020,482.0
milano-torino,2021,773.0
milano-torino,2022,405.0
milano-torino,2023,290.0
milano-torino,2024,304.0
milano-torino,2025,317.0
mine-akiyoshi-dai-karst-international-road-race,2023,9.0
minsk-cup,2018,18.0
minsk-cup,2019,19.0
munsterland-giro,2018,270.0
munsterland-giro,2019,407.0
munsterland-giro,2021,163.0
munsterland-giro,2022,221.0
munsterland-giro,2023,372.0
munsterland-giro,2024,334.0
munsterland-giro,2025,428.0
muscat-classic,2023,262.0
muscat-classic,2024,224.0
muscat-classic,2025,283.0
muur-classic-geraardsbergen,2023,30.0
muur-classic-geraardsbergen,2024,117.0
muur-classic-geraardsbergen,2025,158.0
national-championships-bahrain-road-race,2022,0.0
national-championships-benin-itt,2023,0.0
national-championships-cameroon-road-race,2023,0.0
national-championships-grenada-itt,2022,0.0
national-championships-grenada-itt,2023,1.0
national-championships-honduras-itt,2022,0.0
national-championships-honduras-road-race,2022,1.0
national-championships-honduras-road-race,2023,0.0
national-championships-iceland---road-race,2023,0.0
national-championships-indonesia-itt,2018,0.0
national-championships-indonesia-itt,2019,1.0
national-championships-indonesia-itt,2021,1.0
national-championships-indonesia-itt,2022,0.0
national-championships-laos-me-itt,2023,1.0
national-championships-laos-me-road-race,2023,1.0
nc-albania,2018,1.0
nc-albania,2019,0.0
nc-albania,2020,0.0
nc-albania,2021,2.0
nc-albania,2022,1.0
nc-albania,2023,1.0
nc-albania-itt,2018,1.0
nc-albania-itt,2019,0.0
nc-albania-itt,2020,0.0
nc-albania-itt,2021,2.0
nc-albania-itt,2022,1.0
nc-albania-itt,2023,1.0
nc-algeria,2018,5.0
nc-algeria,2019,5.0
nc-algeria,2021,3.0
nc-algeria,2022,3.0
nc-algeria,2023,5.0
nc-algeria-itt,2018,2.0
nc-algeria-itt,2019,5.0
nc-algeria-itt,2021,2.0
nc-algeria-itt,2022,2.0
nc-algeria-itt,2023,3.0
nc-angola,2022,0.0
nc-angola-itt,2022,0.0
nc-argentina,2018,5.0
nc-argentina,2019,3.0
nc-argentina,2022,1.0
nc-argentina-itt,2018,0.0
nc-argentina-itt,2019,0.0
nc-argentina-itt,2022,1.0
nc-australia,2018,112.0
nc-australia,2019,62.0
nc-australia,2020,45.0
nc-australia,2021,28.0
nc-australia,2022,15.0
nc-australia,2023,96.0
nc-australia,2025,33.0
nc-australia-itt,2018,54.0
nc-australia-itt,2019,40.0
nc-australia-itt,2020,30.0
nc-australia-itt,2021,7.0
nc-australia-itt,2022,7.0
nc-australia-itt,2023,15.0
nc-australia-itt,2024,11.0
nc-australia-itt,2025,17.0
nc-austria-itt,2018,9.0
nc-austria-itt,2019,12.0
nc-austria-itt,2020,7.0
nc-austria-itt,2021,7.0
nc-austria-itt,2022,10.0
nc-austria-itt,2023,2.0
nc-austria-itt,2024,14.0
nc-austria-itt,2025,8.0
nc-austria2,2018,17.0
nc-austria2,2019,22.0
nc-austria2,2020,7.0
nc-austria2,2021,38.0
nc-austria2,2022,25.0
nc-austria2,2023,26.0
nc-austria2,2024,28.0
nc-austria2,2025,19.0
nc-azerbaijan,2018,1.0
nc-azerbaijan,2019,0.0
nc-azerbaijan,2021,0.0
nc-azerbaijan,2022,1.0
nc-azerbaijan,2023,0.0
nc-azerbaijan-itt,2018,1.0
nc-azerbaijan-itt,2019,0.0
nc-azerbaijan-itt,2021,0.0
nc-azerbaijan-itt,2022,1.0
nc-azerbaijan-itt,2023,0.0
nc-belarus,2018,11.0
nc-belarus,2019,6.0
nc-belarus,2020,10.0
nc-belarus,2021,1.0
nc-belarus-itt,2018,13.0
nc-belarus-itt,2019,5.0
nc-belarus-itt,2020,6.0
nc-belarus-itt,2021,1.0
nc-belgium,2018,424.0
nc-belgium,2019,406.0
nc-belgium,2020,314.0
nc-belgium,2021,349.0
nc-belgium,2022,408.0
nc-belgium,2023,453.0
nc-belgium,2024,475.0
nc-belgium,2025,388.0
nc-belgium-itt,2018,61.0
nc-belgium-itt,2019,110.0
nc-belgium-itt,2020,49.0
nc-belgium-itt,2021,63.0
nc-belgium-itt,2022,80.0
nc-belgium-itt,2023,128.0
nc-belgium-itt,2024,55.0
nc-belgium-itt,2025,78.0
nc-belize,2023,0.0
nc-belize-itt,2023,0.0
nc-benin,2023,0.0
nc-bermuda,2018,0.0
nc-bermuda,2019,0.0
nc-bermuda,2020,1.0
nc-bermuda,2021,1.0
nc-bermuda,2023,0.0
nc-bermuda-itt,2018,0.0
nc-bermuda-itt,2020,0.0
nc-bermuda-itt,2023,0.0
nc-bolivia,2022,0.0
nc-bolivia,2023,0.0
nc-bolivia-itt,2022,0.0
nc-bolivia-itt,2023,0.0
nc-bosnia-and-herzegovina,2021,0.0
nc-bosnia-and-herzegovina,2023,0.0
nc-bosnia-and-herzegovina-itt,2021,0.0
nc-bosnia-and-herzegovina-itt,2023,0.0
nc-brazil,2018,2.0
nc-brazil,2019,0.0
nc-brazil,2021,0.0
nc-brazil,2022,1.0
nc-brazil,2023,2.0
nc-brazil,2024,2.0
nc-brazil,2025,1.0
nc-brazil-itt,2018,1.0
nc-brazil-itt,2019,0.0
nc-brazil-itt,2021,0.0
nc-brazil-itt,2022,1.0
nc-brazil-itt,2023,2.0
nc-brazil-itt,2024,0.0
nc-brazil-itt,2025,1.0
nc-bulgaria,2018,1.0
nc-bulgaria,2020,0.0
nc-bulgaria,2021,3.0
nc-bulgaria,2022,0.0
nc-bulgaria,2023,0.0
nc-bulgaria-itt,2018,0.0
nc-bulgaria-itt,2020,0.0
nc-bulgaria-itt,2021,3.0
nc-bulgaria-itt,2022,0.0
nc-bulgaria-itt,2023,0.0
nc-burkina-faso,2019,1.0
nc-burkina-faso,2021,1.0
nc-burkina-faso,2022,0.0
nc-burkina-faso,2023,0.0
nc-canada-itt,2018,7.0
nc-canada-itt,2019,6.0
nc-canada-itt,2021,2.0
nc-canada-itt,2022,5.0
nc-canada-itt,2023,9.0
nc-canada-itt,2025,23.0
nc-canada2,2018,10.0
nc-canada2,2019,16.0
nc-canada2,2021,4.0
nc-canada2,2022,6.0
nc-canada2,2023,16.0
nc-canada2,2025,27.0
nc-chile,2019,0.0
nc-chile,2021,0.0
nc-chile,2023,2.0
nc-chile-itt,2019,0.0
nc-chile-itt,2021,0.0
nc-chile-itt,2022,1.0
nc-chile-itt,2023,1.0
nc-china,2019,0.0
nc-china,2020,0.0
nc-china,2022,0.0
nc-china,2023,1.0
nc-china-itt,2019,0.0
nc-china-itt,2020,0.0
nc-china-itt,2022,1.0
nc-china-itt,2023,2.0
nc-colombia,2018,127.0
nc-colombia,2019,81.0
nc-colombia,2020,146.0
nc-colombia,2021,11.0
nc-colombia,2022,25.0
nc-colombia,2023,128.0
nc-colombia,2025,36.0
nc-colombia-itt,2018,36.0
nc-colombia-itt,2019,65.0
nc-colombia-itt,2020,105.0
nc-colombia-itt,2021,4.0
nc-colombia-itt,2022,18.0
nc-colombia-itt,2023,60.0
nc-colombia-itt,2025,24.0
nc-costa-rica,2018,1.0
nc-costa-rica,2019,2.0
nc-costa-rica,2021,0.0
nc-costa-rica,2022,1.0
nc-costa-rica,2023,2.0
nc-costa-rica-itt,2018,1.0
nc-costa-rica-itt,2021,0.0
nc-costa-rica-itt,2022,1.0
nc-costa-rica-itt,2023,2.0
nc-croatia,2018,0.0
nc-croatia,2019,2.0
nc-croatia,2020,1.0
nc-croatia,2021,1.0
nc-croatia,2022,2.0
nc-croatia,2023,1.0
nc-croatia-itt,2018,0.0
nc-croatia-itt,2019,0.0
nc-croatia-itt,2020,1.0
nc-croatia-itt,2021,0.0
nc-croatia-itt,2022,2.0
nc-croatia-itt,2023,1.0
nc-croatia-itt,2025,0.0
nc-cyprus,2018,0.0
nc-cyprus,2019,0.0
nc-cyprus,2020,1.0
nc-cyprus,2021,1.0
nc-cyprus,2022,1.0
nc-cyprus,2023,1.0
nc-cyprus-itt,2018,0.0
nc-cyprus-itt,2019,0.0
nc-cyprus-itt,2020,1.0
nc-cyprus-itt,2021,1.0
nc-cyprus-itt,2022,1.0
nc-cyprus-itt,2023,1.0
nc-czech-republic-itt,2018,13.0
nc-czech-republic-itt,2019,9.0
nc-czech-republic-itt,2020,7.0
nc-czech-republic-itt,2021,11.0
nc-czech-republic-itt,2022,7.0
nc-czech-republic-itt,2023,9.0
nc-czech-republic-itt,2024,14.0
nc-czech-republic-itt,2025,15.0
nc-czech-republic2,2018,30.0
nc-czech-republic2,2019,35.0
nc-czech-republic2,2020,22.0
nc-czech-republic2,2021,16.0
nc-czech-republic2,2022,24.0
nc-czech-republic2,2023,15.0
nc-czech-republic2,2024,28.0
nc-denmark-itt,2018,14.0
nc-denmark-itt,2019,25.0
nc-denmark-itt,2020,13.0
nc-denmark-itt,2021,31.0
nc-denmark-itt,2022,42.0
nc-denmark-itt,2023,68.0
nc-dominican-republic,2019,0.0
nc-dominican-republic,2023,0.0
nc-dominican-republic-itt,2019,0.0
nc-ecuador,2018,2.0
nc-ecuador,2019,1.0
nc-ecuador,2021,4.0
nc-ecuador,2022,41.0
nc-ecuador,2023,42.0
nc-ecuador-itt,2018,0.0
nc-ecuador-itt,2019,1.0
nc-ecuador-itt,2021,0.0
nc-ecuador-itt,2022,35.0
nc-ecuador-itt,2023,5.0
nc-el-salvador,2020,0.0
nc-el-salvador,2021,0.0
nc-el-salvador,2023,1.0
nc-eritrea,2018,10.0
nc-eritrea,2019,22.0
nc-eritrea,2021,9.0
nc-eritrea,2022,35.0
