course,year,startlist_quality
elite-road-central-american-championships-road-rac,2019,5.0
elite-road-central-american-championships-road-rac,2020,4.0
elite-road-central-american-championships-road-rac,2021,8.0
elite-road-central-american-championships-road-rac,2022,2.0
elite-road-central-american-championships-road-rac,2023,2.0
elite-road-central-american-championships-road-rac,2024,3.0
elite-road-central-american-championships-road-rac,2025,7.0
entre-brenne-et-montmorillonnais,2019,12.0
eschborn-frankfurt,2018,472.0
eschborn-frankfurt,2019,472.0
eschborn-frankfurt,2021,435.0
eschborn-frankfurt,2022,309.0
eschborn-frankfurt,2023,425.0
eschborn-frankfurt,2024,405.0
eschborn-frankfurt,2025,525.0
etoile-de-besseges,2018,177.0
etoile-de-besseges,2019,259.0
etoile-de-besseges,2020,201.0
etoile-de-besseges,2021,451.0
etoile-de-besseges,2022,367.0
etoile-de-besseges,2023,418.0
etoile-de-besseges,2024,245.0
etoile-de-besseges,2025,358.0
european-games,2019,104.0
european-games-itt,2019,27.0
famenne-ardenne-classic,2018,204.0
famenne-ardenne-classic,2019,230.0
famenne-ardenne-classic,2022,296.0
famenne-ardenne-classic,2023,313.0
famenne-ardenne-classic,2024,135.0
famenne-ardenne-classic,2025,142.0
fatih-sultan-mehmet-edirne-race,2019,6.0
fatih-sultan-mehmet-kirklareli-race,2019,6.0
faun-ardeche-classic,2018,293.0
faun-ardeche-classic,2019,275.0
faun-ardeche-classic,2020,298.0
faun-ardeche-classic,2021,439.0
faun-ardeche-classic,2022,453.0
faun-ardeche-classic,2023,415.0
faun-ardeche-classic,2024,403.0
faun-ardeche-classic,2025,512.0
figueira-champions-classic,2023,126.0
figueira-champions-classic,2024,287.0
figueira-champions-classic,2025,312.0
five-rings-of-moscow,2018,0.0
five-rings-of-moscow,2019,2.0
five-rings-of-moscow,2021,4.0
fleche-ardennaise,2018,10.0
fleche-ardennaise,2019,17.0
fleche-ardennaise,2022,13.0
fleche-ardennaise,2023,18.0
fleche-ardennaise,2024,2.0
fleche-ardennaise,2025,18.0
fleche-du-sud,2018,20.0
fleche-du-sud,2019,24.0
fleche-du-sud,2022,12.0
fleche-du-sud,2023,18.0
fleche-du-sud,2024,16.0
fleche-du-sud,2025,10.0
gemenc-grand-prix-i,2019,5.0
gemenc-grand-prix-ii,2019,6.0
gent-wevelgem,2018,944.0
gent-wevelgem,2019,873.0
gent-wevelgem,2020,715.0
gent-wevelgem,2021,692.0
gent-wevelgem,2022,828.0
gent-wevelgem,2023,897.0
gent-wevelgem,2024,754.0
gent-wevelgem,2025,805.0
germenica-grand-prix-road-race-me,2021,18.0
giro-ciclistico-d-italia,2021,17.0
giro-ciclistico-della-valle-d-aosta-mont-blanc,2018,2.0
giro-d-abruzzo,2024,154.0
giro-d-abruzzo,2025,60.0
giro-d-italia,2018,866.0
giro-d-italia,2019,871.0
giro-d-italia,2020,765.0
giro-d-italia,2021,885.0
giro-d-italia,2022,817.0
giro-d-italia,2023,835.0
giro-d-italia,2024,721.0
giro-d-italia,2025,946.0
giro-del-medio-brenta,2018,9.0
giro-del-medio-brenta,2019,5.0
giro-del-medio-brenta,2021,8.0
giro-del-medio-brenta,2022,6.0
giro-del-medio-brenta,2023,12.0
giro-del-medio-brenta,2024,7.0
giro-del-medio-brenta,2025,12.0
giro-del-sol-san-juan,2023,3.0
giro-del-veneto,2021,193.0
giro-del-veneto,2022,198.0
giro-del-veneto,2023,307.0
giro-del-veneto,2024,291.0
giro-del-veneto,2025,372.0
giro-dell-appennino,2018,72.0
giro-dell-appennino,2019,70.0
giro-dell-appennino,2020,158.0
giro-dell-appennino,2021,122.0
giro-dell-appennino,2022,92.0
giro-dell-appennino,2023,120.0
giro-dell-appennino,2024,74.0
giro-dell-appennino,2025,98.0
giro-dell-emilia,2018,720.0
giro-dell-emilia,2019,733.0
giro-dell-emilia,2020,266.0
giro-dell-emilia,2021,777.0
giro-dell-emilia,2022,729.0
giro-dell-emilia,2023,815.0
giro-dell-emilia,2024,725.0
giro-dell-emilia,2025,609.0
giro-della-regione-friuli-venezia-giulia,2018,5.0
giro-della-regione-friuli-venezia-giulia,2019,22.0
giro-della-regione-friuli-venezia-giulia,2020,29.0
giro-della-regione-friuli-venezia-giulia,2021,24.0
giro-della-regione-friuli-venezia-giulia,2022,11.0
giro-della-regione-friuli-venezia-giulia,2023,15.0
giro-della-regione-friuli-venezia-giulia,2024,27.0
giro-della-regione-friuli-venezia-giulia,2025,42.0
giro-di-reggio-calabria,2023,36.0
giro-di-reggio-calabria,2025,19.0
giro-di-romagna,2024,62.0
giro-di-romagna,2025,132.0
giro-di-sicilia,2019,126.0
giro-di-sicilia,2021,186.0
giro-di-sicilia,2022,102.0
giro-di-sicilia,2023,129.0
giro-di-toscana,2018,371.0
giro-di-toscana,2019,245.0
giro-di-toscana,2020,189.0
giro-di-toscana,2021,303.0
giro-di-toscana,2022,227.0
giro-di-toscana,2023,226.0
giro-di-toscana,2024,220.0
giro-di-toscana,2025,325.0
gooikse-pijl,2018,111.0
gooikse-pijl,2019,246.0
gooikse-pijl,2020,116.0
gooikse-pijl,2021,162.0
gooikse-pijl,2022,296.0
gooikse-pijl,2023,225.0
gooikse-pijl,2024,280.0
gooikse-pijl,2025,248.0
gp-adria-mobil,2018,20.0
gp-adria-mobil,2019,13.0
gp-adria-mobil,2021,40.0
gp-adria-mobil,2022,15.0
gp-adria-mobil,2023,24.0
gp-adria-mobil,2024,28.0
gp-adria-mobil,2025,17.0
gp-al-massira,2019,1.0
gp-al-massira,2022,4.0
gp-albert-fauville,2018,9.0
gp-antalya,2020,18.0
gp-antalya,2024,12.0
gp-antalya,2025,9.0
gp-belek,2020,8.0
gp-brda-collio,2024,23.0
gp-brda-collio,2025,23.0
gp-bruno-beghelli,2018,503.0
gp-bruno-beghelli,2019,534.0
gp-capodarco,2018,0.0
gp-cerami,2018,204.0
gp-cerami,2019,163.0
gp-cerami,2023,20.0
gp-cerami,2024,18.0
gp-cerami,2025,17.0
gp-citta-di-peccioli,2018,365.0
gp-citta-di-peccioli,2019,276.0
gp-citta-di-peccioli,2020,174.0
gp-citta-di-peccioli,2021,276.0
gp-citta-di-peccioli,2022,318.0
gp-citta-di-peccioli,2023,272.0
gp-citta-di-peccioli,2024,286.0
gp-citta-di-peccioli,2025,363.0
gp-cycliste-de-gemenc,2018,7.0
gp-cycliste-de-gemenc,2022,11.0
gp-cycliste-de-gemenc,2023,16.0
gp-czech-republic,2018,17.0
gp-czech-republic,2021,22.0
gp-czech-republic,2022,16.0
gp-czech-republic,2023,20.0
gp-czech-republic,2024,13.0
gp-d-isbergues,2018,304.0
gp-d-isbergues,2019,183.0
gp-d-isbergues,2020,105.0
gp-d-isbergues,2021,212.0
gp-d-isbergues,2022,226.0
gp-d-isbergues,2023,196.0
gp-d-isbergues,2024,148.0
gp-d-isbergues,2025,211.0
gp-d-ouverture,2018,204.0
gp-d-ouverture,2019,158.0
gp-d-ouverture,2020,137.0
gp-d-ouverture,2021,192.0
gp-d-ouverture,2022,302.0
gp-d-ouverture,2023,262.0
gp-d-ouverture,2024,167.0
gp-d-ouverture,2025,132.0
gp-de-denain,2018,157.0
gp-de-denain,2019,146.0
gp-de-denain,2021,261.0
gp-de-denain,2022,252.0
gp-de-denain,2023,203.0
gp-de-denain,2024,215.0
gp-de-denain,2025,240.0
gp-de-fourmies,2018,336.0
gp-de-fourmies,2019,294.0
gp-de-fourmies,2021,223.0
gp-de-fourmies,2022,371.0
gp-de-fourmies,2023,368.0
gp-de-fourmies,2024,169.0
gp-de-fourmies,2025,297.0
gp-de-la-somme,2019,38.0
gp-de-la-somme,2021,7.0
gp-de-la-somme,2022,11.0
gp-de-la-somme,2023,3.0
gp-de-la-somme,2024,1.0
gp-de-la-somme,2025,0.0
gp-de-la-ville-d-alger,2023,9.0
gp-de-la-ville-d-alger,2024,11.0
gp-de-la-ville-d-alger,2025,12.0
gp-de-la-ville-de-lillers,2018,37.0
gp-de-la-ville-de-lillers,2020,16.0
gp-de-la-ville-de-lillers,2022,19.0
gp-de-la-ville-de-lillers,2023,18.0
gp-de-la-ville-de-lillers,2024,13.0
gp-de-la-ville-de-lillers,2025,12.0
gp-de-la-ville-de-nogent-sur-oise,2018,12.0
gp-de-la-ville-de-nogent-sur-oise,2019,8.0
gp-de-la-ville-de-nogent-sur-oise,2021,8.0
gp-de-la-ville-de-nogent-sur-oise,2022,11.0
gp-de-la-ville-de-nogent-sur-oise,2024,4.0
gp-de-plumelec,2018,153.0
gp-de-plumelec,2019,137.0
gp-de-plumelec,2021,124.0
gp-de-plumelec,2022,193.0
gp-de-plumelec,2023,260.0
gp-de-plumelec,2024,233.0
gp-de-plumelec,2025,285.0
gp-de-valence,2021,66.0
gp-de-valence,2022,59.0
gp-de-valence,2023,197.0
gp-de-valence,2024,178.0
gp-de-valence,2025,308.0
gp-de-wallonie,2018,158.0
gp-de-wallonie,2019,220.0
gp-de-wallonie,2021,282.0
gp-de-wallonie,2022,357.0
gp-de-wallonie,2023,329.0
gp-de-wallonie,2024,438.0
gp-de-wallonie,2025,341.0
gp-di-poggiana,2018,7.0
gp-du-canton-d-argovie,2018,229.0
gp-du-canton-d-argovie,2019,212.0
gp-du-canton-d-argovie,2021,256.0
gp-du-canton-d-argovie,2022,336.0
gp-du-canton-d-argovie,2023,298.0
gp-du-canton-d-argovie,2024,326.0
gp-du-canton-d-argovie,2025,314.0
gp-gorenjska,2022,17.0
gp-gorenjska,2023,5.0
gp-gorenjska,2024,4.0
gp-goriska-vipava-valley,2022,14.0
gp-goriska-vipava-valley,2023,24.0
gp-goriska-vipava-valley,2024,19.0
gp-herning,2021,8.0
gp-herning,2022,40.0
gp-herning,2023,23.0
gp-herning,2024,9.0
gp-herning,2025,17.0
gp-horsens,2018,45.0
gp-impanis-van-petegem,2018,247.0
gp-impanis-van-petegem,2019,486.0
gp-impanis-van-petegem,2021,407.0
gp-impanis-van-petegem,2022,437.0
gp-impanis-van-petegem,2023,445.0
gp-impanis-van-petegem,2024,447.0
gp-impanis-van-petegem,2025,579.0
gp-industria-artigianato,2018,220.0
gp-industria-artigianato,2019,284.0
gp-industria-artigianato,2021,310.0
gp-industria-artigianato,2022,123.0
gp-industria-artigianato,2023,104.0
gp-industria-artigianato,2024,241.0
gp-industria-artigianato,2025,390.0
gp-industria-e-commercio2,2018,2.0
gp-industrie-del-marmo,2018,1.0
gp-int-torres-vedras,2019,25.0
gp-int-torres-vedras,2020,15.0
gp-int-torres-vedras,2021,33.0
gp-int-torres-vedras,2022,25.0
gp-int-torres-vedras,2023,22.0
gp-int-torres-vedras,2024,32.0
gp-int-torres-vedras,2025,20.0
gp-internacional-beiras-e-serra-da-estrela,2018,34.0
gp-internacional-beiras-e-serra-da-estrela,2019,39.0
gp-internacional-beiras-e-serra-da-estrela,2023,18.0
gp-internacional-beiras-e-serra-da-estrela,2024,23.0
gp-internacional-beiras-e-serra-da-estrela,2025,45.0
gp-internacional-de-ciclismo-de-santa-catarina,2023,2.0
gp-izola-butan-plin,2018,34.0
gp-izola-butan-plin,2019,24.0
gp-izola-butan-plin,2021,24.0
gp-izola-butan-plin,2022,16.0
gp-izola-butan-plin,2023,13.0
gp-izola-butan-plin,2024,21.0
gp-izola-butan-plin,2025,22.0
gp-jef-scherens,2018,205.0
