fichier_gpx,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km
2025 Volta Ciclista a Catalunya Stage 1.gpx,0.265,0.0,0.265,0.0,0.265,0.0
2025 Volta Ciclista a Catalunya Stage 7.gpx,0.567,0.0,0.283,0.0,0.051,0.0
2024 28esimo Giro della Provincia di Biella - 82esima Torino-Biella.gpx,4.833,0.0,2.87,0.0,1.268,0.0
2024 Amstel Gold Race.gpx,0.334,0.839,0.203,0.0,0.203,0.0
2024 Arno Wallaard Memorial.gpx,3.072,0.0,1.969,0.0,0.907,0.0
2024 Baloise Belgium Tour Stage 2.gpx,5.923,0.0,2.628,0.0,1.234,0.0
2024 Baloise Belgium Tour Stage 3.gpx,0.746,0.0,0.706,0.0,0.0,0.0
2024 Baloise Belgium Tour Stage 4.gpx,0.381,0.0,0.19,0.0,0.19,0.0
2024 Belgian Road National Championship.gpx,3.115,0.0,1.502,0.0,1.502,0.0
2024 Bemer Cyclassics.gpx,0.89,0.022,0.433,0.0,0.373,0.0
2024 Betcity Elfstedenrace.gpx,1.566,0.0,0.033,0.0,0.0,0.0
2024 Boucles de l'Aulne - Chateaulin.gpx,0.369,0.0,0.185,0.0,0.123,0.0
2024 Bredene Koksijde Classic.gpx,0.325,0.0,0.0,0.0,0.0,0.0
2024 Brussels Cycling Classic.gpx,2.948,0.004,2.195,0.0,0.0,0.0
2024 Circuit de Wallonie.gpx,2.997,0.0,1.498,0.0,0.749,0.0
2024 Clasica Jaen.gpx,1.488,0.61,0.0,0.61,0.0,0.292
2024 Classic Brugge-De Panne.gpx,1.292,0.012,0.572,0.006,0.313,0.006
2024 Classica da Arrabida - Cyclin'Portugal.gpx,1.111,0.0,0.0,0.0,0.0,0.0
2024 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1-1.gpx,0.673,0.0,0.673,0.0,0.673,0.0
2024 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3.gpx,1.256,0.0,1.256,0.0,0.524,0.0
2024 Cro Race Stage 4.gpx,0.905,0.0,0.905,0.0,0.452,0.0
2024 Cycling Tour of Albania Stage 2.gpx,0.471,0.0,0.471,0.0,0.471,0.0
2024 Czech Tour Stage 4.gpx,2.55,0.0,1.731,0.0,0.706,0.0
2024 Danilith Nokere Koerse.gpx,8.49,0.0,3.645,0.0,3.302,0.0
2024 De Brabantse Pijl - La Fleche Brabanconne.gpx,1.011,0.0,0.385,0.0,0.059,0.0
2024 Donostia San Sebastian Klasikoa.gpx,0.255,0.0,0.251,0.0,0.251,0.0
2024 Dookola Mazowsza Stage 1.gpx,7.107,0.0,2.411,0.0,2.411,0.0
2024 Druivenkoers - Overijse.gpx,0.842,0.0,0.385,0.0,0.033,0.0
2024 Duracell Dwars door het Hageland.gpx,1.596,12.641,0.743,5.319,0.743,3.856
2024 Dwars door Vlaanderen - A travers la Flandre.gpx,7.041,0.0,2.523,0.0,1.18,0.0
2024 E3 Saxo Classic.gpx,4.196,0.022,0.36,0.0,0.0,0.0
2024 Elfstedenronde Brugge.gpx,0.713,0.0,0.263,0.0,0.263,0.0
2024 Eschborn-Frankfurt.gpx,0.658,0.081,0.459,0.005,0.0,0.0
2024 Ethias-Tour de Wallonie Stage 1.gpx,2.885,0.0,0.0,0.0,0.0,0.0
2024 Ethias-Tour de Wallonie Stage 2.gpx,0.54,0.0,0.258,0.0,0.0,0.0
2024 Ethias-Tour de Wallonie Stage 5.gpx,1.266,0.0,0.633,0.0,0.316,0.0
2024 Fleche Ardennaise.gpx,1.601,0.0,0.849,0.0,0.254,0.0
2024 Fleche du Sud Stage 3.gpx,0.522,0.0,0.174,0.0,0.0,0.0
2024 Fleche du Sud Stage 5.gpx,0.515,0.0,0.208,0.0,0.208,0.0
2024 Fyn Rundt - Tour of Funen.gpx,0.591,0.0,0.443,0.0,0.295,0.0
2024 GP Adria Mobil.gpx,0.649,0.0,0.409,0.0,0.169,0.0
2024 GP Kranj.gpx,1.464,0.0,0.404,0.0,0.038,0.0
2024 GP Rik Van Looy.gpx,3.896,0.015,2.437,0.008,0.798,0.008
2024 Gent-Wevelgem in Flanders Fields.gpx,1.903,0.0,0.169,0.0,0.169,0.0
2024 German Road National Championship.gpx,0.36,0.0,0.0,0.0,0.0,0.0
2024 Giro d'Italia Stage 1.gpx,0.607,0.0,0.232,0.0,0.232,0.0
2024 Giro d'Italia Stage 15.gpx,0.0,1.661,0.0,1.661,0.0,1.661
2024 Giro d'Italia Stage 17.gpx,0.177,0.0,0.0,0.0,0.0,0.0
2024 Giro d'Italia Stage 18.gpx,0.006,0.0,0.006,0.0,0.006,0.0
2024 Giro d'Italia Stage 2.gpx,1.511,0.0,1.511,0.0,0.237,0.0
2024 Giro d'Italia Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Giro d'Italia Stage 6.gpx,0.058,9.732,0.058,2.384,0.0,0.0
2024 Giro dell'Emilia.gpx,6.82,0.0,3.876,0.0,1.603,0.0
2024 Giro della Regione Friuli Venezia Giulia Stage 4.gpx,1.169,0.0,0.505,0.0,0.505,0.0
2024 Gran Piemonte.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Gran Premio Miguel Indurain.gpx,0.73,0.0,0.286,0.0,0.286,0.0
2024 Gran Premio citta di Peccioli - Coppa Sabatini.gpx,0.135,0.0,0.0,0.0,0.0,0.0
2024 Grand Prix Cerami.gpx,3.632,0.0,1.816,0.0,0.0,0.0
2024 Grand Prix Criquielion.gpx,1.235,0.0,0.617,0.0,0.617,0.0
2024 Grand Prix Herning.gpx,0.225,0.0,0.121,0.0,0.086,0.0
2024 Grand Prix de Denain - Porte du Hainaut.gpx,11.24,1.168,3.403,0.36,0.0,0.0
2024 Grand Prix de Wallonie.gpx,1.931,0.114,1.931,0.114,1.931,0.114
2024 Grand Prix de la ville de Perenchies.gpx,2.936,0.0,0.979,0.0,0.979,0.0
2024 Grande Premio Internacional Beiras e Serra da Estrela Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Grande Premio Internacional Beiras e Serra da Estrela Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Grande Premio Internacional Beiras e Serra da Estrela Stage 3.gpx,0.56,0.0,0.02,0.0,0.02,0.0
2024 Grote Prijs Stad Halle.gpx,2.779,0.0,1.389,0.0,0.572,0.0
2024 Grote prijs Jean - Pierre Monsere.gpx,1.507,0.0,0.468,0.0,0.468,0.0
2024 Heylen Vastgoed Heistse Pijl.gpx,1.761,0.0,0.471,0.0,0.443,0.0
2024 Itzulia Basque Country Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Kuurne - Brussel - Kuurne.gpx,0.826,0.0,0.0,0.0,0.0,0.0
2024 La Roue Tourangelle Centre Val de Loire - Trophee Groupama Paris Val de Loire.gpx,0.515,0.0,0.0,0.0,0.0,0.0
2024 La Vuelta Ciclista a Espana Stage 16.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 La Vuelta Ciclista a Espana Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 La Vuelta Ciclista a Espana Stage 21.gpx,0.835,0.0,0.835,0.0,0.835,0.0
2024 La Vuelta Ciclista a Espana Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 La Vuelta Ciclista a Espana Stage 5.gpx,0.0,0.025,0.0,0.025,0.0,0.0
2024 Le Samyn.gpx,7.287,0.0,2.527,0.0,1.035,0.0
2024 Le Tour de Bretagne Cycliste Stage 3.gpx,0.025,3.64,0.0,1.8,0.0,1.186
2024 Le Tour de Bretagne Cycliste Stage 7.gpx,3.987,0.0,3.121,0.0,1.561,0.0
2024 Lidl Deutschland Tour Stage 3.gpx,1.261,0.0,0.898,0.0,0.898,0.0
2024 Lidl Deutschland Tour Stage 4.gpx,1.773,0.0,1.773,0.0,0.677,0.0
2024 Lloyds Bank Tour of Britain Stage 1.gpx,0.292,0.0,0.219,0.0,0.219,0.0
2024 Lotto Famenne Ardenne Classic.gpx,0.703,0.0,0.234,0.0,0.234,0.0
2024 Memorial Andrzeja Trochanowskiego.gpx,0.857,0.0,0.428,0.0,0.428,0.0
2024 Midden-Brabant Poort Omloop.gpx,5.457,0.0,2.066,0.0,1.349,0.0
2024 Milano-Sanremo.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Muur Classic Geraardsbergen.gpx,4.132,0.0,1.656,0.0,1.396,0.0
2024 National Road Championships - Ecuador.gpx,1.095,0.0,0.365,0.0,0.25,0.0
2024 New Zealand Cycle Classic Stage 5.gpx,1.38,0.0,1.38,0.0,1.38,0.0
2024 Olympia's Tour Stage 1.gpx,0.692,0.0,0.014,0.0,0.014,0.0
2024 Olympia's Tour Stage 2.gpx,1.582,0.0,0.791,0.0,0.0,0.0
2024 Olympia's Tour Stage 3.gpx,21.795,0.0,7.822,0.0,5.444,0.0
2024 Olympia's Tour Stage 4.gpx,3.562,0.009,0.035,0.009,0.035,0.0
2024 Olympia's Tour Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Omloop Nieuwsblad.gpx,6.13,0.0,1.663,0.0,0.024,0.0
2024 Omloop van het Houtland.gpx,2.651,0.0,0.925,0.0,0.343,0.0
2024 Omloop van het Waasland.gpx,3.514,0.0,0.889,0.0,0.765,0.0
2024 Paris - Tours Elite.gpx,0.069,1.217,0.069,0.822,0.069,0.0
2024 Paris-Roubaix.gpx,14.531,0.0,6.232,0.0,1.499,0.0
2024 Petronas Le Tour de Langkawi Stage 2.gpx,0.415,0.0,0.0,0.0,0.0,0.0
2024 PostNord Tour of Denmark Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 PostNord Tour of Denmark Stage 4.gpx,1.723,0.0,1.723,0.0,0.574,0.0
2024 Presidential Cycling Tour of Turkiye Stage 3.gpx,0.541,0.0,0.541,0.0,0.541,0.0
2024 Presidential Cycling Tour of Turkiye Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Prueba Villafranca - Ordiziako Klasika.gpx,0.377,0.0,0.119,0.0,0.119,0.0
2024 Paris 2024 Olympic Road Race.gpx,4.879,0.0,1.896,0.0,1.369,0.0
2024 Region Pays de la Loire Tour Stage 4.gpx,0.54,0.0,0.25,0.0,0.167,0.0
2024 Renewi Tour Stage 1.gpx,0.851,0.0,0.193,0.0,0.102,0.0
2024 Renewi Tour Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Renewi Tour Stage 4.gpx,0.971,0.012,0.2,0.006,0.191,0.006
2024 Renewi Tour Stage 5.gpx,4.483,0.0,1.497,0.0,1.424,0.0
2024 Ronde van Limburg.gpx,3.365,0.008,0.0,0.0,0.0,0.0
2024 Ronde van Overijssel.gpx,8.37,0.0,0.0,0.0,0.0,0.0
2024 Ronde van Vlaanderen - Tour des Flandres.gpx,5.685,0.0,1.839,0.0,0.0,0.0
2024 Ronde van de Achterhoek.gpx,3.208,8.153,2.554,0.561,1.323,0.426
2024 Rund um Koln.gpx,0.48,0.0,0.333,0.0,0.333,0.0
2024 Salverda Bouw Ster van Zwolle.gpx,0.687,0.0,0.439,0.0,0.403,0.0
2024 Scheldeprijs.gpx,5.923,0.0,2.132,0.0,1.529,0.0
2024 Sd Worx BW Classic.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Settimana Internazionale Coppi e Bartali Stage 4.gpx,1.024,0.0,0.293,0.0,0.147,0.0
2024 Skoda Tour de Luxembourg Stage 1.gpx,0.265,0.0,0.265,0.0,0.265,0.0
2024 Skoda Tour de Luxembourg Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Spanish Road National Championship.gpx,1.227,0.0,0.964,0.0,0.273,0.0
2024 Sparkassen Muensterland Giro.gpx,8.323,0.0,8.304,0.0,5.416,0.0
2024 Strade Bianche.gpx,0.865,0.669,0.865,0.0,0.865,0.0
2024 Super 8 Classic.gpx,0.433,0.0,0.049,0.0,0.0,0.0
2024 Tour de France Stage 1.gpx,0.776,0.0,0.638,0.0,0.638,0.0
2024 Tour de France Stage 2.gpx,2.912,0.0,1.456,0.0,0.021,0.0
2024 Tour de France Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Tour de France Stage 9.gpx,0.0,5.146,0.0,3.201,0.0,0.0
2024 Tour de Hongrie Stage 5.gpx,1.459,0.0,0.486,0.0,0.486,0.0
2024 Tour de Kurpie Stage 4.gpx,0.299,0.0,0.0,0.0,0.0,0.0
2024 Tour de Pologne Stage 3.gpx,0.204,0.0,0.091,0.0,0.091,0.0
2024 Tour de Pologne Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Tour de Pologne Stage 5.gpx,0.895,0.0,0.163,0.0,0.15,0.0
2024 Tour de Pologne Stage 6.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Tour de Pologne Stage 7.gpx,0.325,0.0,0.325,0.0,0.217,0.0
2024 Tour de Romandie Stage 1.gpx,0.886,0.0,0.0,0.0,0.0,0.0
2024 Tour de Suisse Stage 3.gpx,2.598,0.0,2.598,0.0,2.598,0.0
2024 Tour de Taiwan Stage 1.gpx,1.5,0.0,0.554,0.0,0.239,0.0
2024 Tour du Loir et Cher Stage 5.gpx,0.87,0.008,0.338,0.0,0.169,0.0
2024 Tour du Rwanda Stage 8.gpx,2.773,0.287,1.355,0.287,1.355,0.0
2024 Tour of Alanya.gpx,1.165,0.0,0.0,0.0,0.0,0.0
2024 Tour of Antalya Stage 3.gpx,1.176,0.0,1.176,0.0,1.176,0.0
2024 Tour of Austria Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Tour of Istanbul Stage 4.gpx,0.069,0.0,0.069,0.0,0.066,0.0
2024 Tour of Leuven - Memorial Jef Scherens.gpx,1.687,0.0,0.647,0.0,0.128,0.0
2024 Tour of Lithuania Stage 1.gpx,1.366,0.0,0.683,0.0,0.0,0.0
2024 Tour of Lithuania Stage 2.gpx,1.963,0.0,1.227,0.0,0.49,0.0
2024 Tour of Malopolska Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Tour of Malopolska Stage 2.gpx,0.138,0.0,0.027,0.0,0.027,0.0
2024 Tour of Norway Stage 4.gpx,1.141,0.345,0.307,0.173,0.282,0.0
2024 Tour of Slovenia Stage 5.gpx,0.374,0.0,0.374,0.0,0.134,0.0
2024 Tour of Szeklerland Stage 1.gpx,0.075,0.0,0.075,0.0,0.075,0.0
2024 Tour of the Alps Stage 1.gpx,0.264,0.0,0.057,0.0,0.011,0.0
2024 Tour of the Alps Stage 4.gpx,0.584,0.0,0.584,0.0,0.584,0.0
2024 Tro-Bro Leon.gpx,0.0,2.641,0.0,0.915,0.0,0.0
2024 Trofeo Citta di Brescia - Mem. Rino Fiori.gpx,2.151,0.0,0.847,0.0,0.325,0.0
2024 Trofeo Palma.gpx,3.414,0.0,2.276,0.0,1.138,0.0
2024 Turul Romaniei Stage 5.gpx,1.947,0.0,0.73,0.0,0.487,0.0
2024 UCI Road World Championships.gpx,0.091,0.0,0.0,0.0,0.0,0.0
2024 UEC European Championships - ITT.gpx,1.558,0.0,1.157,0.0,1.157,0.0
2024 UEC European Championships.gpx,1.399,0.0,0.728,0.0,0.004,0.0
2024 VDL Groep Omloop der Kempen.gpx,1.657,0.009,0.0,0.0,0.0,0.0
2024 Veenendaal-Veenendaal.gpx,2.485,0.0,1.212,0.0,0.016,0.0
2024 Veneto Classic.gpx,0.807,0.0,0.312,0.0,0.065,0.0
2024 Visegrad 4 Bicycle Race - GP Czech Republic.gpx,1.016,0.0,0.261,0.0,0.261,0.0
2024 Visegrad 4 Bicycle Race Grand Prix Poland.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Volta Ciclista a Catalunya Stage 7.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Volta NXT Classic.gpx,0.487,0.0,0.46,0.0,0.46,0.0
2024 Volta a Portugal em Bicicleta Stage 3.gpx,0.577,0.0,0.0,0.0,0.0,0.0
2024 Volta a Portugal em Bicicleta Stage 4.gpx,0.539,0.0,0.539,0.0,0.0,0.0
2024 Volta ao Alentejo Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Volta ao Alentejo Stage 5.gpx,1.998,0.0,1.998,0.0,1.998,0.0
2024 Volta ao Algarve em Bicicleta Stage 1.gpx,0.632,0.0,0.0,0.0,0.0,0.0
2024 Volta ao Algarve em Bicicleta Stage 3.gpx,1.345,0.0,0.0,0.0,0.0,0.0
2024 Vuelta Ciclista a la Region de Murcia Costa Calida.gpx,0.887,0.0,0.389,0.0,0.389,0.0
2024 Vuelta a Guatemala Stage 10.gpx,0.737,0.0,0.737,0.0,0.737,0.0
2024 Vuelta al Ecuador Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 Vuelta al Ecuador Stage 4.gpx,1.586,0.0,0.529,0.0,0.0,0.0
2024 Vuelta al Ecuador Stage 5.gpx,2.419,2.135,0.699,0.0,0.699,0.0
2024 Vuelta al Ecuador Stage 6.gpx,1.084,0.0,1.084,0.0,0.0,0.0
2024 Vuelta al Ecuador Stage 7.gpx,0.338,0.0,0.338,0.0,0.338,0.0
2024 ZLM Tour Stage 2.gpx,3.057,0.0,2.625,0.0,1.25,0.0
2024 ZLM Tour Stage 3.gpx,0.028,0.0,0.0,0.0,0.0,0.0
2024 ZLM Tour Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2024 ZLM Tour Stage 5.gpx,0.931,0.0,0.465,0.0,0.233,0.0
2025 Arctic Race of Norway Stage 2.gpx,0.0,5.66,0.0,1.887,0.0,1.887
2025 Arctic Race of Norway Stage 4.gpx,0.331,0.0,0.11,0.0,0.0,0.0
2025 Arno Wallaard Memorial.gpx,3.134,0.0,1.969,0.0,0.906,0.0
2025 Baloise Belgium Tour Stage 1.gpx,4.371,0.0,1.71,0.0,0.951,0.0
2025 Baloise Belgium Tour Stage 2.gpx,1.937,0.0,0.968,0.0,0.968,0.0
2025 Baloise Belgium Tour Stage 4.gpx,0.381,0.0,0.19,0.0,0.19,0.0
2025 Belgian Road National Championship.gpx,3.489,0.0,1.737,0.0,0.638,0.0
2025 Boucles de l'Aulne - Chateaulin.gpx,0.369,0.0,0.185,0.0,0.123,0.0
2025 Bredene Koksijde Classic.gpx,0.325,0.0,0.0,0.0,0.0,0.0
2025 Brussels Cycling Classic.gpx,2.382,0.0,2.195,0.0,0.0,0.0
2025 Caribbean Elite Road Cycling Championships - ITT.gpx,0.0,33.585,0.0,19.829,0.0,9.829
2025 Caribbean Elite Road Cycling Championships.gpx,0.0,40.536,0.0,10.764,0.0,8.702
2025 Clasica Jaen - Paraiso Interior.gpx,1.661,0.636,0.0,0.318,0.0,0.044
2025 Cro Race Stage 4.gpx,0.891,0.0,0.438,0.0,0.438,0.0
2025 Cycling Tour of Albania Stage 2.gpx,0.471,0.0,0.471,0.0,0.471,0.0
2025 Danilith Nokere Koerse.gpx,9.094,0.0,4.462,0.0,1.319,0.0
2025 De Brabantse Pijl - La Fleche Brabanconne.gpx,1.054,0.0,0.385,0.0,0.059,0.0
2025 Dookola Mazowsza Stage 1.gpx,7.107,0.0,2.411,0.0,2.411,0.0
2025 Duracell Dwars door het Hageland.gpx,1.596,12.641,0.743,5.319,0.743,3.856
2025 Elfstedenronde Brugge.gpx,0.719,0.0,0.269,0.0,0.269,0.0
2025 Ename Samyn Classic.gpx,5.65,0.0,2.012,0.0,1.035,0.0
2025 Fleche Ardennaise.gpx,1.601,0.0,0.849,0.0,0.254,0.0
2025 Fleche du Sud Stage 2.gpx,0.27,0.0,0.09,0.0,0.09,0.0
2025 Fleche du Sud Stage 4.gpx,0.427,0.0,0.0,0.0,0.0,0.0
2025 Fyn Rundt - Tour of Funen.gpx,0.591,0.0,0.443,0.0,0.295,0.0
2025 GP Adria Mobil.gpx,0.644,0.0,0.404,0.0,0.164,0.0
2025 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 1.gpx,0.277,0.0,0.006,0.0,0.006,0.0
2025 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 GP Kranj.gpx,1.762,0.0,0.469,0.0,0.038,0.0
2025 GP Rik Van Looy.gpx,3.776,0.015,2.352,0.008,0.787,0.008
2025 GP Syedra Ancient City.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Giro del Veneto.gpx,3.345,0.0,1.115,0.0,0.0,0.0
2025 Giro dell'Emilia.gpx,4.595,0.0,2.375,0.0,0.902,0.0
2025 Giro della Provincia di Biella - Torino-Biella.gpx,6.468,0.0,3.03,0.0,1.478,0.0
2025 Gran Premio Citta di Peccioli - Coppa Sabatini.gpx,0.135,0.0,0.0,0.0,0.0,0.0
2025 Gran Premio Miguel Indurain.gpx,0.738,0.0,0.294,0.0,0.294,0.0
2025 Grand Prix Cerami.gpx,0.837,0.0,0.388,0.0,0.388,0.0
2025 Grand Prix Criquielion.gpx,1.235,0.0,0.617,0.0,0.617,0.0
2025 Grand Prix Herning.gpx,0.682,0.0,0.302,0.0,0.176,0.0
2025 Grand Prix de Denain - Porte du Hainaut.gpx,11.237,0.36,2.151,0.0,1.344,0.0
2025 Grand Prix de Wallonie.gpx,1.969,0.0,1.931,0.0,1.931,0.0
2025 Grand Prix de la ville de Perenchies.gpx,2.936,0.0,0.979,0.0,0.979,0.0
2025 Grande Premio Internacional Beiras e Serra da Estrela Stage 1.gpx,0.497,0.0,0.0,0.0,0.0,0.0
2025 Grande Premio Internacional Beiras e Serra da Estrela Stage 2.gpx,3.833,0.0,3.242,0.0,2.708,0.0
2025 Grande Premio Internacional Beiras e Serra da Estrela Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Grote prijs Jean - Pierre Monsere.gpx,1.101,0.0,0.0,0.0,0.0,0.0
2025 Heylen Vastgoed Heistse Pijl.gpx,1.849,0.02,0.579,0.01,0.458,0.0
2025 IXINA Classic - Grote Prijs van de Stad Halle.gpx,2.807,0.0,1.404,0.0,0.587,0.0
2025 Il Giro d'Abruzzo Stage 4.gpx,0.011,0.0,0.011,0.0,0.011,0.0
2025 Juegos Deportivos Bolivarianos - ITT.gpx,0.498,0.032,0.249,0.016,0.124,0.016
2025 Juegos Deportivos Bolivarianos.gpx,0.498,0.032,0.249,0.016,0.0,0.016
2025 Kuurne - Brussel - Kuurne.gpx,0.826,0.0,0.0,0.0,0.0,0.0
2025 La Roue Tourangelle Centre Val de Loire - Trophee Groupama Paris Val de Loire.gpx,0.515,0.0,0.0,0.0,0.0,0.0
2025 Lidl Deutschland Tour Stage 2.gpx,0.58,0.0,0.29,0.0,0.29,0.0
2025 Lidl Deutschland Tour Stage 4.gpx,1.344,0.23,1.295,0.0,0.959,0.0
2025 Lotto Famenne Ardenne Classic.gpx,0.703,0.0,0.234,0.0,0.234,0.0
2025 Midden-Brabant Poort Omloop.gpx,3.941,0.0,1.788,0.0,1.163,0.0
2025 Muur Classic Geraardsbergen.gpx,4.132,0.0,1.656,0.0,1.396,0.0
2025 NIBC Tour of Holland Stage 1.gpx,0.835,0.013,0.311,0.0,0.311,0.0
2025 NIBC Tour of Holland Stage 2.gpx,0.58,0.0,0.58,0.0,0.58,0.0
2025 NIBC Tour of Holland Stage 4.gpx,1.156,0.045,0.495,0.015,0.33,0.007
2025 NIBC Tour of Holland Stage 5.gpx,3.07,0.0,1.116,0.0,0.768,0.0
2025 National Road Championships - Ecuador - ITT.gpx,1.898,0.0,0.955,0.0,0.955,0.0
2025 National Road Championships - Ecuador.gpx,5.87,0.0,2.081,0.0,0.0,0.0
2025 Norwegian Road National Championship.gpx,0.989,0.0,0.348,0.0,0.134,0.0
2025 O Gran Camino - The Historical Route Stage 1.gpx,3.525,0.0,0.498,0.0,0.0,0.0
2025 O Gran Camino - The Historical Route Stage 5.gpx,0.013,1.783,0.013,1.783,0.0,1.39
2025 Olympia's Tour Stage 2.gpx,0.404,0.0,0.021,0.0,0.0,0.0
2025 Olympia's Tour Stage 3.gpx,0.724,0.0,0.0,0.0,0.0,0.0
2025 Olympia's Tour Stage 4.gpx,0.601,0.0,0.439,0.0,0.403,0.0
2025 Olympia's Tour Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Omloop van het Houtland.gpx,2.651,0.0,0.925,0.0,0.343,0.0
2025 Paris - Tours Elite.gpx,0.0,1.217,0.0,0.822,0.0,0.0
2025 Presidential Cycling Tour of Turkiye Stage 3.gpx,1.502,0.0,0.052,0.0,0.052,0.0
2025 Prueba Villafranca - Ordiziako Klasika.gpx,0.285,0.0,0.063,0.0,0.063,0.0
2025 Ronde van Limburg.gpx,3.042,0.0,2.082,0.0,0.0,0.0
2025 Ronde van de Achterhoek.gpx,9.921,5.178,6.498,0.0,3.143,0.0
2025 Rund um Koln.gpx,0.922,0.0,0.775,0.0,0.775,0.0
2025 SUPER 8 Classic.gpx,0.552,0.0,0.167,0.0,0.005,0.0
2025 Scheldeprijs.gpx,5.923,0.0,2.132,0.0,1.529,0.0
2025 Settimana Internazionale Coppi e Bartali Stage 4.gpx,1.247,0.0,0.293,0.0,0.147,0.0
2025 Sibiu Cycling Tour Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2025 Skoda Tour de Luxembourg Stage 3.gpx,1.777,0.0,1.21,0.0,0.642,0.0
2025 Slag om Norg.gpx,4.717,0.0,2.116,0.0,1.148,0.0
2025 Slezanski Mnich Bruki and Szutry.gpx,1.489,1.683,0.199,1.683,0.052,1.554
2025 Slovenian Road National Championships.gpx,0.721,0.0,0.24,0.0,0.24,0.0
2025 Sparkassen Muensterland Giro.gpx,9.937,0.005,8.55,0.005,3.571,0.0
2025 Tintrio - Omloop van het Waasland.gpx,2.067,0.012,0.689,0.004,0.683,0.004
2025 Tour Bitwa Warszawska Stage 2.gpx,0.418,0.0,0.0,0.0,0.0,0.0
2025 Tour Bitwa Warszawska Stage 5.gpx,20.809,0.0,8.316,0.0,3.986,0.0
2025 Tour de Hongrie Stage 2.gpx,0.335,0.293,0.335,0.293,0.335,0.293
2025 Tour de Hongrie Stage 5.gpx,3.197,0.0,3.197,0.0,2.131,0.0
2025 Tour de Taiwan Stage 1.gpx,4.53,0.0,1.812,0.0,0.906,0.0
2025 Tour du Benin Stage 2.gpx,0.0,0.85,0.0,0.85,0.0,0.85
2025 Tour du Rwanda Stage 2.gpx,0.0,5.898,0.0,5.898,0.0,5.241
2025 Tour du Rwanda Stage 6.gpx,0.79,0.0,0.79,0.0,0.79,0.0
2025 Tour of Lithuania Stage 1.gpx,1.366,0.0,0.683,0.0,0.0,0.0
2025 Tour of Lithuania Stage 5.gpx,6.174,0.0,6.09,0.0,2.951,0.0
2024 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 4.gpx,5.955,0.0,2.978,0.0,1.4,0.0
2024 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 5.gpx,8.578,0.0,4.044,0.0,1.742,0.0
2024 4 Jours de Dunkerque / Grand Prix des Hauts de France Stage 6.gpx,10.291,0.0,4.359,0.0,2.179,0.0
2024 Antwerp Port Epic / Sels Trophy.gpx,8.277,3.368,1.932,0.834,0.068,0.0
2024 Binche - Chimay - Binche / Memorial Frank Vandenbroucke.gpx,3.476,0.0,1.59,0.0,0.646,0.0
2024 Grand Prix Cycliste de Quebec.gpx,1.087,0.0,0.578,0.0,0.323,0.0
2024 Okolo jiznich Cech / Tour of South Bohemia Stage 1.gpx,0.423,0.0,0.211,0.0,0.211,0.0
