fichier_gpx,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km
2019 EuroEyes Cyclassics.gpx,0.551,0.208,0.276,0.0,0.216,0.0
2019 Fatih Sultan Mehmet Kirklareli Race.gpx,0.0,3.179,0.0,0.0,0.0,0.0
2019 Fyen Rundt - Tour of Funen.gpx,0.446,0.0,0.297,0.0,0.149,0.0
2019 GP Beiras e Serra da Estrela Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 GP Beiras e Serra da Estrela Stage 2.gpx,2.126,0.0,1.537,0.0,1.506,0.0
2019 GP Beiras e Serra da Estrela Stage 3.gpx,0.607,0.0,0.02,0.0,0.02,0.0
2019 GP Himmerland Rundt.gpx,3.996,0.0,1.911,0.0,0.868,0.0
2019 GP Kranj.gpx,1.467,0.0,0.393,0.0,0.0,0.0
2019 GP Stad Zottegem.gpx,3.798,0.0,1.266,0.0,1.266,0.0
2019 Gent-Wevelgem in Flanders Fields.gpx,1.433,0.0,0.169,0.0,0.169,0.0
2019 Giro d'Italia Stage 10.gpx,0.643,0.0,0.643,0.0,0.643,0.0
2019 Giro d'Italia Stage 11.gpx,0.402,0.0,0.0,0.0,0.0,0.0
2019 Giro d'Italia Stage 12.gpx,0.638,0.0,0.638,0.0,0.542,0.0
2019 Giro d'Italia Stage 13.gpx,0.052,0.0,0.0,0.0,0.0,0.0
2019 Giro d'Italia Stage 15.gpx,0.253,0.0,0.253,0.0,0.253,0.0
2019 Giro d'Italia Stage 19.gpx,0.388,0.0,0.388,0.0,0.0,0.0
2019 Giro d'Italia Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Giro d'Italia Stage 20.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Giro d'Italia Stage 21.gpx,1.255,0.0,1.255,0.0,1.255,0.0
2019 Giro d'Italia Stage 8.gpx,0.033,0.0,0.0,0.0,0.0,0.0
2019 Giro dell'Emilia.gpx,4.595,0.0,2.409,0.0,0.902,0.0
2019 Giro della Regione Friuli Venezia Giulia Stage 2.gpx,0.198,0.0,0.198,0.0,0.198,0.0
2019 Giro della Regione Friuli Venezia Giulia Stage 3.gpx,0.288,0.0,0.164,0.0,0.075,0.0
2019 Giro di Sicilia - Tour of Sicily Stage 1.gpx,1.223,0.0,0.921,0.0,0.921,0.0
2019 Giro di Sicilia - Tour of Sicily Stage 4.gpx,0.799,0.0,0.0,0.0,0.0,0.0
2019 Gooikse Pijl.gpx,0.0,3.093,0.0,1.547,0.0,0.0
2019 Gp Adria Mobil.gpx,0.915,0.0,0.915,0.0,0.435,0.0
2019 Gran Piemonte.gpx,0.29,0.568,0.29,0.0,0.214,0.0
2019 Gran Premio Miguel Indurain.gpx,0.764,0.0,0.32,0.0,0.32,0.0
2019 Grand Prix Alanya.gpx,0.139,0.0,0.139,0.0,0.139,0.0
2019 Grand Prix Cerami.gpx,0.193,0.0,0.0,0.0,0.0,0.0
2019 Grand Prix Criquielion.gpx,6.189,0.0,2.148,0.0,1.294,0.0
2019 Grand Prix Doliny Baryczy Zmigrod - XXIX Memorial Grundmanna i Wizowskiego.gpx,0.117,0.0,0.059,0.0,0.0,0.0
2019 Grand Prix Justiniano Hotels.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Grand Prix Velo Alanya.gpx,0.07,0.0,0.07,0.0,0.07,0.0
2019 Grand Prix de Denain - Porte du Hainaut.gpx,6.9,0.0,3.178,0.0,1.586,0.0
2019 Grand Prix de Wallonie.gpx,2.018,0.114,2.018,0.114,2.018,0.114
2019 Grand Prix de la ville de Perenchies.gpx,2.936,0.0,0.979,0.0,0.979,0.0
2019 Grote Prijs Jef Scherens - Rondom Leuven.gpx,6.585,0.0,3.203,0.0,1.691,0.0
2019 Grote Prijs Marcel Kint.gpx,0.204,0.0,0.102,0.0,0.0,0.0
2019 Gylne Gutuer.gpx,0.0,14.027,0.0,6.375,0.0,4.035
2019 Halle-Ingooigem.gpx,0.196,0.0,0.098,0.0,0.0,0.0
2019 Hammer Series - Hammer Sportzone Limburg Stage 1.gpx,2.263,0.0,0.93,0.0,0.375,0.0
2019 Hammer Series - Hammer Stavanger Stage 2.gpx,0.61,0.0,0.247,0.0,0.129,0.0
2019 Hansa Bygg Kalmar Grand Prix Road Race.gpx,3.348,0.0,2.658,0.0,1.278,0.0
2019 Herald Sun Tour Stage 5.gpx,0.0,2.997,0.0,1.249,0.0,0.5
2019 Heylen Vastgoed Heistse Pijl.gpx,2.348,0.0,1.073,0.0,0.607,0.0
2019 Internationale Wielertrofee Jong Maar Moedig I.W.T..gpx,10.105,0.0,4.503,0.0,2.801,0.0
2019 Itzulia Basque Country Stage 2.gpx,2.362,3.302,1.17,0.074,0.72,0.053
2019 Juegos Deportivos Panamericanos Lima 2019 - ITT.gpx,0.498,0.032,0.249,0.016,0.124,0.016
2019 KOGA Slag om Norg.gpx,4.661,0.0,2.319,0.0,1.148,0.0
2019 Klasika Primavera de Amorebieta.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Kuurne-Bruxelles-Kuurne.gpx,0.345,0.0,0.102,0.0,0.0,0.0
2019 La DH Famenne Ardenne Classic.gpx,0.703,0.0,0.234,0.0,0.234,0.0
2019 La Roue Tourangelle Region Centre Val de Loire - Trophee Harmonie Mutuelle.gpx,0.515,0.0,0.0,0.0,0.0,0.0
2019 Le Samyn.gpx,4.035,0.0,2.017,0.0,1.035,0.0
2019 Le Tour De Langkawi Stage 2.gpx,0.745,0.0,0.745,0.0,0.745,0.0
2019 Le Tour De Langkawi Stage 6.gpx,0.427,0.0,0.427,0.0,0.427,0.0
2019 Le Tour de Bretagne Stage 7.gpx,1.542,0.0,1.082,0.0,0.532,0.0
2019 Lillehammer GP.gpx,0.174,0.0,0.087,0.0,0.0,0.0
2019 Memorial Rik Van Steenbergen - Kempen Classic.gpx,0.174,0.0,0.143,0.0,0.072,0.0
2019 Midden-Brabant Poort Omloop.gpx,4.061,0.0,1.88,0.0,1.163,0.0
2019 Milano - Sanremo.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Minsk 2019 European Games Road Race - ITT.gpx,3.388,0.0,2.623,0.0,1.189,0.0
2019 Minsk Cup.gpx,3.448,0.0,3.448,0.0,3.448,0.0
2019 Odessa Grand Prix.gpx,12.337,0.0,5.457,0.0,2.706,0.0
2019 Omloop Het Nieuwsblad Elite.gpx,4.411,0.0,1.648,0.0,0.024,0.0
2019 Omloop van het Houtland Lichtervelde.gpx,2.632,0.0,0.887,0.0,0.351,0.0
2019 PWZ Zuidenveld Tour.gpx,0.058,0.0,0.012,0.0,0.0,0.0
2019 Paris - Tours.gpx,0.114,2.716,0.114,0.822,0.114,0.0
2019 Paris-Nice Stage 7.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Paris-Roubaix.gpx,14.386,0.394,6.351,0.0,1.499,0.0
2019 Presidential Cycling Tour of Turkey Stage 6.gpx,0.878,0.0,0.757,0.0,0.757,0.0
2019 Primus Classic.gpx,1.539,0.0,0.108,0.0,0.0,0.0
2019 Prudential RideLondon-Surrey Classic.gpx,0.932,0.0,0.117,0.0,0.117,0.0
2019 Prueba Villafranca-Ordiziako Klasika.gpx,0.258,0.0,0.0,0.0,0.0,0.0
2019 Ringerike GP.gpx,1.221,0.0,0.794,0.0,0.366,0.0
2019 Ronde Van Vlaanderen.gpx,6.134,0.0,2.043,0.0,0.204,0.0
2019 Ronde de l'Oise Stage 4.gpx,0.0,0.276,0.0,0.0,0.0,0.0
2019 Ronde van Drenthe.gpx,9.644,0.19,4.36,0.19,0.619,0.0
2019 Ronde van Limburg.gpx,3.485,0.047,0.429,0.0,0.025,0.0
2019 Ronde van Overijssel.gpx,8.39,0.0,0.0,0.0,0.0,0.0
2019 Rund um Koln.gpx,2.64,0.0,1.522,0.0,0.914,0.0
2019 SKODA Tour de Luxembourg Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 SKODA Tour de Luxembourg Stage 3.gpx,0.019,0.344,0.0,0.344,0.0,0.0
2019 Scandinavian Race.gpx,0.482,0.0,0.161,0.0,0.03,0.0
2019 Schaal Sels Merksem - Johan Museeuw Classic.gpx,2.607,0.0,1.001,0.0,0.607,0.0
2019 Scheldeprijs.gpx,4.336,0.0,2.186,0.0,1.586,0.0
2019 Sparkassen Muensterland Giro.gpx,10.642,0.0,10.405,0.0,5.224,0.0
2019 Strade Bianche.gpx,0.654,8.045,0.654,0.0,0.654,0.0
2019 Tacx Pro Classic.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 The 7 International Race Korona Kocich Gor.gpx,2.427,7.577,0.809,2.592,0.809,0.157
2019 Tirreno-Adriatico Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tirreno-Adriatico Stage 5.gpx,1.925,0.0,0.215,0.0,0.215,0.0
2019 Tour de France Stage 1.gpx,3.637,2.179,2.256,2.179,1.352,0.599
2019 Tour de France Stage 2.gpx,0.958,0.474,0.515,0.0,0.144,0.0
2019 Tour de France Stage 21.gpx,35.058,0.0,14.155,0.0,6.131,0.0
2019 Tour de France Stage 3.gpx,0.917,0.0,0.917,0.0,0.917,0.0
2019 Tour de France Stage 5.gpx,0.375,0.966,0.0,0.966,0.0,0.966
2019 Tour de France Stage 6.gpx,0.0,0.543,0.0,0.543,0.0,0.543
2019 Tour de Hongrie Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Pologne Stage 1.gpx,0.0,0.184,0.0,0.184,0.0,0.123
2019 Tour de Pologne Stage 2.gpx,3.427,0.0,1.85,0.0,1.079,0.0
2019 Tour de Pologne Stage 3.gpx,1.247,1.759,0.935,1.319,0.348,0.88
2019 Tour de Suisse Stage 3.gpx,0.271,0.0,0.136,0.0,0.136,0.0
2019 Tour de Suisse Stage 5.gpx,0.739,0.0,0.369,0.0,0.369,0.0
2019 Tour de Suisse Stage 7.gpx,6.195,0.0,6.11,0.0,6.11,0.0
2019 Tour de Suisse Stage 8.gpx,0.0,1.61,0.0,1.61,0.0,1.399
2019 Tour de Suisse Stage 9.gpx,0.046,1.61,0.046,1.61,0.0,1.61
2019 Tour de Taiwan Stage 1.gpx,2.367,0.0,0.951,0.0,0.437,0.0
2019 Tour de Vendee.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour de Yorkshire Stage 3.gpx,0.59,0.0,0.59,0.0,0.59,0.0
2019 Tour du Cameroon Stage 6.gpx,2.014,0.0,0.749,0.0,0.401,0.0
2019 Tour du Doubs.gpx,0.006,0.563,0.006,0.0,0.006,0.0
2019 Tour du Faso Stage 6.gpx,0.0,2.225,0.0,2.225,0.0,2.225
2019 Tour du Rwanda Stage 7.gpx,1.123,0.0,0.0,0.0,0.0,0.0
2019 Tour du Senegal Stage 1.gpx,2.692,0.0,2.692,0.0,2.692,0.0
2019 Tour du Senegal Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Albania Stage 2.gpx,0.471,0.0,0.471,0.0,0.471,0.0
2019 Tour of Albania Stage 4.gpx,0.009,0.0,0.009,0.0,0.009,0.0
2019 Tour of Antalya Stage 1.gpx,0.982,0.0,0.982,0.0,0.982,0.0
2019 Tour of Antalya Stage 2.gpx,0.364,0.0,0.0,0.0,0.0,0.0
2019 Tour of Antalya Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Iran (Azarbaijan) Stage 3.gpx,3.082,0.0,3.082,0.0,3.082,0.0
2019 Tour of Malopolska Stage 1.gpx,0.895,0.0,0.772,0.0,0.772,0.0
2019 Tour of Malopolska Stage 3.gpx,0.18,0.25,0.0,0.25,0.0,0.25
2019 Tour of Mersin Stage 2.gpx,1.447,0.0,0.0,0.0,0.0,0.0
2019 Tour of Norway Stage 2.gpx,2.093,0.0,1.046,0.0,0.523,0.0
2019 Tour of Slovenia Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Tour of Slovenia Stage 5.gpx,0.374,0.0,0.374,0.0,0.374,0.0
2019 Tour of The Alps Stage 1.gpx,0.437,0.0,0.0,0.0,0.0,0.0
2019 Tre Valli Varesine.gpx,0.08,0.0,0.0,0.0,0.0,0.0
2019 Tro Bro Leon.gpx,0.0,0.915,0.0,0.0,0.0,0.0
2019 Turul Romaniei Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Turul Romaniei Stage 5.gpx,1.39,0.0,0.521,0.0,0.174,0.0
2019 UAE Tour Stage 2.gpx,4.647,0.0,4.647,0.0,4.647,0.0
2019 UAE Tour Stage 6.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 UAE Tour Stage 7.gpx,0.645,0.0,0.403,0.0,0.233,0.0
2019 UEC European Championships.gpx,13.545,0.0,6.185,0.0,3.08,0.0
2019 V4 Special Series Vasarosnameny - Nyiregyhaza.gpx,0.547,0.0,0.0,0.0,0.0,0.0
2019 VOO-Tour de Wallonie Stage 1.gpx,0.078,0.0,0.078,0.0,0.078,0.0
2019 VOO-Tour de Wallonie Stage 5.gpx,0.949,0.0,0.633,0.0,0.316,0.0
2019 Veenendaal-Veenendaal Classic.gpx,1.93,0.0,1.92,0.0,0.717,0.0
2019 Visegrad 4 Kerekparverseny.gpx,1.261,0.198,1.261,0.198,0.607,0.099
2019 Volta Limburg Classic.gpx,0.803,0.0,0.775,0.0,0.775,0.0
2019 Volta a Portugal Santander Stage 10.gpx,1.17,0.0,1.17,0.0,1.0,0.0
2019 Volta a Portugal Santander Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 3.gpx,0.104,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 4.gpx,0.81,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 5.gpx,3.781,0.0,0.0,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 6.gpx,0.589,0.0,0.589,0.0,0.0,0.0
2019 Volta a Portugal Santander Stage 8.gpx,4.62,0.0,2.141,0.0,1.358,0.0
2019 Volta a Portugal Santander Stage 9.gpx,1.647,0.0,0.091,0.0,0.0,0.0
2019 Volta a la Comunitat Valenciana Stage 5.gpx,1.812,0.0,0.867,0.0,0.55,0.0
2019 Vuelta Aragon Stage 3.gpx,0.0,0.907,0.0,0.907,0.0,0.0
2019 Vuelta Asturias Julio Alvarez Mendo Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista a la Comunidad de Madrid Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 2.gpx,0.727,0.0,0.727,0.0,0.727,0.0
2019 Vuelta Ciclista del Uruguay Stage 3.gpx,0.0,0.284,0.0,0.0,0.0,0.0
2019 Vuelta Ciclista del Uruguay Stage 8.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Burgos Stage 1.gpx,0.897,0.0,0.897,0.0,0.461,0.0
2019 Vuelta a Espana Stage 18.gpx,0.39,0.0,0.0,0.0,0.0,0.0
2019 Vuelta a Espana Stage 19.gpx,0.704,0.0,0.704,0.0,0.562,0.0
2019 Vuelta a Espana Stage 9.gpx,0.494,0.0,0.0,0.0,0.0,0.0
2019 ZLM Tour Stage 1.gpx,0.078,0.0,0.039,0.0,0.0,0.0
2019 ZLM Tour Stage 2.gpx,0.607,0.006,0.0,0.0,0.0,0.0
2019 ZLM Tour Stage 3.gpx,1.769,0.0,0.131,0.0,0.083,0.0
2019 ZLM Tour Stage 4.gpx,5.576,0.0,1.156,0.0,0.215,0.0
2019 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 3.gpx,0.361,0.0,0.361,0.0,0.361,0.0
2019 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 4.gpx,0.111,0.0,0.037,0.0,0.034,0.0
2019 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 5.gpx,8.714,0.0,4.109,0.0,1.806,0.0
2019 4 Jours de Dunkerque / Grand Prix des Hauts-de-France Stage 6.gpx,5.295,0.0,2.422,0.0,0.882,0.0
2019 A Travers les Hauts de France / Trophe Paris-Arras Tour Stage 3.gpx,2.823,0.0,2.823,0.0,1.411,0.0
2019 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2019 Adriatica Ionica Race / Sulle Rotte della Serenissima Stage 3.gpx,0.034,0.0,0.0,0.0,0.0,0.0
2020 60a Vuelta a Guatemala Stage 9.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 60th Craft Ster Van Zwolle.gpx,1.604,0.864,0.176,0.864,0.141,0.864
2020 AG Driedaagse Brugge-De Panne.gpx,1.419,0.0,0.101,0.0,0.101,0.0
2020 Albertina Baltyk - Karkonosze Tour Stage 3.gpx,0.061,0.002,0.061,0.002,0.061,0.002
2020 Belgian Road National Championships.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 BinckBank Tour Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 BinckBank Tour Stage 2.gpx,0.6,0.0,0.233,0.0,0.216,0.0
2020 BinckBank Tour Stage 4.gpx,4.473,0.0,1.472,0.0,1.399,0.0
2020 Brussels Cycling Classic.gpx,0.55,0.0,0.0,0.0,0.0,0.0
2020 Circuito de Getxo-Memorial Hermanos Otxoa.gpx,0.031,0.0,0.014,0.0,0.014,0.0
2020 Coppa Sabatini - Gran Premio citta di Peccioli.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 2.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3.gpx,1.384,0.0,1.384,0.0,1.031,0.0
2020 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 4.gpx,1.657,0.0,1.628,0.0,1.014,0.0
2020 Criterium du Dauphine Stage 1.gpx,0.0,2.51,0.0,2.51,0.0,0.0
2020 Cycling Tour of Szeklerland Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Czech Cycling Tour Stage 2.gpx,0.508,0.0,0.036,0.0,0.0,0.0
2020 Czech Cycling Tour Stage 3.gpx,0.554,0.0,0.449,0.0,0.224,0.0
2020 Czech Cycling Tour Stage 4.gpx,2.547,0.0,1.727,0.0,0.702,0.0
2020 De Brabantse Pijl - La Fleche Brabanconne.gpx,0.791,0.0,0.392,0.0,0.067,0.0
2020 Dookola Mazowsza Stage 1.gpx,7.107,0.0,2.411,0.0,2.411,0.0
2020 Dorpenomloop Rucphen.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Druivenkoers - Overijse.gpx,0.079,0.0,0.026,0.0,0.026,0.0
2020 Dwars door het Hageland.gpx,2.317,15.267,0.82,5.705,0.687,3.862
2020 GP Kranj.gpx,1.467,0.0,0.393,0.0,0.0,0.0
2020 GP Manavgat.gpx,0.609,0.0,0.609,0.0,0.609,0.0
2020 Gent-Wevelgem In Flanders Fields.gpx,1.903,0.0,0.169,0.0,0.169,0.0
2020 Giro d'Italia Stage 1.gpx,0.864,0.0,0.864,0.0,0.488,0.0
2020 Giro d'Italia Stage 13.gpx,0.417,0.0,0.0,0.0,0.0,0.0
2020 Giro d'Italia Stage 14.gpx,0.674,0.0,0.0,0.0,0.0,0.0
2020 Giro d'Italia Stage 16.gpx,0.03,0.0,0.0,0.0,0.0,0.0
2020 Giro d'Italia Stage 18.gpx,0.0,1.487,0.0,1.487,0.0,1.487
2020 Giro d'Italia Stage 3.gpx,1.233,0.0,0.329,0.0,0.0,0.0
2020 Giro d'Italia Stage 4.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Giro d'Italia Stage 9.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Giro dell'Emilia.gpx,4.595,0.0,2.487,0.0,0.902,0.0
2020 Gran Premio de la Patagonia.gpx,0.01,0.049,0.01,0.025,0.01,0.012
2020 Gran Trittico Lombardo.gpx,0.12,0.0,0.04,0.0,0.0,0.0
2020 Grand Prix Alanya.gpx,0.139,0.0,0.139,0.0,0.139,0.0
2020 Grand Prix Manavgat - Side.gpx,2.025,0.0,2.025,0.0,1.568,0.0
2020 Grand Prix Velo Alanya.gpx,0.139,0.0,0.139,0.0,0.139,0.0
2020 Grote prijs Jean-Pierre Monsere.gpx,2.252,0.0,0.751,0.0,0.751,0.0
2020 Gylne Gutuer.gpx,0.0,14.027,0.0,6.375,0.0,4.035
2020 Herald Sun Tour Stage 5.gpx,0.0,5.251,0.0,2.188,0.0,0.875
2020 Italian Road National Championships.gpx,0.255,0.0,0.062,0.0,0.062,0.0
2020 Kuurne-Bruxelles-Kuurne.gpx,0.793,0.0,0.102,0.0,0.0,0.0
2020 Le Samyn.gpx,7.336,0.0,2.042,0.0,1.035,0.0
2020 Milano - Torino.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Omloop Het Nieuwsblad.gpx,5.332,0.0,1.663,0.0,0.024,0.0
2020 PETRONAS Le Tour de Langkawi Stage 7.gpx,0.338,0.0,0.338,0.0,0.338,0.0
2020 Paris - Nice Stage 1.gpx,0.191,0.0,0.191,0.0,0.191,0.0
2020 Paris - Tours Elite.gpx,0.069,2.716,0.069,0.822,0.069,0.0
2020 Paris-Camembert.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Prueba Villafranca-Ordiziako Klasika.gpx,0.258,0.0,0.0,0.0,0.0,0.0
2020 Ronde van Vlaanderen.gpx,5.632,0.0,1.847,0.0,0.0,0.0
2020 Saudi Tour Stage 5.gpx,0.905,0.0,0.905,0.0,0.905,0.0
2020 Scheldeprijs.gpx,1.343,0.0,0.748,0.0,0.152,0.0
2020 Spanish Road National Championships.gpx,3.195,0.0,1.502,0.0,1.502,0.0
2020 Strade Bianche.gpx,0.848,8.03,0.848,0.0,0.848,0.0
2020 Tour Bitwa Warszawska 1920 Stage 1.gpx,0.698,0.861,0.049,0.43,0.049,0.43
2020 Tour Bitwa Warszawska 1920 Stage 3.gpx,0.431,0.0,0.0,0.0,0.0,0.0
2020 Tour de France Stage 10.gpx,0.499,0.062,0.0,0.0,0.0,0.0
2020 Tour de France Stage 18.gpx,0.0,1.822,0.0,0.0,0.0,0.0
2020 Tour de France Stage 21.gpx,33.727,0.0,13.768,0.0,5.89,0.0
2020 Tour de Luxembourg Stage 1.gpx,0.077,0.0,0.037,0.0,0.037,0.0
2020 Tour de Luxembourg Stage 3.gpx,0.65,0.0,0.0,0.0,0.0,0.0
2020 Tour de Pologne Stage 1.gpx,7.297,0.262,3.839,0.087,1.73,0.087
2020 Tour de Pologne Stage 2.gpx,2.838,3.25,1.718,1.764,0.777,1.178
2020 Tour de Taiwan Stage 1.gpx,4.53,0.0,1.812,0.0,0.906,0.0
2020 Tour du Rwanda Stage 5.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour du Rwanda Stage 8.gpx,1.536,0.287,0.801,0.287,0.735,0.0
2020 Tour of Antalya Stage 2.gpx,4.631,0.0,4.631,0.0,4.631,0.0
2020 Tour of Bulgaria Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Tour of Malopolska Stage 1.gpx,0.84,0.0,0.0,0.0,0.0,0.0
2020 Tour of Malopolska Stage 2.gpx,0.661,0.0,0.027,0.0,0.027,0.0
2020 Tour of Malopolska Stage 3.gpx,0.206,0.246,0.0,0.246,0.0,0.246
2020 Turul Romaniei Stage 3.gpx,0.365,0.0,0.365,0.0,0.0,0.0
2020 Turul Romaniei Stage 5.gpx,1.39,0.0,0.521,0.0,0.174,0.0
2020 UAE Tour Stage 4.gpx,3.532,0.0,3.532,0.0,1.248,0.0
2020 VOO-Tour de Wallonie Stage 1.gpx,2.092,0.0,2.092,0.0,1.046,0.0
2020 VOO-Tour de Wallonie Stage 2.gpx,0.112,0.138,0.027,0.0,0.027,0.0
2020 VOO-Tour de Wallonie Stage 3.gpx,0.205,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 1.gpx,3.135,0.0,3.135,0.0,3.135,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 2.gpx,1.269,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 4.gpx,0.072,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 5.gpx,0.026,0.0,0.026,0.0,0.026,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 6.gpx,0.0,0.005,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 7.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta a Portugal em Bicicleta Edicao Especial Stage 8.gpx,1.762,0.0,1.762,0.0,1.314,0.0
2020 Volta a la Comunitat Valenciana Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2020 Volta a la Comunitat Valenciana Stage 4.gpx,0.438,0.0,0.0,0.0,0.0,0.0
2020 Vuelta Ciclista al Ecuador Stage 3.gpx,2.337,0.0,2.337,0.0,2.337,0.0
2020 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3.gpx,1.782,0.0,1.782,0.0,1.333,0.0
2020 Vuelta a Burgos Stage 1.gpx,0.955,0.0,0.955,0.0,0.507,0.0
2020 Vuelta a Espana Stage 10.gpx,0.253,0.0,0.231,0.0,0.0,0.0
2020 Antwerp Port Epic / Sels Trophy.gpx,9.357,1.711,0.577,0.834,0.074,0.0
2021 100^ Tre Valli Varesine.gpx,0.08,0.0,0.0,0.0,0.0,0.0
2021 17eme Tour Alsace Stage 3.gpx,0.331,0.0,0.0,0.0,0.0,0.0
2021 66esimo Trofeo Alcide Degasperi.gpx,0.513,0.0,0.257,0.0,0.0,0.0
2021 76 Grand Prix International de la ville de Nogent-sur-Oise.gpx,0.17,0.0,0.085,0.0,0.085,0.0
2021 82^ Volta a Portugal em Bicicleta Santander Stage 1.gpx,0.0,0.0,0.0,0.0,0.0,0.0
2021 82^ Volta a Portugal em Bicicleta Santander Stage 2.gpx,0.175,0.0,0.0,0.0,0.0,0.0
2021 82^ Volta a Portugal em Bicicleta Santander Stage 3.gpx,0.426,0.0,0.0,0.0,0.0,0.0
2021 82^ Volta a Portugal em Bicicleta Santander Stage 4.gpx,1.726,0.0,0.0,0.0,0.0,0.0
2021 82^ Volta a Portugal em Bicicleta Santander Stage 5.gpx,1.202,0.0,1.202,0.0,1.202,0.0
2021 82^ Volta a Portugal em Bicicleta Santander Stage 6.gpx,2.039,0.0,0.248,0.0,0.248,0.0
2021 82^ Volta a Portugal em Bicicleta Santander Stage 9.gpx,1.36,0.0,0.091,0.0,0.0,0.0
2021 Albert Achterhes Profronde van Drenthe.gpx,1.845,0.0,0.263,0.0,0.098,0.0
2021 Amstel Gold Race.gpx,0.508,0.0,0.203,0.0,0.203,0.0
2021 Arctic Race of Norway Stage 1.gpx,0.506,0.0,0.379,0.0,0.253,0.0
2021 Baloise Belgium Tour Stage 1.gpx,3.281,0.004,1.412,0.0,0.844,0.0
2021 Baloise Belgium Tour Stage 3.gpx,0.066,0.0,0.022,0.0,0.0,0.0
2021 Baloise Belgium Tour Stage 5.gpx,0.195,0.0,0.098,0.0,0.0,0.0
2021 Baltic Chain Tour Stage 2.gpx,0.0,0.784,0.0,0.0,0.0,0.0
2021 Baltic Chain Tour Stage 3.gpx,0.0,0.0,0.0,0.0,0.0,0.0
