date,year,course,type,etape,equipe,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,selected,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,cobblestones_km,unpaved_km,compacted_gravel_km,paved_km,asphalt_km,access_road_km,cycleway_km,loc_last_col_cat1,loc_last_col_cat2,loc_last_col_cat3,loc_last_col_cat4,loc_last_col_hc,off-grid_(unknown)_km,path_km,road_km,singletrack_km,state_road_km,street_km,unknown_km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2023-03-04,2023,ster-van-zwolle,result,,Kuil Groenoord Cycling Team - NWVG,1.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,179.92,305.0,305.0,45.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.06,16.0,0.0,98.0,15.1,1.32,0.376,23.0,137.0,0.0,43.6,0.0,0.0,0.0,0.0,0.0,3.62,1.38,111.0,1.23,2.01,2.14,4.39,0,0,0.0,40.0,0.86,0.864,0.176,0.864,0.141,0.864,0.0,17.0,7.0,Sprint of small group,,1.0,🟢  Plat/Sprint,0
2023-03-12,2023,dorpenomloop-rucphen,result,,Kuil Groenoord Cycling Team - NWVG,1.2,DNF,,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,176.44,225.0,226.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.08,24.0,-0.0,50.0,1.06,1.54,0.0,65.5,102.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,5.96,1.54,90.2,0.0,0.0,2.05,7.01,0,0,0.0,40.0,0.0,0.201,0.0,0.067,0.0,0.067,0.0,11.0,11.0,Sprint of small group,0.0,1.0,🟢  Plat/Sprint,0
2023-03-22,2023,olympias-tour,stage,1.0,Kuil Groenoord Cycling Team - NWVG,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,9.08,4.0,5.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,3.0,-0.01,4.0,0.0,0.5,0.0,0.0,0.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97,0.0,0.0,0.5,0.0,0.823,7.97,0,1,176.44,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,Time trial,0.0,1.0,🟢  Plat/Sprint,0
2023-03-23,2023,olympias-tour,stage,2.0,Kuil Groenoord Cycling Team - NWVG,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,2.0,157.54,305.0,304.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,24.0,-0.01,89.0,24.3,1.62,0.0,25.2,104.0,0.103,15.1,0.0,0.0,0.0,0.0,0.0,3.08,2.38,118.0,0.0,1.01,0.646,3.57,0,1,176.44,7.0,5.605,0.094,0.523,0.0,0.523,0.0,0.0,22.0,14.0,Sprint of small group,0.0,1.0,🟢  Plat/Sprint,0
2023-03-24,2023,olympias-tour,stage,3.0,Kuil Groenoord Cycling Team - NWVG,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,3.0,178.07,492.0,491.0,73.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.17,0.06,27.0,-0.0,79.0,17.0,1.23,0.0,17.9,140.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,1.51,0.604,107.0,0.996,0.576,2.41,3.0,0,1,176.44,7.0,1.717,0.0,0.811,0.0,0.021,0.0,0.0,22.0,13.0,Sprint of large group,0.0,1.0,🟢  Plat/Sprint,0
2023-03-25,2023,olympias-tour,stage,4.0,Kuil Groenoord Cycling Team - NWVG,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,4.0,163.83,519.0,536.0,110.0,3.0,1.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.02,22.0,-0.03,99.0,3.49,1.02,0.0,30.0,127.0,0.263,52.9,0.0,0.0,0.0,0.418,0.0,2.47,1.01,70.0,0.327,5.6,4.81,3.69,0,1,176.44,7.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,2.5 km solo,0.0,1.0,🟢  Plat/Sprint,0
2023-03-26,2023,olympias-tour,stage,5.0,Kuil Groenoord Cycling Team - NWVG,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,5.0,175.4,1712.0,1712.0,219.0,42.0,3.0,1.0,0.0,0.0,0.0,1.2,1.0,0.96,94.0,0.15,574.0,2.14,0.0,0.0,16.1,152.0,0.0,33.5,0.0,0.0,0.2213,0.8747,0.0,4.2,0.143,109.0,0.0,0.0,8.62,4.93,0,1,176.44,7.0,0.712,0.0,0.356,0.0,0.356,0.0,0.0,22.0,8.0,Sprint of small group,0.0,1.0,🟢  Plat/Sprint,0
2023-04-15,2023,arno-wallaard-memorial,result,,Kuil Groenoord Cycling Team - NWVG,1.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,187.89,128.0,129.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.02,13.0,-0.0,26.0,8.32,0.0,0.0,35.8,143.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.984,0.0,154.0,0.0,0.536,3.85,1.03,1,0,0.0,40.0,3.127,0.0,1.925,0.0,0.843,0.0,0.0,15.0,13.0,23 km solo,0.0,1.0,🟢  Plat/Sprint,0
2023-05-06,2023,ronde-van-overijssel,result,,Kuil Groenoord Cycling Team - NWVG,1.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,201.32,738.0,723.0,82.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.3,0.1,45.0,0.04,150.0,18.5,0.512,0.0,12.1,169.0,0.0,37.7,0.0,0.0,0.0,0.0,0.0,1.78,0.681,145.0,0.327,3.02,1.53,2.19,0,0,0.0,40.0,8.37,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,-,0.0,1.0,🟢  Plat/Sprint,0
2023-06-21,2023,nc-netherlands-itt,result,,Kuil Groenoord Cycling Team - NWVG,NC,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,49.0,25.0,Time trial,,,,0
