date,year,course,type,etape,equipe,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,selected,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,cobblestones_km,unpaved_km,compacted_gravel_km,paved_km,asphalt_km,access_road_km,cycleway_km,loc_last_col_cat1,loc_last_col_cat2,loc_last_col_cat3,loc_last_col_cat4,loc_last_col_hc,off-grid_(unknown)_km,path_km,road_km,singletrack_km,state_road_km,street_km,unknown_km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2019-03-08,2019,tour-of-rhodes,stage,1.0,Equipe CMI,2.2,FIN,108.0,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,1.0,149.92,2879.0,2774.0,494.0,0.0,4.0,0.0,1.0,0.0,0.0,3.2,1.4,1.38,325.0,0.63,1099.0,0.0,0.0,0.0,12.8,138.0,0.0,0.0,0.0,0.4275,0.4275,0.9992,0.0,0.0,0.0,143.0,0.0,7.69,0.0,0.0,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,-,,2.0,⛰️  Moy. montagne,0
2019-05-11,2019,minsk-cup,result,,,1.2,FIN,102.0,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,175.67,1019.0,1020.0,249.0,194.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.03,-0.14,147.0,0.06,308.0,5.54,0.0,0.0,2.04,167.0,0.127,3.94,0.0,0.0,0.0,0.0,0.0,0.924,6.53,85.7,0.0,78.3,0.745,1.41,,0,0.0,40.0,3.448,0.0,3.448,0.0,3.448,0.0,0.0,19.0,,-,,,,0
2019-05-12,2019,grand-prix-minsk,result,,,1.2,DNF,,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,150.07,1037.0,1042.0,221.0,190.0,0.0,0.0,0.0,0.0,0.0,1.5,0.4,0.34,120.0,-0.05,338.0,42.1,0.0,0.0,0.22,93.9,1.75,3.76,0.0,0.0,0.0,0.0,0.0,1.6,65.1,58.9,0.787,9.83,7.05,12.6,,1,175.67,40.0,15.65,0.0,7.042,0.0,2.757,0.0,0.0,21.0,,-,,,,0
2020-01-15,2020,new-zealand-cycle-classic,stage,1.0,EuroCyclingTrips - CMI Pro Cycling Team,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,123.32,1226.0,1172.0,274.0,104.0,3.0,1.0,0.0,0.0,0.0,4.0,1.73,0.86,65.0,0.23,579.0,0.0,0.0,0.0,118.0,5.01,0.0,0.0,0.0,0.0,0.4196,0.7552,0.0,0.0,0.0,122.0,0.0,0.0,0.626,0.0,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,-,,1.0,🟢  Plat/Sprint,0
2020-01-16,2020,new-zealand-cycle-classic,stage,2.0,EuroCyclingTrips - CMI Pro Cycling Team,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,2.0,119.01,917.0,917.0,170.0,47.0,3.0,0.0,0.0,0.0,0.0,-0.3,0.4,0.36,49.0,-0.05,359.0,0.0,0.0,0.0,63.9,55.0,0.0,0.0,0.0,0.0,0.0,0.8032,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2020-01-17,2020,new-zealand-cycle-classic,stage,3.0,EuroCyclingTrips - CMI Pro Cycling Team,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,3.0,128.61,744.0,813.0,165.0,29.0,1.0,0.0,0.0,0.0,0.0,-0.7,-0.5,-0.28,30.0,-0.07,379.0,0.0,0.0,0.0,66.0,62.1,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2020-01-18,2020,new-zealand-cycle-classic,stage,4.0,EuroCyclingTrips - CMI Pro Cycling Team,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,4.0,175.4,2238.0,1942.0,414.0,68.0,3.0,0.0,4.0,0.0,0.0,5.7,6.4,5.96,319.0,0.01,620.0,0.0,0.0,0.0,107.0,68.6,0.0,0.0,0.0,0.9998,0.9998,0.9998,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,-,,3.0,🏔️  Haute montagne,0
2020-01-19,2020,new-zealand-cycle-classic,stage,5.0,EuroCyclingTrips - CMI Pro Cycling Team,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,5.0,123.72,360.0,360.0,152.0,123.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.57,-0.52,27.0,0.02,150.0,0.0,0.0,0.0,47.3,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2020-01-25,2020,gravel-and-tar,result,,EuroCyclingTrips - CMI Pro Cycling Team,1.2,,,0.0,,,,,,,0,3.0,3.0,0.0,0.0,0.0,,133.05,1149.0,1208.0,379.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0,0.17,0.04,9.0,0.31,463.0,0.0,28.4,0.0,62.7,36.8,0.0,2.97,0.0,0.0,0.5274,0.7742,0.0,5.05,0.0,95.3,0.0,8.15,21.4,5.05,1.0,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2020-02-14,2020,nc-new-zealand-itt,result,,EuroCyclingTrips - CMI Pro Cycling Team,NC,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,38.6,147.0,147.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.13,0.14,31.0,0.0,147.0,0.0,0.0,0.0,13.9,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,0.0,0.0,2.63,0.0,1.0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,Time trial,,0.0,⏱️  CLM,0
2020-02-16,2020,nc-new-zealand,result,,EuroCyclingTrips - CMI Pro Cycling Team,NC,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,175.55,1766.0,1767.0,320.0,39.0,3.0,2.0,0.0,0.0,0.0,-0.4,-0.13,-0.06,17.0,0.01,446.0,0.0,0.0,0.0,99.6,75.5,0.0,3.18,0.0,0.0,0.51,0.6101,0.0,0.455,0.0,154.0,0.0,0.324,17.7,0.455,1.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,-,0.6,1.0,🟢  Plat/Sprint,0
2020-03-01,2020,rhodes-gp,result,,EuroCyclingTrips - CMI Pro Cycling Team,1.2,FIN,107.0,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,186.29,1623.0,1624.0,480.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,-0.1,-0.24,152.0,0.85,571.0,0.0,0.448,0.0,0.53,185.0,0.0,1.21,0.0,0.3447,0.8193,0.8193,0.0,0.0,0.515,148.0,0.448,35.9,0.651,0.542,0.0,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,-,,2.0,⛰️  Moy. montagne,0
2020-03-06,2020,tour-of-rhodes,stage,1.0,EuroCyclingTrips - CMI Pro Cycling Team,2.2,FIN,93.0,0.0,88.0,0.0,,,,,1,0.0,0.0,0.0,0.0,0.0,1.0,149.71,3863.0,3756.0,373.0,0.0,5.0,1.0,1.0,0.0,0.0,3.6,1.37,1.42,355.0,0.6,1592.0,0.0,0.0,0.0,26.3,124.0,0.0,0.0,0.0,0.2555,0.2555,0.9996,0.0,0.0,0.0,133.0,0.0,17.7,0.0,0.0,0.0,1,186.29,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,-,0.0,2.0,⛰️  Moy. montagne,0
2020-03-07,2020,tour-of-rhodes,stage,2.0,EuroCyclingTrips - CMI Pro Cycling Team,2.2,FIN,86.0,0.0,88.0,0.0,,,,,1,0.0,0.0,0.0,0.0,0.0,2.0,144.86,3291.0,3289.0,365.0,3.0,2.0,2.0,1.0,0.0,0.0,0.3,0.1,0.06,252.0,0.62,1111.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.5357,0.8662,0.8662,0.0,0.0,0.0,144.0,0.0,1.19,0.0,0.0,0.0,2,336.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,-,0.0,2.0,⛰️  Moy. montagne,0
