date,year,course,type,etape,equipe,selected,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,unknown_km,path_km,singletrack_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2018-02-28,2018,trofej-umag,result,,Team Coop,0,1.2,,,0.0,,,,,,,40.0,40.0,0.0,0.0,0.0,,144.26,144.0,0.0,0.0,0.0,0.0,2.52,0.0,142.0,0.0,0.201,0.0,0.0,0.0,0.0,1221.0,1221.0,188.0,2.0,0.0,5.0,0.0,0.0,0.0,0.8931,0.8931,0.0,0.0,0.0,-0.3,-0.4,-0.6,19.0,0.14,482.0,1,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,-,,2.0,⛰️  Moy. montagne,0
2018-03-03,2018,porec-trophy,result,,Team Coop,0,1.2,,,0.0,,,,,,,10.0,10.0,0.0,0.0,0.0,,149.61,149.0,0.684,0.0,0.0,0.0,91.6,0.417,57.1,0.417,0.0,0.0,0.0,0.0,0.0,1587.0,1490.0,177.0,5.0,0.0,7.0,0.0,0.0,0.0,0.9239,0.9239,0.0,0.0,0.0,4.9,2.3,1.48,147.0,0.06,514.0,1,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,-,40.0,2.0,⛰️  Moy. montagne,0
2018-03-08,2018,istrian-spring-tour,prologue,,Team Coop,1,2.2,FIN,35.0,0.0,,,,,,,0.0,44.0,40.0,0.0,0.0,,2.01,1.0,0.835,0.0,0.0,0.0,0.0,1.17,0.0,0.835,0.0,0.0,0.163,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.05,5.0,0.05,5.0,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,⏱️  CLM,0
2018-03-09,2018,istrian-spring-tour,stage,1.0,Team Coop,1,2.2,DNF,,0.0,,,,,,,3.0,44.0,40.0,0.0,0.0,1.0,155.09,155.0,0.0,0.454,0.0,0.0,80.0,1.1,74.2,0.0,0.0,0.0,0.0,0.0,0.0,1724.0,1438.0,414.0,0.0,2.0,2.0,1.0,0.0,0.0,0.9997,0.9997,0.438,0.0,0.0,7.2,5.3,5.02,253.0,0.62,642.0,0,1,2.01,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,-,,3.0,🏔️  Haute montagne,0
2018-03-10,2018,istrian-spring-tour,stage,2.0,Team Coop,0,2.2,,,0.0,,,,,,,1.0,44.0,40.0,0.0,0.0,2.0,158.81,158.0,0.21,0.0,0.0,0.0,50.4,0.711,107.0,0.0,0.285,0.0,0.0,0.0,0.0,2065.0,1740.0,450.0,9.0,3.0,0.0,3.0,0.0,0.0,0.9904,0.9904,0.9904,0.0,0.0,0.0,4.23,5.42,352.0,0.3,540.0,0,2,157.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,-,25.0,2.0,⛰️  Moy. montagne,0
2018-03-11,2018,istrian-spring-tour,stage,3.0,Team Coop,0,2.2,,,0.0,,,,,,,0.0,44.0,40.0,0.0,0.0,3.0,159.6,160.0,0.0,0.0,0.0,0.0,20.8,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,1642.0,360.0,-2.0,4.0,3.0,0.0,0.0,0.0,0.9022,0.9022,0.0,0.0,0.0,-0.4,-0.4,-0.62,17.0,-0.33,514.0,0,2,157.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,-,17.0,2.0,⛰️  Moy. montagne,0
2018-03-19,2018,tour-de-normadie,stage,1.0,Team Coop,1,2.2,FIN,8.0,0.0,8.0,3.0,,,,,0.0,6.0,3.0,0.0,0.0,1.0,150.95,137.0,13.9,0.0,0.0,0.0,102.0,10.6,38.2,0.0,0.489,0.0,0.489,0.0,0.0,1011.0,928.0,207.0,38.0,6.0,1.0,0.0,0.0,0.0,0.902,0.1455,0.0,0.0,0.0,1.0,-0.27,-0.06,62.0,0.21,502.0,1,2,157.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-,,1.0,🟢  Plat/Sprint,0
2018-03-20,2018,tour-de-normadie,stage,2.0,Team Coop,1,2.2,FIN,8.0,0.0,8.0,3.0,,,,,0.0,6.0,3.0,0.0,0.0,2.0,153.32,153.0,0.0,0.0,0.0,0.0,110.0,0.463,39.4,2.98,0.305,0.0,0.305,0.0,0.0,1246.0,1238.0,224.0,12.0,2.0,1.0,0.0,0.0,0.0,0.6453,0.6453,0.0,0.0,0.0,-1.4,-0.2,0.16,136.0,-0.01,366.0,1,3,308.04999999999995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2018-03-21,2018,tour-de-normadie,stage,3.0,Team Coop,1,2.2,FIN,5.0,0.0,8.0,3.0,,,,,0.0,6.0,3.0,0.0,0.0,3.0,134.65,129.0,5.17,0.0,0.0,0.0,70.9,0.0,60.6,2.14,1.07,0.0,1.07,0.0,0.0,991.0,1119.0,177.0,3.0,4.0,1.0,0.0,0.0,0.0,0.9338,0.3204,0.0,0.0,0.0,-0.8,-3.33,-2.66,22.0,-0.02,353.0,1,4,461.36999999999995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2018-03-22,2018,tour-de-normadie,stage,4.0,Team Coop,1,2.2,FIN,13.0,0.0,8.0,3.0,,,,,0.0,6.0,3.0,0.0,0.0,4.0,155.17,148.0,7.66,0.0,0.0,0.0,148.0,1.87,0.0,5.54,0.0,0.0,0.0,0.0,0.0,1155.0,1075.0,251.0,12.0,0.0,2.0,0.0,0.0,0.0,0.5692,0.5692,0.0,0.0,0.0,0.2,-0.23,-0.04,43.0,0.11,496.0,1,5,596.02,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-,0.0,1.0,🟢  Plat/Sprint,0
