date,year,course,type,etape,equipe,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,selected,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,cobblestones_km,unpaved_km,compacted_gravel_km,paved_km,asphalt_km,access_road_km,cycleway_km,loc_last_col_cat1,loc_last_col_cat2,loc_last_col_cat3,loc_last_col_cat4,loc_last_col_hc,off-grid_(unknown)_km,path_km,road_km,singletrack_km,state_road_km,street_km,unknown_km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2018-01-07,2018,nc-new-zealand,result,,Team Wiggins,NC,,,0.0,,,,,,,0,20.0,20.0,0.0,0.0,0.0,,107.76,1349.0,1359.0,210.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-1.7,-0.02,129.0,-0.01,529.0,0.0,0.0,0.0,37.0,69.3,0.0,10.1,0.0,0.0,0.1469,0.1469,0.0,0.0,0.0,70.0,0.0,22.6,3.65,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,-,,1.0,🟢  Plat/Sprint,0
2018-03-11,2018,trofeu-da-arrabida,result,,Team Wiggins,1.2,,,0.0,,,,,,,0,50.0,50.0,0.0,0.0,0.0,,169.58,1515.0,1671.0,251.0,0.0,1.0,3.0,0.0,0.0,0.0,-2.3,-0.4,-0.16,62.0,-0.27,389.0,0.0,3.32,0.849,11.3,153.0,0.0,0.0,0.0,0.0,0.8762,0.8762,0.0,1.1,1.61,47.6,0.212,95.7,23.2,1.12,1.0,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,-,20.0,1.0,🟢  Plat/Sprint,0
2018-03-14,2018,volta-ao-alentejo,stage,1.0,Team Wiggins,2.2,,,0.0,,,,,,,0,8.0,57.0,35.0,0.0,0.0,1.0,173.37,1515.0,1453.0,365.0,75.0,4.0,1.0,0.0,0.0,0.0,1.1,1.4,0.48,141.0,0.15,533.0,0.67,0.494,0.0,3.73,168.0,0.0,0.0,0.0,0.0,0.199,0.9996,0.0,0.736,0.494,47.9,0.0,122.0,2.0,0.736,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,-,35.0,1.0,🟢  Plat/Sprint,0
2018-03-15,2018,volta-ao-alentejo,stage,2.0,Team Wiggins,2.2,,,0.0,,,,,,,0,3.0,57.0,35.0,0.0,0.0,2.0,205.72,1720.0,1883.0,269.0,3.0,3.0,2.0,0.0,0.0,0.0,0.1,1.17,0.72,55.0,-0.19,331.0,0.0,1.94,0.0,18.3,185.0,0.0,0.794,0.0,0.0,0.7321,0.7321,0.0,0.0,2.0,20.8,0.0,182.0,0.0,0.0,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,-,,2.0,⛰️  Moy. montagne,0
2018-03-16,2018,volta-ao-alentejo,stage,3.0,Team Wiggins,2.2,,,0.0,,,,,,,0,3.0,57.0,35.0,0.0,0.0,3.0,149.56,1423.0,1167.0,347.0,2.0,1.0,1.0,1.0,0.0,0.0,4.4,-0.27,1.04,265.0,0.29,403.0,0.123,0.0,0.0,0.555,148.0,0.0,0.0,0.0,0.9619,0.9619,0.9619,0.0,0.792,0.0,32.4,0.0,116.0,0.65,0.407,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,-,26.0,1.0,🟢  Plat/Sprint,0
2018-03-17,2018,volta-ao-alentejo,stage,5.0,Team Wiggins,2.2,,,0.0,,,,,,,0,0.0,57.0,35.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0.0,,,,,,,,,31.0,,Time trial,,,,0
2018-03-17,2018,volta-ao-alentejo,stage,4.0,Team Wiggins,2.2,,,0.0,,,,,,,0,1.0,57.0,35.0,0.0,0.0,4.0,64.4,1143.0,968.0,867.0,257.0,0.0,1.0,1.0,0.0,0.0,-0.2,-3.47,-3.86,14.0,0.79,885.0,0.378,0.0,0.0,4.18,59.5,0.0,0.0,0.0,0.477,0.8519,0.8519,0.0,0.21,0.0,59.3,0.0,3.38,1.4,0.21,1.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,-,20.25,1.0,🟢  Plat/Sprint,0
2018-03-18,2018,volta-ao-alentejo,stage,6.0,Team Wiggins,2.2,,,0.0,,,,,,,0,7.0,57.0,35.0,0.0,0.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0.0,,,,,,,,,31.0,,-,,,,0
2018-03-31,2018,le-triptyque-des-monts-et-chateaux,stage,1.0,Team Wiggins,2.2U,,,0.0,,,,,,,0,0.0,4.0,3.0,0.0,0.0,1.0,136.96,1110.0,1081.0,137.0,12.0,4.0,0.0,0.0,0.0,0.0,-1.0,-0.2,-0.96,245.0,0.0,229.0,0.189,0.229,0.0,23.9,112.0,0.0,30.4,0.0,0.0,0.0,0.9656,0.0,0.385,0.162,89.6,0.0,11.2,5.31,0.556,1.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,Sprint of large group,16.4,1.0,🟢  Plat/Sprint,0
2018-04-01,2018,le-triptyque-des-monts-et-chateaux,stage,2.0,Team Wiggins,2.2U,,,0.0,,,,,,,0,1.0,4.0,3.0,0.0,0.0,2.0,168.51,878.0,875.0,131.0,15.0,1.0,0.0,0.0,0.0,0.0,-0.4,-0.3,-0.16,65.0,0.03,194.0,0.0,0.0,0.0,41.4,127.0,0.0,26.9,0.0,0.0,0.0,0.4916,0.0,0.0,0.0,131.0,0.0,0.89,8.37,0.936,1.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,Sprint of large group,12.4,1.0,🟢  Plat/Sprint,0
2018-04-02,2018,circuito-belvedere,result,,Team Wiggins,1.2U,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,165.86,1639.0,1640.0,308.0,57.0,0.0,2.0,0.0,0.0,0.0,1.6,0.23,-0.6,19.0,0.01,391.0,0.0,0.0,0.0,57.6,108.0,0.0,0.0,0.0,0.0,0.9096,0.9096,0.0,0.0,0.0,143.0,0.0,0.0,22.5,0.0,0.0,0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Sprint of small group,2.6,1.0,🟢  Plat/Sprint,0
2018-04-03,2018,gp-palio-del-recioto,result,,Team Wiggins,1.2U,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,156.4,3183.0,3136.0,796.0,109.0,8.0,7.0,0.0,1.0,0.0,-1.9,-4.03,-4.22,24.0,-0.02,1000.0,3.06,0.0,0.0,3.26,150.0,0.0,0.0,0.9107,0.9107,0.9107,0.9107,0.0,0.0,0.0,135.0,0.0,0.0,21.4,0.0,0.0,0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,-,3.0,2.0,⛰️  Moy. montagne,0
2018-04-10,2018,commonwealth-games-itt2,result,,Team Wiggins,JR,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,38.5,319.0,320.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.6,0.07,0.02,34.0,-0.0,319.0,0.0,0.0,0.0,35.2,3.03,0.0,1.94,0.0,0.0,0.0,0.5728,0.0,0.208,0.0,33.3,0.0,1.19,1.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,Time trial,1.0,1.0,🟢  Plat/Sprint,0
2018-04-22,2018,east-midlands-international-cicle-classic,result,,Team Wiggins,1.2,,,0.0,,,,,,,0,43.0,43.0,0.0,0.0,0.0,,191.65,1793.0,1807.0,207.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.6,-0.2,88.0,0.1,364.0,0.0,4.57,0.0,58.9,124.0,0.0,0.19,0.0,0.0,0.0,0.6548,0.0,1.05,4.57,138.0,0.0,39.8,8.42,4.13,1.0,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,-,0.4,1.0,🟢  Plat/Sprint,0
2018-04-22,2018,gp-industria-e-commercio2,result,,Team Wiggins,1.2U,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,173.52,1207.0,1208.0,237.0,38.0,0.0,4.0,0.0,0.0,0.0,0.3,0.17,-0.04,8.0,-0.0,84.0,1.19,0.0,0.0,16.2,156.0,0.0,15.9,0.0,0.0,0.9164,0.9164,0.0,0.0,0.445,113.0,0.0,23.7,20.2,0.208,0.0,0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Sprint of large group,8.8,1.0,🟢  Plat/Sprint,0
2018-04-25,2018,le-tour-de-bretagne,stage,1.0,Team Wiggins,2.2,FIN,108.0,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,1.0,162.25,1077.0,1087.0,107.0,29.0,0.0,0.0,0.0,0.0,0.0,0.1,0.37,0.32,103.0,0.01,362.0,0.0,0.0,0.0,31.8,130.0,0.0,0.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,6.14,1.12,0.0,0.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,-,8.8,1.0,🟢  Plat/Sprint,0
2018-04-26,2018,le-tour-de-bretagne,stage,2.0,Team Wiggins,2.2,FIN,73.0,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,2.0,181.35,1175.0,1214.0,145.0,4.0,1.0,0.0,0.0,0.0,0.0,-0.9,-0.37,-0.06,71.0,-0.04,275.0,0.299,0.907,0.0,7.4,172.0,0.0,2.65,0.0,0.0,0.0,0.5536,0.0,0.639,0.0,160.0,0.0,10.7,7.69,0.672,0.0,1,162.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,-,8.6,1.0,🟢  Plat/Sprint,0
2018-04-27,2018,le-tour-de-bretagne,stage,3.0,Team Wiggins,2.2,DNF,,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,3.0,180.94,1756.0,1745.0,220.0,7.0,3.0,1.0,0.0,0.0,0.0,2.7,0.33,-0.1,94.0,0.1,447.0,0.0,0.0,0.0,48.6,132.0,0.0,7.48,0.0,0.0,0.4198,0.5719,0.0,0.19,0.0,157.0,0.0,9.81,6.53,0.359,0.0,2,343.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,-,8.6,1.0,🟢  Plat/Sprint,0
2018-05-06,2018,fleche-ardennaise,result,,Team Wiggins,1.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,179.81,2685.0,2710.0,537.0,93.0,3.0,6.0,1.0,0.0,0.0,4.4,-0.03,0.1,207.0,-0.11,507.0,0.0,0.0,0.0,8.18,171.0,0.0,2.39,0.0,0.5132,0.9456,0.9812,0.0,0.991,0.452,136.0,0.0,32.4,7.73,1.1,0.0,3,524.54,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,-,1.5,2.0,⛰️  Moy. montagne,0
2018-05-18,2018,paris-arras-tour,stage,1.0,Team Wiggins,2.2,,,0.0,,,,,,,0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,3.43,112.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,2.78,105.0,0.0,0.767,7.83,0.0,1.0,3,524.54,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2018-05-19,2018,paris-arras-tour,stage,2.0,Team Wiggins,2.2,,,0.0,,,,,,,0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,39.1,144.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.136,150.0,0.0,5.51,17.4,3.43,1.0,3,524.54,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2018-05-20,2018,paris-arras-tour,stage,3.0,Team Wiggins,2.2,,,0.0,,,,,,,0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,131.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,1.15,22.0,3.13,1.0,3,524.54,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2018-05-27,2018,paris-roubaix-u23,result,,Team Wiggins,1.2U,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,180.94,,,,,,,,,0.0,,Sprint à deux,,,,0
2018-06-02,2018,heist-op-den-berg,result,,Team Wiggins,1.1,,,0.0,,,,,,,0,40.0,40.0,0.0,0.0,0.0,,192.77,594.0,597.0,43.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.1,0.33,0.22,70.0,-0.02,76.0,5.27,0.419,0.0,102.0,83.8,0.0,148.0,0.0,0.0,0.0,0.0,0.0,1.31,0.177,12.8,0.239,0.0,14.7,1.54,0.0,0,0.0,125.0,1.363,0.0,0.903,0.0,0.454,0.0,0.0,69.0,,-,0.6,1.0,🟢  Plat/Sprint,0
2018-06-03,2018,memorial-philippe-van-coningsloo,result,,Team Wiggins,1.2,,,0.0,,,,,,,0,55.0,55.0,0.0,0.0,0.0,,179.0,604.0,673.0,104.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.07,-0.02,15.0,-0.03,430.0,5.89,0.0,0.0,79.7,94.5,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,0.0,0.853,20.6,0.0,0.0,0,0.0,40.0,4.221,0.0,1.666,0.0,1.093,0.0,0.0,4.0,,Sprint of small group,8.6,1.0,🟢  Plat/Sprint,0
2018-07-01,2018,nc-france,result,,Team Wiggins,NC,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,,,,,,,,,332.0,,Sprint of small group,,,,0
2018-07-01,2018,nc-ireland,result,,Team Wiggins,NC,FIN,4.0,50.0,,,,,,,1,110.0,110.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,,,,,,,,,34.0,,-,,,,0
2018-07-01,2018,ncgreat-britain,result,,Team Wiggins,NC,,,0.0,,,,,,,0,75.0,75.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0.0,,,,,,,,,22.0,,? km solo,,,,0
2018-07-11,2018,giro-ciclistico-della-valle-d-aosta-mont-blanc,prologue,,Team Wiggins,2.2U,,,0.0,,,,,,,0,0.0,5.0,0.0,0.0,0.0,,8.11,548.0,88.0,1216.0,734.0,0.0,0.0,1.0,0.0,0.0,0.6,4.6,4.22,345.0,5.67,548.0,0.0,0.0,0.0,0.0,8.07,0.0,2.67,0.0,0.9303,0.9303,0.9303,0.0,0.0,0.0,4.62,0.0,0.0,0.829,0.0,0.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,⏱️  CLM,0
2018-07-12,2018,giro-ciclistico-della-valle-d-aosta-mont-blanc,stage,1.0,Team Wiggins,2.2U,,,0.0,,,,,,,0,0.0,5.0,0.0,0.0,0.0,1.0,162.55,4202.0,3656.0,1946.0,545.0,2.0,1.0,2.0,0.0,2.0,2.5,3.23,3.02,151.0,-0.87,845.0,0.0,0.172,0.0,5.52,157.0,0.0,0.0,0.9995,0.9995,0.9995,0.9995,0.9995,0.0,0.172,100.0,0.0,56.6,6.01,0.151,0.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,-,,3.0,🏔️  Haute montagne,0
2018-07-13,2018,giro-ciclistico-della-valle-d-aosta-mont-blanc,stage,2.0,Team Wiggins,2.2U,,,0.0,,,,,,,0,5.0,5.0,0.0,0.0,0.0,2.0,148.64,2988.0,3009.0,877.0,222.0,0.0,0.0,4.0,1.0,0.0,-0.6,-0.73,-5.16,524.0,-0.09,1109.0,0.407,0.136,0.0,7.93,140.0,0.0,0.0,0.57,0.9516,0.9516,0.9516,0.0,0.558,0.0,132.0,0.0,14.3,1.91,0.558,0.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,-,1.0,2.0,⛰️  Moy. montagne,0
2018-07-14,2018,giro-ciclistico-della-valle-d-aosta-mont-blanc,stage,3.0,Team Wiggins,2.2U,,,0.0,,,,,,,0,0.0,5.0,0.0,0.0,0.0,3.0,156.0,3742.0,3661.0,1737.0,316.0,1.0,3.0,3.0,0.0,1.0,0.3,0.97,1.58,534.0,-2.26,629.0,0.64,0.0,0.0,11.3,144.0,0.237,0.0,0.909,0.909,0.9977,0.9977,0.909,0.0,0.0,124.0,0.0,26.3,5.46,0.277,0.0,1,0.0,5.0,0.0,0.066,0.0,0.066,0.0,0.0,0.0,2.0,,-,0.0,3.0,🏔️  Haute montagne,0
