date,year,course,type,etape,equipe,selected,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,compacted_gravel_km,road_km,street_km,state_road_km,cycleway_km,off-grid_(unknown)_km,access_road_km,unknown_km,path_km,singletrack_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,loc_last_col_cat4,loc_last_col_cat3,loc_last_col_cat2,loc_last_col_cat1,loc_last_col_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how
2018-03-19,2018,tour-de-normadie,stage,1.0,,1,2.2,FIN,89.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,150.95,137.0,13.9,0.0,0.0,0.0,102.0,10.6,38.2,0.0,0.489,0.0,0.489,0.0,0.0,1011.0,928.0,207.0,38.0,6.0,1.0,0.0,0.0,0.0,0.902,0.1455,0.0,0.0,0.0,1.0,-0.27,-0.06,62.0,0.21,502.0,,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-
2018-03-20,2018,tour-de-normadie,stage,2.0,,1,2.2,FIN,69.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,153.32,153.0,0.0,0.0,0.0,0.0,110.0,0.463,39.4,2.98,0.305,0.0,0.305,0.0,0.0,1246.0,1238.0,224.0,12.0,2.0,1.0,0.0,0.0,0.0,0.6453,0.6453,0.0,0.0,0.0,-1.4,-0.2,0.16,136.0,-0.01,366.0,,1,150.95,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-
2018-03-21,2018,tour-de-normadie,stage,3.0,,1,2.2,FIN,103.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,134.65,129.0,5.17,0.0,0.0,0.0,70.9,0.0,60.6,2.14,1.07,0.0,1.07,0.0,0.0,991.0,1119.0,177.0,3.0,4.0,1.0,0.0,0.0,0.0,0.9338,0.3204,0.0,0.0,0.0,-0.8,-3.33,-2.66,22.0,-0.02,353.0,,2,304.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-
2018-03-22,2018,tour-de-normadie,stage,4.0,,1,2.2,DNF,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,155.17,148.0,7.66,0.0,0.0,0.0,148.0,1.87,0.0,5.54,0.0,0.0,0.0,0.0,0.0,1155.0,1075.0,251.0,12.0,0.0,2.0,0.0,0.0,0.0,0.5692,0.5692,0.0,0.0,0.0,0.2,-0.23,-0.04,43.0,0.11,496.0,,3,438.92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,-
2018-04-29,2018,paris-mantes-en-yvelines,result,,,1,1.2,FIN,20.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,172.61,141.0,31.6,0.0,0.0,0.0,143.0,11.0,17.0,1.93,0.217,0.0,0.217,0.0,0.0,1685.0,1819.0,181.0,15.0,6.0,0.0,0.0,0.0,0.0,0.9213,0.0,0.0,0.0,0.0,1.4,0.3,-0.58,140.0,-0.08,344.0,,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,-
2018-06-07,2018,ronde-de-l-oise,stage,1.0,,1,2.2,FIN,65.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,131.58,131.0,0.0,0.32,0.0,0.0,119.0,1.93,9.44,1.69,0.0,0.0,0.0,0.0,0.0,1090.0,1140.0,165.0,41.0,6.0,0.0,0.0,0.0,0.0,0.9584,0.0,0.0,0.0,0.0,-0.9,-2.8,-1.82,106.0,0.09,364.0,,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,-
2018-06-08,2018,ronde-de-l-oise,stage,2.0,,1,2.2,FIN,70.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,208.92,202.0,6.94,0.0,0.0,0.0,199.0,5.64,0.0,4.02,0.357,0.0,0.357,0.0,0.0,2066.0,2182.0,214.0,35.0,11.0,0.0,0.0,0.0,0.0,0.9723,0.0,0.0,0.0,0.0,-0.8,-3.37,-2.62,145.0,-0.09,488.0,,1,131.58,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,-
2018-06-09,2018,ronde-de-l-oise,stage,3.0,,1,2.2,FIN,83.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,174.82,172.0,2.76,0.0,0.0,0.0,175.0,0.0,0.322,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,1468.0,153.0,34.0,6.0,0.0,0.0,0.0,0.0,0.5726,0.0,0.0,0.0,0.0,-0.3,-1.0,-0.58,66.0,-0.15,493.0,,2,340.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,-
2018-06-10,2018,ronde-de-l-oise,stage,4.0,,1,2.2,DNF,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,184.38,179.0,4.46,0.0,0.0,0.0,168.0,7.29,2.22,6.03,0.501,0.0,0.249,0.0,0.0,1356.0,1322.0,229.0,30.0,4.0,1.0,0.0,0.0,0.0,0.8101,0.563,0.0,0.0,0.0,-2.5,-1.4,-1.06,29.0,0.15,275.0,,3,515.3199999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,-
2018-07-28,2018,kreiz-breizh-elites,stage,1.0,,1,2.2,FIN,127.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,179.55,139.0,39.2,0.0,0.559,0.0,161.0,6.05,9.05,2.12,1.14,0.0,1.17,0.0,0.559,2000.0,2061.0,281.0,61.0,2.0,1.0,0.0,0.0,0.0,0.8635,0.8635,0.0,0.0,0.0,0.5,-0.4,-0.4,116.0,-0.18,624.0,,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,-
2018-07-29,2018,kreiz-breizh-elites,stage,2.0,,1,2.2,DNF,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,92.83,77.0,15.7,0.0,0.0,0.0,89.1,3.16,0.174,0.35,0.0,0.0,0.0,0.0,0.0,1158.0,1179.0,288.0,131.0,2.0,0.0,0.0,0.0,0.0,0.6449,0.0,0.0,0.0,0.0,-0.6,-0.8,-0.48,139.0,0.13,623.0,,1,179.55,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,-
