date,year,course,type,etape,equipe,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,selected,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,cobblestones_km,unpaved_km,compacted_gravel_km,paved_km,asphalt_km,access_road_km,cycleway_km,loc_last_col_cat1,loc_last_col_cat2,loc_last_col_cat3,loc_last_col_cat4,loc_last_col_hc,off-grid_(unknown)_km,path_km,road_km,singletrack_km,state_road_km,street_km,unknown_km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2021-04-25,2021,gran-premio-della-liberazione,result,,Iseo Serrature - Rime - Carnovali,1.2U,FIN,12.0,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,136.04,1288.0,1288.0,39.0,16.0,0.0,0.0,0.0,0.0,0.0,-1.5,-0.53,-0.26,171.0,0.03,475.0,0.0,0.0,0.0,17.1,106.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,9.98,24.2,67.0,0.0,8.07,6.67,12.3,0,0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,-,0.0,1.0,🟢  Plat/Sprint,0
2021-05-02,2021,circuito-del-porto-trofeo-arvedi,result,,Iseo Serrature - Rime - Carnovali,1.2,FIN,12.0,0.0,,,,,,,1,3.0,3.0,0.0,0.0,0.0,,180.03,265.0,266.0,46.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,0.0,58.0,-0.0,73.0,0.0,0.0,0.0,0.0,177.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,2.86,0.0,111.0,0.0,45.8,0.0,2.65,1,1,136.04,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,Sprint of large group,0.0,1.0,🟢  Plat/Sprint,0
2021-06-02,2021,trofeo-alcide-degasperi,result,,Iseo Serrature - Rime - Carnovali,1.2,FIN,39.0,0.0,,,,,,,1,3.0,3.0,0.0,0.0,0.0,,160.23,2427.0,2074.0,624.0,123.0,4.0,0.0,5.0,0.0,0.0,1.7,0.5,-1.94,100.0,0.47,640.0,1.12,0.826,0.0,0.314,143.0,0.0,0.351,0.0,0.9586,0.9586,0.9586,0.0,13.4,3.25,131.0,0.0,10.4,2.47,15.3,0,0,0.0,40.0,0.513,0.0,0.257,0.0,0.0,0.0,0.0,6.0,,-,0.6,2.0,⛰️  Moy. montagne,0
2021-06-03,2021,giro-ciclistico-d-italia,stage,1.0,Iseo Serrature - Rime - Carnovali,2.2,,,0.0,,,,,,,0,0.0,3.0,3.0,0.0,0.0,1.0,142.27,1063.0,1067.0,356.0,-2.0,2.0,1.0,1.0,0.0,0.0,0.0,-1.63,-1.52,0.0,-0.0,37.0,0.0,0.0,0.0,12.8,129.0,0.0,5.5,0.0,0.4337,0.7586,0.92,0.0,0.229,0.0,133.0,0.0,3.15,0.446,0.377,1,1,160.23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,? km solo,0.6,1.0,🟢  Plat/Sprint,0
2021-06-04,2021,giro-ciclistico-d-italia,stage,2.0,Iseo Serrature - Rime - Carnovali,2.2,,,0.0,,,,,,,0,0.0,3.0,3.0,0.0,0.0,2.0,138.05,1076.0,1056.0,284.0,3.0,3.0,2.0,0.0,0.0,0.0,-1.0,-2.93,-3.16,44.0,-0.03,278.0,0.0,0.0,0.0,3.43,134.0,0.0,4.73,0.0,0.0,0.8886,0.8886,0.0,0.0,0.208,111.0,0.0,20.5,1.74,0.197,1,1,160.23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,12 km solo,0.6,1.0,🟢  Plat/Sprint,0
2021-06-05,2021,giro-ciclistico-d-italia,stage,3.0,Iseo Serrature - Rime - Carnovali,2.2,,,0.0,,,,,,,0,0.0,3.0,3.0,0.0,0.0,3.0,133.1,2031.0,2035.0,570.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,-0.07,-0.1,6.0,0.17,483.0,0.227,0.0,0.0,0.106,132.0,0.0,1.14,0.0,0.6619,0.6619,0.6619,0.0,0.0,0.0,120.0,0.0,10.8,1.24,0.105,1,1,160.23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,Sprint of small group,1.2,2.0,⛰️  Moy. montagne,0
2021-06-06,2021,giro-ciclistico-d-italia,stage,4.0,Iseo Serrature - Rime - Carnovali,2.2,,,0.0,,,,,,,0,0.0,3.0,3.0,0.0,0.0,4.0,25.34,27.0,28.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.04,8.0,-0.0,27.0,0.896,0.0,0.0,1.0,23.4,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,3.59,0.0,1,1,160.23,7.0,0.845,0.0,0.845,0.0,0.845,0.0,0.0,17.0,,Time trial,0.6,1.0,🟢  Plat/Sprint,0
2021-06-07,2021,giro-ciclistico-d-italia,stage,5.0,Iseo Serrature - Rime - Carnovali,2.2,,,0.0,,,,,,,0,0.0,3.0,3.0,0.0,0.0,5.0,142.26,2542.0,2048.0,1051.0,110.0,2.0,2.0,1.0,0.0,1.0,1.1,0.57,4.22,219.0,-0.66,232.0,0.48,0.0,0.0,9.16,132.0,0.0,0.0,0.9764,0.9764,0.9764,0.9764,0.9764,0.27,0.48,116.0,0.0,24.4,1.76,0.27,1,1,160.23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,5 km solo,0.6,2.0,⛰️  Moy. montagne,0
2021-06-08,2021,giro-ciclistico-d-italia,stage,6.0,Iseo Serrature - Rime - Carnovali,2.2,,,0.0,,,,,,,0,0.0,3.0,3.0,0.0,0.0,6.0,176.81,1196.0,859.0,962.0,22.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,0.48,67.0,0.13,97.0,0.324,2.12,0.0,9.93,152.0,0.0,0.578,0.8249,0.8249,0.8249,0.8249,0.8249,13.6,1.79,92.2,0.0,66.2,3.41,13.7,1,1,160.23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,1 km solo,0.6,1.0,🟢  Plat/Sprint,0
2021-06-09,2021,giro-ciclistico-d-italia,stage,7.0,Iseo Serrature - Rime - Carnovali,2.2,,,0.0,,,,,,,0,0.0,3.0,3.0,0.0,0.0,7.0,119.93,3529.0,1815.0,2003.0,267.0,1.0,3.0,1.0,0.0,1.0,2.3,2.13,5.22,271.0,0.01,888.0,0.73,0.0,0.0,11.6,107.0,0.0,0.121,0.9986,0.9986,0.9986,0.9986,0.9986,0.526,0.0,114.0,0.0,0.491,4.66,0.526,1,1,160.23,7.0,1.157,0.0,1.157,0.0,1.157,0.0,0.0,17.0,,5 km solo,0.0,3.0,🏔️  Haute montagne,0
