jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
29,1,2023,result,great-ocean-road-race,1.UWT,2023 Cadel Evans Great Ocean Road Race.gpx,29_January_2023__result__great-ocean-road-race_2023__1.UWT.csv,100.0,match
25,2,2023,result,omloop-het-nieuwsblad,1.UWT,2023 Omloop Het Nieuwsblad Elite.gpx,25_February_2023__result__omloop-het-nieuwsblad_2023__1.UWT.csv,100.0,match
4,3,2023,result,strade-bianche,1.UWT,2023 Strade Bianche.gpx,04_March_2023__result__strade-bianche_2023__1.UWT.csv,100.0,match
18,3,2023,result,milano-sanremo,1.UWT,2023 Milano-Sanremo.gpx,18_March_2023__result__milano-sanremo_2023__1.UWT.csv,100.0,match
22,3,2023,result,classic-brugge-de-panne,1.UWT,2023 Classic Brugge-De Panne.gpx,22_March_2023__result__classic-brugge-de-panne_2023__1.UWT.csv,100.0,match
24,3,2023,result,e3-harelbeke,1.UWT,2023 E3 Saxo Classic.gpx,24_March_2023__result__e3-harelbeke_2023__1.UWT.csv,100.0,match
26,3,2023,result,gent-wevelgem,1.UWT,2023 Gent-Wevelgem In Flanders Fields.gpx,26_March_2023__result__gent-wevelgem_2023__1.UWT.csv,100.0,match
29,3,2023,result,dwars-door-vlaanderen,1.UWT,2023 Dwars door Vlaanderen - A travers la Flandre.gpx,29_March_2023__result__dwars-door-vlaanderen_2023__1.UWT.csv,100.0,match
2,4,2023,result,ronde-van-vlaanderen,1.UWT,2023 Ronde van Vlaanderen - Tour des Flandres.gpx,02_April_2023__result__ronde-van-vlaanderen_2023__1.UWT.csv,100.0,match
9,4,2023,result,paris-roubaix,1.UWT,2023 Paris-Roubaix.gpx,09_April_2023__result__paris-roubaix_2023__1.UWT.csv,100.0,match
16,4,2023,result,amstel-gold-race,1.UWT,2023 Amstel Gold Race.gpx,16_April_2023__result__amstel-gold-race_2023__1.UWT.csv,100.0,match
19,4,2023,result,la-fleche-wallonne,1.UWT,2023 La Fleche Wallonne.gpx,19_April_2023__result__la-fleche-wallonne_2023__1.UWT.csv,100.0,match
23,4,2023,result,liege-bastogne-liege,1.UWT,2023 Liege-Bastogne-Liege.gpx,23_April_2023__result__liege-bastogne-liege_2023__1.UWT.csv,100.0,match
1,5,2023,result,eschborn-frankfurt,1.UWT,2023 Eschborn-Frankfurt.gpx,01_May_2023__result__eschborn-frankfurt_2023__1.UWT.csv,100.0,match
29,7,2023,result,san-sebastian,1.UWT,2023 Donostia San Sebastian Klasikoa.gpx,29_July_2023__result__san-sebastian_2023__1.UWT.csv,100.0,match
20,8,2023,result,cyclassics-hamburg,1.UWT,2023 BEMER Cyclassics.gpx,20_August_2023__result__cyclassics-hamburg_2023__1.UWT.csv,100.0,match
3,9,2023,result,bretagne-classic,1.UWT,2023 Bretagne Classic - Ouest-France.gpx,03_September_2023__result__bretagne-classic_2023__1.UWT.csv,100.0,match
8,9,2023,result,gp-quebec,1.UWT,2023 Grand Prix Cycliste de Quebec.gpx,08_September_2023__result__gp-quebec_2023__1.UWT.csv,100.0,match
10,9,2023,result,gp-montreal,1.UWT,2023 Grand Prix Cycliste de Montreal.gpx,10_September_2023__result__gp-montreal_2023__1.UWT.csv,100.0,match
7,10,2023,result,il-lombardia,1.UWT,2023 Il Lombardia.gpx,07_October_2023__result__il-lombardia_2023__1.UWT.csv,100.0,match
