jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
2,2,2025,result,great-ocean-road-race,1.UWT,2025 Cadel Evans Great Ocean Road Race.gpx,02_February_2025__result__great-ocean-road-race_2025__1.UWT.csv,100.0,match
1,3,2025,result,omloop-het-nieuwsblad,1.UWT,2025 Omloop Nieuwsblad.gpx,01_March_2025__result__omloop-het-nieuwsblad_2025__1.UWT.csv,79.0,match
8,3,2025,result,strade-bianche,1.UWT,2025 Strade Bianche.gpx,08_March_2025__result__strade-bianche_2025__1.UWT.csv,100.0,match
22,3,2025,result,milano-sanremo,1.UWT,2025 Milano-Sanremo.gpx,22_March_2025__result__milano-sanremo_2025__1.UWT.csv,100.0,match
26,3,2025,result,classic-brugge-de-panne,1.UWT,2025 Classic Brugge-De Panne.gpx,26_March_2025__result__classic-brugge-de-panne_2025__1.UWT.csv,100.0,match
28,3,2025,result,e3-harelbeke,1.UWT,2025 E3 Saxo Classic.gpx,28_March_2025__result__e3-harelbeke_2025__1.UWT.csv,100.0,match
30,3,2025,result,gent-wevelgem,1.UWT,2025 Gent-Wevelgem in Flanders Fields.gpx,30_March_2025__result__gent-wevelgem_2025__1.UWT.csv,100.0,match
2,4,2025,result,dwars-door-vlaanderen,1.UWT,2025 Dwars door Vlaanderen - A travers la Flandre.gpx,02_April_2025__result__dwars-door-vlaanderen_2025__1.UWT.csv,100.0,match
6,4,2025,result,ronde-van-vlaanderen,1.UWT,2025 Ronde van Vlaanderen.gpx,06_April_2025__result__ronde-van-vlaanderen_2025__1.UWT.csv,100.0,match
13,4,2025,result,paris-roubaix,1.UWT,2025 Paris-Roubaix.gpx,13_April_2025__result__paris-roubaix_2025__1.UWT.csv,100.0,match
20,4,2025,result,amstel-gold-race,1.UWT,2025 Amstel Gold Race.gpx,20_April_2025__result__amstel-gold-race_2025__1.UWT.csv,100.0,match
23,4,2025,result,la-fleche-wallonne,1.UWT,2025 La Fleche Wallonne.gpx,23_April_2025__result__la-fleche-wallonne_2025__1.UWT.csv,100.0,match
27,4,2025,result,liege-bastogne-liege,1.UWT,2025 Liege-Bastogne-Liege.gpx,27_April_2025__result__liege-bastogne-liege_2025__1.UWT.csv,100.0,match
1,5,2025,result,eschborn-frankfurt,1.UWT,2025 Eschborn-Frankfurt.gpx,01_May_2025__result__eschborn-frankfurt_2025__1.UWT.csv,100.0,match
22,6,2025,result,copenhagen-sprint,1.UWT,2025 Copenhagen Sprint.gpx,22_June_2025__result__copenhagen-sprint_2025__1.UWT.csv,100.0,match
2,8,2025,result,san-sebastian,1.UWT,2025 Donostia San Sebastian Klasikoa.gpx,02_August_2025__result__san-sebastian_2025__1.UWT.csv,100.0,match
17,8,2025,result,cyclassics-hamburg,1.UWT,2025 ADAC Cyclassics.gpx,17_August_2025__result__cyclassics-hamburg_2025__1.UWT.csv,85.0,match
31,8,2025,result,bretagne-classic,1.UWT,2025 Bretagne Classic - CIC.gpx,31_August_2025__result__bretagne-classic_2025__1.UWT.csv,100.0,match
12,9,2025,result,gp-quebec,1.UWT,2025 Grand Prix Cycliste de Quebec.gpx,12_September_2025__result__gp-quebec_2025__1.UWT.csv,100.0,match
14,9,2025,result,gp-montreal,1.UWT,2025 Grand Prix Cycliste de Montreal.gpx,14_September_2025__result__gp-montreal_2025__1.UWT.csv,100.0,match
11,10,2025,result,il-lombardia,1.UWT,2025 Il Lombardia.gpx,11_October_2025__result__il-lombardia_2025__1.UWT.csv,100.0,match
