jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
29,1,2017,result,great-ocean-road-race,1.UWT,2017 Cadel Evans Great Ocean Road Race.gpx,29_January_2017__result__great-ocean-road-race_2017__1.UWT.csv,100.0,match
25,2,2017,result,omloop-het-nieuwsblad,1.UWT,2017 Omloop Het Nieuwsblad.gpx,25_February_2017__result__omloop-het-nieuwsblad_2017__1.UWT.csv,100.0,match
4,3,2017,result,strade-bianche,1.UWT,2017 Strade Bianche.gpx,04_March_2017__result__strade-bianche_2017__1.UWT.csv,100.0,match
18,3,2017,result,milano-sanremo,1.UWT,2017 Milano - Sanremo.gpx,18_March_2017__result__milano-sanremo_2017__1.UWT.csv,100.0,match
22,3,2017,result,dwars-door-vlaanderen,1.UWT,2017 Dwars Door Vlaanderen / A travers la Flandre.gpx,22_March_2017__result__dwars-door-vlaanderen_2017__1.UWT.csv,100.0,match
24,3,2017,result,e3-harelbeke,1.UWT,2017 Record Bank E3 Harelbeke.gpx,24_March_2017__result__e3-harelbeke_2017__1.UWT.csv,100.0,match
26,3,2017,result,gent-wevelgem,1.UWT,2017 Gent-Wevelgem in Flanders Fields.gpx,26_March_2017__result__gent-wevelgem_2017__1.UWT.csv,100.0,match
2,4,2017,result,ronde-van-vlaanderen,1.UWT,2017 Ronde Van Vlaanderen.gpx,02_April_2017__result__ronde-van-vlaanderen_2017__1.UWT.csv,100.0,match
9,4,2017,result,paris-roubaix,1.UWT,2017 Paris - Roubaix.gpx,09_April_2017__result__paris-roubaix_2017__1.UWT.csv,100.0,match
16,4,2017,result,amstel-gold-race,1.UWT,2017 Amstel Gold Race.gpx,16_April_2017__result__amstel-gold-race_2017__1.UWT.csv,100.0,match
19,4,2017,result,la-fleche-wallonne,1.UWT,2017 La Fleche Wallonne.gpx,19_April_2017__result__la-fleche-wallonne_2017__1.UWT.csv,100.0,match
23,4,2017,result,liege-bastogne-liege,1.UWT,2017 Liege - Bastogne - Liege.gpx,23_April_2017__result__liege-bastogne-liege_2017__1.UWT.csv,100.0,match
1,5,2017,result,eschborn-frankfurt,1.UWT,,01_May_2017__result__eschborn-frankfurt_2017__1.UWT.csv,,pcs_only
29,7,2017,result,san-sebastian,1.UWT,2017 Clasica Ciclista San Sebastian.gpx,29_July_2017__result__san-sebastian_2017__1.UWT.csv,65.0,match
30,7,2017,result,ride-london-classic,1.UWT,2017 Prudential RideLondon-Surrey Classic.gpx,30_July_2017__result__ride-london-classic_2017__1.UWT.csv,68.0,match
20,8,2017,result,cyclassics-hamburg,1.UWT,2017 Euroeyes Cyclassics.gpx,20_August_2017__result__cyclassics-hamburg_2017__1.UWT.csv,84.0,match
27,8,2017,result,bretagne-classic,1.UWT,2017 Bretagne Classic - Ouest France.gpx,27_August_2017__result__bretagne-classic_2017__1.UWT.csv,100.0,match
8,9,2017,result,gp-quebec,1.UWT,2017 Grand Prix Cycliste de Quebec.gpx,08_September_2017__result__gp-quebec_2017__1.UWT.csv,100.0,match
10,9,2017,result,gp-montreal,1.UWT,2017 Grand Prix Cycliste de Montreal.gpx,10_September_2017__result__gp-montreal_2017__1.UWT.csv,100.0,match
7,10,2017,result,il-lombardia,1.UWT,2017 Il Lombardia.gpx,07_October_2017__result__il-lombardia_2017__1.UWT.csv,100.0,match
