jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
9,6,2021,stage_4,tour-de-suisse,2.UWT,2021 Tour de Suisse Stage 4.gpx,09_June_2021__stage_4__tour-de-suisse_2021__2.UWT.csv,100,match
10,6,2021,stage_5,tour-de-suisse,2.UWT,2021 Tour de Suisse Stage 5.gpx,10_June_2021__stage_5__tour-de-suisse_2021__2.UWT.csv,100,match
11,6,2021,stage_6,tour-de-suisse,2.UWT,2021 Tour de Suisse Stage 6.gpx,11_June_2021__stage_6__tour-de-suisse_2021__2.UWT.csv,100,match
12,6,2021,stage_7,tour-de-suisse,2.UWT,2021 Tour de Suisse Stage 7.gpx,12_June_2021__stage_7__tour-de-suisse_2021__2.UWT.csv,100,match
13,6,2021,stage_8,tour-de-suisse,2.UWT,2021 Tour de Suisse Stage 8.gpx,13_June_2021__stage_8__tour-de-suisse_2021__2.UWT.csv,100,match
26,6,2021,stage_1,tour-de-france,2.UWT,2021 Tour de France Stage 1.gpx,26_June_2021__stage_1__tour-de-france_2021__2.UWT.csv,100,match
27,6,2021,stage_2,tour-de-france,2.UWT,2021 Tour de France Stage 2.gpx,27_June_2021__stage_2__tour-de-france_2021__2.UWT.csv,100,match
28,6,2021,stage_3,tour-de-france,2.UWT,2021 Tour de France Stage 3.gpx,28_June_2021__stage_3__tour-de-france_2021__2.UWT.csv,100,match
29,6,2021,stage_4,tour-de-france,2.UWT,2021 Tour de France Stage 4.gpx,29_June_2021__stage_4__tour-de-france_2021__2.UWT.csv,100,match
30,6,2021,stage_5,tour-de-france,2.UWT,2021 Tour de France Stage 5.gpx,30_June_2021__stage_5__tour-de-france_2021__2.UWT.csv,100,match
1,7,2021,stage_6,tour-de-france,2.UWT,2021 Tour de France Stage 6.gpx,01_July_2021__stage_6__tour-de-france_2021__2.UWT.csv,100,match
2,7,2021,stage_7,tour-de-france,2.UWT,2021 Tour de France Stage 7.gpx,02_July_2021__stage_7__tour-de-france_2021__2.UWT.csv,100,match
3,7,2021,stage_8,tour-de-france,2.UWT,2021 Tour de France Stage 8.gpx,03_July_2021__stage_8__tour-de-france_2021__2.UWT.csv,100,match
4,7,2021,stage_9,tour-de-france,2.UWT,2021 Tour de France Stage 9.gpx,04_July_2021__stage_9__tour-de-france_2021__2.UWT.csv,100,match
6,7,2021,stage_10,tour-de-france,2.UWT,2021 Tour de France Stage 10.gpx,06_July_2021__stage_10__tour-de-france_2021__2.UWT.csv,100,match
7,7,2021,stage_11,tour-de-france,2.UWT,2021 Tour de France Stage 11.gpx,07_July_2021__stage_11__tour-de-france_2021__2.UWT.csv,100,match
8,7,2021,stage_12,tour-de-france,2.UWT,2021 Tour de France Stage 12.gpx,08_July_2021__stage_12__tour-de-france_2021__2.UWT.csv,100,match
9,7,2021,stage_13,tour-de-france,2.UWT,2021 Tour de France Stage 13.gpx,09_July_2021__stage_13__tour-de-france_2021__2.UWT.csv,100,match
10,7,2021,stage_14,tour-de-france,2.UWT,2021 Tour de France Stage 14.gpx,10_July_2021__stage_14__tour-de-france_2021__2.UWT.csv,100,match
11,7,2021,stage_15,tour-de-france,2.UWT,2021 Tour de France Stage 15.gpx,11_July_2021__stage_15__tour-de-france_2021__2.UWT.csv,100,match
13,7,2021,stage_16,tour-de-france,2.UWT,2021 Tour de France Stage 16.gpx,13_July_2021__stage_16__tour-de-france_2021__2.UWT.csv,100,match
14,7,2021,stage_17,tour-de-france,2.UWT,2021 Tour de France Stage 17.gpx,14_July_2021__stage_17__tour-de-france_2021__2.UWT.csv,100,match
15,7,2021,stage_18,tour-de-france,2.UWT,2021 Tour de France Stage 18.gpx,15_July_2021__stage_18__tour-de-france_2021__2.UWT.csv,100,match
16,7,2021,stage_19,tour-de-france,2.UWT,2021 Tour de France Stage 19.gpx,16_July_2021__stage_19__tour-de-france_2021__2.UWT.csv,100,match
17,7,2021,stage_20,tour-de-france,2.UWT,2021 Tour de France Stage 20.gpx,17_July_2021__stage_20__tour-de-france_2021__2.UWT.csv,100,match
18,7,2021,stage_21,tour-de-france,2.UWT,2021 Tour de France Stage 21.gpx,18_July_2021__stage_21__tour-de-france_2021__2.UWT.csv,100,match
31,7,2021,result,san-sebastian,1.UWT,2021 Donostia San Sebastian Klasikoa.gpx,31_July_2021__result__san-sebastian_2021__1.UWT.csv,100,match
9,8,2021,stage_1,tour-de-pologne,2.UWT,2021 Tour de Pologne Stage 1.gpx,09_August_2021__stage_1__tour-de-pologne_2021__2.UWT.csv,100,match
10,8,2021,stage_2,tour-de-pologne,2.UWT,2021 Tour de Pologne Stage 2.gpx,10_August_2021__stage_2__tour-de-pologne_2021__2.UWT.csv,100,match
11,8,2021,stage_3,tour-de-pologne,2.UWT,2021 Tour de Pologne Stage 3.gpx,11_August_2021__stage_3__tour-de-pologne_2021__2.UWT.csv,100,match
12,8,2021,stage_4,tour-de-pologne,2.UWT,2021 Tour de Pologne Stage 4.gpx,12_August_2021__stage_4__tour-de-pologne_2021__2.UWT.csv,100,match
13,8,2021,stage_5,tour-de-pologne,2.UWT,2021 Tour de Pologne Stage 5.gpx,13_August_2021__stage_5__tour-de-pologne_2021__2.UWT.csv,100,match
14,8,2021,stage_6,tour-de-pologne,2.UWT,2021 Tour de Pologne Stage 6.gpx,14_August_2021__stage_6__tour-de-pologne_2021__2.UWT.csv,100,match
14,8,2021,stage_1,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 1.gpx,14_August_2021__stage_1__vuelta-a-espana_2021__2.UWT.csv,100,match
15,8,2021,stage_7,tour-de-pologne,2.UWT,2021 Tour de Pologne Stage 7.gpx,15_August_2021__stage_7__tour-de-pologne_2021__2.UWT.csv,100,match
15,8,2021,stage_2,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 2.gpx,15_August_2021__stage_2__vuelta-a-espana_2021__2.UWT.csv,100,match
16,8,2021,stage_3,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 3.gpx,16_August_2021__stage_3__vuelta-a-espana_2021__2.UWT.csv,100,match
17,8,2021,stage_4,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 4.gpx,17_August_2021__stage_4__vuelta-a-espana_2021__2.UWT.csv,100,match
18,8,2021,stage_5,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 5.gpx,18_August_2021__stage_5__vuelta-a-espana_2021__2.UWT.csv,100,match
19,8,2021,stage_6,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 6.gpx,19_August_2021__stage_6__vuelta-a-espana_2021__2.UWT.csv,100,match
20,8,2021,stage_7,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 7.gpx,20_August_2021__stage_7__vuelta-a-espana_2021__2.UWT.csv,100,match
21,8,2021,stage_8,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 8.gpx,21_August_2021__stage_8__vuelta-a-espana_2021__2.UWT.csv,100,match
22,8,2021,stage_9,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 9.gpx,22_August_2021__stage_9__vuelta-a-espana_2021__2.UWT.csv,100,match
24,8,2021,stage_10,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 10.gpx,24_August_2021__stage_10__vuelta-a-espana_2021__2.UWT.csv,100,match
25,8,2021,stage_11,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 11.gpx,25_August_2021__stage_11__vuelta-a-espana_2021__2.UWT.csv,100,match
26,8,2021,stage_12,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 12.gpx,26_August_2021__stage_12__vuelta-a-espana_2021__2.UWT.csv,100,match
27,8,2021,stage_13,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 13.gpx,27_August_2021__stage_13__vuelta-a-espana_2021__2.UWT.csv,100,match
28,8,2021,stage_14,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 14.gpx,28_August_2021__stage_14__vuelta-a-espana_2021__2.UWT.csv,100,match
29,8,2021,result,bretagne-classic,1.UWT,2021 Bretagne Classic - Ouest-France.gpx,29_August_2021__result__bretagne-classic_2021__1.UWT.csv,100,match
29,8,2021,stage_15,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 15.gpx,29_August_2021__stage_15__vuelta-a-espana_2021__2.UWT.csv,100,match
30,8,2021,stage_1,renewi-tour,2.UWT,2021 Benelux Tour Stage 1.gpx,30_August_2021__stage_1__renewi-tour_2021__2.UWT.csv,67,match
31,8,2021,stage_16,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 16.gpx,31_August_2021__stage_16__vuelta-a-espana_2021__2.UWT.csv,100,match
31,8,2021,stage_2,renewi-tour,2.UWT,2021 Benelux Tour Stage 2.gpx,31_August_2021__stage_2__renewi-tour_2021__2.UWT.csv,67,match
1,9,2021,stage_17,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 17.gpx,01_September_2021__stage_17__vuelta-a-espana_2021__2.UWT.csv,100,match
1,9,2021,stage_3,renewi-tour,2.UWT,2021 Benelux Tour Stage 3.gpx,01_September_2021__stage_3__renewi-tour_2021__2.UWT.csv,67,match
2,9,2021,stage_18,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 18.gpx,02_September_2021__stage_18__vuelta-a-espana_2021__2.UWT.csv,100,match
2,9,2021,stage_4,renewi-tour,2.UWT,2021 Benelux Tour Stage 4.gpx,02_September_2021__stage_4__renewi-tour_2021__2.UWT.csv,67,match
3,9,2021,stage_19,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 19.gpx,03_September_2021__stage_19__vuelta-a-espana_2021__2.UWT.csv,100,match
3,9,2021,stage_5,renewi-tour,2.UWT,2021 Benelux Tour Stage 5.gpx,03_September_2021__stage_5__renewi-tour_2021__2.UWT.csv,67,match
4,9,2021,stage_20,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 20.gpx,04_September_2021__stage_20__vuelta-a-espana_2021__2.UWT.csv,100,match
4,9,2021,stage_6,renewi-tour,2.UWT,2021 Benelux Tour Stage 6.gpx,04_September_2021__stage_6__renewi-tour_2021__2.UWT.csv,67,match
5,9,2021,stage_21,vuelta-a-espana,2.UWT,2021 La Vuelta ciclista a Espana Stage 21.gpx,05_September_2021__stage_21__vuelta-a-espana_2021__2.UWT.csv,100,match
5,9,2021,stage_7,renewi-tour,2.UWT,2021 Benelux Tour Stage 7.gpx,05_September_2021__stage_7__renewi-tour_2021__2.UWT.csv,67,match
19,9,2021,result,eschborn-frankfurt,1.UWT,2021 Eschborn-Frankfurt.gpx,19_September_2021__result__eschborn-frankfurt_2021__1.UWT.csv,100,match
3,10,2021,result,paris-roubaix,1.UWT,2021 Paris-Roubaix.gpx,03_October_2021__result__paris-roubaix_2021__1.UWT.csv,100,match
9,10,2021,result,il-lombardia,1.UWT,2021 Il Lombardia.gpx,09_October_2021__result__il-lombardia_2021__1.UWT.csv,100,match
