jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
17,1,2023,prologue,tour-down-under,2.UWT,2023 Santos Tour Down Under Prologue.gpx,17_January_2023__Prologue__tour-down-under_2023__2.UWT.csv,100.0,match
18,1,2023,stage_1,tour-down-under,2.UWT,2023 Santos Tour Down Under Stage 1.gpx,18_January_2023__stage_1__tour-down-under_2023__2.UWT.csv,100.0,match
19,1,2023,stage_2,tour-down-under,2.UWT,2023 Santos Tour Down Under Stage 2.gpx,19_January_2023__stage_2__tour-down-under_2023__2.UWT.csv,100.0,match
20,1,2023,stage_3,tour-down-under,2.UWT,2023 Santos Tour Down Under Stage 3.gpx,20_January_2023__stage_3__tour-down-under_2023__2.UWT.csv,100.0,match
21,1,2023,stage_4,tour-down-under,2.UWT,2023 Santos Tour Down Under Stage 4.gpx,21_January_2023__stage_4__tour-down-under_2023__2.UWT.csv,100.0,match
22,1,2023,stage_5,tour-down-under,2.UWT,2023 Santos Tour Down Under Stage 5.gpx,22_January_2023__stage_5__tour-down-under_2023__2.UWT.csv,100.0,match
29,1,2023,result,great-ocean-road-race,1.UWT,2023 Cadel Evans Great Ocean Road Race.gpx,29_January_2023__result__great-ocean-road-race_2023__1.UWT.csv,100.0,match
20,2,2023,stage_1,uae-tour,2.UWT,2023 UAE Tour Stage 1.gpx,20_February_2023__stage_1__uae-tour_2023__2.UWT.csv,100.0,match
21,2,2023,stage_2,uae-tour,2.UWT,2023 UAE Tour Stage 2.gpx,21_February_2023__stage_2__uae-tour_2023__2.UWT.csv,100.0,match
22,2,2023,stage_3,uae-tour,2.UWT,2023 UAE Tour Stage 3.gpx,22_February_2023__stage_3__uae-tour_2023__2.UWT.csv,100.0,match
23,2,2023,stage_4,uae-tour,2.UWT,2023 UAE Tour Stage 4.gpx,23_February_2023__stage_4__uae-tour_2023__2.UWT.csv,100.0,match
24,2,2023,stage_5,uae-tour,2.UWT,2023 UAE Tour Stage 5.gpx,24_February_2023__stage_5__uae-tour_2023__2.UWT.csv,100.0,match
25,2,2023,stage_6,uae-tour,2.UWT,2023 UAE Tour Stage 6.gpx,25_February_2023__stage_6__uae-tour_2023__2.UWT.csv,100.0,match
