jour,mois,annee,stage,nom_pcs,categorie,fichier_gpx,fichier_pcs,score,statut
18,4,2019,stage_3,tour-of-turkey,2.UWT,2019 Presidential Cycling Tour of Turkey Stage 3.gpx,18_April_2019__stage_3__tour-of-turkey_2019__2.UWT.csv,97,match
19,4,2019,stage_4,tour-of-turkey,2.UWT,2019 Presidential Cycling Tour of Turkey Stage 4.gpx,19_April_2019__stage_4__tour-of-turkey_2019__2.UWT.csv,97,match
20,4,2019,stage_5,tour-of-turkey,2.UWT,2019 Presidential Cycling Tour of Turkey Stage 5.gpx,20_April_2019__stage_5__tour-of-turkey_2019__2.UWT.csv,97,match
21,4,2019,result,amstel-gold-race,1.UWT,2019 Amstel Gold Race.gpx,21_April_2019__result__amstel-gold-race_2019__1.UWT.csv,100,match
21,4,2019,stage_6,tour-of-turkey,2.UWT,2019 Presidential Cycling Tour of Turkey Stage 6.gpx,21_April_2019__stage_6__tour-of-turkey_2019__2.UWT.csv,97,match
24,4,2019,result,la-fleche-wallonne,1.UWT,2019 La Fleche Wallonne.gpx,24_April_2019__result__la-fleche-wallonne_2019__1.UWT.csv,100,match
28,4,2019,result,liege-bastogne-liege,1.UWT,2019 Liege - Bastogne - Liege.gpx,28_April_2019__result__liege-bastogne-liege_2019__1.UWT.csv,100,match
30,4,2019,prologue,tour-de-romandie,2.UWT,2019 Tour de Romandie Prologue.gpx,30_April_2019__Prologue__tour-de-romandie_2019__2.UWT.csv,100,match
1,5,2019,result,eschborn-frankfurt,1.UWT,2019 Eschborn-Frankfurt.gpx,01_May_2019__result__eschborn-frankfurt_2019__1.UWT.csv,100,match
1,5,2019,stage_1,tour-de-romandie,2.UWT,2019 Tour de Romandie Stage 1.gpx,01_May_2019__stage_1__tour-de-romandie_2019__2.UWT.csv,100,match
2,5,2019,stage_2,tour-de-romandie,2.UWT,2019 Tour de Romandie Stage 2.gpx,02_May_2019__stage_2__tour-de-romandie_2019__2.UWT.csv,100,match
3,5,2019,stage_3,tour-de-romandie,2.UWT,2019 Tour de Romandie Stage 3.gpx,03_May_2019__stage_3__tour-de-romandie_2019__2.UWT.csv,100,match
4,5,2019,stage_4,tour-de-romandie,2.UWT,2019 Tour de Romandie Stage 4.gpx,04_May_2019__stage_4__tour-de-romandie_2019__2.UWT.csv,100,match
5,5,2019,stage_5,tour-de-romandie,2.UWT,2019 Tour de Romandie Stage 5.gpx,05_May_2019__stage_5__tour-de-romandie_2019__2.UWT.csv,100,match
11,5,2019,stage_1,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 1.gpx,11_May_2019__stage_1__giro-d-italia_2019__2.UWT.csv,100,match
12,5,2019,stage_1,tour-of-california,2.UWT,2019 Amgen Tour of California Stage 1.gpx,12_May_2019__stage_1__tour-of-california_2019__2.UWT.csv,100,match
12,5,2019,stage_2,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 2.gpx,12_May_2019__stage_2__giro-d-italia_2019__2.UWT.csv,100,match
13,5,2019,stage_2,tour-of-california,2.UWT,2019 Amgen Tour of California Stage 2.gpx,13_May_2019__stage_2__tour-of-california_2019__2.UWT.csv,100,match
13,5,2019,stage_3,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 3.gpx,13_May_2019__stage_3__giro-d-italia_2019__2.UWT.csv,100,match
14,5,2019,stage_3,tour-of-california,2.UWT,2019 Amgen Tour of California Stage 3.gpx,14_May_2019__stage_3__tour-of-california_2019__2.UWT.csv,100,match
14,5,2019,stage_4,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 4.gpx,14_May_2019__stage_4__giro-d-italia_2019__2.UWT.csv,100,match
15,5,2019,stage_5,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 5.gpx,15_May_2019__stage_5__giro-d-italia_2019__2.UWT.csv,100,match
15,5,2019,stage_4,tour-of-california,2.UWT,2019 Amgen Tour of California Stage 4.gpx,15_May_2019__stage_4__tour-of-california_2019__2.UWT.csv,100,match
16,5,2019,stage_5,tour-of-california,2.UWT,2019 Amgen Tour of California Stage 5.gpx,16_May_2019__stage_5__tour-of-california_2019__2.UWT.csv,100,match
16,5,2019,stage_6,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 6.gpx,16_May_2019__stage_6__giro-d-italia_2019__2.UWT.csv,100,match
17,5,2019,stage_7,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 7.gpx,17_May_2019__stage_7__giro-d-italia_2019__2.UWT.csv,100,match
17,5,2019,stage_6,tour-of-california,2.UWT,2019 Amgen Tour of California Stage 6.gpx,17_May_2019__stage_6__tour-of-california_2019__2.UWT.csv,100,match
18,5,2019,stage_8,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 8.gpx,18_May_2019__stage_8__giro-d-italia_2019__2.UWT.csv,100,match
18,5,2019,stage_7,tour-of-california,2.UWT,2019 Amgen Tour of California Stage 7.gpx,18_May_2019__stage_7__tour-of-california_2019__2.UWT.csv,100,match
19,5,2019,stage_9,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 9.gpx,19_May_2019__stage_9__giro-d-italia_2019__2.UWT.csv,100,match
21,5,2019,stage_10,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 10.gpx,21_May_2019__stage_10__giro-d-italia_2019__2.UWT.csv,100,match
22,5,2019,stage_11,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 11.gpx,22_May_2019__stage_11__giro-d-italia_2019__2.UWT.csv,100,match
23,5,2019,stage_12,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 12.gpx,23_May_2019__stage_12__giro-d-italia_2019__2.UWT.csv,100,match
24,5,2019,stage_13,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 13.gpx,24_May_2019__stage_13__giro-d-italia_2019__2.UWT.csv,100,match
25,5,2019,stage_14,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 14.gpx,25_May_2019__stage_14__giro-d-italia_2019__2.UWT.csv,100,match
26,5,2019,stage_15,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 15.gpx,26_May_2019__stage_15__giro-d-italia_2019__2.UWT.csv,100,match
28,5,2019,stage_16,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 16.gpx,28_May_2019__stage_16__giro-d-italia_2019__2.UWT.csv,100,match
29,5,2019,stage_17,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 17.gpx,29_May_2019__stage_17__giro-d-italia_2019__2.UWT.csv,100,match
30,5,2019,stage_18,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 18.gpx,30_May_2019__stage_18__giro-d-italia_2019__2.UWT.csv,100,match
31,5,2019,stage_19,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 19.gpx,31_May_2019__stage_19__giro-d-italia_2019__2.UWT.csv,100,match
1,6,2019,stage_20,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 20.gpx,01_June_2019__stage_20__giro-d-italia_2019__2.UWT.csv,100,match
2,6,2019,stage_21,giro-d-italia,2.UWT,2019 Giro d'Italia Stage 21.gpx,02_June_2019__stage_21__giro-d-italia_2019__2.UWT.csv,100,match
9,6,2019,stage_1,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 1.gpx,09_June_2019__stage_1__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
10,6,2019,stage_2,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 2.gpx,10_June_2019__stage_2__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
11,6,2019,stage_3,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 3.gpx,11_June_2019__stage_3__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
12,6,2019,stage_4,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 4.gpx,12_June_2019__stage_4__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
13,6,2019,stage_5,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 5.gpx,13_June_2019__stage_5__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
14,6,2019,stage_6,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 6.gpx,14_June_2019__stage_6__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
15,6,2019,stage_7,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 7.gpx,15_June_2019__stage_7__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
15,6,2019,stage_1,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 1.gpx,15_June_2019__stage_1__tour-de-suisse_2019__2.UWT.csv,100,match
16,6,2019,stage_8,tour-auvergne-rhone-alpes,2.UWT,2019 Criterium du Dauphine Stage 8.gpx,16_June_2019__stage_8__tour-auvergne-rhone-alpes_2019__2.UWT.csv,100,match
16,6,2019,stage_2,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 2.gpx,16_June_2019__stage_2__tour-de-suisse_2019__2.UWT.csv,100,match
17,6,2019,stage_3,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 3.gpx,17_June_2019__stage_3__tour-de-suisse_2019__2.UWT.csv,100,match
18,6,2019,stage_4,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 4.gpx,18_June_2019__stage_4__tour-de-suisse_2019__2.UWT.csv,100,match
19,6,2019,stage_5,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 5.gpx,19_June_2019__stage_5__tour-de-suisse_2019__2.UWT.csv,100,match
20,6,2019,stage_6,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 6.gpx,20_June_2019__stage_6__tour-de-suisse_2019__2.UWT.csv,100,match
21,6,2019,stage_7,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 7.gpx,21_June_2019__stage_7__tour-de-suisse_2019__2.UWT.csv,100,match
22,6,2019,stage_8,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 8.gpx,22_June_2019__stage_8__tour-de-suisse_2019__2.UWT.csv,100,match
23,6,2019,stage_9,tour-de-suisse,2.UWT,2019 Tour de Suisse Stage 9.gpx,23_June_2019__stage_9__tour-de-suisse_2019__2.UWT.csv,100,match
6,7,2019,stage_1,tour-de-france,2.UWT,2019 Tour de France Stage 1.gpx,06_July_2019__stage_1__tour-de-france_2019__2.UWT.csv,100,match
7,7,2019,stage_2,tour-de-france,2.UWT,2019 Tour de France Stage 2.gpx,07_July_2019__stage_2__tour-de-france_2019__2.UWT.csv,100,match
8,7,2019,stage_3,tour-de-france,2.UWT,2019 Tour de France Stage 3.gpx,08_July_2019__stage_3__tour-de-france_2019__2.UWT.csv,100,match
9,7,2019,stage_4,tour-de-france,2.UWT,2019 Tour de France Stage 4.gpx,09_July_2019__stage_4__tour-de-france_2019__2.UWT.csv,100,match
10,7,2019,stage_5,tour-de-france,2.UWT,2019 Tour de France Stage 5.gpx,10_July_2019__stage_5__tour-de-france_2019__2.UWT.csv,100,match
11,7,2019,stage_6,tour-de-france,2.UWT,2019 Tour de France Stage 6.gpx,11_July_2019__stage_6__tour-de-france_2019__2.UWT.csv,100,match
12,7,2019,stage_7,tour-de-france,2.UWT,2019 Tour de France Stage 7.gpx,12_July_2019__stage_7__tour-de-france_2019__2.UWT.csv,100,match
13,7,2019,stage_8,tour-de-france,2.UWT,2019 Tour de France Stage 8.gpx,13_July_2019__stage_8__tour-de-france_2019__2.UWT.csv,100,match
14,7,2019,stage_9,tour-de-france,2.UWT,2019 Tour de France Stage 9.gpx,14_July_2019__stage_9__tour-de-france_2019__2.UWT.csv,100,match
15,7,2019,stage_10,tour-de-france,2.UWT,2019 Tour de France Stage 10.gpx,15_July_2019__stage_10__tour-de-france_2019__2.UWT.csv,100,match
17,7,2019,stage_11,tour-de-france,2.UWT,2019 Tour de France Stage 11.gpx,17_July_2019__stage_11__tour-de-france_2019__2.UWT.csv,100,match
18,7,2019,stage_12,tour-de-france,2.UWT,2019 Tour de France Stage 12.gpx,18_July_2019__stage_12__tour-de-france_2019__2.UWT.csv,100,match
19,7,2019,stage_13,tour-de-france,2.UWT,2019 Tour de France Stage 13.gpx,19_July_2019__stage_13__tour-de-france_2019__2.UWT.csv,100,match
20,7,2019,stage_14,tour-de-france,2.UWT,2019 Tour de France Stage 14.gpx,20_July_2019__stage_14__tour-de-france_2019__2.UWT.csv,100,match
21,7,2019,stage_15,tour-de-france,2.UWT,2019 Tour de France Stage 15.gpx,21_July_2019__stage_15__tour-de-france_2019__2.UWT.csv,100,match
23,7,2019,stage_16,tour-de-france,2.UWT,2019 Tour de France Stage 16.gpx,23_July_2019__stage_16__tour-de-france_2019__2.UWT.csv,100,match
24,7,2019,stage_17,tour-de-france,2.UWT,2019 Tour de France Stage 17.gpx,24_July_2019__stage_17__tour-de-france_2019__2.UWT.csv,100,match
25,7,2019,stage_18,tour-de-france,2.UWT,2019 Tour de France Stage 18.gpx,25_July_2019__stage_18__tour-de-france_2019__2.UWT.csv,100,match
26,7,2019,stage_19,tour-de-france,2.UWT,2019 Tour de France Stage 19.gpx,26_July_2019__stage_19__tour-de-france_2019__2.UWT.csv,100,match
27,7,2019,stage_20,tour-de-france,2.UWT,2019 Tour de France Stage 20.gpx,27_July_2019__stage_20__tour-de-france_2019__2.UWT.csv,100,match
28,7,2019,stage_21,tour-de-france,2.UWT,2019 Tour de France Stage 21.gpx,28_July_2019__stage_21__tour-de-france_2019__2.UWT.csv,100,match
3,8,2019,stage_1,tour-de-pologne,2.UWT,2019 Tour de Pologne Stage 1.gpx,03_August_2019__stage_1__tour-de-pologne_2019__2.UWT.csv,100,match
3,8,2019,result,san-sebastian,1.UWT,2019 Clasica Ciclista San Sebastian.gpx,03_August_2019__result__san-sebastian_2019__1.UWT.csv,65,match
4,8,2019,stage_2,tour-de-pologne,2.UWT,2019 Tour de Pologne Stage 2.gpx,04_August_2019__stage_2__tour-de-pologne_2019__2.UWT.csv,100,match
4,8,2019,result,ride-london-classic,1.UWT,2019 Prudential RideLondon-Surrey Classic.gpx,04_August_2019__result__ride-london-classic_2019__1.UWT.csv,68,match
5,8,2019,stage_3,tour-de-pologne,2.UWT,2019 Tour de Pologne Stage 3.gpx,05_August_2019__stage_3__tour-de-pologne_2019__2.UWT.csv,100,match
7,8,2019,stage_5,tour-de-pologne,2.UWT,2019 Tour de Pologne Stage 5.gpx,07_August_2019__stage_5__tour-de-pologne_2019__2.UWT.csv,100,match
8,8,2019,stage_6,tour-de-pologne,2.UWT,2019 Tour de Pologne Stage 6.gpx,08_August_2019__stage_6__tour-de-pologne_2019__2.UWT.csv,100,match
9,8,2019,stage_7,tour-de-pologne,2.UWT,2019 Tour de Pologne Stage 7.gpx,09_August_2019__stage_7__tour-de-pologne_2019__2.UWT.csv,100,match
12,8,2019,stage_1,renewi-tour,2.UWT,2019 BinckBank Tour Stage 1.gpx,12_August_2019__stage_1__renewi-tour_2019__2.UWT.csv,100,match
13,8,2019,stage_2,renewi-tour,2.UWT,2019 BinckBank Tour Stage 2.gpx,13_August_2019__stage_2__renewi-tour_2019__2.UWT.csv,100,match
14,8,2019,stage_3,renewi-tour,2.UWT,2019 BinckBank Tour Stage 3.gpx,14_August_2019__stage_3__renewi-tour_2019__2.UWT.csv,100,match
15,8,2019,stage_4,renewi-tour,2.UWT,2019 BinckBank Tour Stage 4.gpx,15_August_2019__stage_4__renewi-tour_2019__2.UWT.csv,100,match
16,8,2019,stage_5,renewi-tour,2.UWT,2019 BinckBank Tour Stage 5.gpx,16_August_2019__stage_5__renewi-tour_2019__2.UWT.csv,100,match
17,8,2019,stage_6,renewi-tour,2.UWT,2019 BinckBank Tour Stage 6.gpx,17_August_2019__stage_6__renewi-tour_2019__2.UWT.csv,100,match
18,8,2019,stage_7,renewi-tour,2.UWT,2019 BinckBank Tour Stage 7.gpx,18_August_2019__stage_7__renewi-tour_2019__2.UWT.csv,100,match
24,8,2019,stage_1,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 1.gpx,24_August_2019__stage_1__vuelta-a-espana_2019__2.UWT.csv,85,match
25,8,2019,result,cyclassics-hamburg,1.UWT,2019 EuroEyes Cyclassics.gpx,25_August_2019__result__cyclassics-hamburg_2019__1.UWT.csv,84,match
25,8,2019,stage_2,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 2.gpx,25_August_2019__stage_2__vuelta-a-espana_2019__2.UWT.csv,85,match
26,8,2019,stage_3,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 3.gpx,26_August_2019__stage_3__vuelta-a-espana_2019__2.UWT.csv,85,match
27,8,2019,stage_4,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 4.gpx,27_August_2019__stage_4__vuelta-a-espana_2019__2.UWT.csv,85,match
28,8,2019,stage_5,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 5.gpx,28_August_2019__stage_5__vuelta-a-espana_2019__2.UWT.csv,85,match
29,8,2019,stage_6,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 6.gpx,29_August_2019__stage_6__vuelta-a-espana_2019__2.UWT.csv,85,match
30,8,2019,stage_7,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 7.gpx,30_August_2019__stage_7__vuelta-a-espana_2019__2.UWT.csv,85,match
31,8,2019,stage_8,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 8.gpx,31_August_2019__stage_8__vuelta-a-espana_2019__2.UWT.csv,85,match
1,9,2019,result,bretagne-classic,1.UWT,2019 Bretagne Classic - Ouest France.gpx,01_September_2019__result__bretagne-classic_2019__1.UWT.csv,100,match
1,9,2019,stage_9,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 9.gpx,01_September_2019__stage_9__vuelta-a-espana_2019__2.UWT.csv,85,match
3,9,2019,stage_10,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 10.gpx,03_September_2019__stage_10__vuelta-a-espana_2019__2.UWT.csv,85,match
4,9,2019,stage_11,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 11.gpx,04_September_2019__stage_11__vuelta-a-espana_2019__2.UWT.csv,85,match
5,9,2019,stage_12,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 12.gpx,05_September_2019__stage_12__vuelta-a-espana_2019__2.UWT.csv,85,match
6,9,2019,stage_13,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 13.gpx,06_September_2019__stage_13__vuelta-a-espana_2019__2.UWT.csv,85,match
7,9,2019,stage_14,vuelta-a-espana,2.UWT,2019 Vuelta a Espana Stage 14.gpx,07_September_2019__stage_14__vuelta-a-espana_2019__2.UWT.csv,85,match
