date,year,course,type,equipe,classification,rang,pts_uci,selected,pts_uci_equipe_stage,pts_uci_equipe_gc,pts_uci_equipe_kom,pts_uci_equipe_points,pts_uci_equipe_total
2018-04-14,2018,commonwealth-games,gc,Scotland,JR,,,1,,0.0,,,0.0
2023-04-23,2023,east-midlands-international-cicle-classic,gc,Scotland,1.2,,,1,,0.0,,,0.0
2023-01-27,2023,tour-of-sharjah,gc,Torq Cycling Team,2.2,45.0,0.0,1,,0.0,,,7.0
