date,year,course,type,equipe,classification,rang,pts_uci,selected,pts_uci_equipe_stage,pts_uci_equipe_gc,pts_uci_equipe_kom,pts_uci_equipe_points,pts_uci_equipe_total
2019-10-20,2019,chrono-des-nations,gc,Cycling Team A De Jong,1.1,,,1,,0.0,,,0.0
